"","year","ttwa","country","total.pop","total.area","prop.inc","dist_main","dist_nearest","di","concen","live.in","crime","geo","work","pm25","suburb","crime_fixed","geo_fixed","pm25_fixed"
"1",2004,"Aberdeen","Scotland",351258,4889873658.79454,0.0960234357651641,0.189527168016895,0.189531344214942,0.512145094693542,0.909551541307834,0.400541536756947,NA,-0.196540741977174,-0.186372715054901,0.151556772719715,0.23435147927421,0.410467168448037,-0.196540741977174,0.151556772719715
"2",2004,"Alness and Invergordon","Scotland",20746,819598172.552649,0.135351393039622,NA,0.155710237988718,0.398712855991337,0.875777376069972,0.124723433267738,NA,-0.162836765684867,-0.24866480404455,0.301575309486701,0.377250912061038,0.367300723313381,-0.162836765684867,0.301575309486701
"3",2004,"Andover","England",74070,584107623.805805,0.0714459295261239,0.0832919478526346,0.0830707023954247,0.340337752890509,0.662700067635433,-0.0509916490220874,0.286162374664741,-0.206935631382493,-0.131872934916801,0.0718951000636654,0.188194975412008,0.286162374664741,-0.206935631382493,0.0718951000636654
"4",2004,"Arbroath and Montrose","Scotland",41305,251626133.318453,0.127248517128677,0.141518045937826,0.141518045937826,0.363592392630722,0.890338021715959,0.304564411087451,NA,-0.210190976006439,-0.195520180701568,0.151163198228659,0.306719580489933,0.300533987851384,-0.210190976006439,0.151163198228659
"5",2004,"Ashford","England",103000,580626155.727579,0.0632912621359223,0.162263090452551,0.163789977616439,0.406221615999849,0.704679616178201,-0.00106545063950847,0.329287016013438,-0.278766427031762,-0.175579780317783,0.121136376829597,0.24590938939529,0.329287016013438,-0.278766427031762,0.121136376829597
"6",2004,"Aviemore and Grantown-on-Spey","Scotland",11672,2242369129.14768,0.0717100753941056,NA,0.0385568919994492,0.27008479762217,0.727786368661753,0.0371541687164711,NA,-0.20720765504092,-0.212683703897971,0.232630371844516,0.29436219515052,0.0977752408770129,-0.20720765504092,0.232630371844516
"7",2004,"Ayr","Scotland",140986,1399461801.97228,0.107734101258281,-0.188595411535211,-0.192605008695267,0.441037701085723,0.889772338487134,0.424401376794918,NA,-0.102809316985883,0.124850145376193,0.0252800300343239,0.196702863230385,0.332739055958228,-0.102809316985883,0.0252800300343239
"8",2004,"Banbury","England",106070,691084125.627025,0.0555859338172905,0.217476027312728,0.22619107965934,0.432069478958629,0.702456403934265,0.389375186485491,0.327435786375286,-0.274883040473977,-0.207232991797177,0.213985091505844,0.258634373550311,0.327435786375286,-0.274883040473977,0.213985091505844
"9",2004,"Barnsley","England",235000,342472570.906312,0.110140425531915,-0.00250553463614978,-0.00140639372426676,0.41903086230019,0.61741347219655,-0.145186388451911,0.155294470571313,-0.138341105410568,-0.0410507156665147,0.0196669031485257,0.176750364763201,0.155294470571313,-0.138341105410568,0.0196669031485257
"10",2004,"Barnstaple","England",87690,1105651081.85393,0.0450222374273007,0.217289099448895,0.214093923220847,0.455436772462615,0.775851990401316,0.0247552181340396,0.284268389560435,-0.269862687897959,-0.313376484626755,0.284072604775854,0.306527239897747,0.284268389560435,-0.269862687897959,0.284072604775854
"11",2004,"Barrow-in-Furness","England",96960,670804975.648123,0.0493708745874587,0.114896024823818,0.115421427816045,0.504614066862122,0.827797606220866,0.218938793594877,0.286946384208854,-0.0804599705227993,-0.141092133811959,0.0884495143223418,0.0108117479095711,0.286946384208854,-0.0804599705227993,0.0884495143223418
"12",2004,"Basingstoke","England",214290,694940447.1956,0.0606187876242475,0.274793106937921,0.219120504562134,0.483423280271437,0.781760686637903,0.137828563519122,0.360991228012765,-0.294655879327614,-0.272712015145387,0.205025328886585,0.210419816571687,0.360991228012765,-0.294655879327614,0.205025328886585
"13",2004,"Bath","England",161520,383071016.183191,0.0595468053491828,0.0880542453939341,0.0884809381109406,0.452093933271467,0.76605862307613,0.156550817192503,0.302207012410939,-0.22363928834017,-0.11449929058616,0.098737612693121,0.213230443773398,0.302207012410939,-0.22363928834017,0.098737612693121
"14",2004,"Bedford","England",209740,736649122.404266,0.0603032325736626,0.145257321009268,0.142154271395114,0.444042654409923,0.729211287451447,0.164411172485984,0.315239339567434,-0.0851901408926565,-0.192098299565451,0.188796893082646,0.212019210588522,0.315239339567434,-0.0851901408926565,0.188796893082646
"15",2004,"Berwick","England",25970,1010142614.18302,0.0974971120523681,0.18992584124263,0.18992584124263,0.330690601910991,0.742509468466405,-0.19288905347808,0.206351414796661,-0.275861076552004,-0.251788260398593,0.322756079513224,0.377023788223644,0.206351414796661,-0.275861076552004,0.322756079513224
"16",2004,"Berwick","Scotland",18128,638700015.30307,0.109057811120918,0.0143744747968375,-0.0129200400463718,0.375196776963132,0.851547238793588,-0.0633228182887438,NA,-0.266885397840023,-0.374874939560456,0.371784793664213,0.384812873090643,0.3897989031511,-0.266885397840023,0.371784793664213
"17",2004,"Bideford","England",47830,591262926.13157,0.0435082584152206,0.252371333770514,0.252371333770514,0.444502933955334,0.756499695870012,0.232213392550596,0.310664858588206,-0.372602372355687,-0.306533571474104,0.256048013471759,0.293192681771272,0.310664858588206,-0.372602372355687,0.256048013471759
"18",2004,"Birkenhead","England",331970,306650340.804836,0.069840648251348,0.274843598931824,0.205597537633921,0.540099326244268,0.734564932170487,0.286692101633705,0.395107462779691,-0.147687951155362,-0.263505646405918,0.256010691633222,0.0443300411786964,0.395107462779691,-0.147687951155362,0.256010691633222
