"","year","ttwa","country","total.pop","total.area","prop.inc","dist_main","dist_nearest","di","concen","live.in","crime","geo","work","pm25","suburb","crime_fixed","geo_fixed","pm25_fixed"
"1",2004,"Aberdeen","Scotland",351258,4889873658.79454,0.0852137175523404,0.227150580755051,0.227155005407809,0.396584702802602,0.874167181872841,0.394369095559455,NA,-0.213513938536693,-0.223704287573554,0.199032417000069,0.206208830761199,0.395363038972107,-0.213513938536693,0.199032417000069
"2",2004,"Alness and Invergordon","Scotland",20746,819598172.552649,0.194447122336836,NA,0.0503485452637751,0.260589204305291,0.801232655960026,0.0768929928541819,NA,-0.0444231452472081,-0.100858120053266,0.148735597825377,0.170190319811521,0.231349440478764,-0.0444231452472081,0.148735597825377
"3",2004,"Andover","England",74070,584107623.805805,0.0633859862292426,0.147919824233181,0.14736380546681,0.304343385430159,0.698453639610835,-0.102627634151723,0.31019074998321,-0.235800962879813,-0.182088329351716,0.115914494430534,0.242737823830218,0.31019074998321,-0.235800962879813,0.115914494430534
"4",2004,"Arbroath and Montrose","Scotland",41305,251626133.318453,0.160755356494371,0.174089312681275,0.174089312681275,0.28218171257075,0.844580121082362,0.277980515745369,NA,-0.181946957018903,-0.190548363944746,0.105927509258148,0.209820276345539,0.301875107526602,-0.181946957018903,0.105927509258148
"5",2004,"Ashford","England",103000,580626155.727579,0.100727184466019,0.155922216177331,0.156015038460172,0.267283317075739,0.650793509129082,0.0192801049226787,0.269734478844974,-0.2229741612237,-0.158871687920236,0.104230419247184,0.207028545923922,0.269734478844974,-0.2229741612237,0.104230419247184
"6",2004,"Aviemore and Grantown-on-Spey","Scotland",11672,2242369129.14768,0.0849040438656614,NA,0.0269305124266506,0.122035497645649,0.675595021688335,0.0587332618413585,NA,-0.102250655676389,-0.120201181478735,0.126107535935016,0.129535069440147,0.0586393542254786,-0.102250655676389,0.126107535935016
"7",2004,"Ayr","Scotland",140986,1399461801.97228,0.155873632842977,-0.0700719367618703,-0.078230235934754,0.325860414919873,0.86225298420526,0.375267034364654,NA,-0.138587438406653,0.0288152245406934,0.0260500535497172,0.122962157279417,0.330981897523884,-0.138587438406653,0.0260500535497172
"8",2004,"Banbury","England",106070,691084125.627025,0.0694597907042519,0.260981572623372,0.265829497484106,0.319514518959284,0.697045479192994,0.290774784795957,0.320331693273921,-0.241610527751511,-0.250489515314641,0.232203212211921,0.247887248380337,0.320331693273921,-0.241610527751511,0.232203212211921
"9",2004,"Barnsley","England",235000,342472570.906312,0.186030212765957,0.00670752797361018,0.00686077562562559,0.283498127704253,0.586197614961849,0.00668861220125194,0.18111868136404,-0.173294935672864,-0.0732683917378978,0.048644226022283,0.14931027828262,0.18111868136404,-0.173294935672864,0.048644226022283
"10",2004,"Barnstaple","England",87690,1105651081.85393,0.127702132512259,0.0835142911271163,0.0840485355512293,0.279868109004304,0.697971258021388,0.109993256569343,0.250547589864258,-0.238613239683833,-0.216080648882812,0.128896380687106,0.245491436135381,0.250547589864258,-0.238613239683833,0.128896380687106
"11",2004,"Barrow-in-Furness","England",96960,670804975.648123,0.146928630363036,0.294317997559329,0.294152187075724,0.36740399894014,0.843567202315868,0.331231211075757,0.351268129629588,-0.250468051237448,-0.29401282188083,0.233302451843052,0.20096191236043,0.351268129629588,-0.250468051237448,0.233302451843052
"12",2004,"Basingstoke","England",214290,694940447.1956,0.0542587148257035,0.228170355480039,0.189621130637505,0.36633194388046,0.760046215578544,0.116838880466531,0.317510399436387,-0.254337924708381,-0.260132589211985,0.185421054919424,0.20061451971798,0.317510399436387,-0.254337924708381,0.185421054919424
"13",2004,"Bath","England",161520,383071016.183191,0.0816561416542843,0.058800921049631,0.0587752334311418,0.31335926685203,0.721494935238519,0.114592371518704,0.247969117428902,-0.192409838989796,-0.0922121266843234,0.0839320013929097,0.188254431450012,0.247969117428902,-0.192409838989796,0.0839320013929097
"14",2004,"Bedford","England",209740,736649122.404266,0.0987870697053495,0.281627433759105,0.279938615899056,0.379190785817126,0.758492413456582,0.222000099140239,0.329790120860046,-0.179676824731978,-0.308698198473643,0.298513206084706,0.279596193080337,0.329790120860046,-0.179676824731978,0.298513206084706
"15",2004,"Berwick","England",25970,1010142614.18302,0.117912976511359,0.136999795762304,0.136999795762304,0.181588596253176,0.661708759779235,-0.0484444767414969,0.123148448223149,-0.1569238807958,-0.160109333771584,0.18140591176382,0.207805680821202,0.123148448223149,-0.1569238807958,0.18140591176382
"16",2004,"Berwick","Scotland",18128,638700015.30307,0.105086054721977,0.0503581399856303,0.0568302706228785,0.148780570276832,0.669931094074197,0.000663618274369782,NA,-0.0685333660790404,-0.0975898092255205,0.0939186013571014,0.12045854343409,0.12972221318911,-0.0685333660790404,0.0939186013571014
"17",2004,"Bideford","England",47830,591262926.13157,0.124227472297721,0.164380341493612,0.164380341493612,0.233359187012531,0.69024384179228,0.16937093765452,0.233347716141823,-0.231425270532016,-0.188332588269946,0.142732281261456,0.206537322131419,0.233347716141823,-0.231425270532016,0.142732281261456
"18",2004,"Birkenhead","England",331970,306650340.804836,0.192132421604362,0.354974979229354,0.307893808841158,0.416623467277255,0.67747705227597,0.372812494495378,0.431437951832464,-0.204944517673766,-0.347792883115702,0.25592547077656,0.145581606510078,0.431437951832464,-0.204944517673766,0.25592547077656
"19",2004,"Birmingham","England",1585610,1081580820.79328,0.197841776981729,0.307831430179817,0.0386509682876977,0.398571212156712,0.691803785081388,0.327174677437085,0.322445721153088,-0.272226582487065,-0.310549878168217,0.253295568470719,0.255533256882018,0.322445721153088,-0.272226582487065,0.253295568470719
