"","name","pweight_x","pweight_y","pop11","number_lsoa","type","number_oa","imputed_easting","imputed_northing","imputed_type","imputed_error","imputed_osm_nm"
"1209","Sibford Gower BUASD",435682.161840379,237786.254710389,1523,1,"buasd",NA,435682.161840379,237786.254710389,"Origin",NA,NA
"1210","Sileby BUASD",460573.161659497,315278.225555082,7257,4,"buasd",NA,460573.161659497,315278.225555082,"Origin",NA,NA
"1211","Skelmanthorpe BUASD",423175.968552708,410590.754472835,5023,3,"buasd",NA,423175.968552708,410590.754472835,"Origin",NA,NA
"1212","Skelmersdale BUASD",348696.739666115,406181.370415711,33008,22,"buasd",NA,348696.739666115,406181.370415711,"Origin",NA,NA
"1213","Slough BUASD",497064.479005523,180748.630551717,154715,89,"buasd",NA,497663.171614099,180067.142249778,"town",907.115838932927,"Slough"
"1214","Smethwick BUASD",401936.132293,287834.396476319,50992,30,"buasd",NA,401867.780960592,288768.012829248,"town",936.115056549571,"Smethwick"
"1215","Snaith BUASD",464286.870216952,421880.488986923,3579,2,"buasd",NA,464168.838993648,422190.352019886,"town",331.581768002364,"Snaith"
"1216","Soham BUASD",559326.720865587,273596.206041518,10036,6,"buasd",NA,559451.487661635,273158.742545924,"town",454.907752598031,"Soham"
"1217","Solihull BUASD",414163.382392822,279603.116783273,120070,77,"buasd",NA,415272.462988109,279469.940976284,"town",1117.04769925428,"Solihull"
"1218","Sonning Common BUASD",470592.329315206,180617.59401648,5433,4,"buasd",NA,470592.329315206,180617.59401648,"Origin",NA,NA
"1219","South Earlswood BUASD",527967.828637876,147643.755930424,3175,2,"buasd",NA,527967.828637876,147643.755930424,"Origin",NA,NA
"1220","South Elmsall BUASD",446989.416796483,411138.741055704,10636,7,"buasd",NA,447681.745371217,411453.384104238,"town",760.47294717464,"South Elmsall"
"1221","South Harefield BUASD",505108.27195371,189154.372036152,1512,1,"buasd",NA,505108.27195371,189154.372036152,"Origin",NA,NA
"1222","South Kirkby BUASD",444885.007072626,410849.916868369,8263,5,"buasd",NA,445218.907597431,410926.56975538,"townhall",342.586084878252,NA
"1223","South Normanton BUASD",444791.188803651,355999.427497452,15144,10,"buasd",NA,445726.470887,355236.912043418,"townhall",1206.72382634765,"Pinxton Village Hall and Parish Council Offices"
"1224","South Petherton BUASD",343377.123377615,117010.360413081,1904,1,"buasd",NA,343377.123377615,117010.360413081,"Origin",NA,NA
"1225","South Shields BUASD",437111.351053925,565063.576495662,74174,51,"buasd",NA,436422.381717202,567276.811616285,"town",2317.99233089841,"South Shields"
"1226","Southampton BUASD",442654.0583297,113567.160595845,252356,158,"buasd",NA,441992.810374434,111620.077788164,"city",2056.30258432771,"Southampton"
"1227","Southborough BUASD",557972.867813079,142344.896951154,12403,8,"buasd",NA,557972.867813079,142344.896951154,"Origin",NA,NA
"1228","Southend-on-Sea BUASD",587538.132997087,186566.921309409,173658,107,"buasd",NA,588138.616353038,185703.706895697,"town",1051.53192286974,"Shoeburyness"
"1229","Southwark BUASD",533707.023043275,177384.87548436,288283,166,"buasd",NA,533446.676714413,180156.505003843,"townhall",2783.83016799173,NA
"1230","Southwell BUASD",368454.716489607,70338.1120130159,2090,1,"buasd",NA,368454.716489607,70338.1120130159,"Origin",NA,NA
"1231","Southwick BUASD",524496.293212745,105769.623228055,11796,8,"buasd",NA,524150.855208589,105366.660275726,"town",530.760356154747,"Southwick"
"1232","Southwold BUASD",650727.75292064,276457.566019815,1098,1,"buasd",NA,650814.63362677,276215.272552041,"town",257.399265002323,"Southwold"
"1233","Sowerby Bridge BUASD",404666.664267085,423164.433110657,3247,2,"buasd",NA,404666.664267085,423164.433110657,"Origin",NA,NA
"1234","Speldhurst BUASD",555136.698353018,141187.116839936,1367,1,"buasd",NA,555136.698353018,141187.116839936,"Origin",NA,NA
"1235","Springwell BUASD",428784.754092967,558395.731732729,1457,1,"buasd",NA,428784.754092967,558395.731732729,"Origin",NA,NA
"1236","Sprotbrough BUASD",453952.176010019,402187.960041155,3321,2,"buasd",NA,453952.176010019,402187.960041155,"Origin",NA,NA
"1237","St Albans BUASD",516038.299130103,207132.036010123,81892,49,"buasd",NA,514536.29086371,206922.046662231,"city",1516.61608805253,"St Albans"
"1238","St Ann's Chapel BUASD",240760.19115924,71000.7387565275,1608,1,"buasd",NA,240760.19115924,71000.7387565275,"Origin",NA,NA
"1239","St Austell BUASD",202486.700632239,52841.6124782354,24930,15,"buasd",NA,201688.330611235,52445.2862857318,"town",891.329984518603,"St Austell"
"1240","St Blazey BUASD",207124.299764568,53918.8802441695,9777,6,"buasd",NA,206950.487372039,54982.3294889716,"town",1077.55976357071,"St Blazey"
"1241","St Day BUASD",172855.429440659,42568.9804806202,1772,1,"buasd",NA,172855.429440659,42568.9804806202,"Origin",NA,NA
"1242","St Helens BUASD",351300.266394359,394797.112014538,100937,69,"buasd",NA,351333.647523834,395450.102618646,"town",653.843275454982,"St Helens"
"1243","St Ives BUASD",531189.024728083,272529.44680883,16384,11,"buasd",NA,531229.421469073,272602.271830967,"town",83.2789321009212,"St Ives"
"1244","St Margarets BUASD",538272.962209253,211697.87442433,4587,3,"buasd",NA,538272.962209253,211697.87442433,"Origin",NA,NA
"1245","St Neots BUASD",518182.931851761,259847.020213695,30888,19,"buasd",NA,518206.385196594,260224.378416423,"town",378.086329493496,"St Neots"
"1246","Stafford BUASD",392699.29699405,322727.938353882,69776,42,"buasd",NA,392251.596870251,323202.382571485,"town",652.328687447109,"Stafford"
"1247","Staines BUASD",504277.40327672,170908.010839644,23293,14,"buasd",NA,503598.760227302,171608.132826392,"town",975.052401079317,"Staines-upon-Thames"
"1248","Stainforth BUASD",464534.985879771,411551.967017402,5942,4,"buasd",NA,464431.442197137,411490.484888752,"town",120.421536100017,"Stainforth"
"1249","Staining BUASD",334977.374865155,436226.513516192,1368,1,"buasd",NA,334977.374865155,436226.513516192,"Origin",NA,NA
"1250","Stakeford BUASD",426152.185608524,585486.967600013,7764,5,"buasd",NA,426152.185608524,585486.967600013,"Origin",NA,NA
"1251","Stalybridge BUASD",397136.444923774,399027.818504773,26421,16,"buasd",NA,396364.481581897,398590.743786717,"town",887.108623769092,"Stalybridge"
"1252","Stamford BUASD",502292.826585058,307638.066389392,19701,13,"buasd",NA,502893.371779126,307119.46421583,"town",793.475106440584,"Stamford"
"1253","Stanbridge BUASD",496851.676791755,224290.992604885,2097,1,"buasd",NA,496851.676791755,224290.992604885,"Origin",NA,NA
"1254","Standish BUASD",356108.29498198,410239.795761095,13232,9,"buasd",NA,356108.29498198,410239.795761095,"Origin",NA,NA
"1255","Stanley BUASD",419624.968824496,552751.354819258,21931,13,"buasd",NA,419724.329121187,553064.911054197,"town",328.922454429472,"Stanley"
"1256","Stapleford BUASD",449086.977997092,337663.237372653,17619,11,"buasd",NA,449040.593731759,337009.90928848,"town",654.972583883781,"Stapleford"
"1257","Staveley BUASD",442961.048333782,374094.663859022,14526,9,"buasd",NA,443481.01879924,374792.369564623,"town",870.150870008638,"Staveley"
"1258","Steeton BUASD",402822.699885629,444469.557712425,4375,3,"buasd",NA,402822.699885629,444469.557712425,"Origin",NA,NA
"1259","Stetchworth BUASD",564118.413870371,258416.097611182,2253,1,"buasd",NA,564118.413870371,258416.097611182,"Origin",NA,NA
"1260","Stevenage BUASD",525152.156699847,224740.556157803,88535,55,"buasd",NA,523840.117877288,224302.650416776,"town",1383.18737339758,"Stevenage"
"1261","Steyning BUASD",517792.89809819,111333.581680579,6269,4,"buasd",NA,517540.623037407,111409.360901964,"town",263.410699644048,"Steyning"
"1262","Stoborough Green BUASD",392709.916202571,85645.1135897839,1764,1,"buasd",NA,392312.216031596,86164.3787797486,"townhall",654.065565140537,NA
"1263","Stockport BUASD",389372.388648299,389804.482702522,106561,70,"buasd",NA,389444.752828902,390132.601559827,"town",336.003808242933,"Stockport"
"1264","Stockton-on-Tees BUASD",443159.817331395,520260.123019869,80345,50,"buasd",NA,444525.786707608,518979.574528815,"town",1872.34526054687,"Stockton-on-Tees"
"1265","Stoke-on-Trent BUASD",389586.825024683,346589.793521742,266515,170,"buasd",NA,387936.972875027,346559.809455494,"city",1650.12458922104,"Stoke-on-Trent"
"1266","Stoke Gifford",362476.305509275,178275.439037103,2244,1,"buasd",NA,362476.305509275,178275.439037103,"Origin",NA,NA
"1267","Stoke Mandeville BUASD",484035.443123778,210791.015394273,3342,2,"buasd",NA,484035.443123778,210791.015394273,"Origin",NA,NA
"1268","Stoke Poges BUASD",497939.438992072,184000.811349852,5225,3,"buasd",NA,497939.438992072,184000.811349852,"Origin",NA,NA
"1269","Stoke sub Hamdon BUASD",347458.768327357,117544.124803433,1462,1,"buasd",NA,347458.768327357,117544.124803433,"Origin",NA,NA
"1270","Stonebroom BUASD",440640.053384876,359241.39111773,2628,2,"buasd",NA,440640.053384876,359241.39111773,"Origin",NA,NA
"1271","Stonehouse BUASD",380525.922804955,205557.292475788,7725,5,"buasd",NA,380557.282543697,205456.87123775,"town",105.203889010918,"Stonehouse"
"1272","Stonnall BUASD",407225.076144741,303876.85856667,1546,1,"buasd",NA,407225.076144741,303876.85856667,"Origin",NA,NA
"1273","Stourbridge BUASD",390490.491113685,283563.742709848,63457,41,"buasd",NA,390078.830333775,284433.755454608,"town",962.489882420091,"Hagley"
"1274","Stourport-on-Severn BUASD",380850.184924115,271446.313371882,20292,13,"buasd",NA,380940.73999752,271321.465214821,"town",154.231266741916,"Stourport on Severn"
"1275","Stowmarket BUASD",604869.403491645,258531.996692326,19280,12,"buasd",NA,604986.771980568,258631.575055193,"town",153.919500204612,"Stowmarket"
"1276","Stowupland BUASD",606639.688960217,259885.528445057,2263,1,"buasd",NA,606639.688960217,259885.528445057,"Origin",NA,NA
"1277","Stratton BUASD",222747.816029945,106296.7562758,1920,1,"buasd",NA,222747.816029945,106296.7562758,"Origin",NA,NA
"1278","Streatley BUASD",458830.988332473,180737.612396786,1356,1,"buasd",NA,458830.988332473,180737.612396786,"Origin",NA,NA
"1279","Streethouse BUASD",439631.650474087,420272.820179302,1609,1,"buasd",NA,439631.650474087,420272.820179302,"Origin",NA,NA
"1280","Stretford BUASD",379416.729412631,394903.827024829,24563,14,"buasd",NA,378690.070410878,394344.041718784,"town",917.274710046877,"Stretford"
"1281","Stretton BUASD",439158.72232755,359761.27454337,1541,1,"buasd",NA,439158.72232755,359761.27454337,"Origin",NA,NA
"1282","Stroud BUASD",384206.668154589,205194.382456112,28192,15,"buasd",NA,384917.280953921,205214.513757909,"town",710.897896948589,"Stroud"
"1283","Sturry BUASD",617945.166795336,160751.070842211,4427,3,"buasd",NA,618007.291833084,159777.045992067,"town",976.004061985705,"Fordwich"
"1284","Summit BUASD",394430.735588544,418276.859348563,1425,1,"buasd",NA,394430.735588544,418276.859348563,"Origin",NA,NA
"1285","Sunderland BUASD",438126.391603013,556333.132811493,172635,115,"buasd",NA,440168.9182884,557029.958888351,"city",2158.11997857105,"Sunderland"
"1286","Sunniside BUASD",420655.957849444,558954.868144502,4344,3,"buasd",NA,420655.957849444,558954.868144502,"Origin",NA,NA
"1287","Sutton BUASD",526255.458536782,164501.420713405,209754,133,"buasd",NA,526067.493310303,163923.244579577,"town",607.962637086906,"Sutton"
"1288","Sutton Coldfield BUASD",411451.005069337,296426.224890946,108508,68,"buasd",NA,412386.322525576,296182.38915385,"town",966.57881759893,"Sutton Coldfield"
"1289","Sutton Courtenay BUASD",450016.139636265,193271.032398246,2771,2,"buasd",NA,450016.139636265,193271.032398246,"Origin",NA,NA
"1290","Sutton in Ashfield BUASD",449155.999044208,359325.973170187,46753,29,"buasd",NA,449429.552759725,358874.25058369,"town",528.095569404975,"Sutton in Ashfield"
"1291","Sutton Lane Ends BUASD",393145.112839121,371058.813098782,2357,1,"buasd",NA,393145.112839121,371058.813098782,"Origin",NA,NA
"1292","Swadlincote BUASD",429758.953268407,319477.339425097,41878,25,"buasd",NA,429787.199125996,319657.618300288,"town",182.478221470169,"Swadlincote"
"1293","Swallownest BUASD",445733.711931474,385466.370851113,13928,9,"buasd",NA,445733.711931474,385466.370851113,"Origin",NA,NA
"1294","Swanland BUASD",499685.90264987,428203.595810787,3099,2,"buasd",NA,499685.90264987,428203.595810787,"Origin",NA,NA
"1295","Swanley BUASD",551253.384085277,168743.393540176,16226,11,"buasd",NA,551598.071068914,168545.171328921,"town",397.619367892431,"Swanley"
"1296","Swannington BUASD",441427.547407989,316139.606329231,1270,1,"buasd",NA,441427.547407989,316139.606329231,"Origin",NA,NA
"1297","Swanscombe BUASD",559348.496264651,174477.059708559,18378,9,"buasd",NA,557202.165769773,173997.979864061,"townhall",2199.14803745624,"Stone Parish Council"
"1298","Swansea BUASD",264737.771161063,194795.180362721,174349,108,"buasd",NA,265326.211256081,193164.822479022,"city",1733.29990894963,"Swansea"
"1299","Swindon BUASD",414967.834784221,185788.523573437,179634,114,"buasd",NA,414953.266476366,184742.711258071,"town",1045.91377969945,"Swindon"
"1300","Swinton BUASD",377280.291958268,401447.919679603,29387,19,"buasd",NA,377429.617548785,401482.342651831,"town",153.24187743617,"Swinton"
"1301","Syston BUASD",462467.364143541,311295.499759869,12804,8,"buasd",NA,462742.654821481,311688.772817254,"town",480.050679642603,"Syston"
"1302","Tadley BUASD",459680.821961475,161849.463453922,14012,10,"buasd",NA,459978.442916673,161879.620917395,"town",299.144957463644,"Tadley"
"1303","Taff's Well BUASD",312688.596950306,182998.322770873,4794,3,"buasd",NA,311723.671863466,183555.694720687,"townhall",1114.33563779177,"Gwaelod-Y-Garth Village Hall"
"1304","Tamworth BUASD",422084.042090318,302937.142218687,73987,49,"buasd",NA,420749.30242006,304136.012098261,"town",1794.10673470446,"Tamworth"
"1305","Taplow BUASD",490959.004276211,182021.311316072,1669,1,"buasd",NA,491138.323406544,182249.066022246,"townhall",289.875070828625,NA
"1306","Taunton BUASD",322825.162351224,124739.017235047,59268,37,"buasd",NA,322726.219924186,124540.104257877,"town",222.162049762553,"Taunton"
"1307","Taverham BUASD",617058.685187319,314403.835058001,15631,11,"buasd",NA,616097.915890839,314107.369544729,"townhall",1005.46976166295,NA
"1308","Teignmouth BUASD",293611.788101723,73634.3480361948,14749,9,"buasd",NA,294113.971073401,72903.7442856247,"town",886.549252658961,"Teignmouth"
"1309","Telford BUASD",368535.148367364,309555.26466706,135516,88,"buasd",NA,369575.95855518,309022.534458838,"town",1169.22509458772,"Telford"
"1310","Temple Cloud BUASD",362318.4111872,158088.532160649,1292,1,"buasd",NA,362318.4111872,158088.532160649,"Origin",NA,NA
"1311","Thatcham BUASD",451618.871765074,167388.61150752,25267,15,"buasd",NA,451752.857628983,167304.550648232,"town",158.172184001461,"Thatcham"
"1312","Theale BUASD",464130.465149283,171315.010636265,2835,2,"buasd",NA,463779.505667948,171476.896690947,"townhall",386.496639363938,"Theale Village Hall"
"1313","Thornaby-on-Tees BUASD",445576.055404077,516734.339471383,24741,15,"buasd",NA,445785.911510608,516231.750643018,"town",544.642190659147,"Thornaby"
"1314","Thorne BUASD",468929.700102855,413183.185955225,11277,7,"buasd",NA,468632.170163814,413179.468499189,"town",297.553161813823,"Thorne"
"1315","Thornton (Bradford) BUASD",409909.183067574,432879.258386323,6405,4,"buasd",NA,409909.183067574,432879.258386323,"Origin",NA,NA
"1316","Thornton (Wyre) BUASD",333921.123176632,442740.806458465,18098,11,"buasd",NA,333550.36693554,442666.140786942,"town",378.199884734149,"Thornton"
"1317","Thorpe End BUASD",627953.03396434,311190.516385174,1502,1,"buasd",NA,628246.085140657,311257.790991782,"townhall",300.674017226744,NA
"1318","Thorpe Hesley BUASD",437763.543131442,396091.236963002,4136,3,"buasd",NA,437763.543131442,396091.236963002,"Origin",NA,NA
"1319","Thrapston BUASD",500017.815955098,278643.579638543,6239,3,"buasd",NA,499859.165666419,278627.074115617,"town",159.506571604731,"Thrapston"
"1320","Threemilestone BUASD",178089.661128678,44804.9247720761,2709,2,"buasd",NA,178089.661128678,44804.9247720761,"Origin",NA,NA
"1321","Throckley BUASD",415724.348449368,566621.318060827,5705,4,"buasd",NA,415724.348449368,566621.318060827,"Origin",NA,NA
"1322","Thurnscoe BUASD",445620.364269999,405698.460110974,7400,5,"buasd",NA,445950.154356575,405623.480830888,"town",338.2061407579,"Thurnscoe"
"1323","Tickton BUASD",506477.98611586,441865.541335398,1731,1,"buasd",NA,506477.98611586,441865.541335398,"Origin",NA,NA
"1324","Tilbury BUASD",564419.462463164,176551.384209871,13055,8,"buasd",NA,564342.247416413,176444.734676606,"town",131.667332282667,"Tilbury"
"1325","Tintwistle BUASD",401952.305366749,397067.421311593,2101,1,"buasd",NA,401952.305366749,397067.421311593,"Origin",NA,NA
"1326","Tipton BUASD",396372.521197365,292911.864151465,41409,25,"buasd",NA,395390.644372561,292354.431057722,"town",1129.07650453198,"Tipton"
"1327","Todwick BUASD",449528.338602046,384074.480062316,1444,1,"buasd",NA,449528.338602046,384074.480062316,"Origin",NA,NA
"1328","Tollerton BUASD",460897.50321389,334204.782142398,1883,1,"buasd",NA,460897.50321389,334204.782142398,"Origin",NA,NA
"1329","Tonypandy BUASD",299564.463995642,192084.731362344,17571,12,"buasd",NA,299063.028273776,192770.548963603,"town",849.57846333315,"Tonypandy"
"1330","Topsham BUASD",296423.99664798,88382.8794389637,3904,3,"buasd",NA,296545.74604348,88294.0128416455,"town",150.732171162724,"Topsham"
"1331","Torquay BUASD",291590.865284743,65271.0770535574,47610,31,"buasd",NA,292135.711711986,63929.2301259323,"town",1448.24404243779,"Torquay"
"1332","Totton BUASD",434857.953464097,113542.139001657,27427,18,"buasd",NA,435983.365728654,113477.399154598,"town",1127.27282102094,"Totton"
"1333","Tower Hamlets BUASD",536199.106653047,181595.714464047,254096,144,"buasd",NA,533357.817050047,181763.317301236,"city",2846.22861329665,"Liverpool Street Station"
"1334","Towngate BUASD",349265.521288937,414808.381137683,1462,1,"buasd",NA,349265.521288937,414808.381137683,"Origin",NA,NA
"1335","Trawden BUASD",391114.374366651,438706.774369327,1877,1,"buasd",NA,391114.374366651,438706.774369327,"Origin",NA,NA
"1336","Treharris BUASD",309850.945400969,196895.114799985,8241,5,"buasd",NA,309781.669500683,197048.775035509,"town",168.554496652241,"Treharris"
"1337","Treherbert BUASD",293531.137381149,198720.559871849,5727,4,"buasd",NA,293531.137381149,198720.559871849,"Origin",NA,NA
"1338","Trelales BUASD",287590.996843075,179828.022216394,1413,1,"buasd",NA,287590.996843075,179828.022216394,"Origin",NA,NA
"1339","Treorchy BUASD",295468.149497205,196758.80657747,7694,5,"buasd",NA,296057.620073749,196879.851173032,"town",601.770184310888,"Treorchy"
"1340","Trevor BUASD",326820.137934637,342341.274866593,2059,1,"buasd",NA,326820.137934637,342341.274866593,"Origin",NA,NA
"1341","Trewoon BUASD",199280.473573623,52829.2542748541,1426,1,"buasd",NA,199280.473573623,52829.2542748541,"Origin",NA,NA
"1342","Trimley St Mary BUASD",627977.834095018,236851.731843085,5607,4,"buasd",NA,627977.834095018,236851.731843085,"Origin",NA,NA
"1343","Trowbridge BUASD",385625.660263384,157831.170516023,38391,21,"buasd",NA,385874.498196873,157807.377756199,"town",249.972823649423,"Trowbridge"
"1344","Truro BUASD",182112.501848417,45027.7337854078,18988,11,"buasd",NA,182571.681978968,44765.7055414345,"city",528.682506739268,"Truro"
"1345","Tumble BUASD",253709.70320091,212001.965818139,1906,1,"buasd",NA,253709.70320091,212001.965818139,"Origin",NA,NA
"1346","Tutbury BUASD",421063.291742721,328632.435668649,3076,2,"buasd",NA,421063.291742721,328632.435668649,"Origin",NA,NA
"1347","Tycroes BUASD",259884.362254022,210910.282257842,4350,2,"buasd",NA,259884.362254022,210910.282257842,"Origin",NA,NA
"1348","Tye Green (Braintree) BUASD",578203.549226475,220935.504737203,2311,1,"buasd",NA,578203.549226475,220935.504737203,"Origin",NA,NA
