"","zone","year","country","la","ttwa","pop","inc.n","noninc.n","social.HH","nonsocial.HH","dist_main","dist_nearest","crime","live.in","geo","pm25","work","area"
"4454","S01010959",2020,"Scotland","Midlothian","Edinburgh",626,45,581,66,224,10626.5020909979,10626.5020909979,2805,2204,3929,3233.5,1626.35606739503,168188.843649339
"4455","S01010960",2020,"Scotland","Midlothian","Edinburgh",1154,139,1015,116,325,10325.431740036,10325.431740036,3343,2756,961,2337,2292.27814125002,6118277.74988262
"4456","S01010961",2020,"Scotland","Midlothian","Edinburgh",532,71,461,86,160,9240.44742392311,9240.44742392311,3224,1191,4508,2904,2051.365207749,136160.77965064
"4457","S01010962",2020,"Scotland","Midlothian","Edinburgh",548,55,493,3,311,8524.34724528927,8524.34724528927,3040,1480,1050,1933,2807.30003206073,3476959.82585071
"4458","S01010963",2020,"Scotland","Midlothian","Edinburgh",897,63,834,56,339,8169.34986350793,8169.34986350793,485,4461,1990,1604.5,3651.34791293195,966800.825175059
"4459","S01010964",2020,"Scotland","Midlothian","Edinburgh",504,37,467,31,185,8343.17086055693,8343.17086055693,2016,5794,5125,1604.5,3745.57695748377,115026.062104501
"4460","S01010965",2020,"Scotland","Midlothian","Edinburgh",529,132,397,116,114,8650.65184508597,8650.65184508597,789,2029,5756,1604.5,3891.11219839535,74778.4612650219
"4461","S01010966",2020,"Scotland","Midlothian","Edinburgh",736,90,646,79,230,8850.36001955934,8850.36001955934,3481,3294,5415,1604.5,3525.92658426591,118254.850417976
"4462","S01010967",2020,"Scotland","Midlothian","Edinburgh",687,104,583,125,184,8563.2875163624,8563.2875163624,3053,880,6713,1604.5,3604.2020192955,137584.236234505
"4463","S01010968",2020,"Scotland","Midlothian","Edinburgh",743,59,684,31,285,8437.45665027919,8437.45665027919,2094,5055,6585,1604.5,3454.11513580773,180330.217890052
"4464","S01010969",2020,"Scotland","Midlothian","Edinburgh",628,74,554,37,227,8068.66600310032,8068.66600310032,5162,4291,5555,334,3371.35053051024,409960.313335951
"4465","S01010970",2020,"Scotland","Midlothian","Edinburgh",1054,118,936,89,339,8881.59596099296,8881.59596099296,3931.5,3372,4747,1628,3026.35576363689,386415.560775174
"4466","S01010971",2020,"Scotland","Midlothian","Edinburgh",1045,55,990,38,363,9971.30727266859,9971.30727266859,5158,4657,920,1518,2143.11320684364,344839.956035136
"4467","S01010972",2020,"Scotland","Midlothian","Edinburgh",840,143,697,166,167,10308.5325389306,10308.5325389306,2827,3616.5,732,1518,2034.48902245568,116765.184179613
"4468","S01010973",2020,"Scotland","Midlothian","Edinburgh",490,37,453,27,178,10019.3335390834,10019.3335390834,4647,4192,1253,1518,2214.96502888176,88917.7758654142
"4469","S01010974",2020,"Scotland","Midlothian","Edinburgh",640,99,541,131,167,9972.26402528869,9972.26402528869,4011,2173,2033,1251,2450.19929940583,106344.553157579
"4470","S01010975",2020,"Scotland","Midlothian","Edinburgh",490,66,424,101,94,10358.4897602068,10358.4897602068,2313,764,2524,1251,2317.70632180798,181604.699257518
"4471","S01010976",2020,"Scotland","Midlothian","Edinburgh",550,51,499,71,140,10647.5782613489,10647.5782613489,5253,2557,1421,1251,2013.67090355491,93647.0367789729
"4472","S01010977",2020,"Scotland","Midlothian","Edinburgh",699,71,628,75,237,10583.9082647902,10583.9082647902,4243,2780,2166,1251,2336.64094613799,131941.2769666
"4473","S01010978",2020,"Scotland","Midlothian","Edinburgh",783,160,623,141,213,10430.8597407014,10430.8597407014,959,2188,4090,1251,2657.95958815764,120583.441765478
"4474","S01010979",2020,"Scotland","Midlothian","Edinburgh",865,121,744,117,207,10045.7788525409,10045.7788525409,3924,2396,3082,1939,2746.81664484277,119802.622313119
"4475","S01010980",2020,"Scotland","Midlothian","Edinburgh",735,116,619,113,235,10326.3958335455,10326.3958335455,367,4459.5,4840,1163.5,2800.83199272836,142790.949465876
"4476","S01010981",2020,"Scotland","Midlothian","Edinburgh",695,97,598,120,210,9973.18640108723,9973.18640108723,747,2880,5726,1939,2894.66869745238,227657.407097484
"4477","S01010982",2020,"Scotland","Midlothian","Edinburgh",1274,82,1192,33,414,9163.59027425494,9163.59027425494,2853,5497,2476,1939,2535.45001393376,710328.75040793
"4478","S01010983",2020,"Scotland","Midlothian","Edinburgh",728,81,647,79,309,9900.08402304793,9900.08402304793,3239,4417,5380,1163.5,2897.41358197148,177897.370889566
"4479","S01010984",2020,"Scotland","Midlothian","Edinburgh",669,33,636,33,267,9770.22642018951,9770.22642018951,4403,4649,3921,1163.5,2737.22401736483,185847.960646011
"4480","S01010985",2020,"Scotland","Midlothian","Edinburgh",593,51,542,60,184,10181.4676192417,10181.4676192417,5384,3025,4233,1163.5,2848.16341211465,129179.570672937
"4481","S01010986",2020,"Scotland","Midlothian","Edinburgh",571,17,554,3,176,10615.8350099129,10615.8350099129,4640,5152,1394,1163.5,2633.84780831071,171430.81219057
"4482","S01010987",2020,"Scotland","Midlothian","Edinburgh",653,5,648,3,216,10793.9761649745,10793.9761649745,6227,6937,1262,809.5,2492.258717156,150603.891597525
"4483","S01010988",2020,"Scotland","Midlothian","Edinburgh",611,0,611,4,201,11075.2167523369,11075.2167523369,6763,6800,1439,809.5,2258.84352442318,165641.937619887
"4484","S01010989",2020,"Scotland","Midlothian","Edinburgh",1234,16,1218,5,352,11248.3345414465,11248.3345414465,3803,6105,1413,809.5,1892.0740217367,170127.574689461
"4485","S01010990",2020,"Scotland","Midlothian","Edinburgh",798,79,719,73,246,10649.8857066555,10649.8857066555,2399,4346,1967,809.5,2576.71367055464,125823.833414095
"4486","S01010991",2020,"Scotland","Midlothian","Edinburgh",2559,122,2437,23,175,10963.0857537967,10963.0857537967,3957,4736,1480,2203,2325.76314549888,8248729.24632711
"4487","S01010992",2020,"Scotland","Midlothian","Edinburgh",611,13,598,6,178,12367.8563437158,12367.8563437158,5808,6485,525,2463,2104.08070356595,451468.787355768
"4488","S01010993",2020,"Scotland","Midlothian","Edinburgh",589,33,556,34,218,11976.9191345363,11976.9191345363,2438,5880,841,1835,2168.42532957383,243204.585116807
"4489","S01010994",2020,"Scotland","Midlothian","Edinburgh",1556,61,1495,9,381,10778.9087204515,10778.9087204515,3846,6032,960,2805,2770.65909003742,3000792.2872046
"4490","S01010995",2020,"Scotland","Midlothian","Edinburgh",648,11,637,7,283,10137.8871004142,10137.8871004142,4624,6759,3919,1163.5,2766.99365668838,132754.971559092
"4491","S01010996",2020,"Scotland","Midlothian","Edinburgh",503,20,483,6,229,10024.8869822413,10024.8869822413,1338,6968,3870,1744,3234.68245462974,264826.241223868
"4492","S01010997",2020,"Scotland","Midlothian","Edinburgh",637,6,631,7,283,9767.07381133758,9767.07381133758,5526,6677,2448,1744,2995.41440931144,205083.712311342
"4493","S01010998",2020,"Scotland","Midlothian","Edinburgh",691,16,675,2,214,10018.9689935413,10018.9689935413,2727,6739,2995,1744,3397.76359378062,466482.372184521
"4494","S01010999",2020,"Scotland","Midlothian","Edinburgh",903,64,839,72,340,9712.58286630399,9712.58286630399,2894,5295,3544,2584,3235.99881599562,521414.397238399
"4495","S01011000",2020,"Scotland","Midlothian","Edinburgh",1149,75,1074,56,289,7396.05114374621,7396.05114374621,1005,3512,1115,949,2107.2669527925,15054024.3643518
"4496","S01011001",2020,"Scotland","Midlothian","Edinburgh",655,70,585,81,192,7007.45242076534,7007.45242076534,2260,2179.5,4042,549.5,2393.96872241119,135266.633710077
"4497","S01011002",2020,"Scotland","Midlothian","Edinburgh",718,87,631,116,198,6668.75708215881,6668.75708215881,1509,2405,6023,549.5,2749.81988420628,134406.162951473
"4498","S01011003",2020,"Scotland","Midlothian","Edinburgh",705,93,612,90,190,6582.26220331914,6582.26220331914,1631,2414,3453,549.5,2894.56655507243,113592.898008432
"4499","S01011004",2020,"Scotland","Midlothian","Edinburgh",632,34,598,37,212,6212.60068349864,6212.60068349864,3246,6218.5,2239,549.5,3431.8786628002,101643.506816194
"4500","S01011005",2020,"Scotland","Midlothian","Edinburgh",664,136,528,125,212,9979.36714994858,9979.36714994858,453,3166,5524,2366.5,2992.0680095079,133737.52760715
"4501","S01011006",2020,"Scotland","Midlothian","Edinburgh",1603,202,1401,99,323,10500.4102695945,10500.4102695945,988,2554,1436,2161,2391.34600304416,6132795.86795479
"4502","S01011007",2020,"Scotland","Midlothian","Edinburgh",671,79,592,130,150,10760.3754215656,10760.3754215656,2620,1625,3267,1594.5,2554.90061708183,94163.6134910239
"4503","S01011008",2020,"Scotland","Midlothian","Edinburgh",744,140,604,119,213,11087.0394938148,11087.0394938148,3931.5,2779,1943,1594.5,2224.02052842647,100510.285826492
"4504","S01011009",2020,"Scotland","Midlothian","Edinburgh",488,92,396,107,115,11201.2703241361,11201.2703241361,3260,1613,1121,1594.5,2083.3168237797,80803.7141515976
"4505","S01011010",2020,"Scotland","Midlothian","Edinburgh",578,152,426,102,233,10062.2070926917,10062.2070926917,47,2991,5844,2366.5,3667.32497499851,145912.82431104
"4506","S01011011",2020,"Scotland","Midlothian","Edinburgh",802,225,577,244,191,10047.58008794,10047.58008794,452,2671,6157,2366.5,3263.91230000405,153515.650634875
"4507","S01011012",2020,"Scotland","Midlothian","Edinburgh",688,223,465,217,96,10514.7864978741,10514.7864978741,307,987,3316,2366.5,2807.99134432353,93038.4393449714
"4508","S01011013",2020,"Scotland","Midlothian","Edinburgh",811,99,712,135,240,10949.9046761517,10949.9046761517,543,3014,3926,1481,2469.44249022697,141477.266465532
"4509","S01011014",2020,"Scotland","Midlothian","Edinburgh",825,82,743,93,271,11295.9694272048,11295.9694272048,3237,2930,1925,1481,2282.1488283384,150560.67487798
"4510","S01011015",2020,"Scotland","Midlothian","Edinburgh",407,51,356,76,124,11276.5842196842,11276.5842196842,3381,3065,1636,1481,2114.98692431808,102307.399956606
"4511","S01011016",2020,"Scotland","Midlothian","Edinburgh",1624,86,1538,56,255,11615.4465476043,11615.4465476043,4879,6149,945,1594.5,1580.64566085991,394940.550835808
"4512","S01011017",2020,"Scotland","Midlothian","Edinburgh",1413,173,1240,23,329,14365.4160370613,14365.4160370613,2397,5450,557,2935,371.189881332695,22265706.2317057
"4513","S01011018",2020,"Scotland","Midlothian","Edinburgh",832,91,741,132,234,16796.1150295491,16796.1150295491,3447,2986.5,1941,2934,222.989060622968,204301.077566059
"4514","S01011019",2020,"Scotland","Midlothian","Edinburgh",1463,111,1352,93,315,16350.4332268208,16350.4332268208,3566,4855,583,5019,265.044722599577,61345603.9561967
"4515","S01011020",2020,"Scotland","Midlothian","Edinburgh",718,12,706,13,189,18026.3177466404,18026.3177466404,4862,2963,897,4882,140.539355942095,14434118.0827184
"4516","S01011021",2020,"Scotland","Midlothian","Edinburgh",848,114,734,108,243,11844.7549211082,11844.7549211082,1645,1839,2089,2356,2045.91984073975,266368.16111323
"4517","S01011022",2020,"Scotland","Midlothian","Edinburgh",593,138,455,105,128,12172.0108175528,12172.0108175528,1617,2309,3576,2356,1846.78043046355,106014.070232989
"4518","S01011023",2020,"Scotland","Midlothian","Edinburgh",770,107,663,93,257,12256.0828122065,12256.0828122065,1514,3789,3688,2356,1957.6162444573,314812.659840313
"4519","S01011024",2020,"Scotland","Midlothian","Edinburgh",793,162,631,154,148,12953.1499227556,12953.1499227556,2637,1065,3796,2284,1571.90687259778,100482.592199558
"4520","S01011025",2020,"Scotland","Midlothian","Edinburgh",636,117,519,155,121,13229.3099551832,13229.3099551832,2843,831,2439,2284,1285.14618554271,95043.2600488518
"4521","S01011026",2020,"Scotland","Midlothian","Edinburgh",527,98,429,137,98,13435.8999266813,13435.8999266813,2486,2058,1804,2284,1253.14636165364,86793.4686010736
"4522","S01011027",2020,"Scotland","Midlothian","Edinburgh",946,244,702,259,159,13021.4124918669,13021.4124918669,153,2680,5042,2284,1675.43653598568,193159.172494303
"4523","S01011028",2020,"Scotland","Midlothian","Edinburgh",975,181,794,230,195,12853.5816561859,12853.5816561859,2842,2587,4430,2139,1880.00576712291,157227.263808997
"4524","S01011029",2020,"Scotland","Midlothian","Edinburgh",625,127,498,98,166,13260.1179584948,13260.1179584948,2137,2658,2590,2139,1570.74281673888,152941.39495639
"4525","S01011030",2020,"Scotland","Midlothian","Edinburgh",890,71,819,45,324,13612.1818958497,13612.1818958497,4845,3359,1445,2284,1261.76490077985,181481.910945964
"4526","S01011031",2020,"Scotland","Midlothian","Edinburgh",891,122,769,157,163,12293.3721620917,12293.3721620917,817,2943,3587,2139,2159.00401947037,606075.582898235
"4527","S01011032",2020,"Scotland","Midlothian","Edinburgh",792,100,692,114,239,12020.8806129355,12020.8806129355,3302,2569,2768,2041.5,2205.93117849406,156601.396123495
"4528","S01011033",2020,"Scotland","Midlothian","Edinburgh",643,45,598,57,218,12457.7794552439,12457.7794552439,2210,4810,1851,2041.5,2093.62449549265,109118.709751399
"4529","S01011034",2020,"Scotland","Midlothian","Edinburgh",615,103,512,136,195,12397.5744144179,12397.5744144179,730,4654,2775,2041.5,2112.57758375245,227203.906760527
"4530","S01011035",2020,"Scotland","Midlothian","Edinburgh",621,102,519,121,131,12704.6030874124,12704.6030874124,1622,1572,1619,2041.5,1902.21900476443,103806.127678931
"4531","S01011036",2020,"Scotland","Midlothian","Edinburgh",605,66,539,64,221,12791.3027886082,12791.3027886082,2189,3851,2653,2463,1789.40740484117,171386.937670133
"4532","S01011037",2020,"Scotland","Midlothian","Edinburgh",983,179,804,173,236,13711.154295296,13711.154295296,1192,2851,3829,2463,1061.09037642286,635864.883940032
"4533","S01011038",2020,"Scotland","Midlothian","Edinburgh",1005,221,784,218,119,14443.2170282143,14443.2170282143,3658,1504,4911,3148.5,960.578636017539,178465.381670073
"4534","S01011039",2020,"Scotland","Midlothian","Edinburgh",939,117,822,142,250,14288.1975128477,14288.1975128477,2868,3966,4352,2880,911.1346457429,215743.331142178
"4535","S01011040",2020,"Scotland","Midlothian","Edinburgh",721,161,560,115,170,14856.9029762961,14856.9029762961,2250,1392,4684,3148.5,867.690388650464,117481.398088869
"4536","S01011041",2020,"Scotland","Midlothian","Edinburgh",749,134,615,175,117,15001.8311858841,15001.8311858841,1596,2547,6221,3755,858.821128176648,224600.316280258
"4537","S01011042",2020,"Scotland","Midlothian","Edinburgh",745,66,679,48,285,15100.2781250108,15100.2781250108,830,5475,4927,3755,766.675182501826,209222.506507569
"4538","S01011043",2020,"Scotland","Midlothian","Edinburgh",717,134,583,117,193,15399.2460334176,15399.2460334176,1426,1719,5373,3755,718.691744032999,164144.596883042
"4539","S01011044",2020,"Scotland","Midlothian","Edinburgh",658,170,488,134,173,15667.6096704685,15667.6096704685,1768,2207,4389,3946,545.389011688193,152984.539457523
"4540","S01011045",2020,"Scotland","Moray","Elgin",781,53,728,58,311,44179.8267354819,44179.8267354819,5562,5038,269,6628,92.9357431448787,410525826.043159
"4541","S01011046",2020,"Scotland","Moray","Elgin",871,51,820,19,343,28152.0431994751,28152.0431994751,6459,3849,88,6580,61.190464668067,152675204.576227
"4542","S01011047",2020,"Scotland","Moray","Elgin",973,40,933,25,371,21071.9349928841,21071.9349928841,5433,5997,399,6536,432.32441670085,231625840.645726
"4543","S01011048",2020,"Scotland","Moray","Elgin",960,80,880,109,331,25231.6544312254,25231.6544312254,2812,3879,3279,6467,482.950387411411,478940.243299181
"4544","S01011049",2020,"Scotland","Moray","Elgin",655,46,609,62,260,25069.9247725554,25069.9247725554,5574,5427,3099,6413,443.668134071784,286407.847679378
"4545","S01011050",2020,"Scotland","Moray","Elgin",791,31,760,18,305,21351.3426220969,21351.3426220969,6837,5036,120,6648,46.3072129375983,94945040.6906596
"4546","S01011051",2020,"Scotland","Moray","Elgin",1012,49,963,81,347,15180.2113775032,15180.2113775032,3522,5383,1091,6545,323.035197654541,87290140.729608
"4547","S01011052",2020,"Scotland","Moray","Elgin",812,39,773,55,311,20519.7755917391,20519.7755917391,3377,2738,5033,6441,916.420080659764,600368.071853727
"4548","S01011053",2020,"Scotland","Moray","Elgin",589,76,513,91,204,14946.2486618344,14946.2486618344,4377,2487,3233,6411,324.11724202085,185842.608728028
"4549","S01011054",2020,"Scotland","Moray","Elgin",537,32,505,49,195,19425.6756692079,19425.6756692079,6725,4976,915,6515,215.593180148641,19007796.8213594
"4550","S01011055",2020,"Scotland","Moray","Elgin",526,26,500,19,209,24469.9696758354,24469.9696758354,5584,5368,320,6546,32.6417680054606,85911316.5978012
"4551","S01011056",2020,"Scotland","Moray","Elgin",734,44,690,13,258,18945.6703969896,18945.6703969896,5740,3558,150,6514,89.4340635134089,85280232.846231
"4552","S01011057",2020,"Scotland","Moray","Elgin",598,38,560,23,215,24225.131586544,24225.131586544,4423,2296,2616,6487,376.872884079962,19179958.873037
"4553","S01011058",2020,"Scotland","Moray","Elgin",632,43,589,5,246,30489.2830295754,30489.2830295754,6518,5466,112,6415,30.6268817179535,60097651.1603433
"4554","S01011059",2020,"Scotland","Moray","Elgin",648,28,620,16,232,36937.1464395282,34874.8615157311,4046,3470,115,6338,58.0623026572714,44335536.7492082
"4555","S01011060",2020,"Scotland","Moray","Elgin",860,66,794,75,327,24797.5697078294,24797.5697078294,1859,5169,5827,6403,1173.58214348497,688662.913100039
"4556","S01011061",2020,"Scotland","Moray","Elgin",786,127,659,155,249,25221.9019248381,25221.9019248381,488,2743,4421,6312.5,913.914511050216,265938.348840391
"4557","S01011062",2020,"Scotland","Moray","Elgin",877,99,778,76,347,24843.4444756489,24843.4444756489,1210,4626,6227,6312.5,1133.05340014974,309863.652073942
"4558","S01011063",2020,"Scotland","Moray","Elgin",1097,155,942,191,281,24586.2917355204,24586.2917355204,3756,3528,2902,6344.5,980.989968488989,478987.453171876
"4559","S01011064",2020,"Scotland","Moray","Elgin",971,80,891,85,395,24186.7175611216,24186.7175611216,1498,5831,4382,6344.5,979.675023558114,545840.444773084
