"","zone","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work","area"
"3386","S01003386",2009,"Scotland","Glasgow City","Glasgow",685,205,480,5359.10552761342,5359.10552761342,875,457,5410,575,11903.6448557292,178737.406920772
"3387","S01003387",2009,"Scotland","Glasgow City","Glasgow",679,260,419,2637.39732119173,2637.39732119173,1311,60,5681,40.5,12808.6518646169,72089.2543550283
"3388","S01003388",2009,"Scotland","Glasgow City","Glasgow",1018,415,603,3282.29790033248,3282.29790033248,572,326,3913,569,20620.3031444434,267772.00892954
"3389","S01003389",2009,"Scotland","Glasgow City","Glasgow",850,360,490,2875.59065550813,2875.59065550813,147,61,5467,649.5,11295.4539044401,43110.0473409236
"3390","S01003390",2009,"Scotland","Glasgow City","Glasgow",985,485,500,7793.35922247545,7793.35922247545,558,177,3941,192,3644.33741351558,252103.50278607
"3391","S01003391",2009,"Scotland","Glasgow City","Glasgow",671,265,406,1496.04799241829,1496.04799241829,1518,538,5541,25.5,24157.2030230249,243074.358941898
"3392","S01003392",2009,"Scotland","Glasgow City","Glasgow",757,140,617,2353.57467663457,2353.57467663457,1181,183,6460,40.5,14809.9538813323,93182.4707005122
"3393","S01003393",2009,"Scotland","Glasgow City","Glasgow",934,250,684,3813.72708201172,3813.72708201172,2664,797,4660,900,7642.89912894643,176553.333815269
"3394","S01003394",2009,"Scotland","Glasgow City","Glasgow",773,190,583,9676.83103583938,9676.83103583938,3340,46,1834,927,1766.85116231621,1762624.61571607
"3395","S01003395",2009,"Scotland","Glasgow City","Glasgow",708,120,588,2024.19051430766,2024.19051430766,3903,438,6405,40.5,17836.696798285,40113.7752508125
"3396","S01003396",2009,"Scotland","Glasgow City","Glasgow",755,300,455,4567.29181619516,4567.29181619516,1878,190,6047,575,14234.6928353698,44645.7821000144
"3397","S01003397",2009,"Scotland","Glasgow City","Glasgow",927,545,382,7423.29112090595,7423.29112090595,716,118,4945,475,3910.57793245617,144989.497799493
"3398","S01003398",2009,"Scotland","Glasgow City","Glasgow",836,275,561,9073.62800359355,9073.62800359355,1084,334,4403,670,2417.03435533558,96525.7729262253
"3399","S01003399",2009,"Scotland","Glasgow City","Glasgow",2079,175,1904,667.476821970456,667.476821970456,318,406,4076,104,40632.6312723851,332423.31266515
"3400","S01003400",2009,"Scotland","Glasgow City","Glasgow",677,195,482,4216.75948457002,4216.75948457002,2756,1267.5,5733,900,6513.97363335667,158185.2970552
"3401","S01003401",2009,"Scotland","Glasgow City","Glasgow",742,410,332,5653.21131915027,5653.21131915027,1201,68.5,4658,692,4873.83078017823,159295.11633566
"3402","S01003402",2009,"Scotland","Glasgow City","Glasgow",934,515,419,8558.21794180513,8558.21794180513,319,111,4417,192,2893.28656830381,339067.203250482
"3403","S01003403",2009,"Scotland","Glasgow City","Glasgow",911,195,716,1791.68254049216,1791.68254049216,175,217,6472,187,44695.4524781247,697174.241804074
"3404","S01003404",2009,"Scotland","Glasgow City","Glasgow",560,255,305,4711.14614314035,4711.14614314035,1981,1,3755,692,5592.80699253388,82109.9785639644
"3405","S01003405",2009,"Scotland","Glasgow City","Glasgow",734,155,579,9627.65577202617,9627.65577202617,4709,253,2823,670,1877.03542610538,224121.407020097
"3406","S01003406",2009,"Scotland","Glasgow City","Glasgow",659,130,529,2334.59367925195,2334.59367925195,2995,264,6457,40.5,14817.7197200188,41088.7766614123
"3407","S01003407",2009,"Scotland","Glasgow City","Glasgow",762,170,592,3674.95502712632,3674.95502712632,3430,1410,5094,649.5,7643.03425102501,185752.95119603
"3408","S01003408",2009,"Scotland","Glasgow City","Glasgow",800,355,445,1525.94989099568,1525.94989099568,1938,468,5971,13,49948.394285057,33083.8686869629
"3409","S01003409",2009,"Scotland","Glasgow City","Glasgow",1326,255,1071,1693.33251216559,1693.33251216559,1148,268,6043,25.5,21567.8830634509,285072.316393694
"3410","S01003410",2009,"Scotland","Glasgow City","Glasgow",1034,135,899,926.596248948243,926.596248948243,1,207,5543,6,59464.0617874222,638041.359095131
"3411","S01003411",2009,"Scotland","Glasgow City","Glasgow",721,225,496,5203.55223036583,5203.55223036583,702,591,5710,575,12821.980355923,137249.037085424
"3412","S01003412",2009,"Scotland","Glasgow City","Glasgow",953,285,668,4501.03213991409,4501.03213991409,988,420,5708,575,14740.7515933671,252053.812720633
"3413","S01003413",2009,"Scotland","Glasgow City","Glasgow",753,235,518,4960.24199689118,4960.24199689118,1824,593,3624,692,5347.2826206626,279046.597581629
"3414","S01003414",2009,"Scotland","Glasgow City","Glasgow",551,200,351,9328.10012434782,9328.10012434782,578,80,4092,670,2144.95502027209,128931.868762667
"3415","S01003415",2009,"Scotland","Glasgow City","Glasgow",1721,305,1416,507.453234060239,507.453234060239,2235,115.5,3663,104,50003.243949274,150908.101547651
"3416","S01003416",2009,"Scotland","Glasgow City","Glasgow",840,330,510,938.159520286738,938.159520286738,219,476,4504,25.5,34217.3220402734,313769.917826474
"3417","S01003417",2009,"Scotland","Glasgow City","Glasgow",836,145,691,2053.33890712508,2053.33890712508,3138,199,6477,40.5,17489.6347287743,117726.505749052
"3418","S01003418",2009,"Scotland","Glasgow City","Glasgow",953,380,573,3641.30214500285,3641.30214500285,305,157,4997,569,19464.7762579025,184105.172871524
"3419","S01003419",2009,"Scotland","Glasgow City","Glasgow",889,480,409,5801.76013222325,5801.76013222325,213,161,3574,1021,4218.07903364816,1218736.86710972
"3420","S01003420",2009,"Scotland","Glasgow City","Glasgow",851,295,556,7889.026855373,7889.026855373,117,83,6204,192,3434.11081240708,220952.232123948
"3421","S01003421",2009,"Scotland","Glasgow City","Glasgow",695,360,335,4664.35941499718,4664.35941499718,1450,516,3654,900,5484.27107725122,134094.139303715
"3422","S01003422",2009,"Scotland","Glasgow City","Glasgow",857,275,582,2226.59565986817,2226.59565986817,3387,206,6445,40.5,15753.0989010298,73111.1960966811
"3423","S01003423",2009,"Scotland","Glasgow City","Glasgow",691,65,626,1507.84739797757,1507.84739797757,3238,339,6083,13,51251.3378753093,60101.2917049229
"3424","S01003424",2009,"Scotland","Glasgow City","Glasgow",883,325,558,5020.50834221184,5020.50834221184,486,44,6170,575,13311.2347460393,44779.5890449882
"3425","S01003425",2009,"Scotland","Glasgow City","Glasgow",996,140,856,2125.92784797852,2125.92784797852,3372,188,6489,13,38416.81127225,43523.5728440117
"3426","S01003426",2009,"Scotland","Glasgow City","Glasgow",937,220,717,2537.21888439237,2537.21888439237,1240,259,5718,649.5,13322.5718116144,609170.570348486
"3427","S01003427",2009,"Scotland","Glasgow City","Glasgow",923,295,628,4060.43945509681,4060.43945509681,1784,1027,4731,900,6663.43182982684,191871.324501023
"3428","S01003428",2009,"Scotland","Glasgow City","Glasgow",738,460,278,5495.42665134405,5495.42665134405,624,260,3749,692,4412.87629065148,137878.448022216
"3429","S01003429",2009,"Scotland","Glasgow City","Glasgow",1404,70,1334,2440.47983340419,2440.47983340419,3890,156,6018,187,32795.3272552649,101115.970997295
"3430","S01003430",2009,"Scotland","Glasgow City","Glasgow",877,100,777,1606.62691927113,1606.62691927113,1399,201,6348,13,49154.0835429833,92035.8779111095
"3431","S01003431",2009,"Scotland","Glasgow City","Glasgow",675,225,450,3395.04472175637,3395.04472175637,4534,246,5359,649.5,8317.95488219339,75524.4098489955
"3432","S01003432",2009,"Scotland","Glasgow City","Glasgow",870,70,800,2448.63661835035,2448.63661835035,1051,350,6274,187,33502.4663330908,56008.098898083
"3433","S01003433",2009,"Scotland","Glasgow City","Glasgow",997,115,882,1305.78056585692,1305.78056585692,30,121,6304,6,53332.989954967,207189.319850564
"3434","S01003434",2009,"Scotland","Glasgow City","Glasgow",821,335,486,8566.66743660769,8566.66743660769,1881,17,4694,2282.5,2674.36579467989,170759.776268288
"3435","S01003435",2009,"Scotland","Glasgow City","Glasgow",898,400,498,9233.36166110738,9233.36166110738,399,92,2569,2451.5,2001.98228175821,256962.49129421
"3436","S01003436",2009,"Scotland","Glasgow City","Glasgow",487,80,407,5959.55384295843,5160.11808164343,38,704,2794,131,12253.7384818406,2878132.57251397
"3437","S01003437",2009,"Scotland","Glasgow City","Glasgow",646,40,606,2193.56809093787,2193.56809093787,204,300,6236,175,37673.4641627515,61650.3744845297
"3438","S01003438",2009,"Scotland","Glasgow City","Glasgow",1065,85,980,2823.51153250942,2823.51153250942,2633,342,4490,306.5,28962.4826094345,226003.027819027
"3439","S01003439",2009,"Scotland","Glasgow City","Glasgow",1028,405,623,961.79888400015,961.79888400015,77,733,5243,9,53115.211594419,315853.638284381
"3440","S01003440",2009,"Scotland","Glasgow City","Glasgow",552,150,402,4125.45206836431,4125.45206836431,1773,641,5356,95.5,6278.40129778116,130881.333179931
"3441","S01003441",2009,"Scotland","Glasgow City","Glasgow",999,355,644,4303.16942273288,4303.16942273288,136,77,5695,213.5,16005.6322165979,535956.343308451
"3442","S01003442",2009,"Scotland","Glasgow City","Glasgow",1031,415,616,1399.17205561663,1399.17205561663,431,676,6097,64,26930.2933940874,136463.24770669
"3443","S01003443",2009,"Scotland","Glasgow City","Glasgow",1088,470,618,1876.54053597722,1876.54053597722,917,428,5011,189.5,19722.1414534643,123950.702931825
"3444","S01003444",2009,"Scotland","Glasgow City","Glasgow",739,390,349,7796.94112577958,7796.94112577958,229,88,6020,832,2783.67387192728,354032.608392381
"3445","S01003445",2009,"Scotland","Glasgow City","Glasgow",1185,370,815,1711.5420206149,1711.5420206149,1711,515,5527,64,21992.5971540676,154866.956967631
"3446","S01003446",2009,"Scotland","Glasgow City","Glasgow",584,70,514,1045.175741941,1045.175741941,1910,132,5347,19.5,53595.7627826147,31015.8215090081
"3447","S01003447",2009,"Scotland","Glasgow City","Glasgow",1918,305,1613,713.285392952801,713.285392952801,1294,134,3800,9,44188.93046442,388801.174583025
"3448","S01003448",2009,"Scotland","Glasgow City","Glasgow",690,195,495,3696.80167645643,3696.80167645643,4887,746,5308,78.5,7131.94641872571,168204.282298796
"3449","S01003449",2009,"Scotland","Glasgow City","Glasgow",848,130,718,1273.59427928696,1273.59427928696,1298,104,6008,19.5,51660.2155781159,54448.3799809527
"3450","S01003450",2009,"Scotland","Glasgow City","Glasgow",738,275,463,2754.5194983971,2754.5194983971,1162,180,5139,306.5,29997.9001748741,87927.6433017412
"3451","S01003451",2009,"Scotland","Glasgow City","Glasgow",857,125,732,3889.24886654033,3889.24886654033,2494,686,6322,269,19530.0264471214,258165.49144887
"3452","S01003452",2009,"Scotland","Glasgow City","Glasgow",1337,105,1232,4287.10075555886,4287.10075555886,95,2174,5096,95.5,5909.98650239839,366927.594385296
"3453","S01003453",2009,"Scotland","Glasgow City","Glasgow",1119,110,1009,1850.03776327166,1850.03776327166,1435,519,5873,175,42727.6512433439,241444.563343843
"3454","S01003454",2009,"Scotland","Glasgow City","Glasgow",606,205,401,1636.62544765002,1636.62544765002,323,283,6453,175,45864.2558581184,41158.766318813
"3455","S01003455",2009,"Scotland","Glasgow City","Glasgow",637,435,202,6428.49676869109,6428.49676869109,844,218,3639,249.5,3322.33456382798,322152.312653899
"3456","S01003456",2009,"Scotland","Glasgow City","Glasgow",576,300,276,9198.70103343615,9198.70103343615,306,21,2661,2451.5,1897.61888381948,230425.282562149
"3457","S01003457",2009,"Scotland","Glasgow City","Glasgow",1228,455,773,1765.36944121356,1765.36944121356,2576,301,5941,64,21850.0944589629,54321.1396500319
"3458","S01003458",2009,"Scotland","Glasgow City","Glasgow",1120,295,825,2590.88915784299,2590.88915784299,2062,720,3026,189.5,12770.2465188892,518228.7305173
"3459","S01003459",2009,"Scotland","Glasgow City","Glasgow",845,275,570,5671.68525601922,5671.68525601922,1376,252,4203,354.5,3590.80096234759,322671.138066605
"3460","S01003460",2009,"Scotland","Glasgow City","Glasgow",944,110,834,3248.94799641324,3248.94799641324,245,318,5392,218,25936.0940052732,522669.378170456
"3461","S01003461",2009,"Scotland","Glasgow City","Glasgow",782,180,602,3925.95195470868,3925.95195470868,5568,1424,4169,78.5,6343.22522112224,219674.58693558
"3462","S01003462",2009,"Scotland","Glasgow City","Glasgow",578,290,288,7916.2866428999,7916.2866428999,427,502,4899,2282.5,2446.28265823519,72436.1032064706
"3463","S01003463",2009,"Scotland","Glasgow City","Glasgow",1160,395,765,1395.26916674647,1395.26916674647,1622,340,5835,64,28474.9802001672,80718.9579803534
"3464","S01003464",2009,"Scotland","Glasgow City","Glasgow",876,110,766,1724.00634273803,1724.00634273803,1456,222,6483,19.5,42614.4919703563,71043.691648487
"3465","S01003465",2009,"Scotland","Glasgow City","Glasgow",1201,175,1026,4581.66783118936,4581.66783118936,2221,99,6092,213.5,15074.001624524,359100.14902349
"3466","S01003466",2009,"Scotland","Glasgow City","Glasgow",690,250,440,3599.26007861267,3599.26007861267,250,95,6468,269,22638.1230874756,93992.7430790178
"3467","S01003467",2009,"Scotland","Glasgow City","Glasgow",713,215,498,6019.77874549172,6019.77874549172,3940,609,3448,249.5,3382.06764727158,129737.240301222
"3468","S01003468",2009,"Scotland","Glasgow City","Glasgow",773,160,613,1868.22492339006,1868.22492339006,2110,70,6269,175,40152.1702470796,35652.6002806351
"3469","S01003469",2009,"Scotland","Glasgow City","Glasgow",932,265,667,4103.22690300536,4103.22690300536,1559,656,6490,269,18032.0957157225,71619.9715253785
"3470","S01003470",2009,"Scotland","Glasgow City","Glasgow",1172,165,1007,3255.94211687463,3255.94211687463,818,4,5976,306.5,25814.5988901702,50614.8750098399
"3471","S01003471",2009,"Scotland","Glasgow City","Glasgow",753,350,403,5525.06318206611,5525.06318206611,907,324,5001,354.5,3660.32670963302,177222.29297179
"3472","S01003472",2009,"Scotland","Glasgow City","Glasgow",1033,370,663,1578.95860170859,1578.95860170859,3081,345,6036,64,25227.416390203,36016.0420196466
"3473","S01003473",2009,"Scotland","Glasgow City","Glasgow",968,250,718,1449.47310768528,1449.47310768528,543,354,5897,19.5,43081.2741216446,485739.046063899
"3474","S01003474",2009,"Scotland","Glasgow City","Glasgow",735,95,640,1964.65741220781,1964.65741220781,3175,63,6388,175,37459.1624855735,27499.653769359
"3475","S01003475",2009,"Scotland","Glasgow City","Glasgow",860,220,640,1746.66128530588,1746.66128530588,1490,357,6495,19.5,38988.0165813624,53575.5914264163
"3476","S01003476",2009,"Scotland","Glasgow City","Glasgow",777,140,637,6653.79718485061,6653.79718485061,2317,857,2925,249.5,2699.82384270613,233313.899276944
"3477","S01003477",2009,"Scotland","Glasgow City","Glasgow",985,135,850,4366.4761768228,4366.4761768228,3748,79,6494,269,16319.5653965208,58030.63118672
"3478","S01003478",2009,"Scotland","Glasgow City","Glasgow",739,125,614,3484.95092847548,3484.95092847548,3214,89,6377,306.5,23658.9405291857,42769.6597206909
"3479","S01003479",2009,"Scotland","Glasgow City","Glasgow",847,125,722,3629.93187225576,3629.93187225576,4996,64,6463,269,22307.4088611422,27924.2832499705
"3480","S01003480",2009,"Scotland","Glasgow City","Glasgow",640,275,365,5551.75368243559,5551.75368243559,795,674,5131,210,12185.3946267055,295044.509406119
"3481","S01003481",2009,"Scotland","Glasgow City","Glasgow",1030,195,835,3752.95401412532,3752.95401412532,2539,533,6498,269,21109.9684694015,111748.932247715
"3482","S01003482",2009,"Scotland","Glasgow City","Glasgow",662,335,327,1630.426248079,1630.426248079,873,225,6102,19.5,37464.3547436029,40027.0910865935
"3483","S01003483",2009,"Scotland","Glasgow City","Glasgow",537,195,342,6161.57251744738,6161.57251744738,2050,65,3087,249.5,3030.18281496318,62196.5
"3484","S01003484",2009,"Scotland","Glasgow City","Glasgow",945,125,820,2932.13245027246,2932.13245027246,487,436,6141,306.5,27217.887986364,329093.106814001
"3485","S01003485",2009,"Scotland","Glasgow City","Glasgow",993,65,928,2121.93644793887,2121.93644793887,3449,148,5856,175,34992.6353593366,44953
"3486","S01003486",2009,"Scotland","Glasgow City","Glasgow",898,455,443,4989.62539772488,4989.62539772488,752,158,2299,1751,4479.67276292038,1134411.53462213
"3487","S01003487",2009,"Scotland","Glasgow City","Glasgow",948,185,763,2273.35777838544,2273.35777838544,1429,126,5860,175,33941.3035192246,80572.0910361903
"3488","S01003488",2009,"Scotland","Glasgow City","Glasgow",985,400,585,3018.87664177664,3018.87664177664,2822,383,2499,78.5,9789.26672527657,661444.080187023
"3489","S01003489",2009,"Scotland","Glasgow City","Glasgow",969,470,499,4056.16601176532,4056.16601176532,674,381,3926,78.5,5602.13451141522,434861.26300941
"3490","S01003490",2009,"Scotland","Glasgow City","Glasgow",767,275,492,1797.61528935243,1797.61528935243,2413,689,6458,19.5,36642.4984317003,45290.0167398999
"3491","S01003491",2009,"Scotland","Glasgow City","Glasgow",482,65,417,1639.12892041977,1639.12892041977,1377,73,5896,64,25297.1708192457,61200.8479316756
"3492","S01003492",2009,"Scotland","Glasgow City","Glasgow",991,265,726,1518.92258373854,1518.92258373854,519,465,4499,9,27490.8678794515,918949.046635062
"3493","S01003493",2009,"Scotland","Glasgow City","Glasgow",730,275,455,5219.70899051926,5219.70899051926,804,455,4919,213.5,12778.4933538223,70857.008333615
"3494","S01003494",2009,"Scotland","Glasgow City","Glasgow",823,270,553,1947.0528143462,1947.0528143462,1547,284,6434,175,35575.6976585199,54177.6936960183
"3495","S01003495",2009,"Scotland","Glasgow City","Glasgow",1151,280,871,2300.63031956301,2300.63031956301,1596,549,5282,64,16492.1325953756,930535.715959119
"3496","S01003496",2009,"Scotland","Glasgow City","Glasgow",834,95,739,4250.88659612101,4250.88659612101,2156,122,6476,269,17030.4494063739,107501.576274261
"3497","S01003497",2009,"Scotland","Glasgow City","Glasgow",848,90,758,3452.68440739068,3452.68440739068,3682,570,6103,306.5,23849.3750560515,73230.8822422102
"3498","S01003498",2009,"Scotland","Glasgow City","Glasgow",891,235,656,4776.53430155507,4776.53430155507,2222,955,5781,213.5,14068.2236227412,125136.136134459
"3499","S01003499",2009,"Scotland","Glasgow City","Glasgow",920,165,755,4427.66128249109,4427.66128249109,4535,91,6207,269,15870.699273975,65410.243257476
"3500","S01003500",2009,"Scotland","Glasgow City","Glasgow",728,385,343,1725.24892942009,1725.24892942009,2005,322,6240,19.5,35112.0705910167,28267.4213920832
"3501","S01003501",2009,"Scotland","Glasgow City","Glasgow",619,75,544,2490.98054657933,2490.98054657933,1103,151,6446,175,31155.6661899015,43309.0231381548
"3502","S01003502",2009,"Scotland","Glasgow City","Glasgow",989,260,729,9551.51436861895,9551.51436861895,1007,97,1557,2055,1569.01271281063,5727980.52224086
"3503","S01003503",2009,"Scotland","Glasgow City","Glasgow",644,45,599,3716.08844178213,3716.08844178213,4582,588,6144,269,21228.3826759992,50786.0008735359
"3504","S01003504",2009,"Scotland","Glasgow City","Glasgow",819,90,729,2702.3107810302,2702.3107810302,1301,233,6392,468.5,28417.8716048188,70542.6175291506
"3505","S01003505",2009,"Scotland","Glasgow City","Glasgow",505,70,435,1777.22690112384,1777.22690112384,3346,119,5035,302,23715.9091834704,36593.6760222297
"3506","S01003506",2009,"Scotland","Glasgow City","Glasgow",1009,135,874,2327.15342318165,2327.15342318165,2373,646,5966,468.5,30370.3047239743,126894.316287115
"3507","S01003507",2009,"Scotland","Glasgow City","Glasgow",613,60,553,1878.50178077581,1878.50178077581,2450,1049,6383,526.5,33613.9039381337,121650.075211801
"3508","S01003508",2009,"Scotland","Glasgow City","Glasgow",792,285,507,4663.86529603888,4663.86529603888,2575,442,5283,378,14462.6630698035,71393.447732986
"3509","S01003509",2009,"Scotland","Glasgow City","Glasgow",838,35,803,3385.66208251513,3385.66208251513,4569,900,5993,493.5,24279.1699685649,76781.1268920004
"3510","S01003510",2009,"Scotland","Glasgow City","Glasgow",716,85,631,1864.60318133298,1864.60318133298,897,168,4669,412,22848.741280078,340347.190371832
"3511","S01003511",2009,"Scotland","Glasgow City","Glasgow",1005,55,950,4063.28030619056,4063.28030619056,3228,2180,6264,677.5,18228.6327103096,169662.539177477
"3512","S01003512",2009,"Scotland","Glasgow City","Glasgow",628,235,393,5998.86867063999,5998.86867063999,1236,155,3487,2428.5,2906.50669658159,118369.586284555
"3513","S01003513",2009,"Scotland","Glasgow City","Glasgow",762,65,697,2895.90110593694,2895.90110593694,2816,229,6464,493.5,27347.4521004033,30615.4989785943
"3514","S01003514",2009,"Scotland","Glasgow City","Glasgow",814,70,744,3216.0102914344,3216.0102914344,1616,346,6397,493.5,25336.7458724615,54603.7127098329
"3515","S01003515",2009,"Scotland","Glasgow City","Glasgow",657,300,357,4258.98706876394,4258.98706876394,841,425,4922,536,4955.45627497419,114907.544530526
"3516","S01003516",2009,"Scotland","Glasgow City","Glasgow",669,70,599,4772.66300653199,4772.66300653199,5681,1110,2329,536,3841.32802853516,332397.629638184
"3517","S01003517",2009,"Scotland","Glasgow City","Glasgow",740,110,630,2289.35646250028,2289.35646250028,2773,451,5931,468.5,29041.71197558,85217.0409116419
"3518","S01003518",2009,"Scotland","Glasgow City","Glasgow",1022,365,657,6083.64517714365,5928.59108467512,1274,759,6433,134.5,9944.43501579731,86981.7362449093
"3519","S01003519",2009,"Scotland","Glasgow City","Glasgow",563,205,358,2170.21111337062,2170.21111337062,289,105,5810,526.5,27718.9532731629,87553.5645428374
"3520","S01003520",2009,"Scotland","Glasgow City","Glasgow",709,90,619,3739.88103728028,3739.88103728028,3927,1080,6430,677.5,20667.8805341258,67796.2074623657
"3521","S01003521",2009,"Scotland","Glasgow City","Glasgow",552,30,522,3046.92132563989,3046.92132563989,230,131,6496,493.5,25320.0441496041,45386.0808887258
"3522","S01003522",2009,"Scotland","Glasgow City","Glasgow",848,55,793,3369.64314232683,3369.64314232683,3102,573,6252,493.5,23165.0117616181,64044.5683856355
"3523","S01003523",2009,"Scotland","Glasgow City","Glasgow",538,190,348,5926.0707701813,5926.0707701813,1594,51,3420,1751,2970.07561345677,695212.913865484
"3524","S01003524",2009,"Scotland","Glasgow City","Glasgow",1015,75,940,4878.82593280836,4878.82593280836,4431,2027,4186,378,13318.7937189015,125618.28268042
"3525","S01003525",2009,"Scotland","Glasgow City","Glasgow",1048,70,978,4481.51245615659,4481.51245615659,3054,897,5616,677.5,15207.8282971167,125865.447472971
"3526","S01003526",2009,"Scotland","Glasgow City","Glasgow",923,60,863,2784.95918133962,2784.95918133962,1387,1581,6065,468.5,26362.7215014312,148966.972958245
"3527","S01003527",2009,"Scotland","Glasgow City","Glasgow",844,45,799,5413.88090167898,5413.88090167898,3190,3504,3370,378,11105.8373045742,298373.642499043
"3528","S01003528",2009,"Scotland","Glasgow City","Glasgow",656,85,571,6924.13409914506,6924.13409914506,3204,959,2529,2428.5,2428.24498648914,952319.80558327
"3529","S01003529",2009,"Scotland","Glasgow City","Glasgow",701,45,656,2805.39024892517,2805.39024892517,5258,2169,3715,424.5,12080.9700278975,90592.119795166
"3530","S01003530",2009,"Scotland","Glasgow City","Glasgow",826,65,761,2443.09341347105,2443.09341347105,3630,353,4898,468.5,26744.6203452457,40601.7210326903
"3531","S01003531",2009,"Scotland","Glasgow City","Glasgow",820,285,535,6442.43426539984,5790.67119547994,838,107,6436,2.5,8228.60083050954,603875.985704779
"3532","S01003532",2009,"Scotland","Glasgow City","Glasgow",984,105,879,5782.84457800199,5782.84457800199,3093,4421,5310,134.5,10808.0960287842,245198.546098582
"3533","S01003533",2009,"Scotland","Glasgow City","Glasgow",705,185,520,3403.68903362363,3403.68903362363,2979,373,3515,389,8071.21507970186,20507.7253229395
"3534","S01003534",2009,"Scotland","Glasgow City","Glasgow",1060,175,885,2348.71597024272,2348.71597024272,1954,1099,5674,412,16809.7728092785,282323.798158084
"3535","S01003535",2009,"Scotland","Glasgow City","Glasgow",773,170,603,6297.38254646961,5845.12221386528,1430,542,6339,134.5,8855.62074725573,60830.0653135441
"3536","S01003536",2009,"Scotland","Glasgow City","Glasgow",1110,40,1070,4102.67809934828,4102.67809934828,5033,3340,6485,677.5,17593.9973702244,77879.7317973766
"3537","S01003537",2009,"Scotland","Glasgow City","Glasgow",804,225,579,2445.2391028838,2445.2391028838,4211,616,5344,468.5,25548.6502959674,71671.4110957487
"3538","S01003538",2009,"Scotland","Glasgow City","Glasgow",629,230,399,4124.35092797349,4124.35092797349,3765,561,5133,389,5267.59362887563,258859.4472657
"3539","S01003539",2009,"Scotland","Glasgow City","Glasgow",948,35,913,4805.92490680371,4805.92490680371,4957,2875,4075,677.5,13316.7726030641,101347.294502556
"3540","S01003540",2009,"Scotland","Glasgow City","Glasgow",733,280,453,2147.14136757139,2147.14136757139,481,41,4502,526.5,24738.6919885479,89767.824231565
"3541","S01003541",2009,"Scotland","Glasgow City","Glasgow",1068,405,663,3298.29627540135,3298.29627540135,1585,498,3504,424.5,8727.45525183778,48260.51822179
"3542","S01003542",2009,"Scotland","Glasgow City","Glasgow",658,55,603,3741.45021077563,3741.45021077563,2794,1961,6398,493.5,19705.7367259531,146718.179223202
"3543","S01003543",2009,"Scotland","Glasgow City","Glasgow",704,335,369,2207.85316078024,2207.85316078024,208,281,5670,526.5,22514.5817742101,100974.489680865
"3544","S01003544",2009,"Scotland","Glasgow City","Glasgow",496,40,456,2879.18407459655,2879.18407459655,3124,2604,5177,468.5,23721.2285199011,42332.0359212011
"3545","S01003545",2009,"Scotland","Glasgow City","Glasgow",945,40,905,3606.18292985917,3606.18292985917,3738,1442,6084,493.5,20380.5419097776,90994.3448112048
"3546","S01003546",2009,"Scotland","Glasgow City","Glasgow",1050,435,615,2146.01815846274,2146.01815846274,721,476,4415,302,19483.3901963106,492679.35875079
"3547","S01003547",2009,"Scotland","Glasgow City","Glasgow",695,120,575,2625.56998437297,2625.56998437297,3351,652,5498,468.5,23820.5566485579,64840.2714207526
"3548","S01003548",2009,"Scotland","Glasgow City","Glasgow",318,70,248,3425.19553071473,3425.19553071473,73,365,4123,424.5,8102.7561810043,91412.5128462436
"3549","S01003549",2009,"Scotland","Glasgow City","Glasgow",736,290,446,3134.13041222452,3134.13041222452,3726,173,3643,424.5,9875.49156467892,88352.9298973531
"3550","S01003550",2009,"Scotland","Glasgow City","Glasgow",770,70,700,4881.59574362079,4881.59574362079,3316,3183.5,2109,536,3575.29188541622,103718.39005696
"3551","S01003551",2009,"Scotland","Glasgow City","Glasgow",736,210,526,2942.8033677173,2942.8033677173,2819,141,4574,424.5,11322.6048571147,86493.8785579912
"3552","S01003552",2009,"Scotland","Glasgow City","Glasgow",855,25,830,4321.96894853308,4321.96894853308,4594,1492,5909,677.5,15928.3047444215,72622.2129426813
"3553","S01003553",2009,"Scotland","Glasgow City","Glasgow",634,285,349,2526.80399973945,2526.80399973945,494,375,4584,526.5,20199.1146637063,189844.317023735
"3554","S01003554",2009,"Scotland","Glasgow City","Glasgow",709,50,659,2886.33353249133,2886.33353249133,4059,793,5102,468.5,22541.3950105055,48658
"3555","S01003555",2009,"Scotland","Glasgow City","Glasgow",753,40,713,3218.11537415821,3218.11537415821,2430,1766,5403,493.5,20999.8775991337,181063.663675066
"3556","S01003556",2009,"Scotland","Glasgow City","Glasgow",812,25,787,6141.5571463675,6141.5571463675,4779,5463,5436,134.5,8995.11526902615,121284.83035006
"3557","S01003557",2009,"Scotland","Glasgow City","Glasgow",735,340,395,3599.21525632077,3599.21525632077,1351,58,4781,389,7273.16435924614,91435.4868254997
"3558","S01003558",2009,"Scotland","Glasgow City","Glasgow",945,45,900,4198.99351440001,4198.99351440001,3291,4914,6166,677.5,16556.8934785954,108048.664391566
"3559","S01003559",2009,"Scotland","Glasgow City","Glasgow",938,40,898,6504.84486483097,5943.56204907034,3210,5292,6220,134.5,7841.73014618485,113959.586414337
"3560","S01003560",2009,"Scotland","Glasgow City","Glasgow",1119,50,1069,4828.08285598591,4828.08285598591,3074,4590,3729,378,13170.2967491057,259727.538920408
