"","zone","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work","area"
"1010","S01001010",2009,"Scotland","Dumfries & Galloway","Dumfries",839,195,644,688.267689497654,688.267689497654,2547,3234,6051,4127.5,6301.04131966438,190790.360987518
"1011","S01001011",2009,"Scotland","Dumfries & Galloway","Carlisle",618,60,558,21049.6602491786,21049.6602491786,5950,1991,136,5821,66.4488538369922,83440277.3512041
"1012","S01001012",2009,"Scotland","Dumfries & Galloway","Dumfries",802,30,772,1715.60007764142,1715.60007764142,5497,5680,2665,4580,3193.24322070476,151223.428932428
"1013","S01001013",2009,"Scotland","Dumfries & Galloway","Dumfries",866,105,761,846.78496380416,846.78496380416,1652,4347,5944,4218,4827.97962720187,244426.818571706
"1014","S01001014",2009,"Scotland","Dumfries & Galloway","Dumfries",823,240,583,335.716871984162,335.716871984162,9,895,6419,3561.5,7131.29296457955,336678.345354125
"1015","S01001015",2009,"Scotland","Dumfries & Galloway","Dumfries",600,115,485,903.95162568384,903.95162568384,2123,2862,4510,3925,5503.43316923073,328892.828325521
"1016","S01001016",2009,"Scotland","Dumfries & Galloway","Newton Stewart",881,175,706,NA,36175.2298130524,4590,3178,556,5960,826.907273649945,364542170.698642
"1017","S01001017",2009,"Scotland","Dumfries & Galloway","Dumfries",785,205,580,1288.50717150605,1288.50717150605,1085,2272,4407,4218,3506.51132116507,221090.729830721
"1018","S01001018",2009,"Scotland","Dumfries & Galloway","Dumfries",759,130,629,1192.53635142354,1192.53635142354,2947,2800,5091,3925,4339.73023985863,225000.573577151
"1019","S01001019",2009,"Scotland","Dumfries & Galloway","Dumfries",987,405,582,703.096679740906,703.096679740906,911,893,5179,4218,4935.31621485312,251973.036396472
"1020","S01001020",2009,"Scotland","Dumfries & Galloway","Dumfries",454,90,364,898.824062763095,898.824062763095,816,2509,5223,4218,4445.38309802462,126523.393115967
"1021","S01001021",2009,"Scotland","Dumfries & Galloway","Dumfries",900,120,780,925.637238855613,925.637238855613,1751,4729,4892,3925,4951.81454901413,271816.276474576
"1022","S01001022",2009,"Scotland","Dumfries & Galloway","Dumfries",734,135,599,199.959548951451,199.959548951451,72,3126.5,5558,3561.5,6607.60102733612,467040.909449718
"1023","S01001023",2009,"Scotland","Dumfries & Galloway","Dumfries",1012,85,927,16522.7953524283,16522.7953524283,4556,3121,433,5509,79.9515780610849,59992489.4728531
"1024","S01001024",2009,"Scotland","Dumfries & Galloway","Dumfries",1590,210,1380,1825.77585850508,1825.77585850508,3671,3845,1294,5334,2375.8875084139,6084640.70039736
"1025","S01001025",2009,"Scotland","Dumfries & Galloway","Dumfries",979,80,899,1899.73607416616,1899.73607416616,3794,4867,2391,4221,2689.21427035704,3447137.00745787
"1026","S01001026",2009,"Scotland","Dumfries & Galloway","Dumfries",852,90,762,26482.9860321819,24759.7349196282,5944,4800,582,5472,82.5688950591488,23322955.5551518
"1027","S01001027",2009,"Scotland","Dumfries & Galloway","Dumfries",954,60,894,1448.78607717118,1448.78607717118,989,5576,3919,4218,3127.37430838175,643172.330954878
"1028","S01001028",2009,"Scotland","Dumfries & Galloway","Dumfries",776,215,561,1429.24717415973,1429.24717415973,1092,2786,3942,3586,2996.83794993488,662390.247491654
"1029","S01001029",2009,"Scotland","Dumfries & Galloway","Dumfries",670,235,435,1901.46140873508,1901.46140873508,905,1781,2212,4707.5,2394.23788791878,222042.243789827
"1030","S01001030",2009,"Scotland","Dumfries & Galloway","Dumfries",750,20,730,1105.85869313605,1105.85869313605,5823,6388,2165,4067,3779.11282022618,912579.167828625
"1031","S01001031",2009,"Scotland","Dumfries & Galloway","Dumfries",919,140,779,2465.81661004633,2465.81661004633,4465,2521,1653,4707.5,1724.10625171361,127218.450729454
"1032","S01001032",2009,"Scotland","Dumfries & Galloway","Dumfries",655,200,455,2034.99758727268,2034.99758727268,735,1322,3647,4707.5,2256.10651903718,100440.125786063
"1033","S01001033",2009,"Scotland","Dumfries & Galloway","Dumfries",712,235,477,1822.23899896666,1822.23899896666,275,1478,3544,3586,2467.77666371192,144930.874627899
"1034","S01001034",2009,"Scotland","Dumfries & Galloway","Dumfries",925,420,505,2228.09212088849,2228.09212088849,292,1401,3497,4707.5,2043.63040264149,150930.992056577
"1035","S01001035",2009,"Scotland","Dumfries & Galloway","Dumfries",536,130,406,1727.00931021166,1727.00931021166,1167,1064,2194,3586,2538.91379250696,389190.858785335
"1036","S01001036",2009,"Scotland","Dumfries & Galloway","Dumfries",505,165,340,2386.20537769656,2386.20537769656,1256,1812,3594,4553.5,1783.79688720264,94747.5249853637
"1037","S01001037",2009,"Scotland","Dumfries & Galloway","Dumfries",813,225,588,2606.33308425314,2606.33308425314,469,1533,4299,4553.5,1725.16849839431,489862.859770825
"1038","S01001038",2009,"Scotland","Dumfries & Galloway","Dumfries",1010,35,975,2882.55191743397,2882.55191743397,4554,5875,1012,3726,1794.83837488227,4245766.77999862
"1039","S01001039",2009,"Scotland","Dumfries & Galloway","Dumfries",535,45,490,9792.97037921017,9792.97037921017,5208,4492,131,5909,35.4109623198369,64881335.6035047
"1040","S01001040",2009,"Scotland","Dumfries & Galloway","Dumfries",588,80,508,5317.24422674836,5317.24422674836,6235,3139,553,5096,309.549992671674,15257993.4658518
"1041","S01001041",2009,"Scotland","Dumfries & Galloway","Dumfries",551,15,536,4473.77312802806,4473.77312802806,3757,5975,591,5627,491.358432880841,11474832.4241782
"1042","S01001042",2009,"Scotland","Dumfries & Galloway","Dumfries",887,30,857,3663.48306732147,3663.48306732147,6096,5794,794,2630,1695.7489416683,200706.466639801
"1043","S01001043",2009,"Scotland","Dumfries & Galloway","Dumfries",642,30,612,3490.82142840525,3490.82142840525,3713,3936,1698,1919.5,1773.94250102302,130201.188786857
"1044","S01001044",2009,"Scotland","Dumfries & Galloway","Dumfries",992,125,867,35648.0171612763,35648.0171612763,6161,3303,635,6024,79.8318077791723,127178012.025477
"1045","S01001045",2009,"Scotland","Dumfries & Galloway","Dumfries",655,25,630,3673.19309519368,3673.19309519368,5001,4288,1986,1919.5,1703.39993760352,124222.905042085
"1046","S01001046",2009,"Scotland","Dumfries & Galloway","Dumfries",670,70,600,3127.71095086076,3127.71095086076,2780,3569,2840,874,1463.14615625227,3720983.0408197
"1047","S01001047",2009,"Scotland","Dumfries & Galloway","Dumfries",834,45,789,16440.8514387864,16440.8514387864,4486,5734,2696,4835,569.869334498381,7539533.35958976
"1048","S01001048",2009,"Scotland","Dumfries & Galloway","Dumfries",584,20,564,3893.14423342167,3893.14423342167,1656,5959,1306,1919.5,1570.11209461773,462132.099912657
"1049","S01001049",2009,"Scotland","Dumfries & Galloway","Dumfries",659,105,554,4084.17622064946,4084.17622064946,2950,3308,3518,1919.5,1162.87299185857,118020.27559932
"1050","S01001050",2009,"Scotland","Dumfries & Galloway","Carlisle",934,80,854,20876.0414640602,20876.0414640602,6023,4020,579,5957,58.9405678560928,50569776.4848589
"1051","S01001051",2009,"Scotland","Dumfries & Galloway","Dumfries",621,120,501,4395.02588150005,4395.02588150005,3753,3868,1987,2360.5,999.422271247049,128881.703233907
"1052","S01001052",2009,"Scotland","Dumfries & Galloway","Dumfries",551,115,436,4589.50202087566,4589.50202087566,3306,2386,1152,2360.5,783.844232853316,114575.301404414
"1053","S01001053",2009,"Scotland","Dumfries & Galloway","Dumfries",811,55,756,12372.1640757551,12372.1640757551,3808,3995,1655,5635,480.601919322283,15127044.1887206
"1054","S01001054",2009,"Scotland","Dumfries & Galloway","Dumfries",791,75,716,17654.3469369756,17654.3469369756,2791,3636.5,1315,5384,923.315690473406,20438310.616147
"1055","S01001055",2009,"Scotland","Dumfries & Galloway","Dumfries",748,120,628,17107.4873012299,17107.4873012299,3076,5008.5,5765,2268.5,856.666180326662,393416.763943328
"1056","S01001056",2009,"Scotland","Dumfries & Galloway","Dumfries",691,90,601,17368.6831060902,17368.6831060902,3895,3037,5393,2268.5,980.868355174171,205607.045183713
"1057","S01001057",2009,"Scotland","Dumfries & Galloway","Dumfries",681,65,616,5395.34137439269,5395.34137439269,5057,4149,570,5445,212.433247140606,31024970.1848174
"1058","S01001058",2009,"Scotland","Dumfries & Galloway","Dumfries",734,80,654,17067.8229744388,17067.8229744388,2851,3256,5979,3617,929.033116131007,283955.29307583
"1059","S01001059",2009,"Scotland","Dumfries & Galloway","Dumfries",594,160,434,17807.3484345919,17807.3484345919,2280,4736,2987,4949,830.78031566636,209451.07234427
"1060","S01001060",2009,"Scotland","Dumfries & Galloway","Dumfries",741,90,651,12751.6471284052,12751.6471284052,4074,4119,3805,5126,481.896633933697,145492.875054051
"1061","S01001061",2009,"Scotland","Dumfries & Galloway","Carlisle",755,105,650,29006.1823593105,29006.1823593105,5972,4657,2180,6057,617.041039521563,49753091.3707253
"1062","S01001062",2009,"Scotland","Dumfries & Galloway","Dumfries",589,55,534,7239.83187494075,7239.83187494075,4425,2695,288,5412,130.647946767833,43607049.7871935
"1063","S01001063",2009,"Scotland","Dumfries & Galloway","Dumfries",819,60,759,13032.828347855,13032.828347855,6251,5501,915,5265,398.04982351668,16048034.0196548
"1064","S01001064",2009,"Scotland","Dumfries & Galloway","Carlisle",703,80,623,28620.1545513519,28620.1545513519,3223,4877,6431,5365.5,955.186858806448,385436.986571507
"1065","S01001065",2009,"Scotland","Dumfries & Galloway","Carlisle",713,85,628,28942.3803195658,28942.3803195658,4994,2818,6064,5365.5,849.673141710315,233170.908113554
"1066","S01001066",2009,"Scotland","Dumfries & Galloway","Dumfries",727,75,652,13414.7688526467,13414.7688526467,6083,4782,218,5997,59.4296671759986,70640504.4544872
"1067","S01001067",2009,"Scotland","Dumfries & Galloway","Dumfries",771,90,681,24735.7093570685,24735.7093570685,5134,3665.5,55,6011,38.0978547565441,217143525.243251
"1068","S01001068",2009,"Scotland","Dumfries & Galloway","Dumfries",891,145,746,32412.9163414445,32412.9163414445,4510,3458,54,6048,57.2840668790136,529825586.863221
"1069","S01001069",2009,"Scotland","Dumfries & Galloway","Dumfries",808,60,748,7932.31959979879,7932.31959979879,4154,4345.5,293,5911,122.720534497337,79500461.3627524
"1070","S01001070",2009,"Scotland","Dumfries & Galloway","Dumfries",939,105,834,24019.7394801366,24019.7394801366,5323,4990,472,6056,65.2363638193379,121620725.665068
"1071","S01001071",2009,"Scotland","Dumfries & Galloway","Dumfries",658,65,593,13272.3490636418,13272.3490636418,4191,3730,122,5924,67.2064473413177,70682829.5812247
"1072","S01001072",2009,"Scotland","Dumfries & Galloway","Dumfries",742,80,662,18722.178262884,18722.178262884,1712,1696,347,5665,155.940776410034,113998017.051515
"1073","S01001073",2009,"Scotland","Dumfries & Galloway","Dumfries",1098,115,983,16298.8680581571,16298.8680581571,2432,3883,605,5836,51.5408723626518,50705159.3788719
"1074","S01001074",2009,"Scotland","Dumfries & Galloway","Carlisle",528,25,503,29697.2495283504,29697.2495283504,6342,5037,482,6131,546.650983960044,227283451.729287
"1075","S01001075",2009,"Scotland","Dumfries & Galloway","Dumfries",1039,155,884,21366.2113563322,21366.2113563322,4720,2973,5607,4488,468.174298137485,852893.546087289
"1076","S01001076",2009,"Scotland","Dumfries & Galloway","Dumfries",791,70,721,22274.787697463,22274.787697463,5745,4268,431,6069,128.364494402834,160307921.26213
"1077","S01001077",2009,"Scotland","Dumfries & Galloway","Dumfries",825,110,715,21684.1764600309,21684.1764600309,2060,4277,3979,5580,436.915150613922,7691861.83279593
"1078","S01001078",2009,"Scotland","Dumfries & Galloway","Dumfries",977,190,787,27289.5113807871,27289.5113807871,3047,3754,438,5901,66.8120292175159,119847919.964308
"1079","S01001079",2009,"Scotland","Dumfries & Galloway","Dumfries",530,40,490,21243.445207026,21243.445207026,6021,2968,382,6018,96.0807840465405,155706826.716073
"1080","S01001080",2009,"Scotland","Dumfries & Galloway","Dumfries",669,50,619,31080.1652423648,31080.1652423648,3947,5347,3743,5646,485.379103039911,5389015.06703484
"1081","S01001081",2009,"Scotland","Dumfries & Galloway","Dumfries",675,85,590,32613.5382248545,32613.5382248545,6034,3129,90,6153,45.5991953552064,244661987.802621
"1082","S01001082",2009,"Scotland","Dumfries & Galloway","Dumfries",941,105,836,31256.2147902784,31256.2147902784,3025,4040,6281,5428,541.284588014648,302257.504859572
"1083","S01001083",2009,"Scotland","Dumfries & Galloway","Dumfries",766,115,651,38448.682507639,38448.682507639,2384,4262,4052,6090,427.605851412504,82320106.6949574
"1084","S01001084",2009,"Scotland","Dumfries & Galloway","Dumfries",978,95,883,31547.3738750043,31547.3738750043,4920,5512,1219,5914,421.210862740109,98819152.3066516
"1085","S01001085",2009,"Scotland","Dumfries & Galloway","Dumfries",878,165,713,38252.2569935689,38252.2569935689,5075,3919,5584,5716,377.938814383272,145928.584698742
"1086","S01001086",2009,"Scotland","Dumfries & Galloway","Dumfries",729,180,549,42383.3203011859,40788.2280459205,868,2769,3096,5551.5,301.544192529438,391824.397727078
"1087","S01001087",2009,"Scotland","Dumfries & Galloway","Dumfries",507,125,382,42617.0319077389,40682.1442637358,4264,3001,2295,5551.5,282.008153818989,348938.699771509
"1088","S01001088",2009,"Scotland","Dumfries & Galloway","Dumfries",969,240,729,42730.6897472087,40425.9754095017,1516,3174.5,1443,6017,277.977971543332,47962185.8325674
"1089","S01001089",2009,"Scotland","Dumfries & Galloway","Dumfries",963,155,808,38557.3112843255,38557.3112843255,2040,3838,628,6099,61.7517844430419,143299383.020925
"1090","S01001090",2009,"Scotland","Dundee City","Dundee",891,45,846,1939.72577942285,1939.72577942285,4830,1380,5115,4077.5,6452.80357735318,725542.546052863
"1091","S01001091",2009,"Scotland","Dundee City","Dundee",705,65,640,1397.32208597016,1397.32208597016,4057,610,5911,3654,7858.68989994704,61379.7559460653
"1092","S01001092",2009,"Scotland","Dundee City","Dundee",1012,95,917,1601.49640870446,1601.49640870446,3822,236,6266,4077.5,7431.05603427094,87047.9022521619
"1093","S01001093",2009,"Scotland","Dundee City","Dundee",1070,100,970,1159.28385985623,1159.28385985623,3874,476,5769,3654,8926.86555431514,89775.1259523928
"1094","S01001094",2009,"Scotland","Dundee City","Dundee",1050,40,1010,3361.52879080569,3361.52879080569,4397,5184,1528,3455,4103.55759387082,1078419.83565323
"1095","S01001095",2009,"Scotland","Dundee City","Dundee",1416,60,1356,816.021303175034,816.021303175034,1956,165,6143,3654,10725.3277105725,556070.907467828
"1096","S01001096",2009,"Scotland","Dundee City","Dundee",1034,105,929,1552.01284938219,1552.01284938219,3523,386,6357,4077.5,8038.93950625071,68738.3502583204
"1097","S01001097",2009,"Scotland","Dundee City","Dundee",604,40,564,1882.6742357593,1882.6742357593,5756,4542,4452,4077.5,7185.15136700167,145941.271020386
"1098","S01001098",2009,"Scotland","Dundee City","Dundee",849,30,819,2615.19976530418,2615.19976530418,5687,5283,2644,4090,5526.03525328354,281705.714267961
"1099","S01001099",2009,"Scotland","Dundee City","Dundee",1387,260,1127,1391.01470881872,1391.01470881872,1412,56,5848,1673.5,9301.62103163727,280303.440637513
"1100","S01001100",2009,"Scotland","Dundee City","Dundee",883,140,743,1693.90675949271,1693.90675949271,3894,701,5369,2828.5,7973.09944331114,85747.0051099715
"1101","S01001101",2009,"Scotland","Dundee City","Dundee",1648,175,1473,140.028243585783,140.028243585783,10,100,6031,779.5,14125.5988424546,497672.215059197
"1102","S01001102",2009,"Scotland","Dundee City","Dundee",933,105,828,578.950290922546,578.950290922546,1266,274,6200,1673.5,12756.7250026515,93433.7308495951
"1103","S01001103",2009,"Scotland","Dundee City","Dundee",812,15,797,3688.1003494904,3688.1003494904,5500,1604,1492,4068.5,4117.93043425918,241798.268586583
"1104","S01001104",2009,"Scotland","Dundee City","Dundee",724,175,549,1494.36603534766,1494.36603534766,1018,124,5401,2828.5,8995.69479772722,75796.2898028363
"1105","S01001105",2009,"Scotland","Dundee City","Dundee",904,25,879,3001.5922277827,3001.5922277827,4347,6254,1692,4090,5160.12241648142,566939.181134693
"1106","S01001106",2009,"Scotland","Dundee City","Dundee",1082,70,1012,4631.50369890793,4631.50369890793,2121,6194,1814,3555,3287.92575996329,1344079.97242796
"1107","S01001107",2009,"Scotland","Dundee City","Dundee",890,145,745,1846.33637231085,1846.33637231085,2859,1024,3568,2828.5,7745.77314305529,141371.969808368
"1108","S01001108",2009,"Scotland","Dundee City","Dundee",921,155,766,296.263726095208,296.263726095208,247,277,5793,1913,13020.0794902683,532544.738490251
"1109","S01001109",2009,"Scotland","Dundee City","Dundee",1237,255,982,1153.11181148818,1153.11181148818,1137,219,4647,1673.5,10409.2841411745,424239.28798349
"1110","S01001110",2009,"Scotland","Dundee City","Dundee",882,180,702,1446.52968612555,1446.52968612555,1657,171,4231,2828.5,9435.26867958347,72334.5832211599
"1111","S01001111",2009,"Scotland","Dundee City","Dundee",940,220,720,1681.84988132129,1681.84988132129,1746,164,3453,2828.5,8599.70866385116,80367.4002152414
"1112","S01001112",2009,"Scotland","Dundee City","Dundee",788,115,673,6127.10972714802,6127.10972714802,3690,1227,5824,5104.5,5045.32180453253,200665.141277405
"1113","S01001113",2009,"Scotland","Dundee City","Dundee",1167,260,907,633.456554401067,633.456554401067,76,290,5994,779.5,12046.8828256197,150189.499602452
"1114","S01001114",2009,"Scotland","Dundee City","Dundee",939,375,564,603.602344551051,603.602344551051,423,474,5683,779.5,12871.3720405992,78814.1313286088
"1115","S01001115",2009,"Scotland","Dundee City","Dundee",914,185,729,2033.53834361147,2033.53834361147,3549,677,3426,2828.5,7639.24240940038,109362.697235606
"1116","S01001116",2009,"Scotland","Dundee City","Dundee",511,100,411,3826.81661024012,3826.81661024012,5088,1309,3603,4068.5,4461.06270185066,118663.627148064
"1117","S01001117",2009,"Scotland","Dundee City","Dundee",580,170,410,926.689031623929,926.689031623929,1027,411,6349,3308.5,10032.6349771669,165586.897269147
"1118","S01001118",2009,"Scotland","Dundee City","Dundee",604,75,529,2902.53503655993,2902.53503655993,4237,2720,3539,4090,5862.93831500749,521139.497521608
"1119","S01001119",2009,"Scotland","Dundee City","Dundee",982,175,807,5682.92881110222,5682.92881110222,2543,891,6267,5104.5,6082.14418272119,145541.778430559
"1120","S01001120",2009,"Scotland","Dundee City","Dundee",587,80,507,6584.23913804236,6584.23913804236,4070,3047,3705,5408,3701.10357413476,296932.975744411
"1121","S01001121",2009,"Scotland","Dundee City","Dundee",667,205,462,1408.46129334553,1408.46129334553,2103,228,5642,3308.5,7294.50699694696,105480.15795091
"1122","S01001122",2009,"Scotland","Dundee City","Dundee",703,135,568,648.11517576814,648.11517576814,621,597,5660,779.5,12320.8415596443,70893.0410953036
"1123","S01001123",2009,"Scotland","Dundee City","Dundee",919,90,829,1510.23704056636,1510.23704056636,1595,3933,3109,1673.5,9387.16144087175,311488.994532395
"1124","S01001124",2009,"Scotland","Dundee City","Dundee",595,115,480,2901.43514022208,2901.43514022208,3891,4420,3917,3679,4114.78552805642,683288.840714399
"1125","S01001125",2009,"Scotland","Dundee City","Dundee",501,85,416,4355.36418396473,4355.36418396473,2558,1304,5092,3023,4125.9140960156,67583.1129713105
"1126","S01001126",2009,"Scotland","Dundee City","Dundee",1019,35,984,3265.62696520697,3265.62696520697,4981,5105,3004,3034.5,5386.23412580064,257201.015593996
"1127","S01001127",2009,"Scotland","Dundee City","Dundee",855,135,720,973.001074872583,973.001074872583,3493,2292.5,5038,2458,11318.6839823948,134659.787461378
"1128","S01001128",2009,"Scotland","Dundee City","Dundee",686,15,671,5265.30608811385,5265.30608811385,5860,5844,1690,98.5,3210.52439629253,184025.855797597
"1129","S01001129",2009,"Scotland","Dundee City","Dundee",910,220,690,4860.84370780835,4860.84370780835,2043,1573,3558,98.5,3764.79091714048,153189.347429119
"1130","S01001130",2009,"Scotland","Dundee City","Dundee",772,110,662,3894.14908594241,3894.14908594241,2837,773,4050,2729,4546.00283063217,163407.199701733
"1131","S01001131",2009,"Scotland","Dundee City","Dundee",590,140,450,959.011482144809,959.011482144809,2010,814,5636,1421,10762.3059403144,88098.523235525
"1132","S01001132",2009,"Scotland","Dundee City","Dundee",674,105,569,2250.39101439322,2250.39101439322,3305,1552,5639,2973,7715.47058936851,144173.717987509
"1133","S01001133",2009,"Scotland","Dundee City","Dundee",1018,170,848,1687.02811966723,1687.02811966723,4285,1289,3953,2195.5,6288.6624468737,236172.438870318
"1134","S01001134",2009,"Scotland","Dundee City","Dundee",972,40,932,6292.49302163222,6292.49302163222,3605,4883.5,5625,4122,5029.09435234936,309477.511011717
"1135","S01001135",2009,"Scotland","Dundee City","Dundee",394,150,244,4342.97024174396,4342.97024174396,1172,1134,5385,2729,4207.82479632416,85794.9239483057
"1136","S01001136",2009,"Scotland","Dundee City","Dundee",1008,325,683,1009.96812892558,1009.96812892558,785,205,6385,1421,10181.9711456615,121013.791501694
"1137","S01001137",2009,"Scotland","Dundee City","Dundee",1072,340,732,886.229373539027,886.229373539027,1539,374,5969,1421,11620.0467046738,101077.737664438
"1138","S01001138",2009,"Scotland","Dundee City","Dundee",1047,305,742,1225.49668471714,1225.49668471714,1086,248,6428,2195.5,8847.52292113928,156829.720121484
"1139","S01001139",2009,"Scotland","Dundee City","Dundee",682,150,532,3479.00595894721,3479.00595894721,5858,1797,2999,3088,4041.18212261969,175937.357899982
"1140","S01001140",2009,"Scotland","Dundee City","Dundee",886,255,631,2068.18033364353,2068.18033364353,4933,889.5,5046,2973,8277.11937474739,152454.385218815
"1141","S01001141",2009,"Scotland","Dundee City","Dundee",789,185,604,864.031202648537,864.031202648537,2925,435,5731,1421,11577.2913140866,108341.776060316
"1142","S01001142",2009,"Scotland","Dundee City","Dundee",903,55,848,5343.43885857752,5343.43885857752,4753,5603,5336,4048,5402.22039586129,338503.345975618
"1143","S01001143",2009,"Scotland","Dundee City","Dundee",778,40,738,4354.88044790489,4354.88044790489,5004,6172,2143,3565,3826.9388570995,460208.822232061
"1144","S01001144",2009,"Scotland","Dundee City","Dundee",570,155,415,3899.49529739388,3899.49529739388,1799,1427,3701,2729,4711.78356540923,168662.527725235
"1145","S01001145",2009,"Scotland","Dundee City","Dundee",611,115,496,1785.08556058098,1785.08556058098,3256,3738,3655,2458,8812.41493367209,310259.316312456
"1146","S01001146",2009,"Scotland","Dundee City","Dundee",872,45,827,3306.0150290702,3306.0150290702,2466,5447.5,4034,3034.5,5656.91935334,248547.2764583
"1147","S01001147",2009,"Scotland","Dundee City","Dundee",843,200,643,1251.88196806339,1251.88196806339,731,33,6493,1421,9133.74565662067,57009.7921005436
"1148","S01001148",2009,"Scotland","Dundee City","Dundee",718,45,673,7080.32304457586,7080.32304457586,4246,5943,3644,4658.5,2884.50012303067,287916.377410051
"1149","S01001149",2009,"Scotland","Dundee City","Dundee",722,140,582,1108.21782894522,1108.21782894522,2647,649,5503,1421,10243.4917957327,95081.0663061477
"1150","S01001150",2009,"Scotland","Dundee City","Dundee",656,220,436,4468.6465308886,4468.6465308886,1444,810,4376,98.5,4165.93960873712,283894.609292767
"1151","S01001151",2009,"Scotland","Dundee City","Dundee",727,300,427,2569.30388669511,2569.30388669511,1980,999,6454,2973,7715.19345032667,107293.42175557
"1152","S01001152",2009,"Scotland","Dundee City","Dundee",862,240,622,1347.3844227045,1347.3844227045,2207,1344,5304,2458,9921.49980055134,104672.497297332
"1153","S01001153",2009,"Scotland","Dundee City","Dundee",721,75,646,2561.11653973505,2561.11653973505,3285,3515,3759,2591.5,4485.48153871024,421531.141600929
"1154","S01001154",2009,"Scotland","Dundee City","Dundee",682,20,662,7764.95154486079,7764.95154486079,4875,6213,3258,4658.5,1893.66734487154,415049.74169966
"1155","S01001155",2009,"Scotland","Dundee City","Dundee",628,30,598,6002.34748464762,6002.34748464762,6119,6200,4805,4122,5451.3536701785,213090.4623953
"1156","S01001156",2009,"Scotland","Dundee City","Dundee",773,185,588,1528.07663410834,1528.07663410834,555,167,6505,2195.5,8014.74185322135,66265.5275119587
"1157","S01001157",2009,"Scotland","Dundee City","Dundee",737,25,712,6688.681502964,6688.681502964,5028,6352,3034,4122,3735.85272411094,195272.04124819
"1158","S01001158",2009,"Scotland","Dundee City","Dundee",564,110,454,2918.43303503186,2918.43303503186,4500,2177,5615,2591.5,4437.71708924739,152044.939765804
"1159","S01001159",2009,"Scotland","Dundee City","Dundee",745,70,675,5155.48783958348,5155.48783958348,5961,5626,3054,4048,4810.4488192113,249563.532535871
"1160","S01001160",2009,"Scotland","Dundee City","Dundee",533,135,398,6332.61012966367,6332.61012966367,3883,2096,4055,4122,4487.67340141822,89690.3656073809
"1161","S01001161",2009,"Scotland","Dundee City","Dundee",584,65,519,3387.36494324479,3387.36494324479,2632,3264,3792,3088,4188.1175471672,319064.968425176
"1162","S01001162",2009,"Scotland","Dundee City","Dundee",825,60,765,1991.10063149185,1991.10063149185,2888,5862,3840,2195.5,6021.83390385654,492303.310233454
"1163","S01001163",2009,"Scotland","Dundee City","Dundee",698,240,458,1303.2368650883,1303.2368650883,1313,413,5777,1421,9962.86602697146,91642.7913928009
"1164","S01001164",2009,"Scotland","Dundee City","Dundee",548,170,378,1750.00489882757,1750.00489882757,1154,1139,4578,2458,8998.05439606411,109566.213606745
"1165","S01001165",2009,"Scotland","Dundee City","Dundee",771,210,561,1390.37122842164,1390.37122842164,799,551,5330,1421,9054.37035817217,89379.1027179668
"1166","S01001166",2009,"Scotland","Dundee City","Dundee",523,155,368,1421.27116447839,1421.27116447839,3011,635,5906,2458,9624.8391313076,50748.9863698683
"1167","S01001167",2009,"Scotland","Dundee City","Dundee",898,50,848,4221.14448169702,4221.14448169702,4618,6116,2439,3565,4107.53121498311,508570.993591286
"1168","S01001168",2009,"Scotland","Dundee City","Dundee",672,105,567,1648.35618187392,1648.35618187392,1116,258,6497,2195.5,7522.64566103781,53652.0755998641
"1169","S01001169",2009,"Scotland","Dundee City","Dundee",895,385,510,3033.01648480911,3033.01648480911,722,544,5250,3034.5,6434.51271543645,300059.756690254
"1170","S01001170",2009,"Scotland","Dundee City","Dundee",779,285,494,4333.5266617955,4333.5266617955,1538,38,5024,2729,4281.61558817533,112134.120167702
"1171","S01001171",2009,"Scotland","Dundee City","Dundee",575,105,470,2515.49173014603,2515.49173014603,449,1740,6153,2973,8044.55068422189,197003.490671787
"1172","S01001172",2009,"Scotland","Dundee City","Dundee",630,185,445,2939.35303335399,2939.35303335399,368,415,6235,3034.5,6893.02456921544,171941.616908464
"1173","S01001173",2009,"Scotland","Dundee City","Dundee",766,285,481,4836.28940417133,4836.28940417133,2557,216,3471,98.5,3990.22814948562,161039.896630213
"1174","S01001174",2009,"Scotland","Dundee City","Dundee",647,185,462,1344.93232389892,1344.93232389892,336,181,5338,1421,9460.6004168019,176991.39296023
"1175","S01001175",2009,"Scotland","Dundee City","Dundee",751,315,436,3995.40857680387,3995.40857680387,781,202,3994,2729,4713.31395094513,119524.772011235
"1176","S01001176",2009,"Scotland","Dundee City","Dundee",672,105,567,3813.51485248022,3813.51485248022,463,2729,3569,2729,5005.37728975388,150717.533762809
"1177","S01001177",2009,"Scotland","Dundee City","Dundee",810,290,520,1895.53164711566,1895.53164711566,2582,1066,5196,2458,8600.9243450218,170091.493549972
"1178","S01001178",2009,"Scotland","Dundee City","Dundee",800,170,630,2189.54859822122,2189.54859822122,2086,3043,5341,2973,8558.52886363149,380566.412985651
"1179","S01001179",2009,"Scotland","Dundee City","Dundee",903,15,888,6514.20802363543,6514.20802363543,4467,6304,2279,4122,3702.39774617833,278441.50116321
"1180","S01001180",2009,"Scotland","Dundee City","Dundee",854,200,654,1648.86993190707,1648.86993190707,2001,323,6123,2458,8928.70502390448,128537.33076423
"1181","S01001181",2009,"Scotland","Dundee City","Dundee",822,40,782,5505.32414146687,5505.32414146687,6414,5696,2297,4048,4738.66146056004,195195.722179834
