"","zone","accessA","accessB"
"69","S01006574",177130,16504.4363727332
"70","S01006575",176953,14448.0523897508
"71","S01006576",177007,17253.6460526349
"72","S01006577",177150,17345.7976398994
"73","S01006578",177037,20563.4613055875
"74","S01006579",177022,22255.8097229866
"75","S01006580",177064,19937.60764218
"76","S01006581",176951,12119.541207918
"77","S01006582",176911,26612.6742819528
"78","S01006583",176827,23737.6644517181
"79","S01006584",176969,26108.8293480213
"80","S01006585",176918,26808.580395407
"81","S01006586",176951,28628.6087581996
"82","S01006587",176635,26710.8607037608
"83","S01006588",176822,27552.4730042577
"84","S01006589",176716,23675.5204014286
"85","S01006590",176607,26012.8942294526
"86","S01006591",176530,23580.1513217988
"87","S01006592",176414,20163.4172287984
"88","S01006593",176500,22321.2523083151
"89","S01006594",176551,18270.8823243821
"90","S01006595",176658,21433.3594827803
"91","S01006596",176499,21175.4196597005
"92","S01006597",176758,21273.7619053455
"93","S01006598",176352,18026.599364909
"94","S01006599",176469,10921.8752698775
"95","S01006600",176531,13832.3334041201
"96","S01006601",176498,16504.2715405374
"97","S01006602",176416,17566.4560030545
"98","S01006603",175858,6622.07637085271
"99","S01006604",176178,9066.49402996527
"100","S01006605",176073,9945.56949066075
"101","S01006606",176305,10442.4688771342
"102","S01006607",175962,12249.3679357489
"103","S01006608",174121,2381.7893733842
"104","S01006609",175656,11437.7345073788
"105","S01006610",175532,9083.37157579857
"106","S01006611",175765,7972.11189075637
"107","S01006612",175452,5859.30565053165
"108","S01006613",174271,2694.70094226112
"109","S01006614",173796,2085.11452931508
"110","S01006615",174086,2153.90274327168
"111","S01006616",173826,2339.47765415812
"112","S01006617",173811,2751.10840354122
"113","S01006618",174158,3104.42521782365
"114","S01006619",173884,3501.1871809221
"115","S01006620",174112,4086.5126373087
"116","S01006621",174149,4976.59698115165
"117","S01006622",174238,4117.27017800057
"118","S01006623",175036,13080.2379704862
"119","S01006624",176216,16993.8143726201
"120","S01006625",175905,15591.3056730846
"121","S01006626",176001,15194.5990276211
"122","S01006627",175981,14580.8112769678
"123","S01006628",176079,17287.2468715642
"124","S01006629",175977,15974.1513929802
"125","S01006630",175779,15338.6729995666
"126","S01006631",174896,9493.01376503393
"127","S01006632",175665,13416.7881351922
"128","S01006633",175487,12970.1739984032
"129","S01006634",174860,10797.5822841633
"130","S01006635",175550,11970.6706919988
"131","S01006636",174715,9013.32016967035
"132","S01006637",176699,20522.7961742962
"133","S01006638",176716,20628.9742015322
"134","S01006639",176722,22692.9987943342
"135","S01006640",176659,17074.2961376519
"136","S01006641",176716,17982.1323034797
"137","S01006642",176743,22275.2573267962
"138","S01006643",176743,19272.7379671849
"139","S01006644",176743,16388.2253145096
"140","S01006645",176743,24975.4725382239
"141","S01006646",176766,27211.1279976386
"142","S01006647",176749,25339.598815101
"143","S01006648",176845,27152.0779292628
"144","S01006649",176822,23064.3885376816
"145","S01006650",176822,20747.8599792806
"146","S01006651",176743,21412.9039740033
"147","S01006652",176743,22939.0488194468
"148","S01006653",177087,18752.2719336786
"149","S01006654",177118,17869.1883241625
"150","S01006655",177084,20773.1264779138
"151","S01006656",176982,24642.2811489807
"152","S01006657",177053,17519.6709458309
"153","S01006658",176743,20009.3602068672
"154","S01006659",176770,18963.946135418
"155","S01006660",176891,15632.4862533555
"156","S01006661",176753,18054.1427814794
"157","S01006662",176891,15650.0342581791
"158","S01006663",176681,17257.0215445678
"159","S01006664",176726,18742.554440951
"160","S01006665",176726,18639.7485194477
"161","S01006666",176410,9937.30758747303
"162","S01006667",176480,12298.578606078
"163","S01006668",176582,14752.4967211969
"164","S01006669",176534,13152.0304827832
"165","S01006670",176677,15158.6794465732
"166","S01006671",176605,8100.03929057158
"167","S01006672",176482,11526.2191361157
"168","S01006673",176398,10420.6491585503
"169","S01006674",176398,9846.5008336074
"170","S01006675",176744,11047.5037710256
"171","S01006676",176655,10480.79433287
"172","S01006677",176796,12925.9846339056
"173","S01006678",176709,8848.21758629245
"174","S01006679",177341,8957.64946817855
"175","S01006680",176741,8604.05783261125
"176","S01006681",178191,6739.79202229091
"177","S01006682",176896,11398.481336407
"178","S01006683",176785,12679.3768564415
"179","S01006684",176857,10430.2653479458
"180","S01006685",178066,8064.17200444726
"181","S01006686",178064,8937.02681115634
"182","S01006687",177831,9208.44569075195
"183","S01006688",177797,12092.8361096026
"184","S01006689",177049,13278.9882866233
"185","S01006690",177013,11745.5286181133
"186","S01006691",177070,16405.5105533557
"187","S01006692",177018,14735.0470203855
"188","S01006693",177545,10269.5855184559
"189","S01006694",178330,11512.3342198064
"190","S01006695",177839,13323.4103152387
"191","S01006696",178073,12023.6698392439
"192","S01006697",177854,13275.461161409
"193","S01006698",178228,12032.3224670201
"194","S01006699",177735,14755.8107895656
"195","S01006700",177147,16513.7957868991
"196","S01006701",179308,6808.35587369504
"197","S01006702",179197,7670.80457788952
"198","S01006703",179181,7960.90465846366
"199","S01006704",179283,6521.15704107153
"200","S01006705",179197,8608.79852813403
"201","S01006706",179043,9549.46075942184
"202","S01006707",178763,10844.8272839079
"203","S01006708",179413,5375.32051493837
"204","S01006709",179413,4782.85375649002
"205","S01006710",179437,3809.63125621427
"206","S01006711",179429,4316.06793968007
"207","S01006712",179335,5381.00422122138
"208","S01006713",179331,6599.665692112
"209","S01006714",178424,9931.1083617307
"210","S01006715",178548,7851.84140323694
"211","S01006716",178377,9729.7370488602
"212","S01006717",179146,8290.1007804349
"213","S01006718",178258,10211.9159313444
"214","S01006719",179358,5007.68028078747
"215","S01006720",179172,4736.74188256634
"216","S01006721",179189,5383.82970369107
"217","S01006722",179094,7532.74513324809
"218","S01006723",179094,6782.7714176521
"219","S01006724",178847,6145.83397715356
"220","S01006725",179121,5700.6755836124
"221","S01006726",178292,7081.25946453129
"222","S01006727",178405,6693.54661085498
"223","S01006728",178460,5578.06881547104
"224","S01006729",178357,8170.87424613463
"225","S01006730",179030,5243.97273106497
"226","S01006731",179125,4726.77306972656
"227","S01006732",179739,1167.17131772075
"228","S01006733",179776,1104.97418607527
"229","S01006734",179759,989.675111358617
"230","S01006735",179659,956.957002065565
"231","S01006736",179829,1285.19217119137
"232","S01006737",179800,908.197285846831
"233","S01006738",178942,4555.41416986379
"234","S01006739",178454,5029.46409792817
"235","S01006740",179223,3776.31429904772
"236","S01006741",179223,3012.33117078192
"237","S01006742",179230,2861.03210556758
"238","S01006743",178566,6277.89304076725
"239","S01006744",179250,4588.92930821323
"240","S01006745",179313,4085.68693227464
"241","S01006746",179317,3283.68182224616
"242","S01006747",179520,3630.45168256231
"243","S01006748",178967,11360.4818941422
"244","S01006749",180470,7937.70562787529
"245","S01006750",181475,7253.42740399726
"246","S01006751",181635,9181.89302173853
"247","S01006752",181581,8910.69183211018
"248","S01006753",181495,11708.193139385
"249","S01006754",180189,11428.0906467585
"250","S01006755",182971,9185.78896026327
"251","S01006756",177514,7716.98194810856
"252","S01006757",178197,5077.205511555
"253","S01006758",178119,5672.45240545458
"254","S01006759",177994,6861.1987601768
"255","S01006760",178146,4985.15831920714
"256","S01006761",178221,4528.26399245008
"257","S01006762",177206,3935.28937846732
"258","S01006763",175664,3167.15928113357
"259","S01006764",177060,3754.00234491988
"260","S01006765",176947,3428.83897842753
"261","S01006766",175633,2961.65669831459
"262","S01006767",177860,4632.44043482693
"263","S01006768",177948,5004.20393014557
"264","S01006769",177510,5329.81650163038
"265","S01006770",177243,5450.64844815282
"266","S01006771",176541,4928.57442738361
"267","S01006772",177008,5814.96904175376
"268","S01006773",176769,4793.81661071053
"269","S01006774",176873,4278.06236805192
"270","S01006775",176848,6843.83529749148
"271","S01006776",176750,6334.47100616726
"272","S01006777",177248,5723.12306161478
"273","S01006778",176668,5965.52243967831
"274","S01006779",176698,5838.83460435328
"275","S01006780",176698,6367.64457376521
"276","S01006781",176497,5596.85816911575
"277","S01006782",176457,4887.97436663632
"278","S01006783",176480,5362.99593884549
"279","S01006784",176377,5523.86664262329
"280","S01006785",173877,4497.34306402701
"281","S01006786",174686,5224.77993505103
"282","S01006787",175641,5218.27360970108
"283","S01006788",173444,4408.9222082404
"284","S01006789",1650,392.606870345274
"285","S01006790",1840,390.137078037159
"286","S01006791",520,47.0606373103035
"287","S01006792",1165,88.4592408206507
"288","S01006793",402,180.475894751184
"289","S01006794",3471,492.106397014115
"290","S01006795",3283,491.971099362658
"291","S01006796",3434,414.7368996951
"292","S01006797",3420,239.983776566512
"293","S01006798",5944,59.1536103552909
"294","S01006799",3437,403.525884091314
"295","S01006800",5883,158.043921923889
"296","S01006801",11357,852.092546048196
"297","S01006802",7211,77.5239354951774
"298","S01006803",11736,538.909705094686
"299","S01006804",11663,636.722131760191
"300","S01006805",11587,728.496003719924
"301","S01006806",13945,100.61306715561
"302","S01006807",11039,79.0095135553208
"303","S01006808",13699,107.743843674946
"304","S01006809",11336,141.818742189043
"305","S01006810",10942,101.227365394641
"306","S01006811",5363,81.2927913916098
"307","S01006812",6191,111.925997032343
"308","S01006813",4175,221.467075510941
"309","S01006814",7683,342.394231387877
"310","S01006815",7789,386.77321358129
"311","S01006816",7745,410.005894826374
"312","S01006817",7789,150.774183938229
"313","S01006818",8000,252.768073062851
"314","S01006819",6979,111.474980975488
"315","S01006820",98099,138.179416915729
"316","S01006821",131959,126.678143437546
"317","S01006822",20328,192.43541229696
"318","S01006823",12171,1529.37652351554
"319","S01006824",12920,1749.81278902897
"320","S01006825",12476,1626.25814688706
"321","S01006826",13519,1624.72746822667
"322","S01006827",12958,1829.47170147129
"323","S01006828",12434,1401.95676796658
"324","S01006829",12252,1154.36672079024
"325","S01006830",13837,1401.36715988773
"326","S01006831",13730,1663.24049967625
"327","S01006832",13177,1808.65151361063
"328","S01006833",13232,1792.76300699226
"329","S01006834",14080,1202.29040638077
"330","S01006835",12650,1647.40250525362
"331","S01006836",13792,1177.23006530606
"332","S01006837",14050,1226.55071522651
"333","S01006838",13853,1328.98004354925
"334","S01006839",127349,361.258336327496
"335","S01006840",121428,318.394101271101
"336","S01006841",131635,446.877314067413
"337","S01006842",152202,1816.31721109537
"338","S01006843",151765,1590.45035895447
"339","S01006844",150789,1556.75431056699
"340","S01006845",147206,1204.38281772893
"341","S01006846",147337,1387.00527791759
"342","S01006847",147856,1406.9748196002
"343","S01006848",176160,1567.33466964106
"344","S01006849",172862,1613.28486074437
"345","S01006850",156711,1677.59958290642
"346","S01006851",152231,1780.20330445415
"347","S01006852",144127,874.238986973254
"348","S01006853",176830,233.755668692487
"349","S01006854",50784,145.324034208078
"350","S01006855",32144,57.9954051767766
"351","S01006856",55978,111.224857728627
"352","S01006857",39463,300.294626538645
"353","S01006858",18543,67.5102902414805
"354","S01006859",7922,1150.75046143333
"355","S01006860",7322,1300.24401224465
"356","S01006861",13572,866.518760079683
"357","S01006862",7284,1285.94274011973
"358","S01006863",13230,946.359013563625
"359","S01006864",13514,885.618003251499
"360","S01006865",7107,1448.00237275103
"361","S01006866",7190,1330.1897477309
"362","S01006867",6688,1070.51569236081
"363","S01006868",7324,1191.92072723195
"364","S01006869",6683,89.1388173900008
"365","S01006870",8398,244.241955513226
"366","S01006871",7724,218.780748116835
"367","S01006872",13991,335.590274488699
"368","S01006873",6925,223.404350895242
"369","S01006874",8674,123.248810151518
"370","S01006875",4228,150.608949627358
"371","S01006876",6972,90.9887051797516
"372","S01006877",4907,92.756078800427
"373","S01006878",2246,54.6443704440467
"374","S01006879",3311,53.6399570781974
"375","S01006880",25159,100.766374631656
"376","S01006881",5294,66.2731067111072
"377","S01006882",4160,530.823541375427
"378","S01006883",4590,542.183501195552
"379","S01006884",4260,528.256943249782
"380","S01006885",4049,343.145187207443
"381","S01006886",16690,66.4359546753701
"382","S01006887",5182,389.228639888568
"383","S01006888",9195,78.5625184441039
"384","S01006889",24432,606.402818367949
"385","S01006890",24143,494.992420151225
"386","S01006891",24137,605.821852024815
"387","S01006892",24171,569.341740885382
"388","S01006893",24266,617.321828734597
"389","S01006894",33764,2835.76413191614
"390","S01006895",22229,2793.20180188897
"391","S01006896",22444,2947.86645034817
"392","S01006897",21895,2669.52291248909
"393","S01006898",18263,1914.67301352876
"394","S01006899",18267,1550.67611856721
"395","S01006900",18473,1860.03130509828
"396","S01006901",18448,2124.02413225138
"397","S01006902",34405,2610.10314507368
"398","S01006903",48412,1383.38034594511
"399","S01006904",48064,1692.06614643012
"400","S01006905",40853,2605.86865387274
"401","S01006906",34649,3029.00609058458
"402","S01006907",34489,3394.25683706122
"403","S01006908",33750,3251.61606408858
"404","S01006909",18180,1578.58785998754
"405","S01006910",24685,378.610807265719
"406","S01006911",33835,1679.23361741018
"407","S01006912",49914,699.864534304771
"408","S01006913",18207,1397.44066747484
"409","S01006914",16088,83.1833076820015
"410","S01006915",15187,58.2235338611761
"411","S01006916",65748,847.730101389668
"412","S01006917",60658,722.540853373077
"413","S01006918",64790,760.155219994646
"414","S01006919",66096,687.064289962645
"415","S01006920",61678,685.432826542822
"416","S01006921",57371,692.293085684292
"417","S01006922",58781,208.186479585515
"418","S01006923",57444,680.057824627399
"419","S01006924",64659,104.034001293007
"420","S01006925",164812,684.566952229485
"421","S01006926",163495,661.881864658588
"422","S01006927",163453,552.425289833741
"423","S01006928",174356,853.927281464801
"424","S01006929",184866,1672.32517193489
"425","S01006930",182522,1882.79197459276
"426","S01006931",178121,1111.78309472286
"427","S01006932",184110,2510.38817136617
"428","S01006933",182465,2342.14858915969
"429","S01006934",182682,1259.11726086548
"430","S01006935",182122,1998.8757604079
"431","S01006936",181600,1963.14193288852
"432","S01006937",181792,3274.37793442744
"433","S01006938",182160,3756.33012220692
"434","S01006939",182566,3014.61693148589
"435","S01006940",182181,3050.76414772948
"436","S01006941",181881,4302.17464167815
"437","S01006942",182054,3024.41198375202
"438","S01006943",181656,4083.13479286993
"439","S01006944",181888,3193.4774597299
"440","S01006945",182775,3078.61351472786
"441","S01006946",150599,342.382016881934
"442","S01006947",142478,315.534120730109
"443","S01006948",150763,312.79085054175
"444","S01006949",161373,240.137837261795
"445","S01006950",156392,229.346087678784
"446","S01006951",151671,330.057711989704
"447","S01006952",171938,307.410107695403
"448","S01006953",153102,384.845818703158
"449","S01006954",164126,416.564397530519
"450","S01006955",158333,359.81213643256
"451","S01006956",158487,376.083042065437
"452","S01006957",153643,174.248635502947
"453","S01006958",8450,1436.71380138484
"454","S01006959",8717,1755.09379433317
"455","S01006960",8657,1173.74908031093
"456","S01006961",8615,1124.83470600147
"457","S01006962",8806,1317.64320388791
"458","S01006963",10111,1134.36553154098
"459","S01006964",10108,942.600573087401
"460","S01006965",9943,1086.01280087198
"461","S01006966",9912,722.985585068786
"462","S01006967",10074,731.500636442842
"463","S01006968",9974,1080.42377107454
"464","S01006969",10007,876.076861679189
"465","S01006970",8822,1243.53968030145
"466","S01006971",9818,1408.65944984252
"467","S01006972",45752,77.076336434629
"468","S01006973",13060,175.110142924866
"469","S01006974",12101,185.857501708493
"470","S01006975",14992,37.5917860245813
"471","S01006976",8454,145.558214978878
"472","S01006977",8831,263.571275891026
"473","S01006978",10004,95.8688097004646
"474","S01006979",17020,145.85603220464
"475","S01006980",10025,67.5267898053622
"476","S01006981",55434,78.0725956931827
"477","S01006982",22413,207.682858659732
"478","S01006983",22527,204.68564514778
"479","S01006984",41965,108.271995563594
"480","S01006985",18956,1036.59186822242
"481","S01006986",18258,928.40023003272
"482","S01006987",18927,831.887691496495
"483","S01006988",17969,847.450245664302
"484","S01006989",16716,128.642597121527
"485","S01006990",18599,571.635857007558
"486","S01006991",8660,131.621648902836
"487","S01006992",15313,44.1536621179075
"488","S01006993",8442,38.3768277557122
"489","S01006994",9765,87.7746944865732
"490","S01006995",13158,131.766840791528
"491","S01006996",11848,205.749696427398
"492","S01006997",14257,73.328496562118
"493","S01006998",7060,283.020457204054
"494","S01006999",9456,27.1094073856001
"495","S01007000",6255,316.31178300007
"496","S01007001",7069,365.000581044876
"497","S01007002",6718,880.384339926889
"498","S01007003",5218,420.38449020725
"499","S01007004",6185,47.4526310442631
"500","S01007005",3822,96.6211565260097
"501","S01007006",5607,95.4396730241494
"502","S01007007",6460,65.5862538564161
"503","S01007008",6592,1424.7054566096
"504","S01007009",6161,1226.04084299365
"505","S01007010",6061,1334.53687902954
"506","S01007011",6222,1513.14744884565
"507","S01007012",6598,1414.79904599132
"508","S01007013",6520,310.028592435702
"509","S01007014",9852,776.220158071277
"510","S01007015",8224,59.1873527488558
"511","S01007016",6469,50.1946137598439
"512","S01007017",9800,1309.96246699533
"513","S01007018",9780,1079.48908916208
"514","S01007019",9800,1369.69115687964
"515","S01007020",9298,1437.00102484752
"516","S01007021",9281,1199.60408288019
"517","S01007022",8496,826.377853219695
"518","S01007023",8179,143.644534485467
"519","S01007024",7461,106.373609905715
"520","S01007025",6940,369.604774359844
"521","S01007026",6968,372.032008826931
"522","S01007027",6794,304.503116970346
"523","S01007028",9388,155.071197980133
"524","S01007029",9944,78.0497540607602
"525","S01007030",10123,204.80366691706
"526","S01007031",10040,177.818039103075
"527","S01007032",8502,1550.86156279167
"528","S01007033",8258,1180.32030275731
"529","S01007034",8502,1483.74565694678
"530","S01007035",9237,1385.24185938044
"531","S01007036",9248,1330.10056234513
"532","S01007037",9076,936.687864941635
"533","S01007038",8296,1036.47340206835
"534","S01007039",8324,815.790465105476
"535","S01007040",9076,943.773469855998
"536","S01007041",9094,1084.04999717383
"537","S01007042",6675,145.434134301121
"538","S01007043",9506,56.2383742613728
"539","S01007044",6169,103.289948808157
"540","S01007045",9298,31.9493686270317
"541","S01007046",10179,33.3866444814351
"542","S01007047",8486,146.064154291426
"543","S01007048",6970,103.828721022771
"544","S01007049",6855,163.220248446261
"545","S01007050",5593,176.215417518064
"546","S01007051",5339,201.528863436047
"547","S01007052",10757,213.902584897238
"548","S01007053",5286,167.901142567593
"549","S01007054",13859,268.670875904733
"550","S01007055",13955,145.959710621958
"551","S01007056",5466,93.5062336118613
"552","S01007057",16622,508.417366124942
"553","S01007058",16690,670.975665568451
"554","S01007059",16580,612.9812124634
"555","S01007060",16664,678.365695742274
"556","S01007061",9113,39.1929907966009
"557","S01007062",6336,47.5346345835193
"558","S01007063",11536,160.036190073448
"559","S01007064",14678,276.298794229401
"560","S01007065",16623,174.133228986207
"561","S01007066",17450,47.2587962802581
"562","S01007067",16101,202.369254894848
"563","S01007068",16914,181.868272730844
"564","S01007069",13651,679.793986825772
"565","S01007070",13598,704.617277818385
"566","S01007071",17683,145.257604107918
"567","S01007072",14208,2649.73424236658
"568","S01007073",14465,2798.69057767071
"569","S01007074",14465,2882.23456073268
"570","S01007075",14465,2510.5962692334
"571","S01007076",14465,2438.31365777943
"572","S01007077",14590,2144.06379779342
"573","S01007078",14434,2939.4638731299
"574","S01007079",14421,3199.53800921778
"575","S01007080",14421,3211.28622273591
"576","S01007081",14413,2668.10616439146
"577","S01007082",14305,2396.22048009098
"578","S01007083",14429,3118.04857651754
"579","S01007084",14397,3427.95439878978
"580","S01007085",14071,3690.94374056216
"581","S01007086",13922,3444.42238367875
"582","S01007087",13881,2915.53633909992
"583","S01007088",14291,2758.2783583594
"584","S01007089",14620,1274.63192402435
"585","S01007090",14559,2041.13300802006
"586","S01007091",14559,1946.90925400078
"587","S01007092",14559,1986.51623319663
"588","S01007093",14559,2252.34306372385
"589","S01007094",14559,2134.49948326981
"590","S01007095",22762,50.3848858575188
"591","S01007096",16011,202.700809512812
"592","S01007097",14590,1390.19343361311
"593","S01007098",14710,1154.14621326855
"594","S01007099",14523,135.762147592175
"595","S01007100",15945,194.567320974962
"596","S01007101",22028,188.313145663075
"597","S01007102",15114,132.654151664263
"598","S01007103",10403,174.534169398266
"599","S01007104",10973,145.122844032543
"600","S01007105",10372,178.020306068494
"601","S01007106",10534,106.27982359576
"602","S01007107",12289,109.766114806381
"603","S01007108",10973,243.431484153496
"604","S01007109",9859,454.738059148381
"605","S01007110",9840,149.636311648881
"606","S01007111",9816,141.729793151524
"607","S01007112",10599,2600.46619667428
"608","S01007113",10289,3274.40336673511
"609","S01007114",10547,2604.46474558715
"610","S01007115",10684,1958.03293655932
"611","S01007116",10809,1535.52747122537
"612","S01007117",10684,2209.65245074908
"613","S01007118",10547,2456.99038255653
"614","S01007119",10516,2377.12153599482
"615","S01007120",10474,2662.57505364773
"616","S01007121",10289,3580.833632891
"617","S01007122",10289,3479.83466171083
"618","S01007123",10350,3252.92507544528
"619","S01007124",10431,3041.87591203554
"620","S01007125",9450,2826.32738018089
"621","S01007126",10289,3180.64398119741
"622","S01007127",10289,3433.72929814459
"623","S01007128",10350,3067.58082044558
"624","S01007129",85918,583.092218240189
"625","S01007130",87352,760.124620462847
"626","S01007131",87772,981.43475798929
"627","S01007132",88122,1221.48835042902
"628","S01007133",86936,1118.28122377758
"629","S01007134",95603,262.50891103167
"630","S01007135",86229,95.6605036539638
"631","S01007136",79824,57.0684962845631
"632","S01007137",90502,1419.92962435156
"633","S01007138",93865,396.356808757234
"634","S01007139",94980,199.702533986445
"635","S01007140",90646,87.3900076686417
"636","S01007141",92645,225.778930777196
"637","S01007142",89788,1456.22197328268
"638","S01007143",35520,1083.52323616099
"639","S01007144",33038,760.695010517395
"640","S01007145",89812,1530.74623784271
"641","S01007146",89690,1443.06284728585
"642","S01007147",89718,1471.38662314094
"643","S01007148",89820,1525.07494411795
"644","S01007149",89770,1435.46342876006
"645","S01007150",90303,1348.41119390346
"646","S01007151",90053,1338.18621684364
"647","S01007152",88603,918.635656708462
"648","S01007153",89842,1073.53564674408
"649","S01007154",90032,1245.96256903174
"650","S01007155",89830,1021.8432651779
"651","S01007156",59199,644.295730332228
"652","S01007157",54699,685.630269672633
"653","S01007158",49557,815.651228128243
"654","S01007159",40576,1019.73134902915
"655","S01007160",39767,1074.96784023048
"656","S01007161",38390,1136.05407917896
"657","S01007162",35130,1200.59950333621
"658","S01007163",38170,1208.41207141871
"659","S01007164",34742,1269.55922041418
"660","S01007165",34113,1168.12331173343
"661","S01007166",32342,795.073152360639
"662","S01007167",32410,768.323217738606
"663","S01007168",32670,798.625749832298
"664","S01007169",34728,1073.10853207985
"665","S01007170",34965,48.5973913068504
"666","S01007171",17284,1219.45085828834
"667","S01007172",16547,914.329913265679
"668","S01007173",16652,2131.5302768855
"669","S01007174",16622,2487.09273076531
"670","S01007175",16705,2618.54008884048
"671","S01007176",16559,2857.93428819977
"672","S01007177",16705,2765.44973629662
"673","S01007178",16840,2588.82935085711
"674","S01007179",17919,2329.76121185496
"675","S01007180",16614,2909.77733998744
"676","S01007181",16521,3503.98495298743
"677","S01007182",16521,3696.63806221227
"678","S01007183",16589,3497.82280130628
"679","S01007184",16521,4063.07243055665
"680","S01007185",16472,3876.2330473951
"681","S01007186",16419,3895.92642340103
"682","S01007187",16412,4066.01397547747
"683","S01007188",16412,3438.60408632645
"684","S01007189",16358,3589.98284440276
"685","S01007190",16176,2549.79141115732
"686","S01007191",16235,2931.60101751077
"687","S01007192",16272,2441.45208500874
"688","S01007193",16208,2567.88178579939
"689","S01007194",16214,2114.77521622537
"690","S01007195",16152,1851.78994617059
"691","S01007196",16093,1669.47229185312
"692","S01007197",16491,3605.78508827682
"693","S01007198",16491,3435.53209651162
"694","S01007199",16407,3013.84398415807
"695","S01007200",16569,2876.77318346934
"696","S01007201",16441,2160.50390865008
"697","S01007202",16441,2024.76249333048
"698","S01007203",16662,2077.68075737382
"699","S01007204",22497,72.682658506376
"700","S01007205",12824,516.509714775141
"701","S01007206",12415,1369.22197527942
"702","S01007207",12422,977.357322024545
"703","S01007208",13218,2245.13837565892
"704","S01007209",13227,2567.06580652838
"705","S01007210",13203,2218.70995168393
"706","S01007211",13074,2268.47757216112
"707","S01007212",12998,2240.23175416386
"708","S01007213",13026,2168.63524734332
"709","S01007214",13062,2433.17577621684
"710","S01007215",13124,2271.79797226291
"711","S01007216",12933,2019.24633492177
"712","S01007217",13037,1975.96081358899
"713","S01007218",13231,1821.83690120354
"714","S01007219",13085,1909.70719733887
"715","S01007220",13145,1847.95015932871
"716","S01007221",13359,1556.21301421596
"717","S01007222",13175,1826.0672458469
"718","S01007223",13559,613.050725839948
"719","S01007224",13493,619.031459589552
"720","S01007225",13687,132.246683483816
"721","S01007226",23725,93.5719095214668
"722","S01007227",28031,202.415102917934
"723","S01007228",15290,50.4001258710804
"724","S01007229",13117,461.615795479548
"725","S01007230",13423,954.071572433137
"726","S01007231",13422,1135.90848257453
"727","S01007232",13548,1263.41745790639
"728","S01007233",13406,1320.58837156595
"729","S01007234",13551,1073.03449787722
"730","S01007235",13532,1502.81937719298
"731","S01007236",13492,1431.3904657989
"732","S01007237",13317,1140.65627594419
"733","S01007238",13371,998.925768441247
"734","S01007239",13514,1100.94815466988
"735","S01007240",81707,64.2648649003092
"736","S01007241",28945,206.120305254869
"737","S01007242",28701,334.912309885424
"738","S01007243",28310,282.871655852151
"739","S01007244",13487,650.526113505217
"740","S01007245",14678,708.248679212052
"741","S01007246",12330,474.603408637662
"742","S01007247",35254,87.2085285356274
"743","S01007248",12730,2258.41305122332
"744","S01007249",12785,2823.37955755129
"745","S01007250",12785,3045.30909964677
"746","S01007251",12886,2906.36795767047
"747","S01007252",12834,2144.05095093137
