"","zone","accessA","accessB"
"85","E01003085",2245719,9171.07689560297
"86","E01003086",2239438,8589.64846212524
"87","E01003087",2231104,8789.73441988431
"88","E01003088",2250548,27117.5963585167
"89","E01003089",2226438,37304.5422375897
"90","E01003090",2253125,29056.7027202031
"91","E01003091",2235523,32557.9813155348
"92","E01003092",2231320,34132.5970825715
"93","E01003093",2225651,32907.738857064
"94","E01003094",2242631,30624.2460643805
"95","E01003095",2242471,30119.6572457874
"96","E01003096",2252113,28653.0288758478
"97","E01003097",2215620,52415.3107365349
"98","E01003098",2208067,51589.6512442153
"99","E01003099",2203167,58360.2248961616
"100","E01003100",2207512,48306.5555765431
"101","E01003101",2200958,65580.357196051
"102","E01003102",2200278,68484.2453809433
"103","E01003103",2209557,58296.7239341074
"104","E01003104",2211334,54783.4441768506
"105","E01003105",2203345,90194.2476951852
"106","E01003106",2195006,82540.0564299912
"107","E01003107",2200749,77042.5554152366
"108","E01003108",2189936,84122.0647815176
"109","E01003109",2205511,85274.0567292092
"110","E01003110",2188936,100544.506004903
"111","E01003111",2198071,95238.2959503638
"112","E01003112",2204806,109118.570481188
"113","E01003113",2260807,10758.8486940628
"114","E01003114",2255562,10340.0635602504
"115","E01003115",2248311,10018.5736886842
"116","E01003116",2261952,12055.8408972142
"117","E01003117",2256610,12005.1909994803
"118","E01003118",2257534,11571.3267164275
"119","E01003119",2262550,11098.1912212678
"120","E01003120",2245790,10988.56486776
"121","E01003121",2222639,45235.1853268936
"122","E01003122",2219343,49098.1569184566
"123","E01003123",2218435,42194.9671820136
"124","E01003124",2215832,42409.8537425409
"125","E01003125",2211954,43247.0734338456
"126","E01003126",2217291,37807.4598959467
"127","E01003127",2221655,33973.1902562558
"128","E01003128",2224920,34776.0677540627
"129","E01003129",2211724,48539.6042475619
"130","E01003130",2265282,12440.4005782495
"131","E01003131",2266461,12739.1692949147
"132","E01003132",2258120,11895.4888889234
"133","E01003133",2262320,10793.9387582404
"134","E01003134",2260772,11351.0891197322
"135","E01003135",2261199,11663.7589892216
"136","E01003136",2266474,13701.1249286087
"137","E01003137",2265194,13212.7700705718
"138","E01003138",2262290,13044.6871440081
"139","E01003139",2221332,9683.56949797226
"140","E01003140",2228632,9380.54098953823
"141","E01003141",2241145,9253.22783444838
"142","E01003142",2219054,9558.1922879918
"143","E01003143",2197531,9995.94812456634
"144","E01003144",2242792,9190.82073165196
"145","E01003145",2246553,9708.87121638725
"146","E01003146",2227321,10038.8981806964
"147","E01003147",2245169,9425.36902279546
"148","E01003148",2242198,10291.2814595562
"149","E01003149",2244564,9522.23685888482
"150","E01003150",2249966,10205.3672703135
"151","E01003151",2256304,11432.7500320124
"152","E01003152",2254688,10776.7086429567
"153","E01003153",2252880,11632.1369998323
"154","E01003154",2248064,10025.1760257398
"155","E01003155",2249547,10907.6907868548
"156","E01003156",2253385,14706.4414480282
"157","E01003157",2262764,14547.9858756847
"158","E01003158",2256879,13757.8486050741
"159","E01003159",2260970,16594.6100412725
"160","E01003160",2257797,15991.5261328925
"161","E01003161",2261080,16000.8596533523
"162","E01003162",2263105,14922.3558162527
"163","E01003163",2258963,14480.5836008369
"164","E01003164",2263481,10515.8928884784
"165","E01003165",2248657,8980.88704554448
"166","E01003166",2258591,10008.1557979667
"167","E01003167",2248352,9401.43087896623
"168","E01003168",2267021,11190.7155957393
"169","E01003169",2263396,11619.8499889549
"170","E01003170",2262966,10518.6247895759
"171","E01003171",2269867,15675.5344275743
"172","E01003172",2267119,13444.5650713094
"173","E01003173",2267394,14257.1403833597
"174","E01003174",2265769,11588.3116088083
"175","E01003175",2259133,12849.7744498979
"176","E01003176",2257646,19848.8313096966
"177","E01003177",2266269,17288.233559069
"178","E01003178",2264175,17097.3849389568
"179","E01003179",2264337,15492.0876109904
"180","E01003180",2203025,37460.1798771853
"181","E01003181",2205727,44162.7701513784
"182","E01003182",2215605,31745.6242127457
"183","E01003183",2205902,42653.5879263915
"184","E01003184",2206022,39623.4722649016
"185","E01003185",2211817,40385.6258274841
"186","E01003186",2209774,36770.503980878
"187","E01003187",2208382,36720.9700506549
"188","E01003188",2215458,32136.4093251626
"189","E01003189",2128575,8314.31447790987
"190","E01003190",2168815,9082.47014524693
"191","E01003191",2137767,8449.84652961224
"192","E01003192",2103748,7867.82416224085
"193","E01003193",2162039,9195.40136748276
"194","E01003194",2157859,10069.1098492385
"195","E01003195",2168380,9374.4634556754
"196","E01003196",2146076,9205.16772088358
"197","E01003197",2150786,8882.31994492172
"198","E01003198",2111937,10999.7863993247
"199","E01003199",2118225,12309.3414512409
"200","E01003200",2090559,10257.7409225999
"201","E01003201",2129853,13902.4838316078
"202","E01003202",2092232,10064.2626305567
"203","E01003203",2106260,11369.5363654444
"204","E01003204",2115590,14056.1112225209
"205","E01003205",2128084,14458.2392229606
"206","E01003206",2124995,13079.0252693565
"207","E01003207",2134031,16528.4375482658
"208","E01003208",2146237,15402.8637977428
"209","E01003209",2161640,15988.9238731445
"210","E01003210",2158211,15234.2682773823
"211","E01003211",2162610,14480.9554556127
"212","E01003212",2182017,14649.1664892876
"213","E01003213",2182190,13717.7462218466
"214","E01003214",2188253,12879.9363874743
"215","E01003215",2136475,17209.957483819
"216","E01003216",2134550,10231.9958363433
"217","E01003217",2114780,9366.16715241977
"218","E01003218",2085484,8258.0114906319
"219","E01003219",2101574,8472.73865722665
"220","E01003220",2103950,8607.28218808129
"221","E01003221",2140199,10225.0159379399
"222","E01003222",2073065,7882.33726819386
"223","E01003223",2124421,9056.2232212556
"224","E01003224",2111645,9585.85015186189
"225","E01003225",2174825,11324.7463867659
"226","E01003226",2200664,10142.2291274596
"227","E01003227",2194541,10357.5576656427
"228","E01003228",2212676,9808.08658285139
"229","E01003229",2207430,9745.14438455114
"230","E01003230",2192038,10104.6089121217
"231","E01003231",2193830,11529.2860110048
"232","E01003232",2196971,10641.758370067
"233","E01003233",2186433,11335.6679150953
"234","E01003234",1986915,7617.61361457555
"235","E01003235",2002400,7608.63026135053
"236","E01003236",1979972,6210.06649224961
"237","E01003237",1976289,6633.82349252293
"238","E01003238",1981961,6729.35988838627
"239","E01003239",2010899,7107.07882864989
"240","E01003240",2018254,7344.48566294111
"241","E01003241",2076667,7581.67027677138
"242","E01003242",1987749,7219.30634511446
"243","E01003243",2035317,7438.29428844279
"244","E01003244",2134317,25646.2607310223
"245","E01003245",2144314,29561.7240162539
"246","E01003246",2135051,20940.7945172059
"247","E01003247",2139920,26097.9541112407
"248","E01003248",2133645,22987.4842102369
"249","E01003249",2131838,26648.7176520956
"250","E01003250",2141365,27265.6314526839
"251","E01003251",2128213,20528.3795337187
"252","E01003252",2132422,20677.5386089612
"253","E01003253",2131267,19208.0108288923
"254","E01003254",2213839,9104.93216062772
"255","E01003255",2207932,9298.93113906183
"256","E01003256",2207469,8967.62448472165
"257","E01003257",2212179,8691.44985807675
"258","E01003258",2217669,8014.01805897599
"259","E01003259",2211908,8414.08515648207
"260","E01003260",2220739,9396.14429584024
"261","E01003261",2212037,9621.05529630226
"262","E01003262",2210954,9404.1094116062
"263","E01003263",1980998,5806.93792657946
"264","E01003264",1938029,5353.32734798132
"265","E01003265",1928986,5565.73359495899
"266","E01003266",1847577,4965.56403307805
"267","E01003267",1807966,5126.47714171852
"268","E01003268",2061631,7108.73422888714
"269","E01003269",2039253,6409.3984124167
"270","E01003270",2034777,6349.87302657655
"271","E01003271",1995884,5674.26077965652
"272","E01003272",2187911,12352.6781304457
"273","E01003273",2165384,14179.2745219572
"274","E01003274",2165003,13458.3298518492
"275","E01003275",2164949,12737.7157319418
"276","E01003276",2177674,12364.7486295447
"277","E01003277",2176508,13791.158035985
"278","E01003278",2151073,14454.3173268271
"279","E01003279",2164709,14212.2599011412
"280","E01003280",2061607,7412.06139720797
"281","E01003281",2088292,8463.49593576743
"282","E01003282",2122186,12136.5924064434
"283","E01003283",2093348,10240.0446829287
"284","E01003284",2113174,11109.9535805754
"285","E01003285",2063146,8158.34328776111
"286","E01003286",2064400,8473.68427900658
"287","E01003287",2106810,9671.69491234754
"288","E01003288",2128397,12995.3336693452
"289","E01003289",2138223,14216.0889045657
"290","E01003290",2127795,12620.5258674885
"291","E01003291",2136562,13585.8460443155
"292","E01003292",2125938,11676.7090330985
"293","E01003293",2134729,12652.3098724794
"294","E01003294",2117768,10166.5658652888
"295","E01003295",2102316,9642.4915425158
"296","E01003296",2144224,14641.383060014
"297","E01003297",2139194,23626.7341468477
"298","E01003298",2136006,20622.3078652161
"299","E01003299",2145881,18835.6625606299
"300","E01003300",2137793,19579.1361869062
"301","E01003301",2140565,19818.0264999914
"302","E01003302",2140730,23115.663126155
"303","E01003303",2133420,18331.3048243238
"304","E01003304",2129198,18101.7655166289
"305","E01003305",2143041,20832.441074836
"306","E01003306",2121034,17518.1363138483
"307","E01003307",2186955,9375.72830259214
"308","E01003308",2178136,9824.69294527445
"309","E01003309",2199079,9156.10834249654
"310","E01003310",2207039,9353.85272720963
"311","E01003311",2172008,9336.13893524439
"312","E01003312",2177119,9179.4588294868
"313","E01003313",2191808,9050.85829864488
"314","E01003314",2186040,9589.47257694293
"315","E01003315",2208855,9496.45694224349
"316","E01003316",2206876,9579.64208632105
"317","E01003317",2163921,11239.5633807838
"318","E01003318",2141677,11778.7739706808
"319","E01003319",2134347,11406.8971573173
"320","E01003320",2126682,10638.0608320662
"321","E01003321",2170816,10350.6881941449
"322","E01003322",2153352,12978.8506608737
"323","E01003323",2136301,12246.682574706
"324","E01003324",2147812,12451.0214539349
"325","E01003325",2140864,12099.997971216
"326","E01003326",2162084,9157.9039925353
"327","E01003327",2170388,9129.34222249846
"328","E01003328",2183891,8812.39203459776
"329","E01003329",2199919,8821.63411944984
"330","E01003330",2221678,7807.08819952993
"331","E01003331",2203394,8350.82598796409
"332","E01003332",2206001,8130.8952309808
"333","E01003333",2165109,9178.90402303281
"334","E01003334",2183492,8876.34479355301
"335","E01003335",2173598,9136.11788759858
"336","E01003336",2201150,11925.7647631893
"337","E01003337",2204846,11272.6303367588
"338","E01003338",2147566,19314.4621850883
"339","E01003339",2171422,17228.5399903962
"340","E01003340",2172660,16679.3510531965
"341","E01003341",2188586,15517.2257698688
"342","E01003342",2204988,13100.7781936967
"343","E01003343",2195988,15071.1521940547
"344","E01003344",2191378,14493.3587642289
"345","E01003345",2196422,13013.6354388913
"346","E01003346",2034664,6990.2087821941
"347","E01003347",2044488,7271.59759885557
"348","E01003348",2093456,8060.51917744158
"349","E01003349",1993406,6311.76938512868
"350","E01003350",2076191,7634.19090725655
"351","E01003351",2012987,6730.34585742131
"352","E01003352",2119666,8478.90817836854
"353","E01003353",2050713,7549.18509384871
"354","E01003354",2065732,7454.59647465108
"355","E01003355",1994305,15867.3206767961
"356","E01003356",1927479,14845.0496261388
"357","E01003357",2005038,15610.9883308608
"358","E01003358",1972578,16309.8421015209
"359","E01003359",2035095,15873.3479898029
"360","E01003360",2017464,16023.7824572002
"361","E01003361",1743235,10239.4548532295
"362","E01003362",1684181,9052.68206363059
"363","E01003363",1656281,8597.31369327733
"364","E01003364",1601324,8068.64191296131
"365","E01003365",1687517,9675.68971941402
"366","E01003366",1707687,10117.6829109534
"367","E01003367",2146865,15180.4245971538
"368","E01003368",2166547,13516.452632704
"369","E01003369",2181115,16726.3843809466
"370","E01003370",2174307,16003.9234754403
"371","E01003371",2171347,15226.8072968947
"372","E01003372",2171133,13968.4706595254
"373","E01003373",1886292,12033.2693694338
"374","E01003374",1923319,11016.8643984783
"375","E01003375",1907739,10256.292092275
"376","E01003376",1948145,13287.08851127
"377","E01003377",1890320,12678.2716053587
"378","E01003378",1956115,12126.6468957685
"379","E01003379",1996718,11793.9423803103
"380","E01003380",1792765,11505.5136625007
"381","E01003381",1701738,9803.02867227224
"382","E01003382",1749578,10530.9032706913
"383","E01003383",1956668,16215.2039705713
"384","E01003384",1944363,15524.798809616
"385","E01003385",1899226,13823.1663865956
"386","E01003386",2137491,10849.2301899309
"387","E01003387",2120569,10192.1344444914
"388","E01003388",2119188,11154.9748931542
"389","E01003389",2097749,10842.3787272502
"390","E01003390",2115002,11720.7466296233
"391","E01003391",2150223,9748.40026788584
"392","E01003392",2161259,11349.1410560743
"393","E01003393",2181376,12789.7350339285
"394","E01003394",2176139,11771.0364535806
"395","E01003395",2186076,10705.6232640563
"396","E01003396",2197888,12810.9052198544
"397","E01003397",2204097,11787.0180683455
"398","E01003398",2195989,10834.4806359755
"399","E01003399",1810608,11278.5806839512
"400","E01003400",2057890,15379.1420389867
"401","E01003401",1989222,15122.5266956735
"402","E01003402",1955706,15110.011699464
"403","E01003403",1906670,13068.9724430567
"404","E01003404",1830166,12215.1860334418
"405","E01003405",2021864,12525.8214129674
"406","E01003406",2139170,13517.2659314005
"407","E01003407",2108849,13607.1899748823
"408","E01003408",1994932,14410.5483479881
"409","E01003409",2146170,12314.7253923013
"410","E01003410",1990811,13201.8009574741
"411","E01003411",2181603,9665.76565470508
"412","E01003412",2167249,10126.3251559029
"413","E01003413",2205098,9364.64476476776
"414","E01003414",2188975,9336.74228573843
"415","E01003415",2147822,9288.25969849898
"416","E01003416",2122592,9328.93096994006
"417","E01003417",1404733,8141.42720062582
"418","E01003418",1341860,7928.97784628007
"419","E01003419",1390313,7645.6612643346
"420","E01003420",1233071,8232.77389668225
"421","E01003421",1540433,7756.72804086
"422","E01003422",1518714,7815.19056270648
"423","E01003423",1792112,11924.4734168064
"424","E01003424",1863336,13049.2394589291
"425","E01003425",1781238,11338.0466360109
"426","E01003426",1783757,12434.4070395254
"427","E01003427",1724007,10857.1123880939
"428","E01003428",1888354,13287.2185174477
"429","E01003429",2085111,10025.3595594369
"430","E01003430",2146088,10398.7436547475
"431","E01003431",2120954,11193.8755947037
"432","E01003432",2115604,10766.8071186897
"433","E01003433",2158863,9687.70159365914
"434","E01003434",2099193,9515.50000736287
"435","E01003435",2100180,9468.61325240377
"436","E01003436",1703889,9655.31627678023
"437","E01003437",1715719,9893.02727979934
"438","E01003438",1633339,9527.77424745159
"439","E01003439",1734903,11469.9631192791
"440","E01003440",1809421,10842.8767854407
"441","E01003441",1834692,10335.1280173102
"442","E01003442",1781814,10236.2199120136
"443","E01003443",1711585,9608.53171902246
"444","E01003444",1709887,8750.69579957621
"445","E01003445",1653301,8286.93493351222
"446","E01003446",1697594,9663.31294637437
"447","E01003447",1621766,9014.23848074575
"448","E01003448",1695336,9833.12938153314
"449","E01003449",1650022,9658.92689884136
"450","E01003450",1631242,9346.02635912449
"451","E01003451",1535629,8582.4095705418
"452","E01003452",1568740,8919.53429301627
"453","E01003453",1717987,10826.4672152921
"454","E01003454",2064450,15992.5002297555
"455","E01003455",2182380,16685.9053075124
"456","E01003456",2039599,16769.018471546
"457","E01003457",2061039,16251.2684694437
"458","E01003458",2147386,16263.4827200599
"459","E01003459",2136599,16230.4780394095
"460","E01003460",1888262,10213.458951496
"461","E01003461",1975486,12848.7480428066
"462","E01003462",1795831,8493.56917960065
"463","E01003463",1722965,7255.93715798058
"464","E01003464",2019854,9132.20273565727
"465","E01003465",2008040,11031.8925945554
"466","E01003466",1595247,8504.50909034231
"467","E01003467",1598630,8300.96920375517
"468","E01003468",1549825,8211.19267994046
"469","E01003469",1506962,8674.5046420595
"470","E01003470",1550675,8652.98071598842
"471","E01003471",1618431,8914.9387610989
"472","E01003472",2225041,13482.0038186896
"473","E01003473",2223954,13927.495629043
"474","E01003474",2164763,13620.340751416
"475","E01003475",2207153,15364.7724619714
"476","E01003476",2153291,14847.5404113509
"477","E01003477",2171621,15733.509159527
"478","E01003478",2253320,14535.8053518298
"479","E01003479",1955764,8575.81787753668
"480","E01003480",1836039,7443.18923826025
"481","E01003481",1890357,8125.7328595001
"482","E01003482",1879298,8183.59025345783
"483","E01003483",1984641,9784.76757907791
"484","E01003484",1915282,9336.40077439225
"485","E01003485",1991576,9158.07807913258
"486","E01003486",1894814,8600.53183131618
"487","E01003487",1845527,7746.17951580497
"488","E01003488",1982360,13561.984773516
"489","E01003489",1989974,13787.1341450044
"490","E01003490",1966894,13487.0064114995
"491","E01003491",2000605,13877.9460756854
"492","E01003492",1996583,13084.15839984
"493","E01003493",1981250,13007.786596899
"494","E01003494",1999488,12688.61166996
"495","E01003495",1972992,12206.6304055291
"496","E01003496",2094052,15527.597014554
"497","E01003497",2095352,16095.2497428289
"498","E01003498",2076753,14032.4937355596
"499","E01003499",2066558,13568.4856927054
"500","E01003500",2091795,15410.0387617496
"501","E01003501",2083144,14159.6328488566
"502","E01003502",2087817,14879.4491425668
"503","E01003503",2089659,15436.4349767618
"504","E01003504",2086302,13431.0408133895
"505","E01003505",2096807,15731.5373454125
"506","E01003506",2079977,12329.1767051253
"507","E01003507",2060043,13026.7520829144
"508","E01003508",2069694,13539.5281552984
"509","E01003509",2067823,13095.8985007153
"510","E01003510",2084671,14174.4934757735
"511","E01003511",2077664,13052.0734677302
"512","E01003512",2058837,10966.0810224764
"513","E01003513",1993520,9188.31277384792
"514","E01003514",2041749,9862.09733893258
"515","E01003515",2064403,11091.8466783583
"516","E01003516",2041680,10852.9037263591
"517","E01003517",2076544,11949.8205574994
"518","E01003518",2017464,10211.7248800718
"519","E01003519",2047971,10651.2940861369
"520","E01003520",1893212,13408.4858058671
"521","E01003521",1879800,13506.1647320364
"522","E01003522",1942652,13535.1056948497
"523","E01003523",1871367,12982.2987650874
"524","E01003524",1957460,13406.9096852758
"525","E01003525",1942548,13302.629086631
"526","E01003526",1900033,13103.5284614724
"527","E01003527",1938769,12089.7353726708
"528","E01003528",1803927,12159.0992680903
"529","E01003529",1882697,12293.8509395919
"530","E01003530",1825635,12276.8687432908
"531","E01003531",1896502,12976.6657268339
"532","E01003532",1877155,12667.1285897018
"533","E01003533",1961558,13185.1397246808
"534","E01003534",1858314,11890.2543722596
"535","E01003535",1808513,10463.6894270232
"536","E01003536",1871585,10417.1064172359
"537","E01003537",1895104,11344.880961029
"538","E01003538",1888195,10557.9918238546
"539","E01003539",1997853,11684.7134578038
"540","E01003540",1895407,10015.5013677124
"541","E01003541",1959991,10370.0701565229
"542","E01003542",1865794,11356.0792627503
"543","E01003543",2045110,10283.377707084
"544","E01003544",2081521,11613.4958404117
"545","E01003545",2084119,12173.8116320164
"546","E01003546",2069089,11085.3068281478
"547","E01003547",2008223,9994.67379044314
"548","E01003548",2115468,12618.2536517097
"549","E01003549",2109143,13221.7326890636
"550","E01003550",2067299,10292.4512823982
"551","E01003551",2084391,13803.853646799
"552","E01003552",2071045,13784.1929846086
"553","E01003553",2107288,14170.6464077465
"554","E01003554",2096511,14624.417334301
"555","E01003555",2016498,11384.2581281976
"556","E01003556",2049200,12247.4567591591
"557","E01003557",2082140,13074.0680998987
"558","E01003558",2056498,13392.5717420814
"559","E01003559",2104977,14717.3908279848
"560","E01003560",1977632,12232.5102701359
"561","E01003561",1998242,12297.6265831337
"562","E01003562",2000932,12940.4972444445
"563","E01003563",1970643,12711.8028135044
"564","E01003564",1996904,13325.6458462785
"565","E01003565",1968322,13471.0462620065
"566","E01003566",1997342,13679.7967847816
"567","E01003567",2008230,12172.2149420573
"568","E01003568",2032741,13838.9361523161
"569","E01003569",2004474,13803.773593889
"570","E01003570",2033669,12983.6880296513
"571","E01003571",2016565,13183.8014245938
"572","E01003572",2053239,13634.8293174674
"573","E01003573",2009614,13504.1203064295
"574","E01003574",2047879,13777.771231181
"575","E01003575",1804365,12040.528667506
"576","E01003576",1783554,12371.8418043353
"577","E01003577",1751630,13074.4716529933
"578","E01003578",1824304,11140.1969310891
"579","E01003579",1827305,11621.382251763
"580","E01003580",1767552,12276.6177877836
"581","E01003581",1806657,11723.9832838574
"582","E01003582",1775308,12434.1549381695
"583","E01003583",1804552,12088.7082183908
"584","E01003584",1972892,10430.0538464908
"585","E01003585",1856034,11399.3660682095
"586","E01003586",1972120,11435.3868591824
"587","E01003587",1904892,11246.7019064929
"588","E01003588",1934418,11840.8121655363
"589","E01003589",1941892,12238.0743904248
"590","E01003590",1907887,10155.1057235442
"591","E01003591",1870345,10865.553070511
"592","E01003592",2057439,13855.6844104736
"593","E01003593",2075661,14126.5626382721
"594","E01003594",2069318,13812.3312220331
"595","E01003595",2070208,13833.9699627076
"596","E01003596",2064420,13928.3316097053
"597","E01003597",2060070,13865.1044229265
"598","E01003598",2071798,13993.9046696773
"599","E01003599",2022260,13880.7197667678
"600","E01003600",2066354,13918.7857275419
"601","E01003601",2056261,12645.4508942205
"602","E01003602",2059117,13282.2819774157
"603","E01003603",2017644,12869.0540131421
"604","E01003604",2060538,12120.6047318206
"605","E01003605",2015424,13498.1645880542
"606","E01003606",2030112,13774.0845120255
"607","E01003607",2059565,13668.6339163949
"608","E01003608",2029617,13169.1210804011
"609","E01003609",2000879,9272.80684569222
"610","E01003610",1850682,8273.38464168424
"611","E01003611",1842356,8415.84253401432
"612","E01003612",2069180,11297.1456196432
"613","E01003613",2108791,17683.9871664326
"614","E01003614",2132715,12905.5942186241
"615","E01003615",2123262,12903.9717748694
"616","E01003616",2118078,13853.7765620095
"617","E01003617",2116541,14818.1207852572
"618","E01003618",2097703,15996.8367667519
"619","E01003619",2105180,16845.7102737525
"620","E01003620",2112998,17237.5053587016
"621","E01003621",1825576,12841.5385520483
"622","E01003622",1793285,12601.0714529132
"623","E01003623",1796013,12201.8987190918
"624","E01003624",1853250,12335.1428168129
"625","E01003625",1797394,12497.4386084402
"626","E01003626",1822473,12588.9884318752
"627","E01003627",1824845,12862.9502874751
"628","E01003628",1811292,12768.3761719687
"629","E01003629",1868525,13198.8550172697
"630","E01003630",2075373,14501.8095327274
"631","E01003631",2086484,15448.8015586946
"632","E01003632",2080196,14696.9847541705
"633","E01003633",2089948,15465.9106280764
"634","E01003634",2101887,16344.0848390886
"635","E01003635",2086117,14784.3304460352
"636","E01003636",2089524,15531.5623910541
"637","E01003637",2083493,14543.8163269377
"638","E01003638",1319201,7837.74719763305
"639","E01003639",1217332,7413.93606067762
"640","E01003640",867195,6487.27365796077
"641","E01003641",1132102,7415.24686182966
"642","E01003642",1201531,7596.53480732445
"643","E01003643",1331699,8284.90822611562
"644","E01003644",1454512,9101.92719518639
"645","E01003645",1338250,8761.68773086605
"646","E01003646",1699891,8120.93951537668
"647","E01003647",1482997,8942.98365156037
"648","E01003648",1401061,7344.30039771545
"649","E01003649",1478144,7332.15911182616
"650","E01003650",1406993,8100.53293653087
"651","E01003651",1619800,7948.19345033851
"652","E01003652",1524142,8030.58760264882
"653","E01003653",1562007,8604.80600630268
"654","E01003654",1569922,5842.19373934071
"655","E01003655",1442337,5055.65390555341
"656","E01003656",1229626,4221.7486089775
"657","E01003657",1311670,4670.51555080503
"658","E01003658",1449755,5188.43020940068
"659","E01003659",1453049,5257.91245726079
"660","E01003660",1280991,4227.70523712274
"661","E01003661",755117,7824.09185175282
"662","E01003662",773570,8003.10640081295
"663","E01003663",719506,6467.69580861177
"664","E01003664",701163,6608.01529527304
"665","E01003665",727741,7201.13376585904
"666","E01003666",793340,7967.98561777664
"667","E01003667",798142,7664.76078065457
"668","E01003668",1971632,8341.25536249296
"669","E01003669",1956834,7747.84406163234
"670","E01003670",1855324,7167.70650226896
"671","E01003671",1758073,6975.564428191
"672","E01003672",1945757,7930.26844325782
"673","E01003673",2033524,8130.16652413847
"674","E01003674",1917583,8149.22639076479
"675","E01003675",1837062,7326.01895184025
"676","E01003676",1771927,7614.3753627218
"677","E01003677",1851704,7355.0528545264
"678","E01003678",1588505,6871.166427906
"679","E01003679",1533646,6468.43078589586
"680","E01003680",1467073,6757.32222145983
"681","E01003681",1655834,7271.4161023261
"682","E01003682",1760415,7387.70092831805
"683","E01003683",1584212,12222.2072210884
"684","E01003684",1580050,11491.8215269226
"685","E01003685",1656959,13150.0746704255
"686","E01003686",1575416,13084.1548346282
"687","E01003687",1484820,12506.6682118
"688","E01003688",1619982,13939.4788079282
"689","E01003689",1673459,14407.0816005101
"690","E01003690",1678095,9396.04521388296
"691","E01003691",1781858,9524.24609203592
"692","E01003692",1724342,9516.40883645823
"693","E01003693",1785397,8070.5912277711
"694","E01003694",1754287,8986.55770128473
"695","E01003695",1747832,10067.5667585292
"696","E01003696",1757845,8256.29647189964
"697","E01003697",1830929,7360.00219150188
"698","E01003698",976928,4433.95518262145
"699","E01003699",727100,3814.21419711751
"700","E01003700",1034429,5106.16667410401
"701","E01003701",1134759,6534.08422534177
"702","E01003702",797462,4168.62091516903
