"","zone","type","area"
"24681","E01024681","lsoa01",197003.888898074
"24682","E01024682","lsoa01",737023.701909937
"24683","E01024683","lsoa01",186397.217946623
"24684","E01024684","lsoa01",395418.819818222
"24685","E01024685","lsoa01",315590.705894225
"24686","E01024686","lsoa01",386021.227233738
"24687","E01024687","lsoa01",575980.023282453
"24688","E01024688","lsoa01",1357975.90629466
"24689","E01024689","lsoa01",648138.543571725
"24690","E01024690","lsoa01",771944.953449192
"24691","E01024691","lsoa01",2127536.41845133
"24692","E01024692","lsoa01",396332.803311153
"24693","E01024693","lsoa01",310897.355952009
"24694","E01024694","lsoa01",1095666.3364689
"24695","E01024695","lsoa01",217269.472016611
"24696","E01024696","lsoa01",1304128.08964444
"24697","E01024697","lsoa01",225378.45266665
"24698","E01024698","lsoa01",656111.363992468
"24699","E01024699","lsoa01",392417.03502975
"24700","E01024700","lsoa01",419552.524719989
"24701","E01024701","lsoa01",24784771.4046416
"24702","E01024702","lsoa01",1846247.5586397
"24703","E01024703","lsoa01",27160468.4142774
"24704","E01024704","lsoa01",5072172.60701541
"24705","E01024705","lsoa01",308070.793697133
"24706","E01024706","lsoa01",376725.169238753
"24707","E01024707","lsoa01",276170.80543144
"24708","E01024708","lsoa01",924753.240436008
"24709","E01024709","lsoa01",425739.968745181
"24710","E01024710","lsoa01",654986.127194548
"24711","E01024711","lsoa01",348577.958005317
"24712","E01024712","lsoa01",622417.851425187
"24713","E01024713","lsoa01",518146.434592768
"24714","E01024714","lsoa01",906299.643995341
"24715","E01024715","lsoa01",367422.444235258
"24716","E01024716","lsoa01",848067.11831586
"24717","E01024717","lsoa01",4581885.930435
"24718","E01024718","lsoa01",553324.658429179
"24719","E01024719","lsoa01",5305375.69261805
"24720","E01024720","lsoa01",473763.6639234
"24721","E01024721","lsoa01",4326122.38033317
"24722","E01024722","lsoa01",355454.320710905
"24723","E01024723","lsoa01",18710518.7386168
"24724","E01024724","lsoa01",7058018.94347636
"24725","E01024725","lsoa01",1211726.98323431
"24726","E01024726","lsoa01",861573.21383854
"24727","E01024727","lsoa01",12269010.673034
"24728","E01024728","lsoa01",3214195.47129163
"24729","E01024729","lsoa01",476147.473578779
"24730","E01024730","lsoa01",432671.973437775
"24731","E01024731","lsoa01",1183421.50075838
"24732","E01024732","lsoa01",1456974.55343134
"24733","E01024733","lsoa01",448681.513584182
"24734","E01024734","lsoa01",997011.487862494
"24735","E01024735","lsoa01",1232135.48780994
"24736","E01024736","lsoa01",2460040.44917112
"24737","E01024737","lsoa01",744916.370651777
"24738","E01024738","lsoa01",10611951.9869949
"24739","E01024739","lsoa01",24925988.4741678
"24740","E01024740","lsoa01",5471183.12751284
"24741","E01024741","lsoa01",284414.896193335
"24742","E01024742","lsoa01",1584700.08308257
"24743","E01024743","lsoa01",3087538.07167851
"24744","E01024744","lsoa01",16105952.5061391
"24745","E01024745","lsoa01",12474941.0571626
"24746","E01024746","lsoa01",16008565.7480152
"24747","E01024747","lsoa01",405408.851550712
"24748","E01024748","lsoa01",1040731.61439954
"24749","E01024749","lsoa01",248693.513238132
"24750","E01024750","lsoa01",539369.712609322
"24751","E01024751","lsoa01",2636986.83062845
"24752","E01024752","lsoa01",2050901.59220473
"24753","E01024753","lsoa01",1579010.04411205
"24754","E01024754","lsoa01",13370988.7037978
"24755","E01024755","lsoa01",9242373.4929588
"24756","E01024756","lsoa01",255984.160911463
"24757","E01024757","lsoa01",669355.16156455
"24758","E01024758","lsoa01",2962116.75400206
"24759","E01024759","lsoa01",2788576.78258141
"24760","E01024760","lsoa01",528868.191666778
"24761","E01024761","lsoa01",1131500.95032016
"24762","E01024762","lsoa01",1457519.86276737
"24763","E01024763","lsoa01",229862.695484539
"24764","E01024764","lsoa01",346268.954490078
"24765","E01024765","lsoa01",276086.863042145
"24766","E01024766","lsoa01",942474.295699325
"24767","E01024767","lsoa01",574624.883228583
"24768","E01024768","lsoa01",1831074.18969018
"24769","E01024769","lsoa01",582763.687302662
"24770","E01024770","lsoa01",332078.476812034
"24771","E01024771","lsoa01",1324208.8296307
"24772","E01024772","lsoa01",544605.481668152
"24773","E01024773","lsoa01",535218.986425157
"24774","E01024774","lsoa01",5627575.66548192
"24775","E01024775","lsoa01",300513.597962643
"24776","E01024776","lsoa01",323344.345232261
"24777","E01024777","lsoa01",227676.708970125
"24778","E01024778","lsoa01",270268.979453734
"24779","E01024779","lsoa01",251275.086151573
"24780","E01024780","lsoa01",939571.354881833
"24781","E01024781","lsoa01",5397632.6097691
"24782","E01024782","lsoa01",660789.557438968
"24783","E01024783","lsoa01",3250002.15159877
"24784","E01024784","lsoa01",2384977.90752505
"24785","E01024785","lsoa01",253951.152644049
"24786","E01024786","lsoa01",13765029.1569383
"24787","E01024787","lsoa01",18040643.6014121
"24788","E01024788","lsoa01",1302182.63683371
"24789","E01024789","lsoa01",27099269.6978408
"24790","E01024790","lsoa01",625272.137175649
"24791","E01024791","lsoa01",7024829.01706748
"24792","E01024792","lsoa01",20830058.3275325
"24793","E01024793","lsoa01",10377019.3600103
"24794","E01024794","lsoa01",10764232.9797572
"24795","E01024795","lsoa01",195388.349997048
"24796","E01024796","lsoa01",2303727.23476131
"24797","E01024797","lsoa01",442400.565315556
"24798","E01024798","lsoa01",21154883.1077859
"24799","E01024799","lsoa01",413367.984547865
"24800","E01024800","lsoa01",780225.838946736
"24801","E01024801","lsoa01",410146.859412077
"24802","E01024802","lsoa01",234049.544550497
"24803","E01024803","lsoa01",29169009.5376155
"24804","E01024804","lsoa01",25500341.6718495
"24805","E01024805","lsoa01",21661482.2450343
"24806","E01024806","lsoa01",13423030.1399725
"24807","E01024807","lsoa01",5021638.29993496
"24808","E01024808","lsoa01",1011939.44267055
"24809","E01024809","lsoa01",17891339.8448187
"24810","E01024810","lsoa01",20299977.0247311
"24811","E01024811","lsoa01",256659.954464011
"24812","E01024812","lsoa01",5745120.68922501
"24813","E01024813","lsoa01",901253.199181001
"24814","E01024814","lsoa01",993627.888810282
"24815","E01024815","lsoa01",164675.029621226
"24816","E01024816","lsoa01",1766578.77469401
"24817","E01024817","lsoa01",677423.246037172
"24818","E01024818","lsoa01",864931.146826383
"24819","E01024819","lsoa01",267314.768674442
"24820","E01024820","lsoa01",469847.993404152
"24821","E01024821","lsoa01",636125.972014872
"24822","E01024822","lsoa01",6125331.66422565
"24823","E01024823","lsoa01",518074.034050397
"24824","E01024824","lsoa01",615587.022429101
"24825","E01024825","lsoa01",12713600.7355414
"24826","E01024826","lsoa01",434075.941159539
"24827","E01024827","lsoa01",412415.03220446
"24828","E01024828","lsoa01",783734.664875155
"24829","E01024829","lsoa01",282945.72115702
"24830","E01024830","lsoa01",472595.846047803
"24831","E01024831","lsoa01",959971.415113632
"24832","E01024832","lsoa01",198537.734651924
"24833","E01024833","lsoa01",209591.948205583
"24834","E01024834","lsoa01",405109.895370468
"24835","E01024835","lsoa01",226715.278927964
"24836","E01024836","lsoa01",211553.906471246
"24837","E01024837","lsoa01",1551318.71314474
"24838","E01024838","lsoa01",563644.625147832
"24839","E01024839","lsoa01",2763968.81009365
"24840","E01024840","lsoa01",281386.148396098
"24841","E01024841","lsoa01",330643.675061075
"24842","E01024842","lsoa01",813193.138866284
"24843","E01024843","lsoa01",394148.619511409
"24844","E01024844","lsoa01",152322.213784623
"24845","E01024845","lsoa01",394647.03284422
"24846","E01024846","lsoa01",474391.177152283
"24847","E01024847","lsoa01",1007341.21137648
"24848","E01024848","lsoa01",443497.548134726
"24849","E01024849","lsoa01",970911.395104473
"24850","E01024850","lsoa01",3490392.40848001
"24851","E01024851","lsoa01",8609111.18082402
"24852","E01024852","lsoa01",1438791.3729261
"24853","E01024853","lsoa01",4401091.7796996
"24854","E01024854","lsoa01",9963781.19930103
"24855","E01024855","lsoa01",279350.882303554
"24856","E01024856","lsoa01",119863.395465294
"24857","E01024857","lsoa01",905993.848263391
"24858","E01024858","lsoa01",289977.456700826
"24859","E01024859","lsoa01",250572.857193923
"24860","E01024860","lsoa01",16375130.9826863
"24861","E01024861","lsoa01",244051.828448926
"24862","E01024862","lsoa01",343339.440704272
"24863","E01024863","lsoa01",559289.912633378
"24864","E01024864","lsoa01",167311.772296923
"24865","E01024865","lsoa01",254029.992792477
"24866","E01024866","lsoa01",966651.664854333
"24867","E01024867","lsoa01",994813.506251445
"24868","E01024868","lsoa01",13274989.8947392
"24869","E01024869","lsoa01",6507421.30644975
"24870","E01024870","lsoa01",21004453.7460392
"24871","E01024871","lsoa01",402705.12096857
"24872","E01024872","lsoa01",287167.910660684
"24873","E01024873","lsoa01",269117.844895043
"24874","E01024874","lsoa01",9933441.2932022
"24875","E01024875","lsoa01",101711.414633721
"24876","E01024876","lsoa01",169846.409788254
"24877","E01024877","lsoa01",733736.332943486
"24878","E01024878","lsoa01",1625390.40755144
"24879","E01024879","lsoa01",382934.397081476
"24880","E01024880","lsoa01",386319.60110318
"24881","E01024881","lsoa01",219874.476634517
"24882","E01024882","lsoa01",252346.757853766
"24883","E01024883","lsoa01",709195.928849809
"24884","E01024884","lsoa01",530107.035887388
"24885","E01024885","lsoa01",374621.131330152
"24886","E01024886","lsoa01",154389.697427171
"24887","E01024887","lsoa01",2364827.81912007
"24888","E01024888","lsoa01",12303114.1793743
"24889","E01024889","lsoa01",1754574.02073721
"24890","E01024890","lsoa01",573968.134203436
"24891","E01024891","lsoa01",383011.260130009
"24892","E01024892","lsoa01",666734.88604198
"24893","E01024893","lsoa01",387332.459914126
"24894","E01024894","lsoa01",221717.080545788
"24895","E01024895","lsoa01",186718.785927544
"24896","E01024896","lsoa01",396355.813369097
"24897","E01024897","lsoa01",426172.792005888
"24898","E01024898","lsoa01",210341.322134106
"24899","E01024899","lsoa01",831369.232846728
"24900","E01024900","lsoa01",568188.773381331
"24901","E01024901","lsoa01",556016.235186282
"24902","E01024902","lsoa01",426320.381853419
"24903","E01024903","lsoa01",243798.038907467
"24904","E01024904","lsoa01",1564698.12555029
"24905","E01024905","lsoa01",221232.659021261
"24906","E01024906","lsoa01",444549.342530404
"24907","E01024907","lsoa01",305938.522563094
"24908","E01024908","lsoa01",242296.548960455
"24909","E01024909","lsoa01",735277.484853205
"24910","E01024910","lsoa01",336293.08556707
"24911","E01024911","lsoa01",403306.97606077
"24912","E01024912","lsoa01",2776030.22124236
"24913","E01024913","lsoa01",277692.728603906
"24914","E01024914","lsoa01",1820055.00299498
"24915","E01024915","lsoa01",582197.043627284
"24916","E01024916","lsoa01",2891168.54595043
"24917","E01024917","lsoa01",678141.523611339
"24918","E01024918","lsoa01",5112660.85896823
"24919","E01024919","lsoa01",3144924.66564958
"24920","E01024920","lsoa01",642264.960467204
"24921","E01024921","lsoa01",26193481.3202179
"24922","E01024922","lsoa01",3032019.81569874
"24923","E01024923","lsoa01",11580118.1766534
"24924","E01024924","lsoa01",3719977.01522196
"24925","E01024925","lsoa01",327386.651465995
"24926","E01024926","lsoa01",2233523.64800969
"24927","E01024927","lsoa01",277300.053779266
"24928","E01024928","lsoa01",261535.563448351
"24929","E01024929","lsoa01",273415.196284943
"24930","E01024930","lsoa01",334030.829702744
"24931","E01024931","lsoa01",259341.90731525
"24932","E01024932","lsoa01",1910811.98847306
"24933","E01024933","lsoa01",720825.081142906
"24934","E01024934","lsoa01",795638.884151484
"24935","E01024935","lsoa01",1175039.13224838
"24936","E01024936","lsoa01",235247.874202021
"24937","E01024937","lsoa01",1112899.45673286
"24938","E01024938","lsoa01",361267.471542788
"24939","E01024939","lsoa01",2511893.83489379
"24940","E01024940","lsoa01",492127.682242887
"24941","E01024941","lsoa01",293073.921679933
"24942","E01024942","lsoa01",262973.026281327
"24943","E01024943","lsoa01",1130199.06903491
"24944","E01024944","lsoa01",974238.767679877
"24945","E01024945","lsoa01",532571.603864108
"24946","E01024946","lsoa01",671516.019424662
"24947","E01024947","lsoa01",414779.319615797
"24948","E01024948","lsoa01",579329.103135985
"24949","E01024949","lsoa01",2330651.14511831
"24950","E01024950","lsoa01",636854.771952942
"24951","E01024951","lsoa01",241852.001579812
"24952","E01024952","lsoa01",456513.354982906
"24953","E01024953","lsoa01",326425.703266445
"24954","E01024954","lsoa01",485815.215477219
"24955","E01024955","lsoa01",1148204.93015797
"24956","E01024956","lsoa01",1163690.75950665
"24957","E01024957","lsoa01",2250057.80952226
"24958","E01024958","lsoa01",241242.971380279
"24959","E01024959","lsoa01",526496.362279972
"24960","E01024960","lsoa01",512813.371083822
"24961","E01024961","lsoa01",4931646.54511095
"24962","E01024962","lsoa01",711519.885761118
"24963","E01024963","lsoa01",709267.984783415
"24964","E01024964","lsoa01",7531417.81306066
"24965","E01024965","lsoa01",9206345.50965991
"24966","E01024966","lsoa01",2851672.34370905
"24967","E01024967","lsoa01",3363272.78358276
"24968","E01024968","lsoa01",624617.165487582
"24969","E01024969","lsoa01",548761.160185822
"24970","E01024970","lsoa01",569121.586083413
"24971","E01024971","lsoa01",3076549.71271327
"24972","E01024972","lsoa01",659180.202004323
"24973","E01024973","lsoa01",18656248.4803679
"24974","E01024974","lsoa01",18557706.5027848
"24975","E01024975","lsoa01",8241894.90275652
"24976","E01024976","lsoa01",610945.756931717
"24977","E01024977","lsoa01",19210542.5387902
"24978","E01024978","lsoa01",6005996.07893459
"24979","E01024979","lsoa01",7543675.48279705
"24980","E01024980","lsoa01",3257139.976768
"24981","E01024981","lsoa01",639032.202758356
"24982","E01024982","lsoa01",1915137.78193119
"24983","E01024983","lsoa01",293568.560075903
"24984","E01024984","lsoa01",493538.580433374
"24985","E01024985","lsoa01",313265.339565505
"24986","E01024986","lsoa01",4537701.26294105
"24987","E01024987","lsoa01",238051.905963537
"24988","E01024988","lsoa01",4101822.91390849
"24989","E01024989","lsoa01",335609.433620441
"24990","E01024990","lsoa01",545036.8292885
"24991","E01024991","lsoa01",1810341.63154478
"24992","E01024992","lsoa01",1553913.91842527
"24993","E01024993","lsoa01",9079711.87316789
"24994","E01024994","lsoa01",1614940.05238226
"24995","E01024995","lsoa01",1913608.41284582
"24996","E01024996","lsoa01",190266.54474084
"24997","E01024997","lsoa01",1530188.74568848
"24998","E01024998","lsoa01",7333037.72949752
"24999","E01024999","lsoa01",1757275.44592207
"25000","E01025000","lsoa01",1238931.98102924
"25001","E01025001","lsoa01",2453526.51567918
"25002","E01025002","lsoa01",278062.045902226
"25003","E01025003","lsoa01",965583.390233674
"25004","E01025004","lsoa01",351545.401618206
"25005","E01025005","lsoa01",445019.299471171
"25006","E01025006","lsoa01",982089.361586363
"25007","E01025007","lsoa01",1264914.0635848
"25008","E01025008","lsoa01",361872.794002413
"25009","E01025009","lsoa01",568233.019395802
"25010","E01025010","lsoa01",1567506.0366354
"25011","E01025011","lsoa01",210780.788641779
"25012","E01025012","lsoa01",7219199.67628446
"25013","E01025013","lsoa01",432026.378015917
"25014","E01025014","lsoa01",30883453.4118505
"25015","E01025015","lsoa01",2793288.77225216
"25016","E01025016","lsoa01",2571875.7675778
"25017","E01025017","lsoa01",292977.027237706
"25018","E01025018","lsoa01",698383.995115477
"25019","E01025019","lsoa01",4428260.39252537
"25020","E01025020","lsoa01",2016329.09672618
"25021","E01025021","lsoa01",885707.30785709
"25022","E01025022","lsoa01",1362931.91183564
"25023","E01025023","lsoa01",440518.330384606
"25024","E01025024","lsoa01",5096889.32661644
"25025","E01025025","lsoa01",250890.088530184
"25026","E01025026","lsoa01",19322332.1777871
"25027","E01025027","lsoa01",16934011.7798644
"25028","E01025028","lsoa01",695620.422830818
"25029","E01025029","lsoa01",12681529.32709
"25030","E01025030","lsoa01",1959566.8329876
"25031","E01025031","lsoa01",20774791.6350449
"25032","E01025032","lsoa01",1795057.72926047
"25033","E01025033","lsoa01",5869455.53713773
"25034","E01025034","lsoa01",664773.857609939
"25035","E01025035","lsoa01",3204684.53393164
"25036","E01025036","lsoa01",429699.558214902
"25037","E01025037","lsoa01",566678.229851568
"25038","E01025038","lsoa01",311490.551874121
"25039","E01025039","lsoa01",3432378.29694802
"25040","E01025040","lsoa01",720352.047806476
"25041","E01025041","lsoa01",501238.626209003
"25042","E01025042","lsoa01",160453.667886081
"25043","E01025043","lsoa01",238909.862950155
"25044","E01025044","lsoa01",625626.974454499
"25045","E01025045","lsoa01",279482.872626834
"25046","E01025046","lsoa01",1089052.55903165
"25047","E01025047","lsoa01",185905.704511818
"25048","E01025048","lsoa01",379705.66872023
"25049","E01025049","lsoa01",243097.442195816
"25050","E01025050","lsoa01",1343605.72893588
"25051","E01025051","lsoa01",1157568.36941208
"25052","E01025052","lsoa01",1402157.26355469
"25053","E01025053","lsoa01",1569207.09512215
"25054","E01025054","lsoa01",10430059.3694792
"25055","E01025055","lsoa01",201269.40151477
"25056","E01025056","lsoa01",536883.389816615
"25057","E01025057","lsoa01",270834.439292982
"25058","E01025058","lsoa01",308673.112668717
"25059","E01025059","lsoa01",542902.586417924
"25060","E01025060","lsoa01",102945.703764133
"25061","E01025061","lsoa01",2191159.37396686
"25062","E01025062","lsoa01",466727.189396718
"25063","E01025063","lsoa01",673781.066012024
"25064","E01025064","lsoa01",7066156.36795502
"25065","E01025065","lsoa01",265827.824999619
"25066","E01025066","lsoa01",1451955.98649291
"25067","E01025067","lsoa01",160799.751859903
"25068","E01025068","lsoa01",195237.260058304
"25069","E01025069","lsoa01",114140.058174692
"25070","E01025070","lsoa01",448466.0243428
"25071","E01025071","lsoa01",702549.172783317
"25072","E01025072","lsoa01",1245997.14784278
"25073","E01025073","lsoa01",402741.93398106
"25074","E01025074","lsoa01",8279451.76130901
"25075","E01025075","lsoa01",431686.553973893
"25076","E01025076","lsoa01",327887.501548389
"25077","E01025077","lsoa01",490911.587329284
"25078","E01025078","lsoa01",235576.367276027
"25079","E01025079","lsoa01",325481.534762806
"25080","E01025080","lsoa01",6424587.62132694
"25081","E01025081","lsoa01",1240387.4350177
"25082","E01025082","lsoa01",368314.805633363
"25083","E01025083","lsoa01",311682.807305348
"25084","E01025084","lsoa01",605319.450255719
"25085","E01025085","lsoa01",353604.513162895
"25086","E01025086","lsoa01",658813.546156063
"25087","E01025087","lsoa01",10859564.8411046
"25088","E01025088","lsoa01",762651.709733303
"25089","E01025089","lsoa01",2583728.42628133
"25090","E01025090","lsoa01",7137132.32302304
"25091","E01025091","lsoa01",303419.509647769
"25092","E01025092","lsoa01",582299.938585127
"25093","E01025093","lsoa01",357750.457874891
"25094","E01025094","lsoa01",143245.33452656
"25095","E01025095","lsoa01",2223989.20388951
"25096","E01025096","lsoa01",1256796.53938928
"25097","E01025097","lsoa01",680003.127062909
"25098","E01025098","lsoa01",3414457.50743354
"25099","E01025099","lsoa01",416948.588312555
"25100","E01025100","lsoa01",1924119.38203292
"25101","E01025101","lsoa01",202297.992839653
"25102","E01025102","lsoa01",441918.981787991
"25103","E01025103","lsoa01",1393243.4723143
"25104","E01025104","lsoa01",720946.903800552
"25105","E01025105","lsoa01",93013371.154638
"25106","E01025106","lsoa01",1344152.09072926
"25107","E01025107","lsoa01",54659996.1838798
"25108","E01025108","lsoa01",3030568.59024543
"25109","E01025109","lsoa01",12814418.1928539
"25110","E01025110","lsoa01",581225.916706377
"25111","E01025111","lsoa01",338530.812886621
"25112","E01025112","lsoa01",293374.867591121
"25113","E01025113","lsoa01",262461.821515023
"25114","E01025114","lsoa01",831505.075145412
"25115","E01025115","lsoa01",360804.619827019
"25116","E01025116","lsoa01",1443447.13631912
"25117","E01025117","lsoa01",99600.6793888467
"25118","E01025118","lsoa01",209178.525408141
"25119","E01025119","lsoa01",346009.199699653
"25120","E01025120","lsoa01",1680822.16687032
"25121","E01025121","lsoa01",1543649.55840101
"25122","E01025122","lsoa01",1833493.35379709
"25123","E01025123","lsoa01",734577.776074473
"25124","E01025124","lsoa01",357751.964086514
"25125","E01025125","lsoa01",140934.311897793
"25126","E01025126","lsoa01",1160821.94972073
"25127","E01025127","lsoa01",400448.283724912
"25128","E01025128","lsoa01",175180.738078643
"25129","E01025129","lsoa01",85638.0559866362
"25130","E01025130","lsoa01",41496577.20974
"25131","E01025131","lsoa01",30169825.718338
"25132","E01025132","lsoa01",134703866.169762
"25133","E01025133","lsoa01",1820144.98391954
"25134","E01025134","lsoa01",12684386.3419435
"25135","E01025135","lsoa01",36794779.0352736
"25136","E01025136","lsoa01",236323.837122661
"25137","E01025137","lsoa01",292351.832595215
"25138","E01025138","lsoa01",266424.292180961
"25139","E01025139","lsoa01",853162.204248586
"25140","E01025140","lsoa01",247570.774367964
"25141","E01025141","lsoa01",387870.425372825
"25142","E01025142","lsoa01",618093.956425614
"25143","E01025143","lsoa01",293847.977620516
"25144","E01025144","lsoa01",488708.536387546
"25145","E01025145","lsoa01",159480.074340024
"25146","E01025146","lsoa01",4530262.91993135
"25147","E01025147","lsoa01",252910.090636637
"25148","E01025148","lsoa01",33491384.2721264
"25149","E01025149","lsoa01",385707.4113452
"25150","E01025150","lsoa01",210849.662712726
"25151","E01025151","lsoa01",623714.247266266
"25152","E01025152","lsoa01",314851.148456643
"25153","E01025153","lsoa01",334292.46194387
"25154","E01025154","lsoa01",213671.207086635
"25155","E01025155","lsoa01",416633.378206587
"25156","E01025156","lsoa01",190348.167681418
"25157","E01025157","lsoa01",877758.328937209
"25158","E01025158","lsoa01",533515.64096287
"25159","E01025159","lsoa01",13966692.7871144
"25160","E01025160","lsoa01",1990875.16705148
"25161","E01025161","lsoa01",320978.136040639
"25162","E01025162","lsoa01",345079.87919803
"25163","E01025163","lsoa01",547379.013347998
"25164","E01025164","lsoa01",401543.147797994
"25165","E01025165","lsoa01",434517.903319305
"25166","E01025166","lsoa01",24567638.3272183
"25167","E01025167","lsoa01",64320249.9716445
"25168","E01025168","lsoa01",1104982.10759753
"25169","E01025169","lsoa01",25563387.9706015
"25170","E01025170","lsoa01",335216.664252852
"25171","E01025171","lsoa01",1014088.07025219
"25172","E01025172","lsoa01",1217997.76080106
"25173","E01025173","lsoa01",480493.769495585
"25174","E01025174","lsoa01",1556425.73624891
"25175","E01025175","lsoa01",1800728.60849594
"25176","E01025176","lsoa01",744089.572660406
"25177","E01025177","lsoa01",8665523.28326235
"25178","E01025178","lsoa01",18003779.522322
"25179","E01025179","lsoa01",1523030.30938753
"25180","E01025180","lsoa01",24305265.2126286
"25181","E01025181","lsoa01",462954.394843916
"25182","E01025182","lsoa01",689375.929471195
"25183","E01025183","lsoa01",288681.058293799
"25184","E01025184","lsoa01",175773.120254998
"25185","E01025185","lsoa01",890544.620220579
"25186","E01025186","lsoa01",478257.549020644
"25187","E01025187","lsoa01",480326.132979739
"25188","E01025188","lsoa01",231025.164845982
"25189","E01025189","lsoa01",309170.617309055
"25190","E01025190","lsoa01",802892.109748111
"25191","E01025191","lsoa01",1087967.29936825
"25192","E01025192","lsoa01",465979.403059282
"25193","E01025193","lsoa01",2422905.16630108
"25194","E01025194","lsoa01",147328.825977377
"25195","E01025195","lsoa01",1494837.5711633
"25196","E01025196","lsoa01",238217.610288138
"25197","E01025197","lsoa01",16362342.3233698
"25198","E01025198","lsoa01",681125.129571996
"25199","E01025199","lsoa01",9996760.96772897
"25200","E01025200","lsoa01",3925631.04352081
"25201","E01025201","lsoa01",460316.101803134
"25202","E01025202","lsoa01",6806740.7677308
"25203","E01025203","lsoa01",6919427.82929653
"25204","E01025204","lsoa01",28359975.7711054
"25205","E01025205","lsoa01",140572.884911019
"25206","E01025206","lsoa01",1061979.72579966
"25207","E01025207","lsoa01",270182.967517175
"25208","E01025208","lsoa01",200904.21070958
"25209","E01025209","lsoa01",3916433.2442758
"25210","E01025210","lsoa01",499873.293867346
"25211","E01025211","lsoa01",4001421.3685904
"25212","E01025212","lsoa01",429918.544706936
"25213","E01025213","lsoa01",4185396.62777229
"25214","E01025214","lsoa01",1223119.78386718
"25215","E01025215","lsoa01",195433.242524503
"25216","E01025216","lsoa01",2950871.29884777
"25217","E01025217","lsoa01",135297.633329313
"25218","E01025218","lsoa01",121606.834992341
"25219","E01025219","lsoa01",113746.338714325
"25220","E01025220","lsoa01",267408.990364301
"25221","E01025221","lsoa01",1041613.68640304
"25222","E01025222","lsoa01",2270918.33306628
"25223","E01025223","lsoa01",253071.469535549
"25224","E01025224","lsoa01",244976.785331586
"25225","E01025225","lsoa01",445083.851847901
"25226","E01025226","lsoa01",729389.801909922
"25227","E01025227","lsoa01",611675.336168947
"25228","E01025228","lsoa01",2437344.93974788
"25229","E01025229","lsoa01",506325.75382835
"25230","E01025230","lsoa01",329067.141353056
"25231","E01025231","lsoa01",425779.885259154
"25232","E01025232","lsoa01",182147.184402751
"25233","E01025233","lsoa01",528823.725663572
"25234","E01025234","lsoa01",803332.515605451
"25235","E01025235","lsoa01",381576.671206326
"25236","E01025236","lsoa01",262271.952326961
"25237","E01025237","lsoa01",337759.973682971
"25238","E01025238","lsoa01",222983.806456834
"25239","E01025239","lsoa01",364427.40858767
"25240","E01025240","lsoa01",287941.488996787
"25241","E01025241","lsoa01",388811.715853818
"25242","E01025242","lsoa01",676371.201241147
"25243","E01025243","lsoa01",697747.714065242
"25244","E01025244","lsoa01",84174.8116560744
"25245","E01025245","lsoa01",608876.928262543
"25246","E01025246","lsoa01",205372.986416959
"25247","E01025247","lsoa01",440526.216356089
"25248","E01025248","lsoa01",285895.510879907
"25249","E01025249","lsoa01",692533.747058477
"25250","E01025250","lsoa01",1521717.72600464
"25251","E01025251","lsoa01",641452.352434359
"25252","E01025252","lsoa01",391612.249803041
"25253","E01025253","lsoa01",987282.509222698
"25254","E01025254","lsoa01",483316.463955535
"25255","E01025255","lsoa01",1079851.34854891
"25256","E01025256","lsoa01",373423.262530692
"25257","E01025257","lsoa01",1349702.92775385
"25258","E01025258","lsoa01",471749.172070296
"25259","E01025259","lsoa01",690760.382759561
"25260","E01025260","lsoa01",561916.925274889
"25261","E01025261","lsoa01",513034.287676516
"25262","E01025262","lsoa01",319748.803505846
"25263","E01025263","lsoa01",271398.43995446
"25264","E01025264","lsoa01",371480.072816531
"25265","E01025265","lsoa01",419554.044661104
"25266","E01025266","lsoa01",256635.541536474
"25267","E01025267","lsoa01",393562.616296636
"25268","E01025268","lsoa01",256211.8440521
"25269","E01025269","lsoa01",537696.685897791
"25270","E01025270","lsoa01",4044950.57798044
"25271","E01025271","lsoa01",355874.458641397
"25272","E01025272","lsoa01",3558754.97324943
"25273","E01025273","lsoa01",433738.807379623
"25274","E01025274","lsoa01",138988.094794945
"25275","E01025275","lsoa01",782851.076850737
"25276","E01025276","lsoa01",183606.43781399
"25277","E01025277","lsoa01",5487933.98395037
"25278","E01025278","lsoa01",13013938.188494
"25279","E01025279","lsoa01",43447040.2437606
"25280","E01025280","lsoa01",15834460.7819533
"25281","E01025281","lsoa01",15250642.950098
"25282","E01025282","lsoa01",3154595.16573737
"25283","E01025283","lsoa01",306344.647298041
"25284","E01025284","lsoa01",614815.653043114
"25285","E01025285","lsoa01",251196.287685322
"25286","E01025286","lsoa01",4421116.8762273
"25287","E01025287","lsoa01",422332.604559767
"25288","E01025288","lsoa01",1826200.80986783
"25289","E01025289","lsoa01",374626.221642004
"25290","E01025290","lsoa01",265862.007456467
"25291","E01025291","lsoa01",268385.633676477
"25292","E01025292","lsoa01",389710.378262046
"25293","E01025293","lsoa01",353851.373210617
"25294","E01025294","lsoa01",146653.146588926
"25295","E01025295","lsoa01",431165.579863728
"25296","E01025296","lsoa01",322501.657891723
"25297","E01025297","lsoa01",256588.402947464
"25298","E01025298","lsoa01",192831.123833561
"25299","E01025299","lsoa01",309897.650223264
"25300","E01025300","lsoa01",790806.741733916
"25301","E01025301","lsoa01",177414.713619808
"25302","E01025302","lsoa01",248048.223285843
"25303","E01025303","lsoa01",991509.459076932
"25304","E01025304","lsoa01",505941.817977692
"25305","E01025305","lsoa01",185611.376243016
