"","zone","type","area"
"30518","E01030518","lsoa01",596306.331752467
"30519","E01030519","lsoa01",772732.794870102
"30520","E01030520","lsoa01",744455.173621207
"30521","E01030521","lsoa01",4849386.70353791
"30522","E01030522","lsoa01",523022.434700264
"30523","E01030523","lsoa01",612004.47433713
"30524","E01030524","lsoa01",10291042.7420176
"30525","E01030525","lsoa01",6223827.20998362
"30526","E01030526","lsoa01",676841.377180003
"30527","E01030527","lsoa01",15414803.5110464
"30528","E01030528","lsoa01",15860686.6469763
"30529","E01030529","lsoa01",12505900.3211862
"30530","E01030530","lsoa01",17146727.2035819
"30531","E01030531","lsoa01",14556370.7852478
"30532","E01030532","lsoa01",347880.201486539
"30533","E01030533","lsoa01",1005448.69605013
"30534","E01030534","lsoa01",1192235.51621191
"30535","E01030535","lsoa01",821539.181035464
"30536","E01030536","lsoa01",706465.576402299
"30537","E01030537","lsoa01",2192957.06419666
"30538","E01030538","lsoa01",295262.752039695
"30539","E01030539","lsoa01",750896.48900857
"30540","E01030540","lsoa01",3534580.44578417
"30541","E01030541","lsoa01",592029.927711525
"30542","E01030542","lsoa01",306722.577271062
"30543","E01030543","lsoa01",4533002.90050521
"30544","E01030544","lsoa01",11427257.3522364
"30545","E01030545","lsoa01",391172.648880417
"30546","E01030546","lsoa01",1109202.81754611
"30547","E01030547","lsoa01",324045.934429439
"30548","E01030548","lsoa01",4262194.70020163
"30549","E01030549","lsoa01",613850.920689771
"30550","E01030550","lsoa01",662018.194978112
"30551","E01030551","lsoa01",631599.30130245
"30552","E01030552","lsoa01",307662.902008733
"30553","E01030553","lsoa01",1027408.78029982
"30554","E01030554","lsoa01",5030723.47209147
"30555","E01030555","lsoa01",43655818.3171836
"30556","E01030556","lsoa01",11184677.1635887
"30557","E01030557","lsoa01",28864589.9123348
"30558","E01030558","lsoa01",9775441.77231333
"30559","E01030559","lsoa01",716207.885712872
"30560","E01030560","lsoa01",475018.618894337
"30561","E01030561","lsoa01",1028679.73438059
"30562","E01030562","lsoa01",361447.914036222
"30563","E01030563","lsoa01",1783132.54480476
"30564","E01030564","lsoa01",260566.389880495
"30565","E01030565","lsoa01",3381637.7695732
"30566","E01030566","lsoa01",950168.367143804
"30567","E01030567","lsoa01",8520246.7491873
"30568","E01030568","lsoa01",1084199.25760229
"30569","E01030569","lsoa01",4313289.91743588
"30570","E01030570","lsoa01",2329960.54927549
"30571","E01030571","lsoa01",2229282.62608599
"30572","E01030572","lsoa01",960906.599381058
"30573","E01030573","lsoa01",667088.690340815
"30574","E01030574","lsoa01",385620.32214265
"30575","E01030575","lsoa01",443912.240584339
"30576","E01030576","lsoa01",428178.720367171
"30577","E01030577","lsoa01",794079.735789453
"30578","E01030578","lsoa01",333753.09815011
"30579","E01030579","lsoa01",460364.952580116
"30580","E01030580","lsoa01",959581.358698035
"30581","E01030581","lsoa01",1806109.49434544
"30582","E01030582","lsoa01",236291.446121003
"30583","E01030583","lsoa01",2806158.81365339
"30584","E01030584","lsoa01",1283865.56642177
"30585","E01030585","lsoa01",439526.647611516
"30586","E01030586","lsoa01",515246.74588815
"30587","E01030587","lsoa01",339595.307165146
"30588","E01030588","lsoa01",392886.118255985
"30589","E01030589","lsoa01",2656420.91664704
"30590","E01030590","lsoa01",4743554.85317118
"30591","E01030591","lsoa01",2073132.08266869
"30592","E01030592","lsoa01",4620867.33467579
"30593","E01030593","lsoa01",653030.077954429
"30594","E01030594","lsoa01",552710.49277241
"30595","E01030595","lsoa01",423144.514721071
"30596","E01030596","lsoa01",550372.144792095
"30597","E01030597","lsoa01",215294.610790075
"30598","E01030598","lsoa01",7020990.69213617
"30599","E01030599","lsoa01",319047.858268074
"30600","E01030600","lsoa01",1020006.79433139
"30601","E01030601","lsoa01",632223.957443988
"30602","E01030602","lsoa01",387436.356316877
"30603","E01030603","lsoa01",424627.923863848
"30604","E01030604","lsoa01",992993.26143004
"30605","E01030605","lsoa01",419568.009612108
"30606","E01030606","lsoa01",695356.287989348
"30607","E01030607","lsoa01",1098861.37394002
"30608","E01030608","lsoa01",247095.582495837
"30609","E01030609","lsoa01",392645.453217092
"30610","E01030610","lsoa01",416516.981090422
"30611","E01030611","lsoa01",612919.150373871
"30612","E01030612","lsoa01",2011934.10930338
"30613","E01030613","lsoa01",322980.518101926
"30614","E01030614","lsoa01",530475.930500897
"30615","E01030615","lsoa01",206558.122771089
"30616","E01030616","lsoa01",577063.569903013
"30617","E01030617","lsoa01",391827.032488392
"30618","E01030618","lsoa01",299358.652219021
"30619","E01030619","lsoa01",291997.182594432
"30620","E01030620","lsoa01",1381831.12508104
"30621","E01030621","lsoa01",415113.451435464
"30622","E01030622","lsoa01",311686.904549547
"30623","E01030623","lsoa01",4710475.40523197
"30624","E01030624","lsoa01",604312.17318961
"30625","E01030625","lsoa01",3501077.27714763
"30626","E01030626","lsoa01",2083646.44970333
"30627","E01030627","lsoa01",397816.278931729
"30628","E01030628","lsoa01",12775617.4932065
"30629","E01030629","lsoa01",4034658.71249343
"30630","E01030630","lsoa01",460985.868769053
"30631","E01030631","lsoa01",756054.069642745
"30632","E01030632","lsoa01",3696667.53955212
"30633","E01030633","lsoa01",568193.910481405
"30634","E01030634","lsoa01",542195.739503449
"30635","E01030635","lsoa01",2276321.72721978
"30636","E01030636","lsoa01",424191.032315386
"30637","E01030637","lsoa01",994012.983444695
"30638","E01030638","lsoa01",617954.526159598
"30639","E01030639","lsoa01",9647453.6040503
"30640","E01030640","lsoa01",238095.423835648
"30641","E01030641","lsoa01",486863.381602587
"30642","E01030642","lsoa01",436901.036997346
"30643","E01030643","lsoa01",561160.234697643
"30644","E01030644","lsoa01",724430.462455533
"30645","E01030645","lsoa01",321356.386285596
"30646","E01030646","lsoa01",401321.409153953
"30647","E01030647","lsoa01",1510914.29045159
"30648","E01030648","lsoa01",469613.042548953
"30649","E01030649","lsoa01",875099.205555037
"30650","E01030650","lsoa01",378861.140189994
"30651","E01030651","lsoa01",920798.136165687
"30652","E01030652","lsoa01",435927.449500883
"30653","E01030653","lsoa01",402310.261690882
"30654","E01030654","lsoa01",1070583.2698045
"30655","E01030655","lsoa01",1150079.979154
"30656","E01030656","lsoa01",2088437.19683739
"30657","E01030657","lsoa01",421116.366795716
"30658","E01030658","lsoa01",2368191.70238925
"30659","E01030659","lsoa01",573324.096029579
"30660","E01030660","lsoa01",796660.02166601
"30661","E01030661","lsoa01",1157828.69385229
"30662","E01030662","lsoa01",1228999.42457378
"30663","E01030663","lsoa01",486827.589223947
"30664","E01030664","lsoa01",400564.357909309
"30665","E01030665","lsoa01",448769.896352538
"30666","E01030666","lsoa01",570991.167775202
"30667","E01030667","lsoa01",441576.829845029
"30668","E01030668","lsoa01",1305100.29681997
"30669","E01030669","lsoa01",298030.500534663
"30670","E01030670","lsoa01",593629.863703238
"30671","E01030671","lsoa01",846236.310010597
"30672","E01030672","lsoa01",1667646.64570582
"30673","E01030673","lsoa01",5742292.3244175
"30674","E01030674","lsoa01",320998.468051392
"30675","E01030675","lsoa01",300508.606906083
"30676","E01030676","lsoa01",334764.56448789
"30677","E01030677","lsoa01",8073037.01023879
"30678","E01030678","lsoa01",840990.034707598
"30679","E01030679","lsoa01",8220017.10005897
"30680","E01030680","lsoa01",1211550.83877145
"30681","E01030681","lsoa01",825713.64765113
"30682","E01030682","lsoa01",421707.796881504
"30683","E01030683","lsoa01",1705183.96274616
"30684","E01030684","lsoa01",622125.850807987
"30685","E01030685","lsoa01",4582698.7562975
"30686","E01030686","lsoa01",1643290.38939226
"30687","E01030687","lsoa01",1612154.62609307
"30688","E01030688","lsoa01",721845.1230647
"30689","E01030689","lsoa01",1271998.61165445
"30690","E01030690","lsoa01",1883280.43390115
"30691","E01030691","lsoa01",2275495.37301662
"30692","E01030692","lsoa01",9360603.68698495
"30693","E01030693","lsoa01",351844.746637784
"30694","E01030694","lsoa01",286262.242019831
"30695","E01030695","lsoa01",1025314.58502954
"30696","E01030696","lsoa01",780587.178413554
"30697","E01030697","lsoa01",244988.416102271
"30698","E01030698","lsoa01",271128.104891991
"30699","E01030699","lsoa01",434759.313596563
"30700","E01030700","lsoa01",312376.896886009
"30701","E01030701","lsoa01",276647.840910336
"30702","E01030702","lsoa01",169984.756747832
"30703","E01030703","lsoa01",481493.670366497
"30704","E01030704","lsoa01",287454.211552882
"30705","E01030705","lsoa01",703318.433551394
"30706","E01030706","lsoa01",261638.472067848
"30707","E01030707","lsoa01",695014.753670941
"30708","E01030708","lsoa01",286784.764666753
"30709","E01030709","lsoa01",989527.187827083
"30710","E01030710","lsoa01",248823.383541547
"30711","E01030711","lsoa01",295598.054081672
"30712","E01030712","lsoa01",342206.446917056
"30713","E01030713","lsoa01",184892.52614878
"30714","E01030714","lsoa01",556079.407509831
"30715","E01030715","lsoa01",244633.026583607
"30716","E01030716","lsoa01",212882.252804042
"30717","E01030717","lsoa01",918040.634286932
"30718","E01030718","lsoa01",426197.530892484
"30719","E01030719","lsoa01",1283083.46510827
"30720","E01030720","lsoa01",917475.010578925
"30721","E01030721","lsoa01",7069729.49989597
"30722","E01030722","lsoa01",1283232.27583306
"30723","E01030723","lsoa01",1011681.40947284
"30724","E01030724","lsoa01",568434.498080098
"30725","E01030725","lsoa01",766649.85197913
"30726","E01030726","lsoa01",405216.481867502
"30727","E01030727","lsoa01",345938.923632039
"30728","E01030728","lsoa01",701376.003181002
"30729","E01030729","lsoa01",712852.204759218
"30730","E01030730","lsoa01",2896085.82095639
"30731","E01030731","lsoa01",435141.512650383
"30732","E01030732","lsoa01",1552768.03459213
"30733","E01030733","lsoa01",514886.16616321
"30734","E01030734","lsoa01",947511.753945762
"30735","E01030735","lsoa01",5047278.08680431
"30736","E01030736","lsoa01",692409.638875373
"30737","E01030737","lsoa01",420598.078563684
"30738","E01030738","lsoa01",380465.77716197
"30739","E01030739","lsoa01",352836.315706671
"30740","E01030740","lsoa01",356213.237154633
"30741","E01030741","lsoa01",308861.730372171
"30742","E01030742","lsoa01",294052.122899033
"30743","E01030743","lsoa01",600886.739727466
"30744","E01030744","lsoa01",340145.58439268
"30745","E01030745","lsoa01",2093814.02720212
"30746","E01030746","lsoa01",559601.881854508
"30747","E01030747","lsoa01",4050841.72792043
"30748","E01030748","lsoa01",425506.717399748
"30749","E01030749","lsoa01",478745.243168435
"30750","E01030750","lsoa01",249351.042937822
"30751","E01030751","lsoa01",237026.115166126
"30752","E01030752","lsoa01",354008.778523314
"30753","E01030753","lsoa01",600864.431984928
"30754","E01030754","lsoa01",592015.048803039
"30755","E01030755","lsoa01",1894962.20482862
"30756","E01030756","lsoa01",571666.21478064
"30757","E01030757","lsoa01",898370.605810019
"30758","E01030758","lsoa01",3507432.42788266
"30759","E01030759","lsoa01",676121.796475953
"30760","E01030760","lsoa01",3569677.11959343
"30761","E01030761","lsoa01",2632392.47331516
"30762","E01030762","lsoa01",1026267.10987884
"30763","E01030763","lsoa01",16061836.210235
"30764","E01030764","lsoa01",6628961.71182094
"30765","E01030765","lsoa01",436588.669547753
"30766","E01030766","lsoa01",774201.196801346
"30767","E01030767","lsoa01",312281.977822
"30768","E01030768","lsoa01",566449.998825782
"30769","E01030769","lsoa01",485069.221226644
"30770","E01030770","lsoa01",650431.632897746
"30771","E01030771","lsoa01",273221.386146679
"30772","E01030772","lsoa01",675120.266176105
"30773","E01030773","lsoa01",744921.51556492
"30774","E01030774","lsoa01",341311.31156508
"30775","E01030775","lsoa01",571001.630633576
"30776","E01030776","lsoa01",520468.110491316
"30777","E01030777","lsoa01",334296.528821608
"30778","E01030778","lsoa01",453650.726845068
"30779","E01030779","lsoa01",511823.789441359
"30780","E01030780","lsoa01",1913639.14672749
"30781","E01030781","lsoa01",1311494.73349757
"30782","E01030782","lsoa01",814723.881014516
"30783","E01030783","lsoa01",2413065.35391838
"30784","E01030784","lsoa01",5881557.87901127
"30785","E01030785","lsoa01",1035772.54405754
"30786","E01030786","lsoa01",1680319.92382958
"30787","E01030787","lsoa01",753044.54865659
"30788","E01030788","lsoa01",608874.598154842
"30789","E01030789","lsoa01",1055474.1315916
"30790","E01030790","lsoa01",414688.720001923
"30791","E01030791","lsoa01",462978.998567125
"30792","E01030792","lsoa01",794250.001792353
"30793","E01030793","lsoa01",1195730.31798242
"30794","E01030794","lsoa01",290729.366953529
"30795","E01030795","lsoa01",532391.294738342
"30796","E01030796","lsoa01",568668.540981547
"30797","E01030797","lsoa01",527170.757943435
"30798","E01030798","lsoa01",752070.673581112
"30799","E01030799","lsoa01",618341.227477788
"30800","E01030800","lsoa01",1144100.3470101
"30801","E01030801","lsoa01",889088.449665634
"30802","E01030802","lsoa01",593539.499165676
"30803","E01030803","lsoa01",731535.213365558
"30804","E01030804","lsoa01",789885.659114583
"30805","E01030805","lsoa01",593926.188304591
"30806","E01030806","lsoa01",2968730.45162564
"30807","E01030807","lsoa01",3234504.40147652
"30808","E01030808","lsoa01",8320130.10275006
"30809","E01030809","lsoa01",2600655.07907719
"30810","E01030810","lsoa01",2435959.83599733
"30811","E01030811","lsoa01",4517088.02011759
"30812","E01030812","lsoa01",14586861.8573812
"30813","E01030813","lsoa01",5757070.94111251
"30814","E01030814","lsoa01",7938951.78010783
"30815","E01030815","lsoa01",8855520.73961802
"30816","E01030816","lsoa01",16286420.5743091
"30817","E01030817","lsoa01",7889191.27541175
"30818","E01030818","lsoa01",279453.955341933
"30819","E01030819","lsoa01",8309019.78866646
"30820","E01030820","lsoa01",4724220.78694247
"30821","E01030821","lsoa01",11596477.39504
"30822","E01030822","lsoa01",19177700.1639053
"30823","E01030823","lsoa01",8485346.1994454
"30824","E01030824","lsoa01",691614.604777644
"30825","E01030825","lsoa01",5790095.98953849
"30826","E01030826","lsoa01",706652.361589749
"30827","E01030827","lsoa01",10876409.3822814
"30828","E01030828","lsoa01",3385095.5618527
"30829","E01030829","lsoa01",512258.646245908
"30830","E01030830","lsoa01",722216.553559039
"30831","E01030831","lsoa01",5283354.59578231
"30832","E01030832","lsoa01",13257207.535601
"30833","E01030833","lsoa01",2409998.7129531
"30834","E01030834","lsoa01",11559389.125991
"30835","E01030835","lsoa01",880390.546596598
"30836","E01030836","lsoa01",529277.72676772
"30837","E01030837","lsoa01",4316697.99154287
"30838","E01030838","lsoa01",11633037.2958769
"30839","E01030839","lsoa01",1232894.53287964
"30840","E01030840","lsoa01",307294.658033675
"30841","E01030841","lsoa01",821449.686577043
"30842","E01030842","lsoa01",710008.005789237
"30843","E01030843","lsoa01",6574655.23890267
"30844","E01030844","lsoa01",422227.130368964
"30845","E01030845","lsoa01",184137.544792082
"30846","E01030846","lsoa01",662201.729263464
"30847","E01030847","lsoa01",937728.793087775
"30848","E01030848","lsoa01",476357.057723725
"30849","E01030849","lsoa01",13363542.7187899
"30850","E01030850","lsoa01",641410.108951794
"30851","E01030851","lsoa01",621446.669424991
"30852","E01030852","lsoa01",15643150.7497477
"30853","E01030853","lsoa01",787423.960573059
"30854","E01030854","lsoa01",1635731.50198474
"30855","E01030855","lsoa01",1145797.67005834
"30856","E01030856","lsoa01",1709332.35875526
"30857","E01030857","lsoa01",430791.74171085
"30858","E01030858","lsoa01",408450.833107358
"30859","E01030859","lsoa01",1595599.02097226
"30860","E01030860","lsoa01",570521.934193525
"30861","E01030861","lsoa01",10873275.3872165
"30862","E01030862","lsoa01",31392776.4118674
"30863","E01030863","lsoa01",6552143.61026256
"30864","E01030864","lsoa01",26439093.6203011
"30865","E01030865","lsoa01",6353979.28961616
"30866","E01030866","lsoa01",1247465.69278133
"30867","E01030867","lsoa01",27126140.6006126
"30868","E01030868","lsoa01",2260916.45657907
"30869","E01030869","lsoa01",14855254.7957567
"30870","E01030870","lsoa01",1458076.12985634
"30871","E01030871","lsoa01",2698246.87985654
"30872","E01030872","lsoa01",489039.951776413
"30873","E01030873","lsoa01",436742.103574535
"30874","E01030874","lsoa01",3343749.84998352
"30875","E01030875","lsoa01",2829459.05741577
"30876","E01030876","lsoa01",6438417.459081
"30877","E01030877","lsoa01",8340863.7759603
"30878","E01030878","lsoa01",8028416.12086275
"30879","E01030879","lsoa01",31299614.7830159
"30880","E01030880","lsoa01",16366000.2114588
"30881","E01030881","lsoa01",3088309.83406865
"30882","E01030882","lsoa01",766244.742182203
"30883","E01030883","lsoa01",2284738.28513692
"30884","E01030884","lsoa01",531599.422452821
"30885","E01030885","lsoa01",1645725.81644469
"30886","E01030886","lsoa01",5951462.19649212
"30887","E01030887","lsoa01",435862.225267909
"30888","E01030888","lsoa01",557038.580477438
"30889","E01030889","lsoa01",456298.483551043
"30890","E01030890","lsoa01",591522.101394884
"30891","E01030891","lsoa01",413332.967155651
"30892","E01030892","lsoa01",325353.435860285
"30893","E01030893","lsoa01",820821.726838804
"30894","E01030894","lsoa01",4723787.87462694
"30895","E01030895","lsoa01",431593.588599243
"30896","E01030896","lsoa01",249114.349321543
"30897","E01030897","lsoa01",462629.622255531
"30898","E01030898","lsoa01",719045.031398942
"30899","E01030899","lsoa01",1092974.66998213
"30900","E01030900","lsoa01",2290564.28834446
"30901","E01030901","lsoa01",198635.448484059
"30902","E01030902","lsoa01",1365376.2720394
"30903","E01030903","lsoa01",1866755.67219671
"30904","E01030904","lsoa01",567030.140757396
"30905","E01030905","lsoa01",1364161.51522383
"30906","E01030906","lsoa01",1285544.32184352
"30907","E01030907","lsoa01",2041450.63499886
"30908","E01030908","lsoa01",20147970.7555745
"30909","E01030909","lsoa01",8650787.65613271
"30910","E01030910","lsoa01",4678476.2134472
"30911","E01030911","lsoa01",431450.906630763
"30912","E01030912","lsoa01",473408.5425664
"30913","E01030913","lsoa01",246383.260036662
"30914","E01030914","lsoa01",901817.6563645
"30915","E01030915","lsoa01",842046.254316322
"30916","E01030916","lsoa01",773607.446116345
"30917","E01030917","lsoa01",872773.634407168
"30918","E01030918","lsoa01",383262.856779478
"30919","E01030919","lsoa01",982301.24821349
"30920","E01030920","lsoa01",634891.625188904
"30921","E01030921","lsoa01",614597.021094796
"30922","E01030922","lsoa01",530830.18122162
"30923","E01030923","lsoa01",623568.651123498
"30924","E01030924","lsoa01",478932.442175502
"30925","E01030925","lsoa01",894944.14575263
"30926","E01030926","lsoa01",660181.424187116
"30927","E01030927","lsoa01",426786.5084888
"30928","E01030928","lsoa01",631458.690255569
"30929","E01030929","lsoa01",4779654.27828545
"30930","E01030930","lsoa01",3873504.99667131
"30931","E01030931","lsoa01",1353106.43453294
"30932","E01030932","lsoa01",3355758.81604763
"30933","E01030933","lsoa01",1361068.09734392
"30934","E01030934","lsoa01",2340508.8584522
"30935","E01030935","lsoa01",2317619.930936
"30936","E01030936","lsoa01",2164128.25623039
"30937","E01030937","lsoa01",5096423.34881525
"30938","E01030938","lsoa01",2073264.38181702
"30939","E01030939","lsoa01",1359180.53834223
"30940","E01030940","lsoa01",16851549.5862537
"30941","E01030941","lsoa01",5026350.89340015
"30942","E01030942","lsoa01",13400827.6337735
"30943","E01030943","lsoa01",460792.169238769
"30944","E01030944","lsoa01",6090855.95317661
"30945","E01030945","lsoa01",1302143.98885496
"30946","E01030946","lsoa01",729820.677662633
"30947","E01030947","lsoa01",656467.055777522
"30948","E01030948","lsoa01",302958.727076503
"30949","E01030949","lsoa01",613719.636449977
"30950","E01030950","lsoa01",550078.132039429
"30951","E01030951","lsoa01",412522.464920725
"30952","E01030952","lsoa01",139335.44951655
"30953","E01030953","lsoa01",317970.878942527
"30954","E01030954","lsoa01",643009.660006841
"30955","E01030955","lsoa01",279527.51250478
"30956","E01030956","lsoa01",250901.961172152
"30957","E01030957","lsoa01",152375.500867129
"30958","E01030958","lsoa01",214545.299147113
"30959","E01030959","lsoa01",173147.153708642
"30960","E01030960","lsoa01",375075.794468386
"30961","E01030961","lsoa01",494669.188903081
"30962","E01030962","lsoa01",275055.174967261
"30963","E01030963","lsoa01",1096832.68066827
"30964","E01030964","lsoa01",1677748.32989845
"30965","E01030965","lsoa01",3865233.97003472
"30966","E01030966","lsoa01",376458.305558514
"30967","E01030967","lsoa01",3020766.46476632
"30968","E01030968","lsoa01",444659.351677182
"30969","E01030969","lsoa01",363185.974630238
"30970","E01030970","lsoa01",265124.441019114
"30971","E01030971","lsoa01",681902.89116578
"30972","E01030972","lsoa01",702226.344032117
"30973","E01030973","lsoa01",1080694.94967228
"30974","E01030974","lsoa01",269089.023201462
"30975","E01030975","lsoa01",2290711.09696342
"30976","E01030976","lsoa01",238589.426603986
"30977","E01030977","lsoa01",516095.565139551
"30978","E01030978","lsoa01",494447.520746401
"30979","E01030979","lsoa01",481610.879334353
"30980","E01030980","lsoa01",164222.791660498
"30981","E01030981","lsoa01",226875.297636692
"30982","E01030982","lsoa01",314423.740403215
"30983","E01030983","lsoa01",199549.95024117
"30984","E01030984","lsoa01",499321.683877598
"30985","E01030985","lsoa01",308689.376731222
"30986","E01030986","lsoa01",1437289.23776794
"30987","E01030987","lsoa01",8779079.83662095
"30988","E01030988","lsoa01",588806.01878811
"30989","E01030989","lsoa01",556247.857448483
"30990","E01030990","lsoa01",2217768.73173739
"30991","E01030991","lsoa01",335595.387885998
"30992","E01030992","lsoa01",484397.193527382
"30993","E01030993","lsoa01",284400.124368589
"30994","E01030994","lsoa01",2024080.01872743
"30995","E01030995","lsoa01",217023.257553596
"30996","E01030996","lsoa01",944115.014228172
"30997","E01030997","lsoa01",4308615.00470684
"30998","E01030998","lsoa01",893621.880808031
"30999","E01030999","lsoa01",1134415.3385852
"31000","E01031000","lsoa01",1746852.76276253
"31001","E01031001","lsoa01",583349.917918264
"31002","E01031002","lsoa01",1076324.02587895
"31003","E01031003","lsoa01",1835548.85564031
"31004","E01031004","lsoa01",599135.952590511
"31005","E01031005","lsoa01",5561010.22233153
"31006","E01031006","lsoa01",1454092.55792993
"31007","E01031007","lsoa01",13041430.6224217
"31008","E01031008","lsoa01",6751080.77141755
"31009","E01031009","lsoa01",741898.425824146
"31010","E01031010","lsoa01",337865.786616272
"31011","E01031011","lsoa01",1450494.89269995
"31012","E01031012","lsoa01",1152341.34944589
"31013","E01031013","lsoa01",368341.091743333
"31014","E01031014","lsoa01",2969818.27868229
"31015","E01031015","lsoa01",5373051.47352886
"31016","E01031016","lsoa01",4238070.6919924
"31017","E01031017","lsoa01",9113279.35981797
"31018","E01031018","lsoa01",15684839.1296337
"31019","E01031019","lsoa01",4515426.67331678
"31020","E01031020","lsoa01",1951910.93678813
"31021","E01031021","lsoa01",1159001.74638802
"31022","E01031022","lsoa01",7164760.75026288
"31023","E01031023","lsoa01",17343390.6723541
"31024","E01031024","lsoa01",29230247.2225885
"31025","E01031025","lsoa01",8026464.03729976
"31026","E01031026","lsoa01",676902.830051822
"31027","E01031027","lsoa01",21101302.061026
"31028","E01031028","lsoa01",49236647.5896786
"31029","E01031029","lsoa01",1420073.45914585
"31030","E01031030","lsoa01",7813108.92582404
"31031","E01031031","lsoa01",17538238.7341856
"31032","E01031032","lsoa01",3084172.35887834
"31033","E01031033","lsoa01",916211.880562379
"31034","E01031034","lsoa01",2463587.5575415
"31035","E01031035","lsoa01",13685786.2283102
"31036","E01031036","lsoa01",17705345.5511717
"31037","E01031037","lsoa01",3507399.18687069
"31038","E01031038","lsoa01",1876419.89147997
"31039","E01031039","lsoa01",355059.429308162
"31040","E01031040","lsoa01",2741251.79681597
"31041","E01031041","lsoa01",1145335.8054425
"31042","E01031042","lsoa01",1374642.77073414
"31043","E01031043","lsoa01",689804.486511197
"31044","E01031044","lsoa01",510662.990940109
"31045","E01031045","lsoa01",390157.786877867
"31046","E01031046","lsoa01",228432.083679378
"31047","E01031047","lsoa01",170819.723208533
"31048","E01031048","lsoa01",196902.567490436
"31049","E01031049","lsoa01",825448.251956066
"31050","E01031050","lsoa01",10708333.5629185
"31051","E01031051","lsoa01",208071.049016818
"31052","E01031052","lsoa01",246271.835606083
"31053","E01031053","lsoa01",324086.13399009
"31054","E01031054","lsoa01",383931.003833102
"31055","E01031055","lsoa01",266830.509907436
"31056","E01031056","lsoa01",719906.467027782
"31057","E01031057","lsoa01",527776.502085091
"31058","E01031058","lsoa01",330504.802919552
"31059","E01031059","lsoa01",436284.995601321
"31060","E01031060","lsoa01",236026.275691275
"31061","E01031061","lsoa01",250893.172276583
"31062","E01031062","lsoa01",207845.871259664
"31063","E01031063","lsoa01",224848.404379204
"31064","E01031064","lsoa01",417957.52115161
"31065","E01031065","lsoa01",467331.843263379
"31066","E01031066","lsoa01",264256.323991408
"31067","E01031067","lsoa01",433602.288385301
"31068","E01031068","lsoa01",2653730.07728554
"31069","E01031069","lsoa01",3037064.2029999
"31070","E01031070","lsoa01",7580578.69460552
"31071","E01031071","lsoa01",308437.382674845
"31072","E01031072","lsoa01",337353.882102861
"31073","E01031073","lsoa01",802964.844973262
"31074","E01031074","lsoa01",293281.015048593
"31075","E01031075","lsoa01",1109036.82425982
"31076","E01031076","lsoa01",2035949.49601123
"31077","E01031077","lsoa01",692163.355276944
"31078","E01031078","lsoa01",1722893.39892203
"31079","E01031079","lsoa01",410168.109826375
"31080","E01031080","lsoa01",727250.175163223
"31081","E01031081","lsoa01",397870.156947531
"31082","E01031082","lsoa01",360710.209110343
"31083","E01031083","lsoa01",2993406.97723599
"31084","E01031084","lsoa01",572191.147701341
"31085","E01031085","lsoa01",250405.770375431
"31086","E01031086","lsoa01",1640659.63543634
"31087","E01031087","lsoa01",416601.53831419
"31088","E01031088","lsoa01",548996.345463559
"31089","E01031089","lsoa01",790074.254095992
"31090","E01031090","lsoa01",1073983.45515622
"31091","E01031091","lsoa01",354145.181811507
"31092","E01031092","lsoa01",257831.965333117
"31093","E01031093","lsoa01",193458.994340904
"31094","E01031094","lsoa01",149890.031940159
"31095","E01031095","lsoa01",412578.452900118
"31096","E01031096","lsoa01",441328.726228414
"31097","E01031097","lsoa01",701393.491489328
"31098","E01031098","lsoa01",479251.451083058
"31099","E01031099","lsoa01",1179131.85545877
"31100","E01031100","lsoa01",525776.629102965
"31101","E01031101","lsoa01",350917.873280516
"31102","E01031102","lsoa01",668868.67489216
"31103","E01031103","lsoa01",2397494.98591394
"31104","E01031104","lsoa01",590827.681865283
"31105","E01031105","lsoa01",345983.689708136
"31106","E01031106","lsoa01",537127.062219223
"31107","E01031107","lsoa01",118948.783081427
"31108","E01031108","lsoa01",3162483.86551229
"31109","E01031109","lsoa01",324778.774041312
"31110","E01031110","lsoa01",1402423.20418697
"31111","E01031111","lsoa01",711806.007544404
"31112","E01031112","lsoa01",528947.612924784
"31113","E01031113","lsoa01",2930723.26828261
"31114","E01031114","lsoa01",544048.498523759
"31115","E01031115","lsoa01",221868.404633837
"31116","E01031116","lsoa01",860042.998534788
"31117","E01031117","lsoa01",622658.877962304
"31118","E01031118","lsoa01",1649437.71964644
"31119","E01031119","lsoa01",347733.940587382
"31120","E01031120","lsoa01",965338.098453987
"31121","E01031121","lsoa01",608346.495479094
"31122","E01031122","lsoa01",298702.408077398
"31123","E01031123","lsoa01",2896404.5773958
"31124","E01031124","lsoa01",752500.093156483
"31125","E01031125","lsoa01",286856.515334613
"31126","E01031126","lsoa01",1680630.33349999
"31127","E01031127","lsoa01",330689.889763955
"31128","E01031128","lsoa01",36753104.7751465
"31129","E01031129","lsoa01",2614423.88608884
"31130","E01031130","lsoa01",721584.307918143
"31131","E01031131","lsoa01",141725.836389503
"31132","E01031132","lsoa01",273401.05044856
"31133","E01031133","lsoa01",758954.302962234
"31134","E01031134","lsoa01",643848.663073658
"31135","E01031135","lsoa01",535536.082783958
"31136","E01031136","lsoa01",445121.699119159
"31137","E01031137","lsoa01",264023.531484597
"31138","E01031138","lsoa01",230903.58546935
"31139","E01031139","lsoa01",343122.485050586
"31140","E01031140","lsoa01",231754.294795671
"31141","E01031141","lsoa01",1790025.92124446
"31142","E01031142","lsoa01",485261.67227777
