"zone","type","year2004","year2006","year2007","year2009","year2010","year2012","year2015","year2016"
"E01017613","lsoa01",13.76198,11.78977,11.01368,10.7598,10.90338,10.81095,9.623286,10.05646
"E01017614","lsoa01",13.84173,11.79342,10.89601,10.61161,10.79285,10.84742,9.482616,9.798752
"E01017615","lsoa01",13.59063,11.6761703448276,10.8884017241379,10.8113362068966,11.0386348275862,11.1964875862069,9.2559595862069,9.88356837931035
"E01017616","lsoa01",14.00630625,12.22497,11.2318079166667,11.4275858333333,11.36997875,11.7087670833333,9.52672529166667,10.1619549166667
"E01017617","lsoa01",14.83378,12.70819,11.51092,11.31272,11.34358,11.27009,8.886343,10.36024
"E01017618","lsoa01",14.113965,12.217245,11.11354,11.00063,11.099575,11.339425,9.156509,10.0084025
"E01017619","lsoa01",14.47473,12.601,11.09326,11.11558,11.16597,11.57019,9.365626,10.13263
"E01017620","lsoa01",14.386872,12.403246,11.2963365,11.725729,11.928577,12.129826,9.94522685,10.3091711
"E01017621","lsoa01",13.6306,11.83394,11.11195,10.95042,11.13414,11.03007,9.694871,10.09973
"E01017622","lsoa01",13.59279,11.82054,10.98654,10.97616,11.15827,11.38093,9.486401,10.0388
"E01017623","lsoa01",17.56962,13.7273,11.6646,11.5101,11.88561,11.46876,9.041512,10.45197
"E01017624","lsoa01",16.91663,13.28962,11.40713,11.13695,11.46867,11.24764,8.91306,10.16616
"E01017625","lsoa01",16.90793,13.22624,11.12072,10.7838,11.1483,10.86878,8.651411,9.900167
"E01017626","lsoa01",16.91663,13.28962,11.40713,11.13695,11.46867,11.24764,8.91306,10.16616
"E01017627","lsoa01",13.2225871428571,11.1789142857143,10.6588957142857,10.2601,10.4534971428571,10.2910528571429,8.31797957142857,9.409118
"E01017628","lsoa01",13.407555,11.2889925,10.737745,10.600585,10.84283,10.72283,8.76256625,9.861242
"E01017629","lsoa01",13.322369,11.251404,10.731832,10.535693,10.756088,10.75033,8.7401027,9.6822071
"E01017630","lsoa01",13.3279375,11.25467,10.6916725,10.447495,10.6250175,10.5755575,8.6215365,9.7502325
"E01017631","lsoa01",13.339005,11.1853525,10.6498825,10.57646,10.8552825,10.7866175,8.75724075,9.66294425
"E01017632","lsoa01",13.4241857142857,11.3248857142857,10.7755257142857,10.6466257142857,10.8431528571429,10.8899157142857,8.84215942857143,9.99128457142857
"E01017633","lsoa01",15.08762,12.47386,11.55429,11.83276,12.44741,11.67368,9.923302,10.67436
"E01017634","lsoa01",15.11444,12.38298,11.54173,11.66331,12.15587,11.49382,9.6896,10.65512
"E01017635","lsoa01",14.33881,11.84729,11.15096,10.92576,11.2996,10.81501,8.873788,10.72023
"E01017636","lsoa01",13.87113,11.56979,10.84529,10.58153,10.87492,10.52817,8.505724,10.11548
"E01017637","lsoa01",15.11444,12.38298,11.54173,11.66331,12.15587,11.49382,9.6896,10.65512
"E01017638","lsoa01",14.33881,11.84729,11.15096,10.92576,11.2996,10.81501,8.873788,10.72023
"E01017639","lsoa01",14.41949,11.942545,11.25546,11.085575,11.442615,10.96179,8.9882585,10.79132
"E01017640","lsoa01",13.90779,11.64505,11.04193,10.82084,11.06826,10.70708,8.652777,10.15865
"E01017641","lsoa01",13.14636,11.2560325,10.682585,10.5600133333333,10.6862275,10.6671625,8.73038116666667,9.71563366666667
"E01017642","lsoa01",12.9876844,10.9538208,10.4654452,10.7641692,11.0002036,10.8763432,8.774617,9.16624892
"E01017643","lsoa01",12.864065,10.8795113636364,10.3935040909091,10.5874240909091,10.8351386363636,10.70978,8.64626695454545,9.12045918181818
"E01017644","lsoa01",13.13602,11.32647,10.68567,11.03373,11.34849,11.10861,9.619541,10.45579
"E01017645","lsoa01",13.14228,11.27336,10.5722,10.83587,11.28712,10.94897,9.715339,10.19332
"E01017646","lsoa01",12.837415,11.13453,10.41749,10.65211,10.993725,11.03758,9.53474,9.8927965
"E01017647","lsoa01",12.88971,11.22361,10.54972,10.79638,11.03757,11.08929,9.505548,10.26301
"E01017648","lsoa01",12.7568,11.1082233333333,10.4684766666667,10.55986,10.8623933333333,10.6649133333333,8.90662366666667,9.53591233333333
"E01017649","lsoa01",13.016495,11.20583,10.523005,10.682515,11.08383,10.79028,9.275213,9.8133725
"E01017650","lsoa01",13.00684,11.25666,11.07381,11.57128,12.81257,10.89591,9.046058,9.673245
"E01017651","lsoa01",13.1670871428571,11.3065485714286,10.7147942857143,10.4974114285714,10.6669614285714,10.8407857142857,8.95263914285714,9.70715828571429
"E01017652","lsoa01",13.1263509090909,11.2555309090909,10.6520372727273,10.4744118181818,10.6579772727273,10.83868,8.90819481818182,9.69840627272727
"E01017653","lsoa01",14.60995,12.17793,11.51666,11.66728,12.4064,12.46716,9.755596,10.9806
"E01017654","lsoa01",14.60995,12.17793,11.51666,11.66728,12.4064,12.46716,9.755596,10.9806
"E01017655","lsoa01",13.786,11.72816,11.02474,10.82201,11.37206,10.87843,9.380905,10.17038
"E01017656","lsoa01",14.60995,12.17793,11.51666,11.66728,12.4064,12.46716,9.755596,10.9806
"E01017657","lsoa01",13.255664,11.375179,10.779388,10.491961,10.68267,10.777219,8.752306,9.6586364
"E01017658","lsoa01",13.131325,11.305613,10.718497,10.547845,10.727007,10.968978,8.9381228,9.7354675
"E01017659","lsoa01",14.91053,12.19327,11.58446,11.71208,12.08148,11.54535,9.95184,10.86006
"E01017660","lsoa01",14.00371,11.75968,10.93231,10.89901,10.981,10.90012,8.970486,10.29774
"E01017661","lsoa01",14.91053,12.19327,11.58446,11.71208,12.08148,11.54535,9.95184,10.86006
"E01017662","lsoa01",14.91053,12.19327,11.58446,11.71208,12.08148,11.54535,9.95184,10.86006
"E01017663","lsoa01",15.00874,12.31409,11.94882,12.25175,12.92844,11.86732,10.33839,10.91242
"E01017664","lsoa01",13.58983,11.51015,10.753665,10.723435,10.78954,10.834815,8.8391265,9.9657035
"E01017665","lsoa01",15.00874,12.31409,11.94882,12.25175,12.92844,11.86732,10.33839,10.91242
"E01017666","lsoa01",15.00874,12.31409,11.94882,12.25175,12.92844,11.86732,10.33839,10.91242
"E01017667","lsoa01",14.16845,11.73098,10.84642,10.98505,11.10882,11.11787,9.013543,10.09914
"E01017668","lsoa01",15.00874,12.31409,11.94882,12.25175,12.92844,11.86732,10.33839,10.91242
"E01017669","lsoa01",13.3518555,11.352381,10.5927175,10.5213805,10.8045405,10.7482685,8.7703706,9.71720115
"E01017670","lsoa01",13.2535080952381,11.3405452380952,10.5964180952381,10.5322876190476,10.731900952381,10.7727004761905,8.78053380952381,9.6103020952381
"E01017671","lsoa01",12.7486946153846,11.1042746153846,10.3820103846154,10.3248288461538,10.6572553846154,10.5909607692308,8.74288792307692,9.52370088461539
"E01017672","lsoa01",12.6469959090909,11.0684259090909,10.3879336363636,10.2554113636364,10.5748831818182,10.4416604545455,8.61862781818182,9.41550272727273
"E01017673","lsoa01",12.636014,10.824863,10.2942475,10.347657,10.6190505,10.500339,8.56989615,9.10229215
"E01017674","lsoa01",12.5208417647059,10.7529338235294,10.2588302941176,10.2377885294118,10.5220173529412,10.3487042058824,8.32497485294118,9.05010244117647
"E01017675","lsoa01",12.90835,10.95257,10.532575,10.729205,10.986355,11.049425,9.160949,9.6314035
"E01017676","lsoa01",12.7129527586207,10.8664848275862,10.3902065517241,10.29741,10.5323848275862,10.286929,8.343517,9.14365144827586
"E01017677","lsoa01",12.90647,10.9448,10.527675,10.714385,10.93863,10.995965,9.118662,9.582866
"E01017678","lsoa01",13.0143453846154,11.1488361538462,10.5289169230769,10.5617361538462,10.9636861538462,10.9340592307692,8.82529076923077,9.62652592307692
"E01017679","lsoa01",12.7092975,10.910635,10.421125,10.3099425,10.5850225,10.3813725,8.44470525,9.268736
"E01017680","lsoa01",12.78956,10.90259,10.440295,10.4343,10.62744,10.581505,8.710468,9.370626
"E01017681","lsoa01",12.856437,10.8398,10.356136,10.398778,10.613244,10.424493,8.4580773,9.0696553
"E01017682","lsoa01",12.87774,10.7940266666667,10.34651,10.3838733333333,10.64135,10.3855866666667,8.493338,9.10077933333333
"E01017683","lsoa01",12.9668946666667,10.911108,10.4347793333333,10.5897593333333,10.8217086666667,10.703252,8.601333,9.0548854
"E01017684","lsoa01",12.5702022222222,10.8149966666667,10.3099288888889,10.2297688888889,10.4480844444444,10.3294633333333,8.38100933333333,9.09710888888889
"E01017685","lsoa01",12.4465522222222,10.9461985185185,10.1941448148148,10.2082562962963,10.4762518518519,10.3956266666667,8.79620774074074,9.32194885185185
"E01017686","lsoa01",12.5066748648649,11.0453262162162,10.2824862162162,10.2279689189189,10.4942121621622,10.4016967567568,8.68828237837838,9.37268335135135
"E01017687","lsoa01",14.61069,12.0177,11.23226,11.1063,11.4348,10.92024,9.557034,10.86295
"E01017688","lsoa01",14.61069,12.0177,11.23226,11.1063,11.4348,10.92024,9.557034,10.86295
"E01017689","lsoa01",14.33881,11.84729,11.15096,10.92576,11.2996,10.81501,8.873788,10.72023
"E01017690","lsoa01",13.75002,11.5284,10.86263,10.79947,11.1651,10.82608,8.98771,10.24709
"E01017691","lsoa01",13.75144,11.49229,10.86226,10.84574,11.19951,11.01388,9.107365,10.32847
"E01017692","lsoa01",14.61069,12.0177,11.23226,11.1063,11.4348,10.92024,9.557034,10.86295
"E01017693","lsoa01",12.553354,10.8395766666667,10.2491006666667,10.30089,10.5542393333333,10.4459486666667,8.51907693333333,9.08519693333333
"E01017694","lsoa01",12.4462535483871,10.8007574193548,10.2025458064516,10.2265609677419,10.4994577419355,10.4320505483871,8.574852,9.183165
"E01017695","lsoa01",13.25215,11.281845,10.5291075,10.4610375,10.8085925,10.688955,8.72073275,9.8561825
"E01017696","lsoa01",13.0342923529412,11.1201458823529,10.4357570588235,10.3629970588235,10.6735688235294,10.6213247058824,8.60032229411765,9.58752276470588
"E01017697","lsoa01",14.24223,11.86825,11.26084,11.01233,11.22476,10.89096,9.47265,10.32667
"E01017698","lsoa01",14.24223,11.86825,11.26084,11.01233,11.22476,10.89096,9.47265,10.32667
"E01017699","lsoa01",14.91053,12.19327,11.58446,11.71208,12.08148,11.54535,9.95184,10.86006
"E01017700","lsoa01",13.90779,11.64505,11.04193,10.82084,11.06826,10.70708,8.652777,10.15865
"E01017701","lsoa01",13.1251106666667,11.281354,10.7292846666667,10.4878446666667,10.647072,10.7982093333333,8.83889853333333,9.69718726666667
"E01017702","lsoa01",13.1321233333333,11.27585,10.7420466666667,10.5217066666667,10.6777,10.9001666666667,8.83982666666667,9.67604166666667
"E01017703","lsoa01",12.4197122727273,10.7969659090909,10.2620686363636,10.1066460454545,10.3801909090909,10.2100562272727,8.21464577272727,9.03285804545455
"E01017704","lsoa01",12.3928915,10.8432565,10.279518,10.10737255,10.394075,10.2680145,8.2450347,9.10723045
"E01017705","lsoa01",13.044886,11.183143,10.533749,10.655778,10.9232,10.971321,8.8126165,9.6451148
"E01017706","lsoa01",13.31448,11.34042,10.62961,10.8761,11.17816,11.22738,9.041454,9.836042
"E01017707","lsoa01",14.16845,11.73098,10.84642,10.98505,11.10882,11.11787,9.013543,10.09914
"E01017708","lsoa01",14.67262,12.10595,11.81664,12.13529,12.55122,12.06538,9.561845,10.38915
"E01017709","lsoa01",14.34174,12.01008,11.09461,10.79112,11.23278,10.70088,9.058084,10.5146
"E01017710","lsoa01",14.34174,12.01008,11.09461,10.79112,11.23278,10.70088,9.058084,10.5146
"E01017711","lsoa01",14.34174,12.01008,11.09461,10.79112,11.23278,10.70088,9.058084,10.5146
"E01017712","lsoa01",15.08762,12.47386,11.55429,11.83276,12.44741,11.67368,9.923302,10.67436
"E01017713","lsoa01",12.63817,10.90268,10.31145,10.15712,10.39418,10.20169,8.490523,9.274298
"E01017714","lsoa01",12.5405857575758,10.8982787878788,10.3051812121212,10.2472051515152,10.5057224242424,10.4343245454545,8.52220036363636,9.30291224242424
"E01017715","lsoa01",12.6304782608696,10.9406965217391,10.3352713043478,10.184167826087,10.4616269565217,10.374867826087,8.42799982608696,9.273175
"E01017716","lsoa01",12.907831875,11.056105,10.41555375,10.226559375,10.476038125,10.3966175,8.400820625,9.313167875
"E01017717","lsoa01",12.7763385714286,11.093264,10.3481337142857,10.5612654285714,10.8388094285714,10.7172897142857,9.11024162857143,9.45555985714286
"E01017718","lsoa01",12.5924310344828,10.9426755172414,10.2519303448276,10.3127796551724,10.6048713793103,10.4621684482759,8.69169,9.27465434482759
"E01017719","lsoa01",12.6372033333333,10.8139666666667,10.30229,10.27371,10.5666533333333,10.43051,8.581433,9.23449866666667
"E01017720","lsoa01",12.50165325,10.77330875,10.273819,10.25476075,10.512341,10.48819575,8.47654395,9.146489
"E01017721","lsoa01",13.51831,11.41222,10.73442,10.55617,10.87946,10.63499,9.247403,10.28167
"E01017722","lsoa01",13.51831,11.41222,10.73442,10.55617,10.87946,10.63499,9.247403,10.28167
"E01017723","lsoa01",14.34174,12.01008,11.09461,10.79112,11.23278,10.70088,9.058084,10.5146
"E01017724","lsoa01",13.51831,11.41222,10.73442,10.55617,10.87946,10.63499,9.247403,10.28167
"E01017725","lsoa01",12.81189,11.0153991304348,10.4260617391304,10.4404930434783,10.6895826086957,10.8250104347826,8.63703808695652,9.41601552173913
"E01017726","lsoa01",13.0163057142857,11.0450692857143,10.5683014285714,10.342425,10.5078657142857,10.4173192857143,8.34504742857143,9.33214528571428
"E01017727","lsoa01",13.3161766666667,11.2043533333333,10.72009,10.52569,10.7210033333333,10.5691533333333,8.65175566666667,9.75548533333333
"E01017728","lsoa01",13.239322,11.154184,10.64848,10.26771,10.426134,10.22577,8.2212962,9.4180058
"E01017729","lsoa01",13.3944,11.23918,10.81422,10.52503,10.6995,10.51528,8.735428,10.05055
"E01017730","lsoa01",13.36632,11.19753,10.79146,10.41362,10.56908,10.35224,8.475714,9.864561
"E01017731","lsoa01",13.92214,11.67013,10.87928,10.9768033333333,11.23833,11.2542,9.823564,9.88193833333333
"E01017732","lsoa01",13.797394375,11.59067,10.928338125,10.965685,11.232639375,11.364351875,8.849931875,9.53550175
"E01017733","lsoa01",12.9573095238095,11.0742961904762,10.47766,10.3951680952381,10.5703395238095,10.64098,8.62844057142857,9.44347128571429
"E01017734","lsoa01",13.0789075,11.177465,10.590695,10.4360275,10.613506875,10.741575625,8.7735080625,9.575214
"E01017735","lsoa01",12.6221283333333,10.9897033333333,10.3385894444444,10.3193438888889,10.62951,10.4948777777778,8.70345438888889,9.422994
"E01017736","lsoa01",12.60999625,10.995335,10.35775875,10.23947,10.5436825,10.43641875,8.643879875,9.439906125
"E01017737","lsoa01",12.74418,11.04866,10.44653,10.28508,10.58455,10.31996,8.618153,9.727028
"E01017738","lsoa01",12.70009,11.03499,10.44524,10.28477,10.60693,10.32199,8.469084,9.531513
"E01017739","lsoa01",14.55734,12.31851,11.79214,11.81394,12.06851,11.60976,9.206429,10.52691
"E01017740","lsoa01",14.44338,12.23342,11.57115,11.49466,11.60454,11.45595,9.215823,10.377785
"E01017741","lsoa01",14.61046,12.31847,11.76501,11.63623,11.71316,11.24052,9.127065,10.88641
"E01017742","lsoa01",14.52165,12.19835,11.36235,11.24619,11.36678,11.14,9.04534,10.4382
"E01017743","lsoa01",14.61046,12.31847,11.76501,11.63623,11.71316,11.24052,9.127065,10.88641
"E01017744","lsoa01",13.9118333333333,11.907535,11.2123233333333,11.2022533333333,11.3352216666667,11.312475,8.91462966666667,10.0965638333333
"E01017745","lsoa01",13.637685,11.65182125,11.003225,10.8726525,10.9551825,10.87331125,8.640499625,9.8762545
"E01017746","lsoa01",14.54519,12.26422,11.49438,11.4581,11.7373,11.56789,9.210502,10.61586
"E01017747","lsoa01",14.32107,11.98684,11.50836,11.37855,11.52853,11.0651,9.094811,10.51235
"E01017748","lsoa01",14.32107,11.98684,11.50836,11.37855,11.52853,11.0651,9.094811,10.51235
"E01017749","lsoa01",13.73078,11.62347,10.80564,10.53179,10.66015,10.59877,8.562821,9.743751
"E01017750","lsoa01",13.7580069565217,11.7870247826087,11.1725052173913,11.0061239130435,11.0521417391304,11.0482243478261,8.784285,9.98909143478261
"E01017751","lsoa01",15.25936,12.772205,11.783115,11.97147,12.05874,11.864605,9.09514,10.50504
"E01017752","lsoa01",13.1981406666667,11.334576,10.7720653333333,10.6007406666667,10.7164933333333,10.799502,8.56814706666667,9.63706526666667
"E01017753","lsoa01",14.30248,12.19537,11.51651,11.42837,11.5123,11.35209,9.018064,10.36186
"E01017754","lsoa01",15.45385,12.910075,12.029725,12.58186,12.70657,12.54833,9.8549145,10.71517
"E01017755","lsoa01",15.31951,12.86501,11.88744,12.03316,12.16038,11.82269,9.218561,10.71611
"E01017756","lsoa01",14.85896,12.55191,11.77236,11.80625,11.85916,11.67191,9.319094,10.96683
"E01017757","lsoa01",14.625704,12.372298,11.468202,11.453322,11.482704,11.359514,8.9342882,10.2468002
"E01017758","lsoa01",14.34928,12.24322,11.51638,11.50601,11.51665,11.41589,8.903302,10.43308
"E01017759","lsoa01",13.98468,12.0103825,11.2920125,11.20839,11.26742,11.1866525,8.71440525,10.1263975
"E01017760","lsoa01",13.76627,11.7964875,11.18333,11.100355,11.152075,11.124465,8.727943,10.0316125
"E01017761","lsoa01",13.86921,11.86309,11.24671,11.08652,11.14218,11.01977,8.605191,10.41069
"E01017762","lsoa01",13.870975,11.8833566666667,11.1920966666667,11.0386916666667,11.1237083333333,10.984225,8.566999,9.92592266666667
"E01017763","lsoa01",14.52165,12.19835,11.36235,11.24619,11.36678,11.14,9.04534,10.4382
"E01017764","lsoa01",14.24772,12.074975,11.162895,10.87743,10.894665,10.73234,8.6244325,10.134135
"E01017765","lsoa01",13.677295,11.67123,10.915645,10.68827,10.758885,10.74982,8.54595,9.8081875
"E01017766","lsoa01",13.1023003703704,11.2116262962963,10.68736,10.4757407407407,10.6200318518519,10.6266025925926,8.41860537037037,9.50698640740741
"E01017767","lsoa01",14.4468416666667,12.331475,11.5695183333333,11.611145,11.6649366666667,11.55877,8.93529366666667,10.295679
"E01017768","lsoa01",13.2335366666667,11.2512477777778,10.7273277777778,10.5979211111111,10.7259555555556,10.7823577777778,8.69702411111111,9.63348944444444
"E01017769","lsoa01",14.08602,11.91488,11.19484,10.93883,11.14969,10.88128,8.867328,10.05818
"E01017770","lsoa01",14.39651,12.08185,11.35251,11.33404,11.58986,11.37865,9.407598,10.25669
"E01017771","lsoa01",14.08602,11.91488,11.19484,10.93883,11.14969,10.88128,8.867328,10.05818
"E01017772","lsoa01",13.60965,11.64263,11.11987,11.00665,10.99822,10.85429,8.591837,10.29877
"E01017773","lsoa01",13.3864,11.46907,10.9129625,10.71509,10.708595,10.6894925,8.4604425,9.8455665
"E01017774","lsoa01",13.51907,11.46209,10.85071,10.7672,10.78912,10.74703,8.547696,9.859302
"E01017775","lsoa01",13.9172,11.93033,11.33425,11.08195,11.18443,10.89964,8.58815,10.20347
"E01017776","lsoa01",14.33466,12.16497,11.32188,11.09855,11.22167,10.97427,8.663238,10.05305
"E01017777","lsoa01",13.990195,11.95177,11.295305,11.04638,11.09869,10.915635,8.5800345,10.089258
"E01017778","lsoa01",13.2826883333333,11.3748433333333,10.8646466666667,10.6582716666667,10.706345,10.64158,8.42515733333333,9.64493133333333
"E01017779","lsoa01",13.28834,11.31958,10.7992966666667,10.5440033333333,10.57454,10.4173,8.26474766666667,9.61232266666667
"E01017780","lsoa01",14.07964,11.878075,11.36645,11.25367,11.579765,11.010195,9.3036855,10.3677795
"E01017781","lsoa01",14.37246,12.06037,11.73371,11.73238,12.36802,11.25259,9.830842,10.86687
"E01017782","lsoa01",14.01696,11.92751,11.22215,11.22418,11.29449,11.45529,8.964039,10.25512
"E01017783","lsoa01",13.5632977777778,11.6030933333333,11.0226133333333,10.9419905555556,10.9693672222222,10.9624338888889,8.66578838888889,9.9505045
"E01017784","lsoa01",13.808898,11.77178,11.167148,11.108496,11.127884,11.161486,8.76086,10.1965696
"E01017785","lsoa01",13.3680625,11.273035,10.7242775,10.535145,10.6152125,10.5011525,8.44163575,9.59718575
"E01017786","lsoa01",13.43399,11.30111,10.81141,10.55117,10.67385,10.67994,8.678123,9.696961
"E01017787","lsoa01",13.17346,11.1063,10.59609,10.36132,10.49034,10.39,8.504917,9.474463
"E01017788","lsoa01",13.31095,11.2323,10.87189,10.59114,10.73941,10.4919,8.917283,10.20199
"E01017789","lsoa01",13.97357,11.75248,10.96124,10.70433,10.75046,10.67082,8.699219,10.07718
"E01017790","lsoa01",13.97357,11.75248,10.96124,10.70433,10.75046,10.67082,8.699219,10.07718
"E01017791","lsoa01",13.91616,11.93488,11.17253,10.8912,11.06529,10.77757,8.958913,10.19554
"E01017792","lsoa01",14.029235,11.8269475,11.031005,10.8632825,11.05461,10.9317325,8.85917425,9.924527
"E01017793","lsoa01",14.03147,11.931215,11.09714,10.805375,10.926695,10.82155,8.74417,9.8948275
"E01017794","lsoa01",13.754395,11.8223075,11.1787125,11.069295,11.06892,11.0498,8.65846825,10.04493975
"E01017795","lsoa01",14.06446,11.81352,11.08405,10.91101,10.91893,10.81904,8.866112,10.01915
"E01017796","lsoa01",15.33786,12.71783,11.81207,12.1633,12.25349,12.24221,9.594355,10.92859
"E01017797","lsoa01",14.767815,12.33323,11.50914,11.5366,11.64347,11.63487,9.0270905,10.608795
"E01017798","lsoa01",13.883294,11.83723,11.22243,11.23442,11.24121,11.333644,8.8042932,10.1114696
"E01017799","lsoa01",15.33786,12.71783,11.81207,12.1633,12.25349,12.24221,9.594355,10.92859
"E01017800","lsoa01",15.08978,12.610175,11.7834416666667,12.08709,12.2021016666667,12.156605,9.38487466666667,10.342159
"E01017801","lsoa01",14.9057066666667,12.4650633333333,11.9940433333333,12.72216,12.9456066666667,12.95002,10.071273,10.95987
"E01017802","lsoa01",14.91116,12.48338,11.5118,11.47419,11.64976,11.64469,9.18375,10.59789
"E01017803","lsoa01",13.923846,11.9156966666667,11.162402,11.3218833333333,11.3585553333333,11.39587,8.6416424,9.97683586666667
"E01017804","lsoa01",14.99201,12.7367,11.71678,12.14301,12.2882,12.4534,9.413191,11.11685
"E01017805","lsoa01",14.55723,12.38882,11.31712,11.41648,11.39414,11.74432,8.804474,10.41471
"E01017806","lsoa01",14.03798,12.02453,11.24654,11.46372,11.5148,11.66499,8.844562,10.30596
"E01017807","lsoa01",15.15128,12.75974,11.71232,11.95746,11.97896,12.7879,9.667236,11.06622
"E01017808","lsoa01",15.15128,12.75974,11.71232,11.95746,11.97896,12.7879,9.667236,11.06622
"E01017809","lsoa01",15.15128,12.75974,11.71232,11.95746,11.97896,12.7879,9.667236,11.06622
"E01017810","lsoa01",14.64204,12.53655,11.62238,11.71813,11.55571,11.48558,8.815687,10.03432
"E01017811","lsoa01",15.1362725,12.75689,11.7571425,12.150875,12.0457175,11.939925,9.183068,10.3168175
"E01017812","lsoa01",16.8786925,14.0235525,12.9121775,13.9038925,14.002305,13.825805,10.3864075,11.0072325
"E01017813","lsoa01",15.579524,13.160662,12.248864,12.989394,12.892008,12.763384,9.7381478,10.703368
"E01017814","lsoa01",15.4308766666667,12.9695833333333,11.757645,12.2504166666667,12.4758666666667,12.370815,9.26399116666667,10.4528416666667
"E01017815","lsoa01",14.14654,12.08952,11.42513,11.64222,11.62676,11.55689,9.007627,10.46143
"E01017816","lsoa01",14.14654,12.08952,11.42513,11.64222,11.62676,11.55689,9.007627,10.46143
"E01017817","lsoa01",14.41593,12.4509666666667,11.5444466666667,11.99936,11.8571033333333,11.92887,9.18318366666667,10.59384
"E01017818","lsoa01",16.50551,13.6090925,12.36096,13.1275,13.20281,12.9288025,9.831236,10.77294
"E01017819","lsoa01",15.829285,13.129285,12.558285,13.557995,13.76808,13.425445,10.351005,10.90864
"E01017820","lsoa01",15.91063,13.20276,12.01373,12.30018,12.39328,12.17673,9.316005,10.61065
"E01017821","lsoa01",15.447786,12.87701,12.22544,12.623932,12.700014,12.573774,9.5201416,10.690202
"E01017822","lsoa01",16.69633,13.68496,12.36817,13.03314,13.0329,12.92207,9.929092,10.85306
"E01017823","lsoa01",15.3541730769231,12.8512138461538,11.9590553846154,12.4001761538462,12.5014538461538,12.3627946153846,9.38039115384615,10.405892
"E01017824","lsoa01",16.882435,14.016445,12.6665475,13.756295,13.91327,13.580355,10.20601575,10.948915
"E01017825","lsoa01",15.664985,13.26162,12.03218,12.653235,12.76845,12.590135,9.5145505,10.924995
"E01017826","lsoa01",16.92712,14.1699966666667,12.84865,14.0907966666667,14.3280566666667,13.8050833333333,10.3938663333333,11.13263
"E01017827","lsoa01",16.5234616666667,13.9099116666667,12.714695,13.8879416666667,14.0950066666667,13.968835,10.5195105,11.2527983333333
"E01017828","lsoa01",16.32901,13.75324,12.09243,12.78815,12.96017,12.94953,9.79584,11.07582
"E01017829","lsoa01",17.271252,14.49401,13.361638,14.4581,14.769558,14.516186,10.7462554,11.497334
"E01017830","lsoa01",14.651985,12.4694475,11.53005,11.8496725,11.81669,11.72472,8.894685,10.2808825
"E01017831","lsoa01",14.35591,12.276025,11.41617,11.64993,11.55406,11.55595,8.865794,10.3162
"E01017832","lsoa01",15.10136,13.011924,12.011766,12.735426,12.53696,12.593642,9.3151796,11.041828
"E01017833","lsoa01",14.3986241666667,12.1983033333333,11.4431516666667,11.709865,11.7749408333333,12.2138816666667,8.94467975,10.2181704166667
"E01017834","lsoa01",14.850825,12.7307075,11.7961225,12.285065,12.18339875,12.20165875,9.132749,10.54330625
"E01017835","lsoa01",15.227328,13.024318,12.014564,12.553836,12.53232,12.737646,9.5103778,10.958944
"E01017836","lsoa01",16.44905,13.28883,12.0384,12.36822,12.59079,11.58552,9.009928,10.66974
"E01017837","lsoa01",15.50919,12.75886,11.87763,12.16692,12.24958,11.82116,9.122188,10.65757
"E01017838","lsoa01",16.44905,13.28883,12.0384,12.36822,12.59079,11.58552,9.009928,10.66974
"E01017839","lsoa01",16.45565,13.275375,12.04377,12.267865,12.50394,11.719525,9.0474445,10.48
"E01017840","lsoa01",15.89966,12.9305,11.99227,12.519035,12.86546,12.34586,9.911876,10.638355
"E01017841","lsoa01",15.82215,12.91862,12.05626,12.70078,12.78755,12.42806,9.890006,10.59253
"E01017842","lsoa01",12.9236590625,10.9831578125,10.5028771875,10.434040625,10.6230503125,10.4164161875,8.34523484375,9.1417048125
"E01017843","lsoa01",15.07631,12.36443,11.55707,12.13913,12.39354,11.67085,9.307853,10.19419
"E01017844","lsoa01",15.07631,12.36443,11.55707,12.13913,12.39354,11.67085,9.307853,10.19419
"E01017845","lsoa01",15.81811,12.79675,11.64466,11.89606,12.23337,11.65088,9.469322,10.37734
"E01017846","lsoa01",14.27603,11.87108,11.50616,11.73395,11.97906,11.84224,9.535323,10.66073
"E01017847","lsoa01",14.27603,11.87108,11.50616,11.73395,11.97906,11.84224,9.535323,10.66073
"E01017848","lsoa01",14.29341,11.92713,11.21753,11.38299,11.503,11.48116,9.011223,10.28727
"E01017849","lsoa01",14.08322,11.82435,11.12593,11.16813,11.2832866666667,11.3174733333333,8.63694766666667,9.95940366666667
"E01017850","lsoa01",15.13403,12.52182,11.57376,11.57248,11.62262,11.48336,9.010231,11.0271
"E01017851","lsoa01",15.13403,12.52182,11.57376,11.57248,11.62262,11.48336,9.010231,11.0271
"E01017852","lsoa01",14.471,12.0886,11.3063,11.2769,11.23912,11.08919,8.666013,10.54305
"E01017853","lsoa01",13.485004,11.459668,10.757634,10.82368,10.961638,10.98933,8.6825236,9.4067674
"E01017854","lsoa01",13.7025618181818,11.4591445454545,10.9011345454545,11.3462627272727,11.6664627272727,11.4344381818182,8.90519109090909,9.37740318181818
"E01017855","lsoa01",14.0935375,11.6704725,10.9987325,11.31994,11.61007,11.3031475,8.9441465,9.62018475
"E01017856","lsoa01",14.36775,11.88499,11.61366,12.73864,12.9866,12.60115,10.04409,10.24919
