"zone","type","year2004","year2006","year2007","year2009","year2010","year2012","year2015","year2016"
"E01001723","lsoa01",16.60781,15.83649,13.96475,14.78877,14.90367,14.50597,11.91246,12.38815
"E01001724","lsoa01",16.67176,16.04345,14.08073,15.07362,15.16375,14.8079,12.16805,12.50682
"E01001725","lsoa01",16.53983,15.73186,13.87722,15.06138,15.18777,14.7665,12.10662,12.37404
"E01001726","lsoa01",16.53983,15.73186,13.87722,15.06138,15.18777,14.7665,12.10662,12.37404
"E01001727","lsoa01",16.32566,15.43199,13.50703,14.46508,14.46203,14.06427,11.49982,12.04593
"E01001728","lsoa01",16.60781,15.83649,13.96475,14.78877,14.90367,14.50597,11.91246,12.38815
"E01001729","lsoa01",16.96277,16.2628,14.09368,15.2351,15.33864,14.88701,12.18574,12.7429
"E01001730","lsoa01",17.21206,16.64779,14.48165,15.36045,15.47227,15.05523,12.31618,12.45917
"E01001731","lsoa01",17.21206,16.64779,14.48165,15.36045,15.47227,15.05523,12.31618,12.45917
"E01001732","lsoa01",17.21206,16.64779,14.48165,15.36045,15.47227,15.05523,12.31618,12.45917
"E01001733","lsoa01",16.96277,16.2628,14.09368,15.2351,15.33864,14.88701,12.18574,12.7429
"E01001734","lsoa01",16.96277,16.2628,14.09368,15.2351,15.33864,14.88701,12.18574,12.7429
"E01001735","lsoa01",16.96277,16.2628,14.09368,15.2351,15.33864,14.88701,12.18574,12.7429
"E01001736","lsoa01",16.96736,16.46003,14.33002,15.07282,15.14505,14.69009,12.02217,12.38586
"E01001737","lsoa01",16.77521,16.13229,13.89537,14.62147,14.65508,14.37625,11.73766,12.09796
"E01001738","lsoa01",17.06961,16.59347,14.27943,15.05209,15.11284,14.71725,12.09571,12.32232
"E01001739","lsoa01",17.06961,16.59347,14.27943,15.05209,15.11284,14.71725,12.09571,12.32232
"E01001740","lsoa01",16.96736,16.46003,14.33002,15.07282,15.14505,14.69009,12.02217,12.38586
"E01001741","lsoa01",16.67176,16.04345,14.08073,15.07362,15.16375,14.8079,12.16805,12.50682
"E01001742","lsoa01",16.77521,16.13229,13.89537,14.62147,14.65508,14.37625,11.73766,12.09796
"E01001743","lsoa01",17.13225,16.84898,14.64426,15.64212,15.8266,15.36718,12.60015,12.57872
"E01001744","lsoa01",17.13225,16.84898,14.64426,15.64212,15.8266,15.36718,12.60015,12.57872
"E01001745","lsoa01",16.96736,16.46003,14.33002,15.07282,15.14505,14.69009,12.02217,12.38586
"E01001746","lsoa01",16.9306,16.31219,14.18766,15.20933,15.39853,14.98482,12.30598,12.46591
"E01001747","lsoa01",16.96736,16.46003,14.33002,15.07282,15.14505,14.69009,12.02217,12.38586
"E01001748","lsoa01",16.96736,16.46003,14.33002,15.07282,15.14505,14.69009,12.02217,12.38586
"E01001749","lsoa01",17.07563,16.62341,14.54733,15.69918,15.78262,15.30239,12.65068,12.62394
"E01001750","lsoa01",17.13225,16.84898,14.64426,15.64212,15.8266,15.36718,12.60015,12.57872
"E01001751","lsoa01",17.13225,16.84898,14.64426,15.64212,15.8266,15.36718,12.60015,12.57872
"E01001752","lsoa01",17.97266,18.35508,15.54791,15.72005,15.86254,15.47597,12.69836,12.3805
"E01001753","lsoa01",17.70067,17.87182,15.36487,15.86401,16.00233,15.50956,12.7205,12.34216
"E01001754","lsoa01",17.70067,17.87182,15.36487,15.86401,16.00233,15.50956,12.7205,12.34216
"E01001755","lsoa01",17.70067,17.87182,15.36487,15.86401,16.00233,15.50956,12.7205,12.34216
"E01001756","lsoa01",17.13225,16.84898,14.64426,15.64212,15.8266,15.36718,12.60015,12.57872
"E01001757","lsoa01",16.9306,16.31219,14.18766,15.20933,15.39853,14.98482,12.30598,12.46591
"E01001758","lsoa01",16.9306,16.31219,14.18766,15.20933,15.39853,14.98482,12.30598,12.46591
"E01001759","lsoa01",16.9306,16.31219,14.18766,15.20933,15.39853,14.98482,12.30598,12.46591
"E01001760","lsoa01",16.9306,16.31219,14.18766,15.20933,15.39853,14.98482,12.30598,12.46591
"E01001761","lsoa01",16.9306,16.31219,14.18766,15.20933,15.39853,14.98482,12.30598,12.46591
"E01001762","lsoa01",17.07563,16.62341,14.54733,15.69918,15.78262,15.30239,12.65068,12.62394
"E01001763","lsoa01",17.07563,16.62341,14.54733,15.69918,15.78262,15.30239,12.65068,12.62394
"E01001764","lsoa01",16.60781,15.83649,13.96475,14.78877,14.90367,14.50597,11.91246,12.38815
"E01001765","lsoa01",16.9306,16.31219,14.18766,15.20933,15.39853,14.98482,12.30598,12.46591
"E01001766","lsoa01",16.9306,16.31219,14.18766,15.20933,15.39853,14.98482,12.30598,12.46591
"E01001767","lsoa01",16.60781,15.83649,13.96475,14.78877,14.90367,14.50597,11.91246,12.38815
"E01001768","lsoa01",16.60781,15.83649,13.96475,14.78877,14.90367,14.50597,11.91246,12.38815
"E01001769","lsoa01",16.60781,15.83649,13.96475,14.78877,14.90367,14.50597,11.91246,12.38815
"E01001770","lsoa01",16.60781,15.83649,13.96475,14.78877,14.90367,14.50597,11.91246,12.38815
"E01001771","lsoa01",18.43797,18.99197,17.48426,17.24411,17.80064,16.98202,13.6458,12.66959
"E01001772","lsoa01",17.70067,17.87182,15.36487,15.86401,16.00233,15.50956,12.7205,12.34216
"E01001773","lsoa01",17.70067,17.87182,15.36487,15.86401,16.00233,15.50956,12.7205,12.34216
"E01001774","lsoa01",17.70067,17.87182,15.36487,15.86401,16.00233,15.50956,12.7205,12.34216
"E01001775","lsoa01",17.38325,17.21438,15.26678,16.19982,16.43738,15.81423,12.90154,12.56613
"E01001776","lsoa01",17.70067,17.87182,15.36487,15.86401,16.00233,15.50956,12.7205,12.34216
"E01001777","lsoa01",17.70067,17.87182,15.36487,15.86401,16.00233,15.50956,12.7205,12.34216
"E01001778","lsoa01",18.89636,19.73755,18.12592,17.08499,17.61492,16.85815,13.75178,12.67116
"E01001779","lsoa01",18.89636,19.73755,18.12592,17.08499,17.61492,16.85815,13.75178,12.67116
"E01001780","lsoa01",18.89636,19.73755,18.12592,17.08499,17.61492,16.85815,13.75178,12.67116
"E01001781","lsoa01",17.97266,18.35508,15.54791,15.72005,15.86254,15.47597,12.69836,12.3805
"E01001782","lsoa01",17.97266,18.35508,15.54791,15.72005,15.86254,15.47597,12.69836,12.3805
"E01001783","lsoa01",17.97266,18.35508,15.54791,15.72005,15.86254,15.47597,12.69836,12.3805
"E01001784","lsoa01",17.70067,17.87182,15.36487,15.86401,16.00233,15.50956,12.7205,12.34216
"E01001785","lsoa01",16.94432,16.02942,14.01202,15.3806,15.34992,15.06264,12.01691,12.41755
"E01001786","lsoa01",16.94432,16.02942,14.01202,15.3806,15.34992,15.06264,12.01691,12.41755
"E01001787","lsoa01",16.492,15.54497,13.46466,14.60099,14.46417,14.23873,11.78549,12.17489
"E01001788","lsoa01",16.94432,16.02942,14.01202,15.3806,15.34992,15.06264,12.01691,12.41755
"E01001789","lsoa01",16.96277,16.2628,14.09368,15.2351,15.33864,14.88701,12.18574,12.7429
"E01001790","lsoa01",16.94432,16.02942,14.01202,15.3806,15.34992,15.06264,12.01691,12.41755
"E01001791","lsoa01",16.94432,16.02942,14.01202,15.3806,15.34992,15.06264,12.01691,12.41755
"E01001792","lsoa01",16.492,15.54497,13.46466,14.60099,14.46417,14.23873,11.78549,12.17489
"E01001793","lsoa01",16.492,15.54497,13.46466,14.60099,14.46417,14.23873,11.78549,12.17489
"E01001794","lsoa01",16.96277,16.2628,14.09368,15.2351,15.33864,14.88701,12.18574,12.7429
"E01001795","lsoa01",16.96277,16.2628,14.09368,15.2351,15.33864,14.88701,12.18574,12.7429
"E01001796","lsoa01",16.96277,16.2628,14.09368,15.2351,15.33864,14.88701,12.18574,12.7429
"E01001797","lsoa01",16.492,15.54497,13.46466,14.60099,14.46417,14.23873,11.78549,12.17489
"E01001798","lsoa01",16.60781,15.83649,13.96475,14.78877,14.90367,14.50597,11.91246,12.38815
"E01001799","lsoa01",16.53983,15.73186,13.87722,15.06138,15.18777,14.7665,12.10662,12.37404
"E01001800","lsoa01",16.53983,15.73186,13.87722,15.06138,15.18777,14.7665,12.10662,12.37404
"E01001801","lsoa01",16.67176,16.04345,14.08073,15.07362,15.16375,14.8079,12.16805,12.50682
"E01001802","lsoa01",16.53983,15.73186,13.87722,15.06138,15.18777,14.7665,12.10662,12.37404
"E01001803","lsoa01",16.77521,16.13229,13.89537,14.62147,14.65508,14.37625,11.73766,12.09796
"E01001804","lsoa01",16.68873,15.89178,13.7852,14.99438,15.10431,14.75171,12.04743,12.19921
"E01001805","lsoa01",16.67176,16.04345,14.08073,15.07362,15.16375,14.8079,12.16805,12.50682
"E01001806","lsoa01",16.77521,16.13229,13.89537,14.62147,14.65508,14.37625,11.73766,12.09796
"E01001807","lsoa01",16.53983,15.73186,13.87722,15.06138,15.18777,14.7665,12.10662,12.37404
"E01001808","lsoa01",16.53983,15.73186,13.87722,15.06138,15.18777,14.7665,12.10662,12.37404
"E01001809","lsoa01",16.53983,15.73186,13.87722,15.06138,15.18777,14.7665,12.10662,12.37404
"E01001810","lsoa01",16.68873,15.89178,13.7852,14.99438,15.10431,14.75171,12.04743,12.19921
"E01001811","lsoa01",16.68873,15.89178,13.7852,14.99438,15.10431,14.75171,12.04743,12.19921
"E01001812","lsoa01",16.68873,15.89178,13.7852,14.99438,15.10431,14.75171,12.04743,12.19921
"E01001813","lsoa01",16.68873,15.89178,13.7852,14.99438,15.10431,14.75171,12.04743,12.19921
"E01001814","lsoa01",16.53983,15.73186,13.87722,15.06138,15.18777,14.7665,12.10662,12.37404
"E01001815","lsoa01",17.07563,16.62341,14.54733,15.69918,15.78262,15.30239,12.65068,12.62394
"E01001816","lsoa01",17.07563,16.62341,14.54733,15.69918,15.78262,15.30239,12.65068,12.62394
"E01001817","lsoa01",17.13225,16.84898,14.64426,15.64212,15.8266,15.36718,12.60015,12.57872
"E01001818","lsoa01",17.07563,16.62341,14.54733,15.69918,15.78262,15.30239,12.65068,12.62394
"E01001819","lsoa01",17.13225,16.84898,14.64426,15.64212,15.8266,15.36718,12.60015,12.57872
"E01001820","lsoa01",17.38325,17.21438,15.26678,16.19982,16.43738,15.81423,12.90154,12.56613
"E01001821","lsoa01",17.38325,17.21438,15.26678,16.19982,16.43738,15.81423,12.90154,12.56613
"E01001822","lsoa01",16.60781,15.83649,13.96475,14.78877,14.90367,14.50597,11.91246,12.38815
"E01001823","lsoa01",16.32566,15.43199,13.50703,14.46508,14.46203,14.06427,11.49982,12.04593
"E01001824","lsoa01",16.32566,15.43199,13.50703,14.46508,14.46203,14.06427,11.49982,12.04593
"E01001825","lsoa01",16.32566,15.43199,13.50703,14.46508,14.46203,14.06427,11.49982,12.04593
"E01001826","lsoa01",16.32566,15.43199,13.50703,14.46508,14.46203,14.06427,11.49982,12.04593
"E01001827","lsoa01",16.32566,15.43199,13.50703,14.46508,14.46203,14.06427,11.49982,12.04593
"E01001828","lsoa01",16.32566,15.43199,13.50703,14.46508,14.46203,14.06427,11.49982,12.04593
"E01001829","lsoa01",16.67176,16.04345,14.08073,15.07362,15.16375,14.8079,12.16805,12.50682
"E01001830","lsoa01",16.67176,16.04345,14.08073,15.07362,15.16375,14.8079,12.16805,12.50682
"E01001831","lsoa01",16.67176,16.04345,14.08073,15.07362,15.16375,14.8079,12.16805,12.50682
"E01001832","lsoa01",16.67176,16.04345,14.08073,15.07362,15.16375,14.8079,12.16805,12.50682
"E01001833","lsoa01",16.96736,16.46003,14.33002,15.07282,15.14505,14.69009,12.02217,12.38586
"E01001834","lsoa01",16.96736,16.46003,14.33002,15.07282,15.14505,14.69009,12.02217,12.38586
"E01001835","lsoa01",16.96736,16.46003,14.33002,15.07282,15.14505,14.69009,12.02217,12.38586
"E01001836","lsoa01",17.35154,16.92737,14.50868,15.33893,15.57556,15.08571,12.29802,12.45434
"E01001837","lsoa01",17.35154,16.92737,14.50868,15.33893,15.57556,15.08571,12.29802,12.45434
"E01001838","lsoa01",17.21206,16.64779,14.48165,15.36045,15.47227,15.05523,12.31618,12.45917
"E01001839","lsoa01",17.21206,16.64779,14.48165,15.36045,15.47227,15.05523,12.31618,12.45917
"E01001840","lsoa01",17.21206,16.64779,14.48165,15.36045,15.47227,15.05523,12.31618,12.45917
"E01001841","lsoa01",17.21206,16.64779,14.48165,15.36045,15.47227,15.05523,12.31618,12.45917
"E01001842","lsoa01",17.35154,16.92737,14.50868,15.33893,15.57556,15.08571,12.29802,12.45434
"E01001843","lsoa01",17.35154,16.92737,14.50868,15.33893,15.57556,15.08571,12.29802,12.45434
"E01001844","lsoa01",17.21206,16.64779,14.48165,15.36045,15.47227,15.05523,12.31618,12.45917
"E01001845","lsoa01",17.29799,16.54973,15.2312,16.4035,16.95639,16.40425,12.98185,12.82552
"E01001846","lsoa01",17.31989,16.09923,14.08304,15.48345,15.63752,15.2998,12.19976,12.44434
"E01001847","lsoa01",16.94432,16.02942,14.01202,15.3806,15.34992,15.06264,12.01691,12.41755
"E01001848","lsoa01",17.29799,16.54973,15.2312,16.4035,16.95639,16.40425,12.98185,12.82552
"E01001849","lsoa01",17.29799,16.54973,15.2312,16.4035,16.95639,16.40425,12.98185,12.82552
"E01001850","lsoa01",17.21206,16.64779,14.48165,15.36045,15.47227,15.05523,12.31618,12.45917
"E01001851","lsoa01",17.9131,16.88801,15.09766,15.79926,16.63085,15.91186,12.74666,12.67019
"E01001852","lsoa01",17.9131,16.88801,15.09766,15.79926,16.63085,15.91186,12.74666,12.67019
"E01001853","lsoa01",17.9131,16.88801,15.09766,15.79926,16.63085,15.91186,12.74666,12.67019
"E01001854","lsoa01",17.9131,16.88801,15.09766,15.79926,16.63085,15.91186,12.74666,12.67019
"E01001855","lsoa01",18.08582,17.13664,14.86889,15.4046,16.18681,15.5962,12.56264,12.46109
"E01001856","lsoa01",17.9131,16.88801,15.09766,15.79926,16.63085,15.91186,12.74666,12.67019
"E01001857","lsoa01",17.9131,16.88801,15.09766,15.79926,16.63085,15.91186,12.74666,12.67019
"E01001858","lsoa01",18.10764,16.66669,14.16765,14.66672,15.30871,14.76878,11.75455,12.40329
"E01001859","lsoa01",17.78385,16.10156,13.75331,14.32446,14.77477,14.22172,11.16772,12.15343
"E01001860","lsoa01",18.10764,16.66669,14.16765,14.66672,15.30871,14.76878,11.75455,12.40329
"E01001861","lsoa01",17.78385,16.10156,13.75331,14.32446,14.77477,14.22172,11.16772,12.15343
"E01001862","lsoa01",18.10764,16.66669,14.16765,14.66672,15.30871,14.76878,11.75455,12.40329
"E01001863","lsoa01",18.10764,16.66669,14.16765,14.66672,15.30871,14.76878,11.75455,12.40329
"E01001864","lsoa01",18.10764,16.66669,14.16765,14.66672,15.30871,14.76878,11.75455,12.40329
"E01001865","lsoa01",17.78385,16.10156,13.75331,14.32446,14.77477,14.22172,11.16772,12.15343
"E01001866","lsoa01",17.83076,16.85229,15.14566,15.81635,16.8695,16.12615,12.99948,12.67518
"E01001867","lsoa01",17.64772,16.54124,15.44503,15.95737,17.22929,17.17072,13.24004,12.91151
"E01001868","lsoa01",17.83076,16.85229,15.14566,15.81635,16.8695,16.12615,12.99948,12.67518
"E01001869","lsoa01",17.64772,16.54124,15.44503,15.95737,17.22929,17.17072,13.24004,12.91151
"E01001870","lsoa01",17.83076,16.85229,15.14566,15.81635,16.8695,16.12615,12.99948,12.67518
"E01001871","lsoa01",17.83076,16.85229,15.14566,15.81635,16.8695,16.12615,12.99948,12.67518
"E01001872","lsoa01",17.83076,16.85229,15.14566,15.81635,16.8695,16.12615,12.99948,12.67518
"E01001873","lsoa01",18.08582,17.13664,14.86889,15.4046,16.18681,15.5962,12.56264,12.46109
"E01001874","lsoa01",17.37312,16.03807,13.45795,14.23058,14.66349,14.43251,11.14417,11.76227
"E01001875","lsoa01",17.54624,15.90944,13.54205,14.30877,14.69638,14.70012,10.96418,11.92524
"E01001876","lsoa01",17.37312,16.03807,13.45795,14.23058,14.66349,14.43251,11.14417,11.76227
"E01001877","lsoa01",17.34543,15.791725,13.829355,15.020075,15.02901,15.04496,11.23713,11.821285
"E01001878","lsoa01",17.54624,15.90944,13.54205,14.30877,14.69638,14.70012,10.96418,11.92524
"E01001879","lsoa01",17.49862,16.38392,14.17739,14.62566,15.41109,14.53897,11.84774,12.63539
"E01001880","lsoa01",17.76131,16.7933,14.3745,15.08023,15.86119,14.94551,12.16372,12.45412
"E01001881","lsoa01",17.76131,16.7933,14.3745,15.08023,15.86119,14.94551,12.16372,12.45412
"E01001882","lsoa01",17.49862,16.38392,14.17739,14.62566,15.41109,14.53897,11.84774,12.63539
"E01001883","lsoa01",17.76131,16.7933,14.3745,15.08023,15.86119,14.94551,12.16372,12.45412
"E01001884","lsoa01",17.76131,16.7933,14.3745,15.08023,15.86119,14.94551,12.16372,12.45412
"E01001885","lsoa01",17.49862,16.38392,14.17739,14.62566,15.41109,14.53897,11.84774,12.63539
"E01001886","lsoa01",17.49862,16.38392,14.17739,14.62566,15.41109,14.53897,11.84774,12.63539
"E01001887","lsoa01",17.28341,15.91495,13.60938,14.20169,14.9791,14.10959,11.23034,12.06111
"E01001888","lsoa01",17.28341,15.91495,13.60938,14.20169,14.9791,14.10959,11.23034,12.06111
"E01001889","lsoa01",17.64772,16.54124,15.44503,15.95737,17.22929,17.17072,13.24004,12.91151
"E01001890","lsoa01",17.28341,15.91495,13.60938,14.20169,14.9791,14.10959,11.23034,12.06111
"E01001891","lsoa01",17.28341,15.91495,13.60938,14.20169,14.9791,14.10959,11.23034,12.06111
"E01001892","lsoa01",17.49862,16.38392,14.17739,14.62566,15.41109,14.53897,11.84774,12.63539
"E01001893","lsoa01",17.64772,16.54124,15.44503,15.95737,17.22929,17.17072,13.24004,12.91151
"E01001894","lsoa01",17.7538,16.25013,14.24779,15.13931,16.48376,15.45567,12.26378,12.47999
"E01001895","lsoa01",18.10764,16.66669,14.16765,14.66672,15.30871,14.76878,11.75455,12.40329
"E01001896","lsoa01",17.9131,16.88801,15.09766,15.79926,16.63085,15.91186,12.74666,12.67019
"E01001897","lsoa01",18.10764,16.66669,14.16765,14.66672,15.30871,14.76878,11.75455,12.40329
"E01001898","lsoa01",17.64772,16.54124,15.44503,15.95737,17.22929,17.17072,13.24004,12.91151
"E01001899","lsoa01",17.64772,16.54124,15.44503,15.95737,17.22929,17.17072,13.24004,12.91151
"E01001900","lsoa01",17.64772,16.54124,15.44503,15.95737,17.22929,17.17072,13.24004,12.91151
"E01001901","lsoa01",17.49862,16.38392,14.17739,14.62566,15.41109,14.53897,11.84774,12.63539
"E01001902","lsoa01",17.49862,16.38392,14.17739,14.62566,15.41109,14.53897,11.84774,12.63539
"E01001903","lsoa01",17.49862,16.38392,14.17739,14.62566,15.41109,14.53897,11.84774,12.63539
"E01001904","lsoa01",17.49862,16.38392,14.17739,14.62566,15.41109,14.53897,11.84774,12.63539
"E01001905","lsoa01",16.88173,15.55515,13.8655,14.60291,15.33044,14.4416,11.707,12.44034
"E01001906","lsoa01",16.88173,15.55515,13.8655,14.60291,15.33044,14.4416,11.707,12.44034
"E01001907","lsoa01",16.88173,15.55515,13.8655,14.60291,15.33044,14.4416,11.707,12.44034
"E01001908","lsoa01",17.83076,16.85229,15.14566,15.81635,16.8695,16.12615,12.99948,12.67518
"E01001909","lsoa01",17.49862,16.38392,14.17739,14.62566,15.41109,14.53897,11.84774,12.63539
"E01001910","lsoa01",17.83076,16.85229,15.14566,15.81635,16.8695,16.12615,12.99948,12.67518
"E01001911","lsoa01",17.83076,16.85229,15.14566,15.81635,16.8695,16.12615,12.99948,12.67518
"E01001912","lsoa01",17.76131,16.7933,14.3745,15.08023,15.86119,14.94551,12.16372,12.45412
"E01001913","lsoa01",17.49862,16.38392,14.17739,14.62566,15.41109,14.53897,11.84774,12.63539
"E01001914","lsoa01",17.83076,16.85229,15.14566,15.81635,16.8695,16.12615,12.99948,12.67518
"E01001915","lsoa01",16.84748,15.22163,12.88181,13.32917,13.77486,13.03577,10.37048,11.46092
"E01001916","lsoa01",16.86864,15.36632,13.29339,14.17981,14.68713,13.84168,11.14246,11.86931
"E01001917","lsoa01",17.28341,15.91495,13.60938,14.20169,14.9791,14.10959,11.23034,12.06111
"E01001918","lsoa01",17.28341,15.91495,13.60938,14.20169,14.9791,14.10959,11.23034,12.06111
"E01001919","lsoa01",16.84748,15.22163,12.88181,13.32917,13.77486,13.03577,10.37048,11.46092
"E01001920","lsoa01",17.76131,16.7933,14.3745,15.08023,15.86119,14.94551,12.16372,12.45412
"E01001921","lsoa01",17.76131,16.7933,14.3745,15.08023,15.86119,14.94551,12.16372,12.45412
"E01001922","lsoa01",17.27394,16.05856,14.06909,14.8814,15.4886,14.61638,11.81699,12.47761
"E01001923","lsoa01",17.27394,16.05856,14.06909,14.8814,15.4886,14.61638,11.81699,12.47761
"E01001924","lsoa01",17.27394,16.05856,14.06909,14.8814,15.4886,14.61638,11.81699,12.47761
"E01001925","lsoa01",17.27394,16.05856,14.06909,14.8814,15.4886,14.61638,11.81699,12.47761
"E01001926","lsoa01",16.88173,15.55515,13.8655,14.60291,15.33044,14.4416,11.707,12.44034
"E01001927","lsoa01",17.78385,16.10156,13.75331,14.32446,14.77477,14.22172,11.16772,12.15343
"E01001928","lsoa01",18.10764,16.66669,14.16765,14.66672,15.30871,14.76878,11.75455,12.40329
"E01001929","lsoa01",17.7538,16.25013,14.24779,15.13931,16.48376,15.45567,12.26378,12.47999
"E01001930","lsoa01",18.10764,16.66669,14.16765,14.66672,15.30871,14.76878,11.75455,12.40329
"E01001931","lsoa01",17.7538,16.25013,14.24779,15.13931,16.48376,15.45567,12.26378,12.47999
"E01001932","lsoa01",17.7538,16.25013,14.24779,15.13931,16.48376,15.45567,12.26378,12.47999
"E01001933","lsoa01",17.7538,16.25013,14.24779,15.13931,16.48376,15.45567,12.26378,12.47999
"E01001934","lsoa01",17.21803,15.80099,13.42911,14.35939,14.74938,13.87172,11.04397,11.74403
"E01001935","lsoa01",17.27394,16.05856,14.06909,14.8814,15.4886,14.61638,11.81699,12.47761
"E01001936","lsoa01",17.31866,16.19233,13.68077,14.3779,14.94159,14.19058,11.42251,11.94423
"E01001937","lsoa01",17.27394,16.05856,14.06909,14.8814,15.4886,14.61638,11.81699,12.47761
"E01001938","lsoa01",17.21803,15.80099,13.42911,14.35939,14.74938,13.87172,11.04397,11.74403
"E01001939","lsoa01",17.31866,16.19233,13.68077,14.3779,14.94159,14.19058,11.42251,11.94423
"E01001940","lsoa01",18.10764,16.66669,14.16765,14.66672,15.30871,14.76878,11.75455,12.40329
"E01001941","lsoa01",17.9131,16.88801,15.09766,15.79926,16.63085,15.91186,12.74666,12.67019
"E01001942","lsoa01",18.10764,16.66669,14.16765,14.66672,15.30871,14.76878,11.75455,12.40329
"E01001943","lsoa01",17.7363,16.80674,14.69888,15.49545,16.32411,15.68988,12.54045,12.50236
"E01001944","lsoa01",17.7363,16.80674,14.69888,15.49545,16.32411,15.68988,12.54045,12.50236
"E01001945","lsoa01",17.62166,16.37611,14.21265,15.03313,15.87711,15.34497,12.31804,12.6075
"E01001946","lsoa01",17.7363,16.80674,14.69888,15.49545,16.32411,15.68988,12.54045,12.50236
"E01001947","lsoa01",17.76131,16.7933,14.3745,15.08023,15.86119,14.94551,12.16372,12.45412
"E01001948","lsoa01",16.88173,15.55515,13.8655,14.60291,15.33044,14.4416,11.707,12.44034
"E01001949","lsoa01",16.88173,15.55515,13.8655,14.60291,15.33044,14.4416,11.707,12.44034
"E01001950","lsoa01",16.88173,15.55515,13.8655,14.60291,15.33044,14.4416,11.707,12.44034
"E01001951","lsoa01",16.88173,15.55515,13.8655,14.60291,15.33044,14.4416,11.707,12.44034
"E01001952","lsoa01",16.88173,15.55515,13.8655,14.60291,15.33044,14.4416,11.707,12.44034
"E01001953","lsoa01",17.76131,16.7933,14.3745,15.08023,15.86119,14.94551,12.16372,12.45412
"E01001954","lsoa01",17.62166,16.37611,14.21265,15.03313,15.87711,15.34497,12.31804,12.6075
"E01001955","lsoa01",17.62166,16.37611,14.21265,15.03313,15.87711,15.34497,12.31804,12.6075
"E01001956","lsoa01",17.62166,16.37611,14.21265,15.03313,15.87711,15.34497,12.31804,12.6075
"E01001957","lsoa01",17.62166,16.37611,14.21265,15.03313,15.87711,15.34497,12.31804,12.6075
"E01001958","lsoa01",17.62166,16.37611,14.21265,15.03313,15.87711,15.34497,12.31804,12.6075
"E01001959","lsoa01",17.48021,15.94988,14.34725,15.61178,15.89355,15.5837,12.25898,12.69687
"E01001960","lsoa01",17.62166,16.37611,14.21265,15.03313,15.87711,15.34497,12.31804,12.6075
"E01001961","lsoa01",17.62166,16.37611,14.21265,15.03313,15.87711,15.34497,12.31804,12.6075
"E01001962","lsoa01",16.31448,14.88006,12.96548,13.67982,13.67258,13.7217,10.82642,11.75404
"E01001963","lsoa01",16.12991,14.87403,12.77633,13.30311,13.20739,13.12191,10.43509,11.50088
"E01001964","lsoa01",16.15275,14.9969,13.14182,14.19986,14.17385,13.94472,10.98288,11.78909
"E01001965","lsoa01",16.12991,14.87403,12.77633,13.30311,13.20739,13.12191,10.43509,11.50088
"E01001966","lsoa01",16.07998,14.84039,12.81678,13.49131,13.39671,13.263475,10.57607,11.55806
"E01001967","lsoa01",16.12991,14.87403,12.77633,13.30311,13.20739,13.12191,10.43509,11.50088
"E01001968","lsoa01",16.09266,14.70257,12.79406,13.28194,13.18432,13.10028,10.4771,11.56209
"E01001969","lsoa01",16.32508,14.95063,13.05857,13.96237,13.87398,13.76842,11.01262,12.0026
"E01001970","lsoa01",16.32508,14.95063,13.05857,13.96237,13.87398,13.76842,11.01262,12.0026
"E01001971","lsoa01",16.15275,14.9969,13.14182,14.19986,14.17385,13.94472,10.98288,11.78909
"E01001972","lsoa01",16.15275,14.9969,13.14182,14.19986,14.17385,13.94472,10.98288,11.78909
"E01001973","lsoa01",16.31448,14.88006,12.96548,13.67982,13.67258,13.7217,10.82642,11.75404
"E01001974","lsoa01",16.32508,14.95063,13.05857,13.96237,13.87398,13.76842,11.01262,12.0026
"E01001975","lsoa01",16.32508,14.95063,13.05857,13.96237,13.87398,13.76842,11.01262,12.0026
"E01001976","lsoa01",16.53961,15.55604,13.52528,14.78076,14.85803,14.56468,11.85182,12.68709
"E01001977","lsoa01",16.53961,15.55604,13.52528,14.78076,14.85803,14.56468,11.85182,12.68709
"E01001978","lsoa01",16.53961,15.55604,13.52528,14.78076,14.85803,14.56468,11.85182,12.68709
"E01001979","lsoa01",16.60609,15.65268,13.75079,15.11292,15.21441,14.828,12.12259,12.85176
"E01001980","lsoa01",16.60609,15.65268,13.75079,15.11292,15.21441,14.828,12.12259,12.85176
"E01001981","lsoa01",16.60609,15.65268,13.75079,15.11292,15.21441,14.828,12.12259,12.85176
"E01001982","lsoa01",16.60609,15.65268,13.75079,15.11292,15.21441,14.828,12.12259,12.85176
"E01001983","lsoa01",16.66293,15.6952,13.42314,14.29671,14.2372,14.04915,11.46039,12.53407
"E01001984","lsoa01",16.29612,15.33173,13.44507,14.24735,14.30378,14.15818,11.48605,11.96313
"E01001985","lsoa01",16.15739,15.05079,12.92355,13.6987,13.54358,13.40229,10.7543,11.51587
"E01001986","lsoa01",16.31494,15.32597,13.34229,14.36447,14.31834,14.11689,11.49033,12.12649
"E01001987","lsoa01",16.15739,15.05079,12.92355,13.6987,13.54358,13.40229,10.7543,11.51587
"E01001988","lsoa01",16.31494,15.32597,13.34229,14.36447,14.31834,14.11689,11.49033,12.12649
"E01001989","lsoa01",16.15739,15.05079,12.92355,13.6987,13.54358,13.40229,10.7543,11.51587
"E01001990","lsoa01",16.31494,15.32597,13.34229,14.36447,14.31834,14.11689,11.49033,12.12649
