"","zone","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work","area"
"1581","S01008086",2016,"Scotland","East Dunbartonshire","Glasgow",1093,45,1048,8950.44106318986,8950.44106318986,4566,5675,2399,3448,1026.69447681374,9558430.34355061
"1582","S01008087",2016,"Scotland","East Dunbartonshire","Glasgow",814,25,789,6656.27440919413,6656.27440919413,4183,6464,2557,1984.5,2752.49993730172,167833.719011565
"1583","S01008088",2016,"Scotland","East Dunbartonshire","Glasgow",874,30,844,6311.26145793986,6311.26145793986,5236,5821,2217,1984.5,3292.73983892543,184832.299623858
"1584","S01008089",2016,"Scotland","East Dunbartonshire","Glasgow",657,15,642,6410.89262681469,6410.89262681469,4858,4911,1885,1984.5,2903.30318049069,246631.116872961
"1585","S01008090",2016,"Scotland","East Dunbartonshire","Glasgow",745,45,700,6114.67086633237,6114.67086633237,6677,5168,2576,2579.5,3111.05324671319,178031.516274006
"1586","S01008091",2016,"Scotland","East Dunbartonshire","Glasgow",341,10,331,6029.8999264597,6029.8999264597,6116,6936,909,2579.5,2885.50319117564,122615.074654525
"1587","S01008092",2016,"Scotland","East Dunbartonshire","Glasgow",897,40,857,5694.56837883561,5694.56837883561,5508,5971,3183,1818.5,3979.49924983327,217754.799539935
"1588","S01008093",2016,"Scotland","East Dunbartonshire","Glasgow",820,25,795,5904.37714168083,5904.37714168083,5587,6036,3204,1984.5,3809.02138497107,169916.446150005
"1589","S01008094",2016,"Scotland","East Dunbartonshire","Glasgow",1459,10,1449,6635.47047830855,6635.47047830855,1324,6301,2412,2728,3170.99986343565,664871.074428553
"1590","S01008095",2016,"Scotland","East Dunbartonshire","Glasgow",709,45,664,5998.92068146328,5998.92068146328,6158,4816,2189,1050.5,3863.67729442314,127773.96203057
"1591","S01008096",2016,"Scotland","East Dunbartonshire","Glasgow",782,40,742,5688.11673190242,5688.11673190242,4518,5059,4491,1050.5,4415.74230619808,365798.724180434
"1592","S01008097",2016,"Scotland","East Dunbartonshire","Glasgow",596,35,561,5176.72957645686,5176.72957645686,3562,5575,5949,1818.5,5291.10144002356,171603.240469545
"1593","S01008098",2016,"Scotland","East Dunbartonshire","Glasgow",740,40,700,5289.4998043512,5289.4998043512,4147,3483,3399,1818.5,4623.23852803747,188743.886718038
"1594","S01008099",2016,"Scotland","East Dunbartonshire","Glasgow",529,15,514,4968.45742179712,4968.45742179712,107,4885,4600,1818.5,5574.31053577866,223808.918878882
"1595","S01008100",2016,"Scotland","East Dunbartonshire","Glasgow",918,75,843,4817.04430969202,4817.04430969202,2281,6523,5869,839.5,6297.25086163459,306247.50762603
"1596","S01008101",2016,"Scotland","East Dunbartonshire","Glasgow",833,70,763,4262.78054238834,4262.78054238834,2320,4730,5061,839.5,8430.7802433311,174331.109562
"1597","S01008102",2016,"Scotland","East Dunbartonshire","Glasgow",805,70,735,4755.74455830095,4755.74455830095,4578,2529,4452,1288,6762.98371002439,342916.318922739
"1598","S01008103",2016,"Scotland","East Dunbartonshire","Glasgow",672,135,537,4936.32306470497,4936.32306470497,3261,2925,6392,1288,6295.19579602223,150885.921916925
"1599","S01008104",2016,"Scotland","East Dunbartonshire","Glasgow",847,155,692,5035.41259623397,5035.41259623397,3117,1904,4084,1288,5669.40214142973,117237.731500017
"1600","S01008105",2016,"Scotland","East Dunbartonshire","Glasgow",1076,225,851,4724.32840787202,4724.32840787202,2125,1444,5373,1288,6493.02500272209,194383.052441646
"1601","S01008106",2016,"Scotland","East Dunbartonshire","Glasgow",746,170,576,4999.96581266497,4999.96581266497,2484,1725,4586,874,5325.88773514779,147486.476197477
"1602","S01008107",2016,"Scotland","East Dunbartonshire","Glasgow",1127,30,1097,5572.81107051332,5572.81107051332,5333,6295,2170,874,3903.95508634119,722579.535248368
"1603","S01008108",2016,"Scotland","East Dunbartonshire","Glasgow",701,25,676,5919.59070529543,5919.59070529543,6657,5273,2683,1522,3500.72640741365,140069.073155996
"1604","S01008109",2016,"Scotland","East Dunbartonshire","Glasgow",920,20,900,5656.8843975396,5656.8843975396,6407,4310,3900,1522,4044.07297392413,152240.089478443
"1605","S01008110",2016,"Scotland","East Dunbartonshire","Glasgow",882,20,862,5185.48905255676,5185.48905255676,5255,5928,3948,874,4948.82966597591,140224.252971222
"1606","S01008111",2016,"Scotland","East Dunbartonshire","Glasgow",858,30,828,5290.05471326241,5290.05471326241,5420,5191,4112,1050.5,5150.84540038539,219090.903503079
"1607","S01008112",2016,"Scotland","East Dunbartonshire","Glasgow",800,35,765,5542.25401702122,5542.25401702122,6282,5871,5555,1050.5,4482.98743282311,238461.264888577
"1608","S01008113",2016,"Scotland","East Dunbartonshire","Glasgow",866,40,826,5863.95591814952,5863.95591814952,4746,5395,4448,1522,3833.12597606303,257804.176001497
"1609","S01008114",2016,"Scotland","East Dunbartonshire","Glasgow",648,30,618,6064.29922363706,6064.29922363706,6935,4691,3987,1522,3685.38019691729,161459.857765002
"1610","S01008115",2016,"Scotland","East Dunbartonshire","Glasgow",871,65,806,6455.96738781701,6455.96738781701,6368,3571,2196,1522,2989.5045817676,178496.65620795
"1611","S01008116",2016,"Scotland","East Dunbartonshire","Glasgow",904,25,879,8517.93318904838,8517.93318904838,5966,5422,1747,2854.5,2667.38667910772,220372.316338198
"1612","S01008117",2016,"Scotland","East Dunbartonshire","Glasgow",789,50,739,8502.41267633511,8502.41267633511,6495,5939,1800,2854.5,2589.29350813722,164115.272527409
"1613","S01008118",2016,"Scotland","East Dunbartonshire","Glasgow",917,70,847,9053.79856934221,9053.79856934221,2943,3332,3308,3087,2852.39380536914,6062860.37605856
"1614","S01008119",2016,"Scotland","East Dunbartonshire","Glasgow",669,90,579,9585.97623580838,9585.97623580838,6385,685,4287,2803.5,3310.31575746443,131279.772235935
"1615","S01008120",2016,"Scotland","East Dunbartonshire","Glasgow",612,50,562,9594.45773423355,9594.45773423355,4689,4422,4861,2803.5,3237.93867560442,172234.201514909
"1616","S01008121",2016,"Scotland","East Dunbartonshire","Glasgow",656,10,646,9582.60016780211,9582.60016780211,6371,6702,3381,2803.5,2820.86308220455,198095.493405413
"1617","S01008122",2016,"Scotland","East Dunbartonshire","Glasgow",725,15,710,9336.92172930184,9336.92172930184,5637,6528,4442,2803.5,2752.89201887676,386649.470032962
"1618","S01008123",2016,"Scotland","East Dunbartonshire","Glasgow",861,20,841,8784.47762822835,8784.47762822835,5900,5636,4230,3196.5,1923.89875924462,370301.601152434
"1619","S01008124",2016,"Scotland","East Dunbartonshire","Glasgow",824,15,809,9223.31308969952,9223.31308969952,6518,6223,1723,3326.5,1720.45130210898,160794.724203929
"1620","S01008125",2016,"Scotland","East Dunbartonshire","Glasgow",889,20,869,9395.83623415234,9395.83623415234,5937,6083,2355,3196.5,2202.33600866801,286212.60038153
"1621","S01008126",2016,"Scotland","East Dunbartonshire","Glasgow",765,25,740,9726.63841200117,9726.63841200117,6935,5078,1341,3326.5,1774.25250958254,192917.795147465
"1622","S01008127",2016,"Scotland","East Dunbartonshire","Glasgow",659,10,649,9796.88075825316,9796.88075825316,3634,6048,2023,3450,2546.3147917659,449001.032016971
"1623","S01008128",2016,"Scotland","East Dunbartonshire","Glasgow",840,30,810,10740.1490205412,10740.1490205412,5150,5518,5186,2939.5,2632.19054650016,236234.307161058
"1624","S01008129",2016,"Scotland","East Dunbartonshire","Glasgow",872,125,747,10390.787388252,10390.787388252,4561,2366,5696,2939.5,3296.66885721958,185079.687809922
"1625","S01008130",2016,"Scotland","East Dunbartonshire","Glasgow",960,155,805,10015.1810198493,10015.1810198493,2427,1711,4060,2928,3337.43934523114,297289.678256743
"1626","S01008131",2016,"Scotland","East Dunbartonshire","Glasgow",747,190,557,9793.94121867628,9793.94121867628,1743,1423,3954,2928,3611.51374859092,301684.47377044
"1627","S01008132",2016,"Scotland","East Dunbartonshire","Glasgow",1115,30,1085,9912.124859337,9912.124859337,5676,6364,4475,2574,2535.67794898487,343657.999252434
"1628","S01008133",2016,"Scotland","East Dunbartonshire","Glasgow",618,85,533,10185.480879428,10185.480879428,1860,4086,6426,2928,3778.8773355956,297352.433881268
"1629","S01008134",2016,"Scotland","East Dunbartonshire","Glasgow",563,75,488,10293.6544215259,10293.6544215259,571,2221,6479,2928,4066.71614233846,186827.945351077
"1630","S01008135",2016,"Scotland","East Dunbartonshire","Glasgow",1163,130,1033,10913.9531243074,10913.9531243074,1191,2495,3860,4411,3880.26757516622,5301977.19471285
"1631","S01008136",2016,"Scotland","East Dunbartonshire","Glasgow",811,115,696,10526.7607350373,10526.7607350373,2245,4142,4858,2928,4097.79615282542,201618.578808886
"1632","S01008137",2016,"Scotland","East Dunbartonshire","Glasgow",918,270,648,11060.673240101,11060.673240101,761,728,5007,3377,3574.3077044147,135339.891188635
"1633","S01008138",2016,"Scotland","East Dunbartonshire","Glasgow",882,215,667,11295.50762345,11295.50762345,1208,1050,4240,3377,3092.98189639574,230481.854253433
"1634","S01008139",2016,"Scotland","East Dunbartonshire","Glasgow",950,190,760,11201.7556179352,11201.7556179352,3168,2926,3554,2939.5,2893.07470059102,161565.133789516
"1635","S01008140",2016,"Scotland","East Dunbartonshire","Glasgow",637,125,512,11007.2224320912,11007.2224320912,3301,2132,4320,2939.5,2950.60477711597,202602.667320439
"1636","S01008141",2016,"Scotland","East Dunbartonshire","Glasgow",797,25,772,11590.8284480885,11590.8284480885,4774,5740,3226,3075,2148.36379923908,210135.904213944
"1637","S01008142",2016,"Scotland","East Dunbartonshire","Glasgow",781,20,761,11616.4187790969,11616.4187790969,5497,5491,2942,3075,1945.46957810601,106739.250640502
"1638","S01008143",2016,"Scotland","East Dunbartonshire","Glasgow",938,165,773,11512.414465716,11512.414465716,3011,2030,1921,3075,1573.06792385804,628779.371438135
"1639","S01008144",2016,"Scotland","East Dunbartonshire","Glasgow",1346,20,1326,11887.4850170992,11887.4850170992,6107,2985,596,4043,1651.51224879142,10685718.8122298
"1640","S01008145",2016,"Scotland","East Dunbartonshire","Glasgow",767,125,642,14190.5092179406,14190.5092179406,2709,1506,1238,4768,688.933213203806,444528.448790949
"1641","S01008146",2016,"Scotland","East Dunbartonshire","Glasgow",494,70,424,14330.4860729548,14330.4860729548,3269,1935,380,4927,662.103776066068,6764769.98853306
"1642","S01008147",2016,"Scotland","East Dunbartonshire","Glasgow",807,70,737,12467.0656635936,12467.0656635936,5557,1780,878,3454,1508.26809124962,139913.110852627
"1643","S01008148",2016,"Scotland","East Dunbartonshire","Glasgow",704,55,649,12121.307325512,12121.307325512,2749,4173,1083,3454,1763.23475593544,242959.02598998
"1644","S01008149",2016,"Scotland","East Dunbartonshire","Glasgow",674,95,579,12051.1986442679,12051.1986442679,2614,2791,1495,3454,1995.0849059302,109118.504598424
"1645","S01008150",2016,"Scotland","East Dunbartonshire","Glasgow",900,145,755,12150.2234122479,12150.2234122479,3272,1853,1672,3454,1918.50341041533,121581.459601533
"1646","S01008151",2016,"Scotland","East Dunbartonshire","Glasgow",690,110,580,11810.6581907536,11810.6581907536,2831,1875,2707,3454,2310.82153617788,107274.622815507
"1647","S01008152",2016,"Scotland","East Dunbartonshire","Glasgow",1011,150,861,11611.8817767035,11611.8817767035,3103,1899,2462,3377,2703.18641240705,472699.595357478
"1648","S01008153",2016,"Scotland","East Dunbartonshire","Glasgow",883,30,853,11874.0271962018,11874.0271962018,6560,5642,690,4489,1293.97746185006,220337.800153293
"1649","S01008154",2016,"Scotland","East Dunbartonshire","Glasgow",799,30,769,12304.6805592369,12304.6805592369,6502,5846,1377,4694,1157.81557783108,178582.986181378
"1650","S01008155",2016,"Scotland","East Dunbartonshire","Glasgow",696,55,641,12311.4888850055,12311.4888850055,6823,5525,798,4883.5,984.648415761112,139794.770619994
"1651","S01008156",2016,"Scotland","East Dunbartonshire","Glasgow",910,105,805,12831.6339830355,12831.6339830355,2265,4099,2651,5330,913.220078405355,7723103.48282268
"1652","S01008157",2016,"Scotland","East Dunbartonshire","Glasgow",726,50,676,12684.8190976163,12684.8190976163,5912,4883,2220,4883.5,917.657701860917,301234.009254941
"1653","S01008158",2016,"Scotland","East Dunbartonshire","Glasgow",672,15,657,12932.9754231067,12932.9754231067,6388,5493,2291,4978.5,590.96037751308,138453.037702966
"1654","S01008159",2016,"Scotland","East Dunbartonshire","Glasgow",972,220,752,12883.3960704655,12883.3960704655,1162,2975,5995,4978.5,647.731421490079,207182.593018492
"1655","S01008160",2016,"Scotland","East Dunbartonshire","Glasgow",972,165,807,13163.7603541861,13163.7603541861,2984,3118,4269,5363,595.469436333255,412988.647139037
"1656","S01008161",2016,"Scotland","East Dunbartonshire","Glasgow",1038,55,983,12785.8843290496,12785.8843290496,4115,5124,1415,5581,622.571077821451,30868812.6284952
"1657","S01008162",2016,"Scotland","East Dunbartonshire","Glasgow",1093,75,1018,13278.9249077421,13278.9249077421,3565,4196,1411,5985,532.763946077555,27649342.5998696
"1658","S01008163",2016,"Scotland","East Lothian","Edinburgh",762,115,647,10260.4604469766,10260.4604469766,5708,2814,1082,2133,1252.79044136005,3554702.42651467
"1659","S01008164",2016,"Scotland","East Lothian","Edinburgh",1543,115,1428,10103.7603758409,10103.7603758409,4031,2731,1841,1231,1349.9022335971,4661550.00277948
"1660","S01008165",2016,"Scotland","East Lothian","Edinburgh",866,30,836,10764.4385600343,10764.4385600343,4543,6238,1137,1496,1579.33349855872,7215649.81895607
"1661","S01008166",2016,"Scotland","East Lothian","Edinburgh",543,75,468,11063.5930821476,11063.5930821476,5071,2106,1191,490.5,1374.22197741171,87990.0377009818
"1662","S01008167",2016,"Scotland","East Lothian","Edinburgh",738,155,583,11008.1898388776,11008.1898388776,2325,1746,3287,490.5,1472.47789250795,142051.657508995
"1663","S01008168",2016,"Scotland","East Lothian","Edinburgh",882,170,712,10762.1027395523,10762.1027395523,4588,1300,1907,743.5,1641.57060674421,268682.659219323
"1664","S01008169",2016,"Scotland","East Lothian","Edinburgh",734,85,649,11363.2425082322,11363.2425082322,3722,2423,2106,483,1293.23360243633,237662.354183966
"1665","S01008170",2016,"Scotland","East Lothian","Edinburgh",594,30,564,8330.56494235463,8330.56494235463,4935,6027,1516,654.5,3144.86412969677,119883.778232323
"1666","S01008171",2016,"Scotland","East Lothian","Edinburgh",728,100,628,8019.58127606777,8019.58127606777,2423,2196,2684,654.5,3336.44502472094,103245.615336612
"1667","S01008172",2016,"Scotland","East Lothian","Edinburgh",576,55,521,7991.43717245896,7991.43717245896,6235,3219,1461,654.5,3249.84448772215,121203.375483102
"1668","S01008173",2016,"Scotland","East Lothian","Edinburgh",677,35,642,7634.02037648067,7634.02037648067,6645,5577,2151,654.5,3334.50903950564,128074.343420507
"1669","S01008174",2016,"Scotland","East Lothian","Edinburgh",499,35,464,7720.62029441765,7720.62029441765,6090,3526,2002,359.5,3444.04585147251,70445.0777133466
"1670","S01008175",2016,"Scotland","East Lothian","Edinburgh",714,70,644,7821.75393952857,7821.75393952857,1645,1515,2141,359.5,3527.59455197324,141488.093247565
"1671","S01008176",2016,"Scotland","East Lothian","Edinburgh",801,35,766,8738.60011636739,8738.60011636739,1606,3729,3675,1261,3720.3505734762,792137.403384067
"1672","S01008177",2016,"Scotland","East Lothian","Edinburgh",754,80,674,7951.38578502831,7951.38578502831,752,1571,3737,359.5,3656.46834666505,230760.543056807
"1673","S01008178",2016,"Scotland","East Lothian","Edinburgh",608,50,558,7465.27482579126,7465.27482579126,5310,3394,3187,359.5,3414.70538821462,96226.9346805953
"1674","S01008179",2016,"Scotland","East Lothian","Edinburgh",535,10,525,7258.83232671925,7258.83232671925,5788,5528,1836,615,3307.70798403373,119814.994282525
"1675","S01008180",2016,"Scotland","East Lothian","Edinburgh",481,5,476,7299.63787313874,7299.63787313874,3466,6687,2490,1598,3386.79974182576,505462.145525702
"1676","S01008181",2016,"Scotland","East Lothian","Edinburgh",663,10,653,7261.22646747046,7261.22646747046,1821,6058,4005,359.5,3000.88142257692,207102.177589475
"1677","S01008182",2016,"Scotland","East Lothian","Edinburgh",960,140,820,7904.62524746739,7904.62524746739,1402,373,5367,359.5,3377.65353780261,94837.5256327433
"1678","S01008183",2016,"Scotland","East Lothian","Edinburgh",650,70,580,8090.48253887118,8090.48253887118,3177,3001,4804,359.5,3782.55012230693,46676.1398510337
"1679","S01008184",2016,"Scotland","East Lothian","Edinburgh",818,105,713,8210.96645132312,8210.96645132312,881,1350,6431,359.5,3800.82958910847,120904.955129115
"1680","S01008185",2016,"Scotland","East Lothian","Edinburgh",1005,155,850,8172.10671495023,8172.10671495023,2965,1679,5119,1261,3481.70685084707,107770.581460954
"1681","S01008186",2016,"Scotland","East Lothian","Edinburgh",896,105,791,8770.13905259219,8770.13905259219,663,1523,4612,1261,3318.60756612925,123523.852524811
"1682","S01008187",2016,"Scotland","East Lothian","Edinburgh",682,145,537,8804.43329773218,8804.43329773218,1890,2276,1959,3047,2869.69441518443,293775.455943857
"1683","S01008188",2016,"Scotland","East Lothian","Edinburgh",906,195,711,8807.08342710451,8807.08342710451,2158,1477,5834,1261,3722.38948269131,138858.867336376
"1684","S01008189",2016,"Scotland","East Lothian","Edinburgh",572,60,512,9340.20549798649,9340.20549798649,3939,4441,3589,1261,2936.27517690854,77433.8894044893
"1685","S01008190",2016,"Scotland","East Lothian","Edinburgh",884,165,719,9731.75726732854,9731.75726732854,2607,2304,1274,1208.5,2484.47433540003,247858.460266823
"1686","S01008191",2016,"Scotland","East Lothian","Edinburgh",503,75,428,9526.63584005588,9526.63584005588,4900,1241,2334,1208.5,2685.61391856273,145732.341822163
"1687","S01008192",2016,"Scotland","East Lothian","Edinburgh",817,140,677,9705.47545786958,9705.47545786958,849,1944,3394,1208.5,2377.63326198246,411283.431213228
"1688","S01008193",2016,"Scotland","East Lothian","Edinburgh",853,70,783,9840.29639530306,9840.29639530306,2620,5181,1867,1208.5,2082.52813746287,131253.359971914
"1689","S01008194",2016,"Scotland","East Lothian","Edinburgh",643,75,568,10285.3492179964,10285.3492179964,4529,3679,1894,743.5,1805.48411062045,174717.474706891
"1690","S01008195",2016,"Scotland","East Lothian","Edinburgh",758,165,593,10634.9100671125,10634.9100671125,2166,1005,1779,743.5,1633.21755293089,191069.894513443
"1691","S01008196",2016,"Scotland","East Lothian","Edinburgh",774,145,629,10317.8202040394,10317.8202040394,3302,1173,2224,743.5,1859.39143636361,142707.664366338
"1692","S01008197",2016,"Scotland","East Lothian","Edinburgh",1453,35,1418,12532.8686021316,12532.8686021316,6312,3999,4806,568.5,1297.17791564888,172868.677602544
"1693","S01008198",2016,"Scotland","East Lothian","Edinburgh",695,90,605,12705.5345996651,12705.5345996651,1942,3760,5955,3023.5,1455.32183448509,146796.864469072
"1694","S01008199",2016,"Scotland","East Lothian","Edinburgh",742,135,607,12372.3707734883,12372.3707734883,1818,679,4566,568.5,1268.73632411207,107230.642193107
"1695","S01008200",2016,"Scotland","East Lothian","Edinburgh",636,135,501,12241.2190651599,12241.2190651599,2934,1871,4888,3023.5,1192.47409308463,103157.278853422
"1696","S01008201",2016,"Scotland","East Lothian","Edinburgh",785,150,635,12724.1265605945,12724.1265605945,1292,1346,6707,3023.5,1479.99028361744,142742.330935419
"1697","S01008202",2016,"Scotland","East Lothian","Edinburgh",576,70,506,13250.6539819351,13250.6539819351,3461,5540,5490,1368,1590.9889462382,132201.077185185
"1698","S01008203",2016,"Scotland","East Lothian","Edinburgh",603,150,453,13170.1706877331,13170.1706877331,432,894,6578,3023.5,1410.76470463665,108854.71691423
"1699","S01008204",2016,"Scotland","East Lothian","Edinburgh",872,120,752,13206.6225674536,13206.6225674536,3191,4619,6474,1368,1649.47638376634,364706.176275397
"1700","S01008205",2016,"Scotland","East Lothian","Edinburgh",682,100,582,13883.6550257145,13883.6550257145,3725,1664,6421,1368,1573.27402589933,109529.556558134
"1701","S01008206",2016,"Scotland","East Lothian","Edinburgh",678,90,588,13707.8204393223,13707.8204393223,3281,2754,6347,1368,1622.942564024,184713.675659277
"1702","S01008207",2016,"Scotland","East Lothian","Edinburgh",612,105,507,13988.6480965949,13988.6480965949,3410,1580,4558,1368,1508.4113442311,77464.6797531135
"1703","S01008208",2016,"Scotland","East Lothian","Edinburgh",905,65,840,13787.5882663517,13787.5882663517,4278,4905,3980,1368,1463.49191143173,176146.036804951
"1704","S01008209",2016,"Scotland","East Lothian","Edinburgh",583,35,548,13519.9163596445,13519.9163596445,5237,6003,3462,1368,1461.21550126413,107913.172819556
"1705","S01008210",2016,"Scotland","East Lothian","Edinburgh",925,85,840,14331.2905983286,14331.2905983286,3345,3626,5406,2438,1055.41559724698,225692.515480388
"1706","S01008211",2016,"Scotland","East Lothian","Edinburgh",845,125,720,14564.0134441222,14564.0134441222,3109,2228,5969,2438,996.760442031645,157187.728948901
"1707","S01008212",2016,"Scotland","East Lothian","Edinburgh",576,20,556,14659.5596323704,14659.5596323704,6935,6419,2159,2438,1101.49108828858,84100.8110403651
"1708","S01008213",2016,"Scotland","East Lothian","Edinburgh",1012,30,982,15001.3474026706,15001.3474026706,6760,5838,2446,2438,999.816554533729,177139.541658082
"1709","S01008214",2016,"Scotland","East Lothian","Edinburgh",702,100,602,15051.8929178553,15051.8929178553,2882,3532,4516,2438,923.120585231109,159193.109567634
"1710","S01008215",2016,"Scotland","East Lothian","Edinburgh",715,50,665,15309.9466049636,15309.9466049636,4531,2905,3061,2068.5,868.879072529985,91192.2409856101
"1711","S01008216",2016,"Scotland","East Lothian","Edinburgh",518,15,503,15509.4132010997,15509.4132010997,6935,5209,2903,2068.5,791.591725735785,107525.442943092
"1712","S01008217",2016,"Scotland","East Lothian","Edinburgh",566,20,546,16748.436259781,16748.436259781,2272,6042,1638,3853,507.341689371192,3174866.66364723
"1713","S01008218",2016,"Scotland","East Lothian","Edinburgh",1288,150,1138,14770.9346668943,14770.9346668943,1520,5996,2091,1610,1604.36637134114,12163483.5144315
"1714","S01008219",2016,"Scotland","East Lothian","Edinburgh",1036,155,881,14701.6481110386,14701.6481110386,1756,3710,6240,1429,1830.96891401171,290076.167300133
"1715","S01008220",2016,"Scotland","East Lothian","Edinburgh",624,180,444,15175.0327974967,15175.0327974967,2397,1792,3119,940,1579.71764129664,94369.8464999758
"1716","S01008221",2016,"Scotland","East Lothian","Edinburgh",695,215,480,15202.5020714287,15202.5020714287,580,859,5524,1688,1662.5064519072,173390.973670519
"1717","S01008222",2016,"Scotland","East Lothian","Edinburgh",680,130,550,15300.2372900069,15300.2372900069,2092,1581,6223,1316.5,1608.47615341476,328009.271236434
"1718","S01008223",2016,"Scotland","East Lothian","Edinburgh",593,110,483,15477.1600892408,15477.1600892408,3115,3689,3131,1316.5,1403.22907993564,123344.211291054
"1719","S01008224",2016,"Scotland","East Lothian","Edinburgh",875,45,830,15338.1584147829,15338.1584147829,4179,3903,4591,1532,1421.12044898755,148320.739543924
"1720","S01008225",2016,"Scotland","East Lothian","Edinburgh",710,75,635,14937.8956399083,14937.8956399083,2349,4294,5449,1688,1787.45937720932,108939.793826122
"1721","S01008226",2016,"Scotland","East Lothian","Edinburgh",736,175,561,14808.6714838271,14808.6714838271,1019,2961,6218,1688,1828.70704857867,215377.444406532
"1722","S01008227",2016,"Scotland","East Lothian","Edinburgh",807,150,657,14341.8533180428,14341.8533180428,933,1052,3991,1688,1775.57888510851,146935.638951437
"1723","S01008228",2016,"Scotland","East Lothian","Edinburgh",652,35,617,14111.82120526,14111.82120526,2231,5545,5362,1116,1671.39703109486,320080.04474056
"1724","S01008229",2016,"Scotland","East Lothian","Edinburgh",695,80,615,14468.6884992006,14468.6884992006,3968,1815,3949,1688,1742.10317826564,103219.994698951
"1725","S01008230",2016,"Scotland","East Lothian","Edinburgh",792,35,757,14309.3747680487,14309.3747680487,4536,5307,2201,626,1484.31774336624,120085.254611339
"1726","S01008231",2016,"Scotland","East Lothian","Edinburgh",825,20,805,14631.5313846305,14631.5313846305,6521,6887,1632,626,1587.30861980101,157961.198336612
"1727","S01008232",2016,"Scotland","East Lothian","Edinburgh",890,35,855,14902.9877943589,14902.9877943589,5940,5382,2226,626,1658.12783146985,142673.563010428
"1728","S01008233",2016,"Scotland","East Lothian","Edinburgh",644,20,624,14598.0580528222,14598.0580528222,3547,3051,1328,1233,1444.20785046246,5766463.67800559
"1729","S01008234",2016,"Scotland","East Lothian","Edinburgh",435,125,310,14469.0838125543,14469.0838125543,3187,3982,1821,1413,864.302292841694,154864.562324683
"1730","S01008235",2016,"Scotland","East Lothian","Edinburgh",860,100,760,15915.7132636534,15915.7132636534,4728,2330,2724,2554,504.848922693684,6695316.13989641
"1731","S01008236",2016,"Scotland","East Lothian","Edinburgh",838,100,738,16072.8462941797,16072.8462941797,3368,4304,3688,2880,491.630002496115,247110.215362932
"1732","S01008237",2016,"Scotland","East Lothian","Edinburgh",845,105,740,15844.9330972516,15844.9330972516,4287,2052,768,3741,416.161200555311,19878190.1684496
"1733","S01008238",2016,"Scotland","East Lothian","Edinburgh",732,95,637,17611.7770003101,17611.7770003101,5371,4270,2491,2014,1063.7254602456,270841.082250003
"1734","S01008239",2016,"Scotland","East Lothian","Edinburgh",1023,115,908,17715.1240412772,17715.1240412772,4574,5647,1808,977,1365.90655622646,10709232.9198965
"1735","S01008240",2016,"Scotland","East Lothian","Edinburgh",858,10,848,17812.5257493978,17812.5257493978,4963,6012,1630,2276,395.576516769472,7280269.9908325
"1736","S01008241",2016,"Scotland","East Lothian","Edinburgh",630,15,615,17906.9538876828,17906.9538876828,6018,6692,1256,4538,387.174424608811,307212.722638872
"1737","S01008242",2016,"Scotland","East Lothian","Edinburgh",861,65,796,18636.2338399068,18636.2338399068,5666,5627,3356,2339,316.384436161314,5909861.2086625
"1738","S01008243",2016,"Scotland","East Lothian","Edinburgh",948,50,898,21383.1289393168,21383.1289393168,5389,4455,671,3936,196.97918984293,17230785.2699857
"1739","S01008244",2016,"Scotland","East Lothian","Edinburgh",617,35,582,21340.9118753402,21340.9118753402,4700,6093,1471,4444,198.753597261181,1615685.25207321
"1740","S01008245",2016,"Scotland","East Lothian","Edinburgh",979,40,939,18949.70957976,18949.70957976,5658,5445,1518,3266,271.757588075198,4587600.07229177
"1741","S01008246",2016,"Scotland","East Lothian","Edinburgh",995,45,950,19753.0984020764,19753.0984020764,6274,6164,738,3563,261.856758664788,15135282.0923298
"1742","S01008247",2016,"Scotland","East Lothian","Edinburgh",800,35,765,22637.368852687,22637.368852687,5782,3833,333,4936,94.8693909564448,41502034.2777012
"1743","S01008248",2016,"Scotland","East Lothian","Edinburgh",888,60,828,28568.273606544,28568.273606544,5027,3207,355,5529,123.191519789946,79759991.110441
"1744","S01008249",2016,"Scotland","East Lothian","Edinburgh",872,40,832,27821.3457756876,27821.3457756876,5231,5286,184,5570,113.736051781813,82815217.0670894
"1745","S01008250",2016,"Scotland","East Lothian","Edinburgh",1040,55,985,25496.3584657165,25496.3584657165,4783,5482,587,3169,2034.43731578432,51641672.914202
"1746","S01008251",2016,"Scotland","East Lothian","Edinburgh",756,5,751,23913.3649680553,23913.3649680553,6935,6073,1775,2421,1310.34179766699,311683.222259326
"1747","S01008252",2016,"Scotland","East Lothian","Edinburgh",828,25,803,24490.578211463,24490.578211463,6306,6608,4360,3927.5,1748.71243873814,404495.191026137
"1748","S01008253",2016,"Scotland","East Lothian","Edinburgh",791,80,711,24705.6793658406,24705.6793658406,2409,2720,4219,3380,2054.20934437724,270538.447428402
"1749","S01008254",2016,"Scotland","East Lothian","Edinburgh",969,115,854,25294.4671546373,25294.4671546373,3651,3826,5615,3257,2572.6280280829,241155.029505625
"1750","S01008255",2016,"Scotland","East Lothian","Edinburgh",743,90,653,26000.2540881021,26000.2540881021,5141,3452,5505,3257,1837.97779175858,157034.800473336
