"","zone","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work","area"
"56","S01006561",2016,"Scotland","Aberdeen City","Aberdeen",762,10,752,2486.42193345742,2486.42193345742,5192,6509,6040,3294,17238.5397088027,132854.283053456
"57","S01006562",2016,"Scotland","Aberdeen City","Aberdeen",889,45,844,3163.77893707589,3163.77893707589,5030,4177,3328,3294,12955.207794878,317805.542633491
"58","S01006563",2016,"Scotland","Aberdeen City","Aberdeen",755,25,730,2365.5762957891,2365.5762957891,536,2829,4571,328,18658.6193426328,649011.882990646
"59","S01006564",2016,"Scotland","Aberdeen City","Aberdeen",1039,125,914,1194.34914651506,1194.34914651506,1235,608,6280,3103.5,26220.4029519364,105104.528252461
"60","S01006565",2016,"Scotland","Aberdeen City","Aberdeen",1011,65,946,1030.31772363479,1030.31772363479,1711,140,6199,3103.5,26534.813720237,53121.9583425485
"61","S01006566",2016,"Scotland","Aberdeen City","Aberdeen",744,35,709,1437.18794503959,1437.18794503959,3942,1947,6420,3103.5,23653.5561879621,88244.9828525381
"62","S01006567",2016,"Scotland","Aberdeen City","Aberdeen",828,110,718,1254.44146824656,1254.44146824656,1109,275,6745,3103.5,25384.671294947,56968.3710270463
"63","S01006568",2016,"Scotland","Aberdeen City","Aberdeen",936,20,916,1536.65615492055,1536.65615492055,3244,649,6616,3029,23718.8857982619,71479.196125892
"64","S01006569",2016,"Scotland","Aberdeen City","Aberdeen",560,20,540,1748.84198726163,1748.84198726163,5505,1285,6400,3029,22141.8627558326,56576.680084127
"65","S01006570",2016,"Scotland","Aberdeen City","Aberdeen",815,10,805,1837.93412359852,1837.93412359852,4188,4238,5787,3029,21613.7335911787,114756.124016348
"66","S01006571",2016,"Scotland","Aberdeen City","Aberdeen",944,25,919,1921.32062972518,1921.32062972518,314,3853,6317,3230,21227.896105827,402357.539855134
"67","S01006572",2016,"Scotland","Aberdeen City","Aberdeen",969,10,959,2882.77826885684,2882.77826885684,3934,6285,2868,3294,13838.1848562382,365514.138071405
"68","S01006573",2016,"Scotland","Aberdeen City","Aberdeen",742,10,732,2376.86217506824,2376.86217506824,6675,6618,3197,3029,17387.5180203424,121413.068304
"69","S01006574",2016,"Scotland","Aberdeen City","Aberdeen",977,10,967,2466.0230953003,2466.0230953003,2371,6086,4938,3934,16504.4363727332,309722.706040457
"70","S01006575",2016,"Scotland","Aberdeen City","Aberdeen",919,10,909,2507.68139372346,2507.68139372346,5325,5762,4000,3230,14448.0523897508,135130.027823189
"71","S01006576",2016,"Scotland","Aberdeen City","Aberdeen",759,10,749,2184.3395518769,2184.3395518769,3629,4755,5032,3230,17253.6460526349,113217.578653304
"72","S01006577",2016,"Scotland","Aberdeen City","Aberdeen",815,20,795,2254.17185672301,2254.17185672301,3647,1826,5900,3230,17345.7976398994,113614.782540948
"73","S01006578",2016,"Scotland","Aberdeen City","Aberdeen",1085,55,1030,1835.34718609925,1835.34718609925,2775,566,6008,3230,20563.4613055875,73027.2593830556
"74","S01006579",2016,"Scotland","Aberdeen City","Aberdeen",1018,30,988,1620.92583964626,1620.92583964626,4563,1024,6230,2486,22255.8097229866,68155.8773259707
"75","S01006580",2016,"Scotland","Aberdeen City","Aberdeen",781,25,756,2008.51031177627,2008.51031177627,1770,1196,6673,3230,19937.60764218,80488.6193594417
"76","S01006581",2016,"Scotland","Aberdeen City","Aberdeen",924,5,919,2847.90796740823,2847.90796740823,5560,6019,4068,3934,12119.541207918,332826.483811135
"77","S01006582",2016,"Scotland","Aberdeen City","Aberdeen",903,75,828,1026.57342933334,1026.57342933334,25,722,5868,2486,26612.6742819528,147909.129920165
"78","S01006583",2016,"Scotland","Aberdeen City","Aberdeen",714,30,684,1364.7229546028,1364.7229546028,3824,1568,6621,2486,23737.6644517181,62367.7851589546
"79","S01006584",2016,"Scotland","Aberdeen City","Aberdeen",648,10,638,1270.68526015434,1270.68526015434,4537,640,6882,3103.5,26108.8293480213,102059.145950442
"80","S01006585",2016,"Scotland","Aberdeen City","Aberdeen",856,115,741,1179.50232644866,1179.50232644866,68,394,6641,3103.5,26808.580395407,93610.5512669673
"81","S01006586",2016,"Scotland","Aberdeen City","Aberdeen",1070,80,990,843.058270704092,843.058270704092,7,286,6142,3103.5,28628.6087581996,291475.406314869
"82","S01006587",2016,"Scotland","Aberdeen City","Aberdeen",551,80,471,607.024866087513,607.024866087513,9,184,4825,720.5,26710.8607037608,655312.742955821
"83","S01006588",2016,"Scotland","Aberdeen City","Aberdeen",651,35,616,366.119744535765,366.119744535765,6,77,6146,1062.5,27552.4730042577,68119.3269220372
"84","S01006589",2016,"Scotland","Aberdeen City","Aberdeen",750,65,685,103.477801151765,103.477801151765,205,250,5702,1062.5,23675.5204014286,69105.9538710276
"85","S01006590",2016,"Scotland","Aberdeen City","Aberdeen",785,70,715,902.216796023617,902.216796023617,359,231,6098,2486,26012.8942294526,72413.917235991
"86","S01006591",2016,"Scotland","Aberdeen City","Aberdeen",758,60,698,1047.62153894221,1047.62153894221,2544,522,5967,2486,23580.1513217988,57532.9022686076
"87","S01006592",2016,"Scotland","Aberdeen City","Aberdeen",697,5,692,1281.04491063266,1281.04491063266,2165,2856,4324,720.5,20163.4172287984,89920.3107690504
"88","S01006593",2016,"Scotland","Aberdeen City","Aberdeen",801,20,781,1091.84754090624,1091.84754090624,4352,1917,5444,2486,22321.2523083151,72057.7539554137
"89","S01006594",2016,"Scotland","Aberdeen City","Aberdeen",525,15,510,1814.02082560786,1814.02082560786,4319,2533,6507,3890,18270.8823243821,74960.8624405852
"90","S01006595",2016,"Scotland","Aberdeen City","Aberdeen",930,45,885,1504.17531515076,1504.17531515076,4159,1991,5491,2486,21433.3594827803,74791.9390000696
"91","S01006596",2016,"Scotland","Aberdeen City","Aberdeen",771,15,756,1343.94158518649,1343.94158518649,3290,2111,4777,2486,21175.4196597005,127670.946990544
"92","S01006597",2016,"Scotland","Aberdeen City","Aberdeen",551,30,521,1591.80979956605,1591.80979956605,770,391,6272,2486,21273.7619053455,49618.6029550275
"93","S01006598",2016,"Scotland","Aberdeen City","Aberdeen",1014,15,999,1590.35409913908,1590.35409913908,3219,5861,2774,3890,18026.599364909,356839.863910407
"94","S01006599",2016,"Scotland","Aberdeen City","Aberdeen",836,65,771,2855.6957212397,2855.6957212397,3213,1919,5358,3149.5,10921.8752698775,134872.27228198
"95","S01006600",2016,"Scotland","Aberdeen City","Aberdeen",1182,40,1142,2336.6245202336,2336.6245202336,3107,2801,5363,3890,13832.3334041201,335809.468284009
"96","S01006601",2016,"Scotland","Aberdeen City","Aberdeen",1075,60,1015,1967.61356401556,1967.61356401556,3508,1929,5728,3890,16504.2715405374,122983.282838355
"97","S01006602",2016,"Scotland","Aberdeen City","Aberdeen",934,20,914,1742.17623554492,1742.17623554492,6416,6407,5136,3890,17566.4560030545,147393.993039846
"98","S01006603",2016,"Scotland","Aberdeen City","Aberdeen",848,125,723,3850.65602234887,3850.65602234887,2268,2099,4308,4954,6622.07637085271,160940.793583831
"99","S01006604",2016,"Scotland","Aberdeen City","Aberdeen",675,75,600,3291.34832460338,3291.34832460338,914,2418,4913,4580,9066.49402996527,144573.532222212
"100","S01006605",2016,"Scotland","Aberdeen City","Aberdeen",830,145,685,3149.34279516892,3149.34279516892,1354,2105,6144,4580,9945.56949066075,206265.96935386
"101","S01006606",2016,"Scotland","Aberdeen City","Aberdeen",856,60,796,2949.49332738575,2949.49332738575,4717,3625,3831,4580,10442.4688771342,429385.511288444
"102","S01006607",2016,"Scotland","Aberdeen City","Aberdeen",927,85,842,2850.63247003149,2850.63247003149,2531,1663,6224,4580,12249.3679357489,197222.513284493
"103","S01006608",2016,"Scotland","Aberdeen City","Aberdeen",1103,35,1068,5711.11716124399,5711.11716124399,2051,4827,971,4856,2381.7893733842,5509842.041599
"104","S01006609",2016,"Scotland","Aberdeen City","Aberdeen",1074,100,974,3237.92248135055,3237.92248135055,3045,2227,5538,3940,11437.7345073788,186283.429363945
"105","S01006610",2016,"Scotland","Aberdeen City","Aberdeen",453,60,393,3467.64787373544,3467.64787373544,2792,2130,5749,4580,9083.37157579857,71823.3410859872
"106","S01006611",2016,"Scotland","Aberdeen City","Aberdeen",905,90,815,3592.55729361074,3592.55729361074,2154,1946,5174,4954,7972.11189075637,128178.593490394
"107","S01006612",2016,"Scotland","Aberdeen City","Aberdeen",857,50,807,4101.79507391825,4101.79507391825,3762,4272,3564,4954,5859.30565053165,154105.255396419
"108","S01006613",2016,"Scotland","Aberdeen City","Aberdeen",600,10,590,5496.26268318404,5496.26268318404,5958,5294,1647,4987.5,2694.70094226112,200792.74215601
"109","S01006614",2016,"Scotland","Aberdeen City","Aberdeen",686,5,681,5822.4606247797,5822.4606247797,5825,6277,2303,4987.5,2085.11452931508,307713.309181368
"110","S01006615",2016,"Scotland","Aberdeen City","Aberdeen",808,10,798,5870.49124861623,5870.49124861623,6702,6639,1135,4987.5,2153.90274327168,170971.268132915
"111","S01006616",2016,"Scotland","Aberdeen City","Aberdeen",780,25,755,5632.80701298421,5632.80701298421,5748,4782,2866,4987.5,2339.47765415812,133601.123557258
"112","S01006617",2016,"Scotland","Aberdeen City","Aberdeen",658,35,623,5327.8767107956,5327.8767107956,4054,4538,3551,5097,2751.10840354122,168470.720060822
"113","S01006618",2016,"Scotland","Aberdeen City","Aberdeen",503,15,488,5257.44699218747,5257.44699218747,5300,5357,3783,4191,3104.42521782365,142013.345842645
"114","S01006619",2016,"Scotland","Aberdeen City","Aberdeen",864,25,839,4957.03061562146,4957.03061562146,5432,4641,2221,5097,3501.1871809221,862098.906748906
"115","S01006620",2016,"Scotland","Aberdeen City","Aberdeen",819,40,779,4810.65355885285,4810.65355885285,5581,3973,3759,5097,4086.5126373087,208401.737974527
"116","S01006621",2016,"Scotland","Aberdeen City","Aberdeen",523,25,498,4578.3598950669,4578.3598950669,5373,4009,3577,4191,4976.59698115165,84132.9224008783
"117","S01006622",2016,"Scotland","Aberdeen City","Aberdeen",659,20,639,4848.59280506671,4848.59280506671,5766,3067,3653,4191,4117.27017800057,85919.753095543
"118","S01006623",2016,"Scotland","Aberdeen City","Aberdeen",736,60,676,3126.03352650538,3126.03352650538,461,2155,3323,4710,13080.2379704862,5810998.2959243
"119","S01006624",2016,"Scotland","Aberdeen City","Aberdeen",822,80,742,1586.26551097492,1586.26551097492,1906,160,6857,3214,16993.8143726201,142865.300299447
"120","S01006625",2016,"Scotland","Aberdeen City","Aberdeen",618,55,563,1774.15266592537,1774.15266592537,1133,1674,6789,3214,15591.3056730846,119021.949850922
"121","S01006626",2016,"Scotland","Aberdeen City","Aberdeen",720,115,605,1578.79047038535,1578.79047038535,572,684,6712,3214,15194.5990276211,119446.804225978
"122","S01006627",2016,"Scotland","Aberdeen City","Aberdeen",890,130,760,1431.87734291087,1431.87734291087,378,84,6748,720.5,14580.8112769678,215260.255346894
"123","S01006628",2016,"Scotland","Aberdeen City","Aberdeen",1168,105,1063,1291.8323400563,1291.8323400563,658,45,6964,720.5,17287.2468715642,99355.5275255218
"124","S01006629",2016,"Scotland","Aberdeen City","Aberdeen",830,185,645,1951.60414156305,1951.60414156305,875,902,6571,3214,15974.1513929802,117072.97173052
"125","S01006630",2016,"Scotland","Aberdeen City","Aberdeen",651,135,516,2092.6606181314,2092.6606181314,4296,1174,5030,3214,15338.6729995666,186684.746688711
"126","S01006631",2016,"Scotland","Aberdeen City","Aberdeen",1032,200,832,1792.60634536153,1792.60634536153,278,795,3403,3652,9493.01376503393,1004706.45543228
"127","S01006632",2016,"Scotland","Aberdeen City","Aberdeen",824,140,684,1657.88524585712,1657.88524585712,1742,759,5810,4467,13416.7881351922,80255.2018929496
"128","S01006633",2016,"Scotland","Aberdeen City","Aberdeen",656,140,516,2011.86363058908,2011.86363058908,505,776,4910,4467,12970.1739984032,76875.3030629279
"129","S01006634",2016,"Scotland","Aberdeen City","Aberdeen",647,185,462,1888.39611025959,1888.39611025959,292,1070,3424,4467,10797.5822841633,224566.910943448
"130","S01006635",2016,"Scotland","Aberdeen City","Aberdeen",695,110,585,1762.66114735348,1762.66114735348,1663,731,5217,4467,11970.6706919988,83304.3206055257
"131","S01006636",2016,"Scotland","Aberdeen City","Aberdeen",820,235,585,2027.05179670987,2027.05179670987,618,983,2630,4467,9013.32016967035,56609.0317779304
"132","S01006637",2016,"Scotland","Aberdeen City","Aberdeen",803,60,743,344.9617565197,344.9617565197,853,457,3408,4446.5,20522.7961742962,581233.396412218
"133","S01006638",2016,"Scotland","Aberdeen City","Aberdeen",866,95,771,498.69030400494,498.69030400494,2674,324,6395,1062.5,20628.9742015322,72731.6974833768
"134","S01006639",2016,"Scotland","Aberdeen City","Aberdeen",1004,160,844,305.538930274631,305.538930274631,486,205,6353,1062.5,22692.9987943342,103528.202501103
"135","S01006640",2016,"Scotland","Aberdeen City","Aberdeen",755,10,745,609.066529528713,609.066529528713,1020,1146,5411,4446.5,17074.2961376519,288598.240705452
"136","S01006641",2016,"Scotland","Aberdeen City","Aberdeen",1082,75,1007,726.873678299099,726.873678299099,1077,220,6344,3911.5,17982.1323034797,80832.0410855785
"137","S01006642",2016,"Scotland","Aberdeen City","Aberdeen",1332,60,1272,660.04115750371,660.04115750371,1098,207,6177,3911.5,22275.2573267962,193760.90861351
"138","S01006643",2016,"Scotland","Aberdeen City","Aberdeen",782,25,757,778.19291674958,778.19291674958,2143,219,5775,3911.5,19272.7379671849,49330.4930004589
"139","S01006644",2016,"Scotland","Aberdeen City","Aberdeen",1102,80,1022,1079.55129888122,1079.55129888122,4122,288,4334,3911.5,16388.2253145096,158320.048090283
"140","S01006645",2016,"Scotland","Aberdeen City","Aberdeen",703,155,548,854.114840790179,854.114840790179,540,769,6333,3103.5,24975.4725382239,31006.8935019658
"141","S01006646",2016,"Scotland","Aberdeen City","Aberdeen",1001,40,961,613.75652619202,613.75652619202,215,195,6228,1062.5,27211.1279976386,169251.907180589
"142","S01006647",2016,"Scotland","Aberdeen City","Aberdeen",663,80,583,546.538061909561,546.538061909561,1823,597,4894,1062.5,25339.598815101,51491.1020029783
"143","S01006648",2016,"Scotland","Aberdeen City","Aberdeen",1749,100,1649,763.197154458236,763.197154458236,531,163,6478,3103.5,27152.0779292628,180001.372234292
"144","S01006649",2016,"Scotland","Aberdeen City","Aberdeen",964,100,864,1218.4826793707,1218.4826793707,1531,642,6651,3580,23064.3885376816,45851.3563405047
"145","S01006650",2016,"Scotland","Aberdeen City","Aberdeen",890,65,825,1496.86417618582,1496.86417618582,1784,164,6958,3580,20747.8599792806,82529.2855989644
"146","S01006651",2016,"Scotland","Aberdeen City","Aberdeen",658,60,598,1326.66584137894,1326.66584137894,753,188,6661,3580,21412.9039740033,108708.867503013
"147","S01006652",2016,"Scotland","Aberdeen City","Aberdeen",592,30,562,1081.69296500096,1081.69296500096,838,579,6601,3580,22939.0488194468,94923.0938015345
"148","S01006653",2016,"Scotland","Aberdeen City","Aberdeen",613,20,593,1974.92753362703,1974.92753362703,3413,2877,4926,3580,18752.2719336786,108063.098041129
"149","S01006654",2016,"Scotland","Aberdeen City","Aberdeen",873,135,738,2144.84988017476,2144.84988017476,1033,1262,3398,3963,17869.1883241625,142566.866426071
"150","S01006655",2016,"Scotland","Aberdeen City","Aberdeen",759,60,699,1917.02610453042,1917.02610453042,695,1776,3097,3963,20773.1264779138,386331.060316069
"151","S01006656",2016,"Scotland","Aberdeen City","Aberdeen",1026,85,941,1265.95149576513,1265.95149576513,3373,814,6241,3103.5,24642.2811489807,144629.893948548
"152","S01006657",2016,"Scotland","Aberdeen City","Aberdeen",502,40,462,1977.37444776003,1977.37444776003,10,296,6806,3580,17519.6709458309,115725.848352022
"153","S01006658",2016,"Scotland","Aberdeen City","Aberdeen",1043,110,933,1340.29062622611,1340.29062622611,995,180,4839,3580,20009.3602068672,96987.1231245347
"154","S01006659",2016,"Scotland","Aberdeen City","Aberdeen",645,10,635,1606.81638270012,1606.81638270012,2487,911,6134,3580,18963.946135418,65662.2743685395
"155","S01006660",2016,"Scotland","Aberdeen City","Aberdeen",536,55,481,2104.45742979254,2104.45742979254,3769,137,5813,3580,15632.4862533555,113672.082095459
"156","S01006661",2016,"Scotland","Aberdeen City","Aberdeen",616,15,601,1672.31460780064,1672.31460780064,2520,435,6085,3580,18054.1427814794,90909.0302058733
"157","S01006662",2016,"Scotland","Aberdeen City","Aberdeen",961,105,856,2072.61640881382,2072.61640881382,1581,923,4997,4248.5,15650.0342581791,217424.67689365
"158","S01006663",2016,"Scotland","Aberdeen City","Aberdeen",544,15,529,1537.3852149016,1537.3852149016,5446,293,6619,3911.5,17257.0215445678,68391.4182789731
"159","S01006664",2016,"Scotland","Aberdeen City","Aberdeen",497,25,472,1417.64182659413,1417.64182659413,2073,460,6105,3580,18742.554440951,94378.1684175252
"160","S01006665",2016,"Scotland","Aberdeen City","Aberdeen",721,20,701,1335.26370878023,1335.26370878023,3275,141,6041,3911.5,18639.7485194477,126042.499797952
"161","S01006666",2016,"Scotland","Aberdeen City","Aberdeen",925,210,715,2143.07817851294,2143.07817851294,402,603,5170,5261,9937.30758747303,762798.676781677
"162","S01006667",2016,"Scotland","Aberdeen City","Aberdeen",745,140,605,1854.5456099324,1854.5456099324,306,350,5507,4422,12298.578606078,87481.2380511729
"163","S01006668",2016,"Scotland","Aberdeen City","Aberdeen",926,40,886,1486.50229243213,1486.50229243213,3807,311,5371,3911.5,14752.4967211969,135695.143481627
"164","S01006669",2016,"Scotland","Aberdeen City","Aberdeen",1078,80,998,1952.1595571453,1952.1595571453,880,611,6111,4422,13152.0304827832,260008.237326016
"165","S01006670",2016,"Scotland","Aberdeen City","Aberdeen",946,60,886,1310.7386541394,1310.7386541394,3274,316,5352,3911.5,15158.6794465732,176279.622186538
"166","S01006671",2016,"Scotland","Aberdeen City","Aberdeen",2343,20,2323,2796.74384423036,2796.74384423036,5064,982,2311,4592.5,8100.03929057158,641419.588841005
"167","S01006672",2016,"Scotland","Aberdeen City","Aberdeen",804,115,689,2179.71291933487,2179.71291933487,438,321,6750,4422,11526.2191361157,147897.117687926
"168","S01006673",2016,"Scotland","Aberdeen City","Aberdeen",837,90,747,2351.42942081712,2351.42942081712,1255,1135,5447,4422,10420.6491585503,100165.734044007
"169","S01006674",2016,"Scotland","Aberdeen City","Aberdeen",928,190,738,2369.07249578915,2369.07249578915,1279,815,5017,4422,9846.5008336074,762335.663899522
"170","S01006675",2016,"Scotland","Aberdeen City","Aberdeen",837,170,667,2786.0727388042,2786.0727388042,365,1379,4426,4248.5,11047.5037710256,91656.5923830536
