"","Data.Zone","Local.Authority.Code","Local.Authority.Name","Total.Population..2001.Census.","Working.Age.Population..men.16.64..women.16.59..2001.Census.","SIMD.Score","SIMD.Rank","Current.Income.domain.score","Number.of.Current.Income.Deprived","Current.Income.domain.rank","Employment.domain.score","Number.of.Employment.Deprived","Employment.domain.rank","Health.domain.score","Health.domain.rank","Education..Skills.and.Training.domain.score","Education..Skills.and.Training.domain.rank","Housing.domain.score","Housing.domain.rank","Geographic.Access.and.Telecommunications.domain.score","Geographic.Access.and.Telecommunications.domain.rank","zone","X.x","accessA","accessB","type.x","X.y","type.y","area","zone_type","ttwa11cd","ttwa11nm","main_dist","main_bua","nearest_dist","nearest_bua","type","year2004","year2006","year2007","year2009","year2010","year2012","year2015","year2016","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work"
"3223","S01003223",260,"Glasgow City",980,575,65.98,173,51.8,508,85,36.2,208,178,1.36,314,1.22,524,47.81,385,-0.82,5621,"S01003223",3223,521703,6762.31083216815,"",72354,"dz01",86109.4114794414,"dz01","S22000065","Glasgow",5039.61358392051,"Glasgow",5039.61358392051,"Glasgow","dz01",10.6468,8.677479,6.49559,8.215363,10.3128,8.835793,6.783618,6.787133,2004,"Scotland","Glasgow City","Glasgow",980,508,472,5039.61358392051,5039.61358392051,NA,385,5621,593,6762.31083216815
"3224","S01003224",260,"Glasgow City",749,446,9.06,4897,3.3,25,5552,7.6,34,4507,-0.26,3929,-0.13,3571,14.42,3630,-0.03,3189,"S01003224",3224,503212,3962.24400571742,"",72355,"dz01",266230.669589415,"dz01","S22000065","Glasgow",6844.90329348816,"Glasgow",6844.90329348816,"Glasgow","dz01",10.63256,8.610265,5.99522,7.402325,9.33174,8.070504,6.429149,6.760843,2004,"Scotland","Glasgow City","Glasgow",749,25,724,6844.90329348816,6844.90329348816,NA,3630,3189,609.5,3962.24400571742
"3225","S01003225",260,"Glasgow City",794,433,67.93,145,42.7,339,246,41.3,179,88,1.57,175,1.32,413,46.1,434,0.18,2432,"S01003225",3225,515776,23627.3151367205,"",72356,"dz01",476285.846910586,"dz01","S22000065","Glasgow",1785.29625615589,"Glasgow",1785.29625615589,"Glasgow","dz01",11.43174,9.643897,6.601393,8.618879,10.80127,9.222433,7.437059,6.863884,2004,"Scotland","Glasgow City","Glasgow",794,339,455,1785.29625615589,1785.29625615589,NA,434,2432,200.5,23627.3151367205
"3226","S01003226",260,"Glasgow City",792,460,66.89,158,47.9,379,143,35,161,221,1.44,258,1.69,160,40.15,606,-0.13,3594,"S01003226",3226,518376,7961.15760316629,"",72357,"dz01",92417.7932300866,"dz01","S22000065","Glasgow",4234.04562700566,"Glasgow",4234.04562700566,"Glasgow","dz01",10.6468,8.677479,6.49559,8.215363,10.3128,8.835793,6.783618,6.787133,2004,"Scotland","Glasgow City","Glasgow",792,379,413,4234.04562700566,4234.04562700566,NA,606,3594,593,7961.15760316629
"3227","S01003227",260,"Glasgow City",925,614,28.18,1739,23.2,215,1356,12.7,78,2967,0.48,1762,0.59,1722,78.7,39,-1.46,6329,"S01003227",3227,510374,21106.2756131136,"",72358,"dz01",303577.894662268,"dz01","S22000065","Glasgow",2485.24291220862,"Glasgow",2485.24291220862,"Glasgow","dz01",11.94423,10.07455,6.418034,8.205372,10.40474,8.966089,7.375013,6.843398,2004,"Scotland","Glasgow City","Glasgow",925,215,710,2485.24291220862,2485.24291220862,NA,39,6329,151,21106.2756131136
"3228","S01003228",260,"Glasgow City",916,482,53.63,402,35.2,322,489,35.7,172,194,1.01,702,1,859,42.38,531,-0.69,5337,"S01003228",3228,519992,6421.44789149443,"",72359,"dz01",259564.793257706,"dz01","S22000065","Glasgow",5289.77749012581,"Glasgow",5289.77749012581,"Glasgow","dz01",10.70106,8.622429,6.140776,7.669799,9.667666,8.274077,6.494164,6.801276,2004,"Scotland","Glasgow City","Glasgow",916,322,594,5289.77749012581,5289.77749012581,NA,531,5337,557,6421.44789149443
"3229","S01003229",260,"Glasgow City",1061,625,9.35,4823,7.1,75,4417,5.4,34,5353,-0.72,5251,-0.83,5368,6.67,5586.5,0.83,842,"S01003229",3229,501841,13383.593478568,"",72360,"dz01",381432.040188404,"dz01","S22000065","Glasgow",3397.12453775138,"Glasgow",3397.12453775138,"Glasgow","dz01",12.10216,9.850431,6.201777,7.708158,9.8095,8.196365,6.312518,6.483378,2004,"Scotland","Glasgow City","Glasgow",1061,75,986,3397.12453775138,3397.12453775138,NA,5586.5,842,138.5,13383.593478568
"3230","S01003230",260,"Glasgow City",826,419,31.69,1454,20.7,171,1648,23.6,99,1039,0.62,1432,0.35,2320,30.63,1060,-0.25,4018,"S01003230",3230,481356,6866.05844500459,"",72361,"dz01",185923.962955296,"dz01","S22000065","Glasgow",5258.25308616822,"Glasgow",5258.25308616822,"Glasgow","dz01",11.23386,9.171091,5.882892,7.443772,9.417633,7.990826,6.142743,6.40435,2004,"Scotland","Glasgow City","Glasgow",826,171,655,5258.25308616822,5258.25308616822,NA,1060,4018,257,6866.05844500459
"3231","S01003231",260,"Glasgow City",984,551,46.17,627,28.7,282,864,29,160,525,0.87,917,1.02,815,64.02,145,-0.24,3959,"S01003231",3231,503371,3112.56093491605,"",72362,"dz01",157103.344849971,"dz01","S22000065","Glasgow",8159.34871691545,"Glasgow",8159.34871691545,"Glasgow","dz01",10.89392,8.73758,6.014864,7.534775,9.461709,8.321922,6.59779,7.054996,2004,"Scotland","Glasgow City","Glasgow",984,282,702,8159.34871691545,8159.34871691545,NA,145,3959,473,3112.56093491605
"3232","S01003232",260,"Glasgow City",779,502,75.59,71,50.4,393,105,58.8,295,3,2.37,10,0.87,1097,57,212,-0.84,5663,"S01003232",3232,517264,21095.2359482362,"",72363,"dz01",341021.404217362,"dz01","S22000065","Glasgow",2291.98498418056,"Glasgow",2291.98498418056,"Glasgow","dz01",11.94423,10.07455,6.418034,8.205372,10.40474,8.966089,7.375013,6.843398,2004,"Scotland","Glasgow City","Glasgow",779,393,386,2291.98498418056,2291.98498418056,NA,212,5663,151,21095.2359482362
"3233","S01003233",260,"Glasgow City",1017,613,8.39,5051,4.8,49,5077,8.6,53,4127,-0.55,4794,-0.53,4656,9.72,4958,-0.04,3216,"S01003233",3233,506982,3619.68830546902,"",72364,"dz01",397271.752553761,"dz01","S22000065","Glasgow",7221.55406685449,"Glasgow",7221.55406685449,"Glasgow","dz01",10.58143,8.491781,6.017827,7.449572,9.377758,8.179885,6.463132,6.886044,2004,"Scotland","Glasgow City","Glasgow",1017,49,968,7221.55406685449,7221.55406685449,NA,4958,3216,642.5,3619.68830546902
"3234","S01003234",260,"Glasgow City",843,524,14.3,3761,11.5,97,3282,11.5,60,3287,0.16,2690,-0.49,4543,10.16,4835,-0.19,3804,"S01003234",3234,510236,18770.837853509,"",72365,"dz01",300132.703876741,"dz01","S22000065","Glasgow",2738.68367194166,"Glasgow",2738.68367194166,"Glasgow","dz01",12.12347,10.09454,6.304294,7.807501,9.907789,8.278392,6.436882,6.430673,2004,"Scotland","Glasgow City","Glasgow",843,97,746,2738.68367194166,2738.68367194166,NA,4835,3804,134,18770.837853509
"3235","S01003235",260,"Glasgow City",798,449,27.31,1823,17,136,2186,19.4,87,1612,0.6,1494,0.52,1871,30.45,1076,-0.47,4754,"S01003235",3235,519860,5684.70676308817,"",72366,"dz01",152454.595631484,"dz01","S22000065","Glasgow",5720.63860677006,"Glasgow",5720.63860677006,"Glasgow","dz01",10.70106,8.622429,6.140776,7.669799,9.667666,8.274077,6.494164,6.801276,2004,"Scotland","Glasgow City","Glasgow",798,136,662,5720.63860677006,5720.63860677006,NA,1076,4754,557,5684.70676308817
"3236","S01003236",260,"Glasgow City",832,532,37.24,1057,31,258,706,19.5,104,1595,0.6,1495,0.76,1332,72.72,59,-1.73,6441,"S01003236",3236,509612,21249.4472739149,"",72367,"dz01",42370.3183335923,"dz01","S22000065","Glasgow",2487.6356033954,"Glasgow",2487.6356033954,"Glasgow","dz01",12.12347,10.09454,6.304294,7.807501,9.907789,8.278392,6.436882,6.430673,2004,"Scotland","Glasgow City","Glasgow",832,258,574,2487.6356033954,2487.6356033954,NA,59,6441,134,21249.4472739149
"3237","S01003237",260,"Glasgow City",1025,622,53.1,412,34,349,540,27.8,173,621,1.3,363,1.56,229,55.61,226,-0.6,5122,"S01003237",3237,503341,2874.84808520071,"",72368,"dz01",191905.544673075,"dz01","S22000065","Glasgow",8615.4062889959,"Glasgow",8615.4062889959,"Glasgow","dz01",10.89392,8.73758,6.014864,7.534775,9.461709,8.321922,6.59779,7.054996,2004,"Scotland","Glasgow City","Glasgow",1025,349,676,8615.4062889959,8615.4062889959,NA,226,5122,473,2874.84808520071
"3238","S01003238",260,"Glasgow City",749,476,22.33,2429,13,97,2954.5,14.9,71,2453,0.65,1381,0.25,2580,43.12,514,-0.85,5675,"S01003238",3238,478308,6701.07189869237,"",72369,"dz01",78047.1099622846,"dz01","S22000065","Glasgow",6366.38170213288,"Glasgow",4963.51268220535,"Paisley","dz01",10.76314,8.856746,5.862915,7.501629,9.479429,8.128318,6.283066,6.40702,2004,"Scotland","Glasgow City","Glasgow",749,97,652,6366.38170213288,4963.51268220535,NA,514,5675,519,6701.07189869237
"3239","S01003239",260,"Glasgow City",999,600,29.23,1651,18.7,187,1923,21.7,130,1294,0.63,1412,0.35,2305,31.33,1016,-0.38,4463,"S01003239",3239,479000,7001.09626716286,"",72370,"dz01",86687.9376670569,"dz01","S22000065","Glasgow",6121.73700438303,"Glasgow",5207.42248543383,"Paisley","dz01",10.76314,8.856746,5.862915,7.501629,9.479429,8.128318,6.283066,6.40702,2004,"Scotland","Glasgow City","Glasgow",999,187,812,6121.73700438303,5207.42248543383,NA,1016,4463,519,7001.09626716286
"3240","S01003240",260,"Glasgow City",775,472,13.61,3888,10.6,82,3516,9.3,44,3915.5,-0.19,3733,0.1,2951,26.32,1440,-0.81,5589,"S01003240",3240,470963,6718.19238478762,"",72371,"dz01",100955.005837478,"dz01","S22000065","Glasgow",6524.73459432412,"Glasgow",4747.65721250894,"Paisley","dz01",10.05441,8.407687,5.685542,7.248696,9.226644,7.876665,6.116297,6.378643,2004,"Scotland","Glasgow City","Glasgow",775,82,693,6524.73459432412,4747.65721250894,NA,1440,5589,1093.5,6718.19238478762
"3241","S01003241",260,"Glasgow City",828,458,19.02,2902,13.2,109,2917,16.8,77,2061,0.18,2643,-0.25,3915,19.69,2359,-0.43,4622,"S01003241",3241,514696,5418.40983847153,"",72372,"dz01",149224.814298622,"dz01","S22000065","Glasgow",5883.89954207261,"Glasgow",5883.89954207261,"Glasgow","dz01",10.70106,8.622429,6.140776,7.669799,9.667666,8.274077,6.494164,6.801276,2004,"Scotland","Glasgow City","Glasgow",828,109,719,5883.89954207261,5883.89954207261,NA,2359,4622,557,5418.40983847153
"3242","S01003242",260,"Glasgow City",1036,578,26.34,1930,19.2,199,1861,21.8,126,1281.5,0.33,2182,-0.62,4867,25.15,1567,0.09,2736,"S01003242",3242,495336,9735.49415712039,"",72373,"dz01",278881.087960701,"dz01","S22000065","Glasgow",4158.85705412032,"Glasgow",4158.85705412032,"Glasgow","dz01",11.64216,9.401509,6.399939,8.052299,10.15257,8.596238,6.918436,6.615649,2004,"Scotland","Glasgow City","Glasgow",1036,199,837,4158.85705412032,4158.85705412032,NA,1567,2736,170,9735.49415712039
"3243","S01003243",260,"Glasgow City",884,454,24.98,2083,17.9,158,2056,17.8,81,1882,0.54,1626,0.3,2457,25.45,1540,-0.7,5379,"S01003243",3243,465573,6353.4982563413,"",72374,"dz01",246225.846250229,"dz01","S22000065","Glasgow",6964.1057955808,"Glasgow",4258.42519960406,"Paisley","dz01",10.05441,8.407687,5.685542,7.248696,9.226644,7.876665,6.116297,6.378643,2004,"Scotland","Glasgow City","Glasgow",884,158,726,6964.1057955808,4258.42519960406,NA,1540,5379,1093.5,6353.4982563413
"3244","S01003244",260,"Glasgow City",999,587,57.96,300,31.5,315,680,33.7,198,261.5,1.45,253,1.75,114,40.27,600,-0.61,5170,"S01003244",3244,501816,2833.48990041309,"",72375,"dz01",189786.004730552,"dz01","S22000065","Glasgow",8794.31419852535,"Glasgow",8794.31419852535,"Glasgow","dz01",10.89392,8.73758,6.014864,7.534775,9.461709,8.321922,6.59779,7.054996,2004,"Scotland","Glasgow City","Glasgow",999,315,684,8794.31419852535,8794.31419852535,NA,600,5170,473,2833.48990041309
"3245","S01003245",260,"Glasgow City",849,486,78.81,45,47.6,404,146,44.4,216,50.5,2.05,38,1.99,57,53,280,0.16,2486,"S01003245",3245,522995,21997.7619501559,"",72376,"dz01",115321.640092004,"dz01","S22000065","Glasgow",1847.41481172955,"Glasgow",1847.41481172955,"Glasgow","dz01",11.43174,9.643897,6.601393,8.618879,10.80127,9.222433,7.437059,6.863884,2004,"Scotland","Glasgow City","Glasgow",849,404,445,1847.41481172955,1847.41481172955,NA,280,2486,200.5,21997.7619501559
"3246","S01003246",260,"Glasgow City",1007,599,64.7,191,37.7,380,397,44.1,264,56,1.93,57,0.8,1246,38.33,664,0,3059,"S01003246",3246,509721,4823.97690024147,"",72377,"dz01",107777.959636042,"dz01","S22000065","Glasgow",6260.56977882373,"Glasgow",6260.56977882373,"Glasgow","dz01",10.63256,8.610265,5.99522,7.402325,9.33174,8.070504,6.429149,6.760843,2004,"Scotland","Glasgow City","Glasgow",1007,380,627,6260.56977882373,6260.56977882373,NA,664,3059,609.5,4823.97690024147
"3247","S01003247",260,"Glasgow City",757,474,60.35,251,42.9,325,231,32.5,154,323,1.05,639,1.78,105,41.35,567,-0.82,5622,"S01003247",3247,515801,8150.9286617679,"",72378,"dz01",72061.3574623209,"dz01","S22000065","Glasgow",4239.31590363071,"Glasgow",4239.31590363071,"Glasgow","dz01",10.6468,8.677479,6.49559,8.215363,10.3128,8.835793,6.783618,6.787133,2004,"Scotland","Glasgow City","Glasgow",757,325,432,4239.31590363071,4239.31590363071,NA,567,5622,593,8150.9286617679
"3248","S01003248",260,"Glasgow City",809,464,57.99,299,34.6,280,514,33.2,154,286,1.55,190,1.53,254,40.23,602,-0.7,5385,"S01003248",3248,526932,16206.2616913108,"",72379,"dz01",109928.02413369,"dz01","S22000065","Glasgow",2253.63653230235,"Glasgow",2253.63653230235,"Glasgow","dz01",11.52641,9.395322,6.395344,8.003886,10.0986,8.51581,6.740492,6.633242,2004,"Scotland","Glasgow City","Glasgow",809,280,529,2253.63653230235,2253.63653230235,NA,602,5385,185,16206.2616913108
"3249","S01003249",260,"Glasgow City",707,493,36.77,1096,24.5,173,1218,21.5,106,1329,0.62,1449,0.94,963,64.15,142,-0.14,3624,"S01003249",3249,518159,7347.87192196548,"",72380,"dz01",526373.955133297,"dz01","S22000065","Glasgow",4618.42900395941,"Glasgow",4618.42900395941,"Glasgow","dz01",10.6468,8.677479,6.49559,8.215363,10.3128,8.835793,6.783618,6.787133,2004,"Scotland","Glasgow City","Glasgow",707,173,534,4618.42900395941,4618.42900395941,NA,142,3624,593,7347.87192196548
"3250","S01003250",260,"Glasgow City",582,278,30.78,1532,16.5,96,2292,20.5,57,1472,1.02,677,0.63,1644,31.27,1021,-0.22,3909,"S01003250",3250,487484,7141.34617503318,"",72381,"dz01",825050.039439306,"dz01","S22000065","Glasgow",4882.92719552354,"Glasgow",4882.92719552354,"Glasgow","dz01",11.23386,9.171091,5.882892,7.443772,9.417633,7.990826,6.142743,6.40435,2004,"Scotland","Glasgow City","Glasgow",582,96,486,4882.92719552354,4882.92719552354,NA,1021,3909,257,7141.34617503318
"3251","S01003251",260,"Glasgow City",834,471,74.01,87,48.9,408,131,41.4,195,87,2,43,1.73,128,41.25,572,-0.67,5299,"S01003251",3251,529521,14412.4610351587,"",72382,"dz01",58002.3689126149,"dz01","S22000065","Glasgow",2486.83691662067,"Glasgow",2486.83691662067,"Glasgow","dz01",11.06958,9.041268,6.494936,8.210881,10.35278,8.779235,6.887748,6.639526,2004,"Scotland","Glasgow City","Glasgow",834,408,426,2486.83691662067,2486.83691662067,NA,572,5299,357,14412.4610351587
"3252","S01003252",260,"Glasgow City",697,461,11.79,4269,5.5,38,4885,11.1,51,3402.5,0.24,2465,-0.42,4348,18.22,2676,-0.79,5564,"S01003252",3252,506076,3471.02318403193,"",72383,"dz01",97658.2329372093,"dz01","S22000065","Glasgow",7627.56915426348,"Glasgow",7627.56915426348,"Glasgow","dz01",10.58143,8.491781,6.017827,7.449572,9.377758,8.179885,6.463132,6.886044,2004,"Scotland","Glasgow City","Glasgow",697,38,659,7627.56915426348,7627.56915426348,NA,2676,5564,642.5,3471.02318403193
"3253","S01003253",260,"Glasgow City",822,462,83.72,15,54.5,448,61,47.8,221,22,2.24,20,2.42,9,53.16,276,-0.76,5515,"S01003253",3253,522546,10100.3682980672,"",72384,"dz01",261719.939489283,"dz01","S22000065","Glasgow",3418.19409956521,"Glasgow",3418.19409956521,"Glasgow","dz01",10.82692,8.793869,6.137093,7.728712,9.77599,8.364118,6.497068,6.552958,2004,"Scotland","Glasgow City","Glasgow",822,448,374,3418.19409956521,3418.19409956521,NA,276,5515,495.5,10100.3682980672
"3254","S01003254",260,"Glasgow City",613,340,80.55,30,59.1,362,25,43.2,147,65,1.76,94,2.36,13,37.19,702,-0.83,5625,"S01003254",3254,529089,15569.3468152957,"",72385,"dz01",55914.4216860086,"dz01","S22000065","Glasgow",2329.29955725127,"Glasgow",2329.29955725127,"Glasgow","dz01",11.52641,9.395322,6.395344,8.003886,10.0986,8.51581,6.740492,6.633242,2004,"Scotland","Glasgow City","Glasgow",613,362,251,2329.29955725127,2329.29955725127,NA,702,5625,185,15569.3468152957
"3255","S01003255",260,"Glasgow City",944,488,29.39,1637,22.6,213,1434,16.6,81,2109,0.78,1065,0.41,2184,40.77,587,-0.52,4915,"S01003255",3255,478959,7286.7617139507,"",72386,"dz01",342867.620462433,"dz01","S22000065","Glasgow",6093.39759259547,"Glasgow",5179.740048281,"Paisley","dz01",10.76314,8.856746,5.862915,7.501629,9.479429,8.128318,6.283066,6.40702,2004,"Scotland","Glasgow City","Glasgow",944,213,731,6093.39759259547,5179.740048281,NA,587,4915,519,7286.7617139507
"3256","S01003256",260,"Glasgow City",924,548,61.74,228,50.8,469,101,33.9,186,254,1.32,352,0.87,1105,54.22,257,-0.64,5223,"S01003256",3256,509596,22356.6655387049,"",72387,"dz01",132066.916459772,"dz01","S22000065","Glasgow",2420.18094060092,"Glasgow",2420.18094060092,"Glasgow","dz01",12.12347,10.09454,6.304294,7.807501,9.907789,8.278392,6.436882,6.430673,2004,"Scotland","Glasgow City","Glasgow",924,469,455,2420.18094060092,2420.18094060092,NA,257,5223,134,22356.6655387049
"3257","S01003257",260,"Glasgow City",822,513,20.23,2709,17.8,146,2073,9,46,4029,-0.09,3466,-0.05,3345,31.28,1019,0.64,1138,"S01003257",3257,500170,14110.4817538241,"",72388,"dz01",171308.051534206,"dz01","S22000065","Glasgow",3398.70454259749,"Glasgow",3398.70454259749,"Glasgow","dz01",12.10216,9.850431,6.201777,7.708158,9.8095,8.196365,6.312518,6.483378,2004,"Scotland","Glasgow City","Glasgow",822,146,676,3398.70454259749,3398.70454259749,NA,1019,1138,138.5,14110.4817538241
"3258","S01003258",260,"Glasgow City",919,600,14.45,3727,8.2,75,4111,12.3,74,3061,-0.11,3510,0.11,2913,20.57,2188,-0.37,4419,"S01003258",3258,504542,3371.70985472745,"",72389,"dz01",204372.163679555,"dz01","S22000065","Glasgow",7890.97693389231,"Glasgow",7890.97693389231,"Glasgow","dz01",10.89392,8.73758,6.014864,7.534775,9.461709,8.321922,6.59779,7.054996,2004,"Scotland","Glasgow City","Glasgow",919,75,844,7890.97693389231,7890.97693389231,NA,2188,4419,473,3371.70985472745
"3259","S01003259",260,"Glasgow City",1111,705,18.99,2909,13.3,148,2876,13.3,94,2817.5,0.27,2404,0.08,2987,24.98,1588,-0.24,3973,"S01003259",3259,483954,2493.49056431789,"",72390,"dz01",220997.461521827,"dz01","S22000065","Glasgow",9357.49210465894,"Glasgow",9357.49210465894,"Glasgow","dz01",11.101,8.996387,5.957485,7.478159,9.387866,8.225659,6.528738,6.717465,2004,"Scotland","Glasgow City","Glasgow",1111,148,963,9357.49210465894,9357.49210465894,NA,1588,3973,321,2493.49056431789
"3260","S01003260",260,"Glasgow City",781,500,11.82,4262,6.9,54,4464,13.2,66,2845.5,-0.08,3426,-0.53,4651,9.38,5040,-0.54,4950,"S01003260",3260,508707,4148.04774883263,"",72391,"dz01",208530.491378701,"dz01","S22000065","Glasgow",6883.60801472221,"Glasgow",6883.60801472221,"Glasgow","dz01",10.63256,8.610265,5.99522,7.402325,9.33174,8.070504,6.429149,6.760843,2004,"Scotland","Glasgow City","Glasgow",781,54,727,6883.60801472221,6883.60801472221,NA,5040,4950,609.5,4148.04774883263
"3261","S01003261",260,"Glasgow City",982,607,9.61,4748,5.4,53,4905,10.9,66,3460,-0.27,3971,-0.58,4790,9.98,4883.5,-0.39,4494,"S01003261",3261,461051,5823.27798595528,"",72392,"dz01",217779.037950009,"dz01","S22000065","Glasgow",7513.93327765882,"Glasgow",3674.29641914354,"Paisley","dz01",9.450993,8.000169,5.685018,7.306344,8.980898,7.501939,5.859319,6.310407,2004,"Scotland","Glasgow City","Glasgow",982,53,929,7513.93327765882,3674.29641914354,NA,4883.5,4494,1884,5823.27798595528
"3262","S01003262",260,"Glasgow City",778,530,55.02,367,37.7,293,400.5,32.1,170,342,1.5,223,0.8,1240,65.42,127,-0.75,5476,"S01003262",3262,520251,6854.09360106712,"",72393,"dz01",91706.9788391292,"dz01","S22000065","Glasgow",4986.11715648233,"Glasgow",4986.11715648233,"Glasgow","dz01",10.6468,8.677479,6.49559,8.215363,10.3128,8.835793,6.783618,6.787133,2004,"Scotland","Glasgow City","Glasgow",778,293,485,4986.11715648233,4986.11715648233,NA,127,5476,593,6854.09360106712
"3263","S01003263",260,"Glasgow City",753,509,69.11,134,53.3,401,70,35.4,180,206,1.45,252,1.71,144,31,1035,-0.37,4418,"S01003263",3263,529625,14681.3624052329,"",72394,"dz01",599582.175124482,"dz01","S22000065","Glasgow",2446.10992813947,"Glasgow",2446.10992813947,"Glasgow","dz01",11.06958,9.041268,6.494936,8.210881,10.35278,8.779235,6.887748,6.639526,2004,"Scotland","Glasgow City","Glasgow",753,401,352,2446.10992813947,2446.10992813947,NA,1035,4418,357,14681.3624052329
"3264","S01003264",260,"Glasgow City",584,297,28.15,1740,16.6,97,2258,22.6,67,1183,0.76,1120,0.24,2619,27.74,1296,-1.2,6143,"S01003264",3264,484035,8409.38842629689,"",72395,"dz01",105422,"dz01","S22000065","Glasgow",5090.41835359157,"Glasgow",5090.41835359157,"Glasgow","dz01",11.23386,9.171091,5.882892,7.443772,9.417633,7.990826,6.142743,6.40435,2004,"Scotland","Glasgow City","Glasgow",584,97,487,5090.41835359157,5090.41835359157,NA,1296,6143,257,8409.38842629689
"3265","S01003265",260,"Glasgow City",726,376,22.39,2413,15.7,114,2431,14.4,54,2576,0.9,871,-0.24,3885,30.57,1065,-1.51,6348,"S01003265",3265,468320,6905.3078615068,"",72396,"dz01",124314.081457213,"dz01","S22000065","Glasgow",6588.07227850767,"Glasgow",4617.12148131254,"Paisley","dz01",10.05441,8.407687,5.685542,7.248696,9.226644,7.876665,6.116297,6.378643,2004,"Scotland","Glasgow City","Glasgow",726,114,612,6588.07227850767,4617.12148131254,NA,1065,6348,1093.5,6905.3078615068
"3266","S01003266",260,"Glasgow City",749,356,41.77,801,26,195,1076,28.7,102,550.5,1.22,435,0.64,1629,25.5,1530,-0.65,5245,"S01003266",3266,519504,6252.97029498345,"",72397,"dz01",124048.38434073,"dz01","S22000065","Glasgow",5393.48010904156,"Glasgow",5393.48010904156,"Glasgow","dz01",10.70106,8.622429,6.140776,7.669799,9.667666,8.274077,6.494164,6.801276,2004,"Scotland","Glasgow City","Glasgow",749,195,554,5393.48010904156,5393.48010904156,NA,1530,5245,557,6252.97029498345
"3267","S01003267",260,"Glasgow City",970,434,41.18,831,29,281,848,25.6,111,836,1.17,491,0.69,1512,38.35,662,-1.31,6241,"S01003267",3267,511387,5042.08069174916,"",72398,"dz01",165831.055375563,"dz01","S22000065","Glasgow",6196.4092811812,"Glasgow",6196.4092811812,"Glasgow","dz01",10.63256,8.610265,5.99522,7.402325,9.33174,8.070504,6.429149,6.760843,2004,"Scotland","Glasgow City","Glasgow",970,281,689,6196.4092811812,6196.4092811812,NA,662,6241,609.5,5042.08069174916
"3268","S01003268",260,"Glasgow City",793,579,34.52,1229,25.2,200,1149,20,116,1539,0.82,992,0.99,872,27.11,1355,-0.98,5899,"S01003268",3268,516840,30013.9241338148,"",72399,"dz01",161205.105359245,"dz01","S22000065","Glasgow",1453.23640856965,"Glasgow",1453.23640856965,"Glasgow","dz01",11.43174,9.643897,6.601393,8.618879,10.80127,9.222433,7.437059,6.863884,2004,"Scotland","Glasgow City","Glasgow",793,200,593,1453.23640856965,1453.23640856965,NA,1355,5899,200.5,30013.9241338148
"3269","S01003269",260,"Glasgow City",910,570,47.04,595,34,309,545,27.9,159,615,1.13,544,0.87,1103,51.29,308,-1.35,6269,"S01003269",3269,513805,8522.85825660801,"",72400,"dz01",76778.9652194828,"dz01","S22000065","Glasgow",4085.9319202974,"Glasgow",4085.9319202974,"Glasgow","dz01",10.6468,8.677479,6.49559,8.215363,10.3128,8.835793,6.783618,6.787133,2004,"Scotland","Glasgow City","Glasgow",910,309,601,4085.9319202974,4085.9319202974,NA,308,6269,593,8522.85825660801
"3270","S01003270",260,"Glasgow City",792,523,52.35,437,34.3,272,525,27,141,692,1.12,554,1.78,104,49.49,351,-1.23,6176,"S01003270",3270,527412,17777.2986821422,"",72401,"dz01",66965.2104348447,"dz01","S22000065","Glasgow",2078.78879834634,"Glasgow",2078.78879834634,"Glasgow","dz01",11.52641,9.395322,6.395344,8.003886,10.0986,8.51581,6.740492,6.633242,2004,"Scotland","Glasgow City","Glasgow",792,272,520,2078.78879834634,2078.78879834634,NA,351,6176,185,17777.2986821422
"3271","S01003271",260,"Glasgow City",874,683,48.38,553,25.4,222,1133,28.7,196,549,1.42,273,1.3,430,50.23,332,-0.42,4577,"S01003271",3271,524024,23196.4145193399,"",72402,"dz01",598548.307821758,"dz01","S22000065","Glasgow",1624.86472699227,"Glasgow",1624.86472699227,"Glasgow","dz01",11.52641,9.395322,6.395344,8.003886,10.0986,8.51581,6.740492,6.633242,2004,"Scotland","Glasgow City","Glasgow",874,222,652,1624.86472699227,1624.86472699227,NA,332,4577,185,23196.4145193399
"3272","S01003272",260,"Glasgow City",989,569,83.55,16,56.8,562,39,45.3,258,42,1.96,45,2.21,19,54.84,247,-0.16,3700,"S01003272",3272,518667,25618.7195163211,"",72403,"dz01",154920.157610751,"dz01","S22000065","Glasgow",1581.69914630025,"Glasgow",1581.69914630025,"Glasgow","dz01",11.43174,9.643897,6.601393,8.618879,10.80127,9.222433,7.437059,6.863884,2004,"Scotland","Glasgow City","Glasgow",989,562,427,1581.69914630025,1581.69914630025,NA,247,3700,200.5,25618.7195163211
"3273","S01003273",260,"Glasgow City",764,437,75.2,74,52.2,399,78,48.7,213,19,1.7,118,1.3,429,47.25,405,-0.76,5511,"S01003273",3273,520528,9953.09286999687,"",72404,"dz01",155658.408464915,"dz01","S22000065","Glasgow",3553.09270262202,"Glasgow",3553.09270262202,"Glasgow","dz01",10.82692,8.793869,6.137093,7.728712,9.77599,8.364118,6.497068,6.552958,2004,"Scotland","Glasgow City","Glasgow",764,399,365,3553.09270262202,3553.09270262202,NA,405,5511,495.5,9953.09286999687
