"","Data.Zone","Local.Authority.Code","Local.Authority.Name","Total.Population..2001.Census.","Working.Age.Population..men.16.64..women.16.59..2001.Census.","SIMD.Score","SIMD.Rank","Current.Income.domain.score","Number.of.Current.Income.Deprived","Current.Income.domain.rank","Employment.domain.score","Number.of.Employment.Deprived","Employment.domain.rank","Health.domain.score","Health.domain.rank","Education..Skills.and.Training.domain.score","Education..Skills.and.Training.domain.rank","Housing.domain.score","Housing.domain.rank","Geographic.Access.and.Telecommunications.domain.score","Geographic.Access.and.Telecommunications.domain.rank","zone","X.x","accessA","accessB","type.x","X.y","type.y","area","zone_type","ttwa11cd","ttwa11nm","main_dist","main_bua","nearest_dist","nearest_bua","type","year2004","year2006","year2007","year2009","year2010","year2012","year2015","year2016","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work"
"227","S01000227",100,"Aberdeen City",646,430,3.89,6215,1.4,9,6271,2.6,11,6305,-0.92,5710,-0.85,5406,2.17,6372.5,0.32,1964,"S01000227",227,158235,5683.10610716728,"",69358,"dz01",628287.509470582,"dz01","S22000047","Aberdeen",4017.6605545783,"Aberdeen",4017.6605545783,"Aberdeen","dz01",9.167595,7.287268,5.171134,7.238428,8.290858,8.281976,6.80656,5.911805,2004,"Scotland","Aberdeen City","Aberdeen",646,9,637,4017.6605545783,4017.6605545783,NA,6372.5,1964,2410,5683.10610716728
"228","S01000228",100,"Aberdeen City",660,501,10,4670,6.7,44,4540,5.6,28,5300,0.05,3058,0.05,3063,20,2292.5,-0.74,5474,"S01000228",228,158904,4199.83719666848,"",69359,"dz01",355420.783486031,"dz01","S22000047","Aberdeen",5689.1210534363,"Aberdeen",5689.1210534363,"Aberdeen","dz01",8.224863,6.621368,5.082219,7.088762,8.366657,8.008393,6.295546,5.568549,2004,"Scotland","Aberdeen City","Aberdeen",660,44,616,5689.1210534363,5689.1210534363,NA,2292.5,5474,3881,4199.83719666848
"229","S01000229",100,"Aberdeen City",795,461,19.34,2852,13.3,106,2871.5,11.1,51,3402.5,0.42,1919,0.64,1618,15.47,3354,-0.36,4384,"S01000229",229,159182,3863.83982924891,"",69360,"dz01",443215.421469659,"dz01","S22000047","Aberdeen",6503.52839371243,"Aberdeen",6503.52839371243,"Aberdeen","dz01",8.224863,6.621368,5.082219,7.088762,8.366657,8.008393,6.295546,5.568549,2004,"Scotland","Aberdeen City","Aberdeen",795,106,689,6503.52839371243,6503.52839371243,NA,3354,4384,3881,3863.83982924891
"230","S01000230",100,"Aberdeen City",678,442,16.78,3295,9.7,66,3719,8.8,39,4064,0.15,2739,0.24,2605,23.75,1714,0.47,1523,"S01000230",230,157910,5613.19092073719,"",69361,"dz01",645323.39494098,"dz01","S22000047","Aberdeen",3716.27703371586,"Aberdeen",3716.27703371586,"Aberdeen","dz01",9.167595,7.287268,5.171134,7.238428,8.290858,8.281976,6.80656,5.911805,2004,"Scotland","Aberdeen City","Aberdeen",678,66,612,3716.27703371586,3716.27703371586,NA,1714,1523,2410,5613.19092073719
"231","S01000231",100,"Aberdeen City",764,566,3,6369,2.6,20,5832.5,2.3,13,6363,-1.14,6074,-0.71,5081,7.72,5380,-0.29,4151,"S01000231",231,158281,5143.14620313867,"",69362,"dz01",146767.308163482,"dz01","S22000047","Aberdeen",4297.4230713384,"Aberdeen",4297.4230713384,"Aberdeen","dz01",8.353446,6.83496,4.959665,6.82635,7.885673,7.92872,6.16171,5.5748,2004,"Scotland","Aberdeen City","Aberdeen",764,20,744,4297.4230713384,4297.4230713384,NA,5380,4151,3707.5,5143.14620313867
"232","S01000232",100,"Aberdeen City",669,359,21.56,2520,15.2,102,2508,12.5,45,3005,0.31,2269,0.52,1870,26.91,1373,-0.09,3409,"S01000232",232,157792,4582.63143209291,"",69363,"dz01",150734.041788429,"dz01","S22000047","Aberdeen",3668.24172609868,"Aberdeen",3668.24172609868,"Aberdeen","dz01",8.859118,7.039033,6.185383,8.664428,9.916545,9.145108,6.792317,5.869285,2004,"Scotland","Aberdeen City","Aberdeen",669,102,567,3668.24172609868,3668.24172609868,NA,1373,3409,2902,4582.63143209291
"233","S01000233",100,"Aberdeen City",567,310,16.01,3430,12.7,72,3004,8.4,26,4202.5,0.14,2771,0.03,3121,21.52,2019,0.09,2740,"S01000233",233,157833,5086.46778966814,"",69364,"dz01",89746.6003030129,"dz01","S22000047","Aberdeen",3839.19688234176,"Aberdeen",3839.19688234176,"Aberdeen","dz01",9.102259,7.192876,5.698113,8.018579,9.426952,8.759477,6.611439,5.947245,2004,"Scotland","Aberdeen City","Aberdeen",567,72,495,3839.19688234176,3839.19688234176,NA,2019,2740,2496,5086.46778966814
"234","S01000234",100,"Aberdeen City",762,507,6.9,5416,2.5,19,5892,4.3,22,5777,0.02,3141,-0.68,5007,11.02,4606,0.16,2492,"S01000234",234,158463,4131.53047635244,"",69365,"dz01",227431.404684942,"dz01","S22000047","Aberdeen",5066.81608055201,"Aberdeen",5066.81608055201,"Aberdeen","dz01",8.353446,6.83496,4.959665,6.82635,7.885673,7.92872,6.16171,5.5748,2004,"Scotland","Aberdeen City","Aberdeen",762,19,743,5066.81608055201,5066.81608055201,NA,4606,2492,3707.5,4131.53047635244
"235","S01000235",100,"Aberdeen City",888,563,5.33,5873,7,62,4446,3.6,20,6055,-0.93,5728,-0.85,5404,9.06,5116,-0.19,3800,"S01000235",235,158380,4515.49592800007,"",69366,"dz01",187321.449264513,"dz01","S22000047","Aberdeen",4695.08018138199,"Aberdeen",4695.08018138199,"Aberdeen","dz01",8.353446,6.83496,4.959665,6.82635,7.885673,7.92872,6.16171,5.5748,2004,"Scotland","Aberdeen City","Aberdeen",888,62,826,4695.08018138199,4695.08018138199,NA,5116,3800,3707.5,4515.49592800007
"236","S01000236",100,"Aberdeen City",680,413,9.3,4833,9,61,3906.5,7.5,31,4554,-0.33,4141,-0.54,4659,7.94,5344,-0.3,4190,"S01000236",236,157829,4205.30238668347,"",69367,"dz01",141969.075650007,"dz01","S22000047","Aberdeen",3755.43731867771,"Aberdeen",3755.43731867771,"Aberdeen","dz01",8.859118,7.039033,6.185383,8.664428,9.916545,9.145108,6.792317,5.869285,2004,"Scotland","Aberdeen City","Aberdeen",680,61,619,3755.43731867771,3755.43731867771,NA,5344,4190,2902,4205.30238668347
"237","S01000237",100,"Aberdeen City",916,570,5.53,5804,2.7,25,5792,3.7,21,6015,-0.86,5589,-0.02,3250,5.57,5788,-0.03,3198,"S01000237",237,160302,3540.25337609076,"",69368,"dz01",670265.716889843,"dz01","S22000047","Aberdeen",7027.25465864908,"Aberdeen",7027.25465864908,"Aberdeen","dz01",8.186942,6.757727,4.849294,7.111869,8.458393,8.379749,6.38242,5.584287,2004,"Scotland","Aberdeen City","Aberdeen",916,25,891,7027.25465864908,7027.25465864908,NA,5788,3198,3932,3540.25337609076
"238","S01000238",100,"Aberdeen City",516,382,3.62,6263,1.7,9,6162,1.3,5,6479,-0.72,5268,-0.57,4760,11.82,4384,-0.17,3733,"S01000238",238,158302,4359.44883785689,"",69369,"dz01",89253.9432922751,"dz01","S22000047","Aberdeen",4700.23599482944,"Aberdeen",4700.23599482944,"Aberdeen","dz01",8.353446,6.83496,4.959665,6.82635,7.885673,7.92872,6.16171,5.5748,2004,"Scotland","Aberdeen City","Aberdeen",516,9,507,4700.23599482944,4700.23599482944,NA,4384,3733,3707.5,4359.44883785689
"239","S01000239",100,"Aberdeen City",733,448,5,5951,3.5,26,5487,4,18,5901,-0.76,5369,-0.71,5087,7.09,5508.5,0.05,2878,"S01000239",239,157847,4485.51381291552,"",69370,"dz01",316848.184467942,"dz01","S22000047","Aberdeen",4109.26832398639,"Aberdeen",4109.26832398639,"Aberdeen","dz01",9.102259,7.192876,5.698113,8.018579,9.426952,8.759477,6.611439,5.947245,2004,"Scotland","Aberdeen City","Aberdeen",733,26,707,4109.26832398639,4109.26832398639,NA,5508.5,2878,2496,4485.51381291552
"240","S01000240",100,"Aberdeen City",721,501,4.62,6053,3.3,24,5557,4.2,21,5830,-0.61,4965,-0.54,4680,14.29,3670,-0.81,5597,"S01000240",240,157929,4895.08060181141,"",69371,"dz01",167310.442273103,"dz01","S22000047","Aberdeen",4206.79206364218,"Aberdeen",4206.79206364218,"Aberdeen","dz01",9.102259,7.192876,5.698113,8.018579,9.426952,8.759477,6.611439,5.947245,2004,"Scotland","Aberdeen City","Aberdeen",721,24,697,4206.79206364218,4206.79206364218,NA,3670,5597,2496,4895.08060181141
"241","S01000241",100,"Aberdeen City",746,529,2.42,6431,NA,0,6499,2.5,13,6324.5,-1.32,6272,-1.1,5837,2.28,6359,0.08,2760,"S01000241",241,158271,4524.7065654954,"",69372,"dz01",147858.623091649,"dz01","S22000047","Aberdeen",4509.85962333059,"Aberdeen",4509.85962333059,"Aberdeen","dz01",8.597764,6.985721,5.120158,7.088171,8.183385,8.09265,6.146292,5.725789,2004,"Scotland","Aberdeen City","Aberdeen",746,0,746,4509.85962333059,4509.85962333059,NA,6359,2760,3336,4524.7065654954
"242","S01000242",100,"Aberdeen City",690,446,7.12,5357,2.8,19,5777,3.1,14,6174,-0.57,4835,-0.5,4567,30.29,1090,0.16,2490,"S01000242",242,157800,3509.18434677522,"",69373,"dz01",1128142.74508101,"dz01","S22000047","Aberdeen",3879.70392386415,"Aberdeen",3879.70392386415,"Aberdeen","dz01",8.859118,7.039033,6.185383,8.664428,9.916545,9.145108,6.792317,5.869285,2004,"Scotland","Aberdeen City","Aberdeen",690,19,671,3879.70392386415,3879.70392386415,NA,1090,2490,2902,3509.18434677522
"243","S01000243",100,"Aberdeen City",739,577,3.02,6362,0.8,6,6431,4.3,25,5781,-0.94,5741,-0.86,5429,6.09,5689,-0.22,3907,"S01000243",243,158026,4756.10105397091,"",69374,"dz01",127168.844211239,"dz01","S22000047","Aberdeen",4426.28381910684,"Aberdeen",4426.28381910684,"Aberdeen","dz01",9.102259,7.192876,5.698113,8.018579,9.426952,8.759477,6.611439,5.947245,2004,"Scotland","Aberdeen City","Aberdeen",739,6,733,4426.28381910684,4426.28381910684,NA,5689,3907,2496,4756.10105397091
"244","S01000244",100,"Aberdeen City",1045,655,9.82,4707,6.5,68,4596,7,46,4734,-0.18,3684,-0.22,3823,18.18,2685.5,-0.26,4038,"S01000244",244,159119,5245.95656281673,"",69375,"dz01",734409.357369181,"dz01","S22000047","Aberdeen",6854.09327774829,"Aberdeen",6854.09327774829,"Aberdeen","dz01",8.436224,6.866484,5.012439,7.203382,8.503553,8.462258,6.387224,5.602179,2004,"Scotland","Aberdeen City","Aberdeen",1045,68,977,6854.09327774829,6854.09327774829,NA,2685.5,4038,3596,5245.95656281673
"245","S01000245",100,"Aberdeen City",953,628,10.06,4657,4.9,47,5042,6.7,42,4867,-0.36,4243,-0.02,3268,7.45,5437,0.42,1665,"S01000245",245,158093,4495.14132898811,"",69376,"dz01",172820.155411622,"dz01","S22000047","Aberdeen",4679.09579449713,"Aberdeen",4679.09579449713,"Aberdeen","dz01",8.597764,6.985721,5.120158,7.088171,8.183385,8.09265,6.146292,5.725789,2004,"Scotland","Aberdeen City","Aberdeen",953,47,906,4679.09579449713,4679.09579449713,NA,5437,1665,3336,4495.14132898811
"246","S01000246",100,"Aberdeen City",750,489,5.94,5692,4,30,5329.5,4.1,20,5862,-0.7,5194,-0.44,4420,13.33,3965,-0.03,3192,"S01000246",246,158197,4013.83722235558,"",69377,"dz01",161526.643456889,"dz01","S22000047","Aberdeen",4937.30546601624,"Aberdeen",4937.30546601624,"Aberdeen","dz01",8.597764,6.985721,5.120158,7.088171,8.183385,8.09265,6.146292,5.725789,2004,"Scotland","Aberdeen City","Aberdeen",750,30,720,4937.30546601624,4937.30546601624,NA,3965,3192,3336,4013.83722235558
"247","S01000247",100,"Aberdeen City",767,583,4.93,5966,1.4,11,6258,2.2,13,6373,-0.81,5496,-0.89,5479,4.82,5933,0.6,1221,"S01000247",247,158010,4528.15661178712,"",69378,"dz01",119363.818783835,"dz01","S22000047","Aberdeen",4782.66508905283,"Aberdeen",4782.66508905283,"Aberdeen","dz01",9.102259,7.192876,5.698113,8.018579,9.426952,8.759477,6.611439,5.947245,2004,"Scotland","Aberdeen City","Aberdeen",767,11,756,4782.66508905283,4782.66508905283,NA,5933,1221,2496,4528.15661178712
"248","S01000248",100,"Aberdeen City",868,637,4.99,5952,1.7,15,6170,3.5,22,6087,-0.97,5812,-0.75,5167,15.55,3335,0.3,2020,"S01000248",248,157880,4833.56213077192,"",69379,"dz01",152425.809600234,"dz01","S22000047","Aberdeen",4755.758409207,"Aberdeen",4755.758409207,"Aberdeen","dz01",8.849524,6.940369,5.004821,6.940554,7.874736,7.845306,6.076931,5.54674,2004,"Scotland","Aberdeen City","Aberdeen",868,15,853,4755.758409207,4755.758409207,NA,3335,2020,2917.5,4833.56213077192
"249","S01000249",100,"Aberdeen City",738,511,9.28,4841,5.3,39,4940.5,6.1,31,5108,-0.67,5150,-0.49,4542,10.7,4692,0.69,1058,"S01000249",249,156910,3978.36964116008,"",69380,"dz01",200536.838678418,"dz01","S22000047","Aberdeen",5066.03588339841,"Aberdeen",5066.03588339841,"Aberdeen","dz01",8.639556,6.825445,5.59869,7.996285,8.818986,8.798086,6.567123,5.726853,2004,"Scotland","Aberdeen City","Aberdeen",738,39,699,5066.03588339841,5066.03588339841,NA,4692,1058,3255.5,3978.36964116008
"250","S01000250",100,"Aberdeen City",805,560,4.63,6050,2,16,6067,2.5,14,6318,-0.84,5542,-0.9,5498,2.73,6308,0.46,1537,"S01000250",250,157654,4004.06035385516,"",69381,"dz01",357339.18143856,"dz01","S22000047","Aberdeen",5192.42354500471,"Aberdeen",5192.42354500471,"Aberdeen","dz01",8.231945,6.663608,4.862566,6.689382,7.685996,7.592505,5.727462,5.591959,2004,"Scotland","Aberdeen City","Aberdeen",805,16,789,5192.42354500471,5192.42354500471,NA,6308,1537,3863.5,4004.06035385516
"251","S01000251",100,"Aberdeen City",501,347,3.15,6339,1,5,6380,1.4,5,6466,-1.47,6367,-1.16,5923,4.39,6008,0.35,1860,"S01000251",251,157506,4156.37497662565,"",69382,"dz01",70917.9139843937,"dz01","S22000047","Aberdeen",5210.77346533821,"Aberdeen",5210.77346533821,"Aberdeen","dz01",8.849524,6.940369,5.004821,6.940554,7.874736,7.845306,6.076931,5.54674,2004,"Scotland","Aberdeen City","Aberdeen",501,5,496,5210.77346533821,5210.77346533821,NA,6008,1860,2917.5,4156.37497662565
"252","S01000252",100,"Aberdeen City",867,634,5.56,5795,1.7,15,6169,3,19,6213,-1.11,6039,-0.72,5118,16.72,3040,0.51,1423,"S01000252",252,157654,3337.39687806917,"",69383,"dz01",112162.745888464,"dz01","S22000047","Aberdeen",5601.8173727785,"Aberdeen",5601.8173727785,"Aberdeen","dz01",8.231945,6.663608,4.862566,6.689382,7.685996,7.592505,5.727462,5.591959,2004,"Scotland","Aberdeen City","Aberdeen",867,15,852,5601.8173727785,5601.8173727785,NA,3040,1423,3863.5,3337.39687806917
"253","S01000253",100,"Aberdeen City",745,558,4.33,6122,NA,0,6457,NA,NA,6488,-1.65,6447,-1.08,5801,3.22,6225,0.76,956,"S01000253",253,157605,3713.43299429748,"",69384,"dz01",98311.8581290245,"dz01","S22000047","Aberdeen",5400.31833907488,"Aberdeen",5400.31833907488,"Aberdeen","dz01",8.231945,6.663608,4.862566,6.689382,7.685996,7.592505,5.727462,5.591959,2004,"Scotland","Aberdeen City","Aberdeen",745,0,745,5400.31833907488,5400.31833907488,NA,6225,956,3863.5,3713.43299429748
"254","S01000254",100,"Aberdeen City",808,584,5.39,5853,2.5,20,5899,3.3,19,6138,-1.29,6245,-1.33,6113,7.18,5491,0.76,948,"S01000254",254,156681,4222.40784579781,"",69385,"dz01",246928.676176291,"dz01","S22000047","Aberdeen",5371.50537753011,"Aberdeen",5371.50537753011,"Aberdeen","dz01",8.639556,6.825445,5.59869,7.996285,8.818986,8.798086,6.567123,5.726853,2004,"Scotland","Aberdeen City","Aberdeen",808,20,788,5371.50537753011,5371.50537753011,NA,5491,948,3255.5,4222.40784579781
"255","S01000255",100,"Aberdeen City",632,473,7.93,5160,1.4,9,6261.5,3,14,6221,-0.54,4770,-0.42,4350,20.25,2251,0.79,903,"S01000255",255,157689,3138.40122866434,"",69386,"dz01",99392.1188562745,"dz01","S22000047","Aberdeen",5807.97880741838,"Aberdeen",5807.97880741838,"Aberdeen","dz01",8.231945,6.663608,4.862566,6.689382,7.685996,7.592505,5.727462,5.591959,2004,"Scotland","Aberdeen City","Aberdeen",632,9,623,5807.97880741838,5807.97880741838,NA,2251,903,3863.5,3138.40122866434
"256","S01000256",100,"Aberdeen City",919,555,10.33,4601,7.7,71,4246,5,28,5518,-0.11,3507,-0.82,5340,10.66,4709,0.64,1135,"S01000256",256,157862,3451.44433060637,"",69387,"dz01",9875842.2736851,"dz01","S22000047","Aberdeen",5437.73201630179,"Aberdeen",5437.73201630179,"Aberdeen","dz01",8.0566613,6.6343117,4.8290066,6.8403102,7.9215222,8.1921847,6.1810012,5.4643041,2004,"Scotland","Aberdeen City","Aberdeen",919,71,848,5437.73201630179,5437.73201630179,NA,4709,1135,4098,3451.44433060637
"257","S01000257",100,"Aberdeen City",826,554,6.18,5618,5.1,42,4989,5.1,28,5513.5,-0.56,4801,-1.08,5795,8.94,5144,0.09,2751,"S01000257",257,160014,11533.4668067864,"",69388,"dz01",1301097.43703729,"dz01","S22000047","Aberdeen",7892.3007588339,"Aberdeen",7892.3007588339,"Aberdeen","dz01",8.75347,7.691785,6.600857,10.02664,11.47909,9.267952,6.70265,5.730383,2004,"Scotland","Aberdeen City","Aberdeen",826,42,784,7892.3007588339,7892.3007588339,NA,5144,2751,3067.5,11533.4668067864
"258","S01000258",100,"Aberdeen City",666,474,4.04,6177,1.1,7,6364,1.5,7,6465,-1.38,6316,-1.53,6265,3.45,6184,0.67,1085,"S01000258",258,156541,2684.58597716507,"",69389,"dz01",146508.790254822,"dz01","S22000047","Aberdeen",6233.41492226296,"Aberdeen",6233.41492226296,"Aberdeen","dz01",7.759596,6.365503,4.697695,6.585156,7.555545,7.972661,6.154105,5.497055,2004,"Scotland","Aberdeen City","Aberdeen",666,7,659,6233.41492226296,6233.41492226296,NA,6184,1085,4428.5,2684.58597716507
"259","S01000259",100,"Aberdeen City",614,423,6.08,5649,1.3,8,6298,3.5,15,6057,-1.43,6347,-0.82,5359,2.77,6299,1.1,608,"S01000259",259,155758,3778.40859140726,"",69390,"dz01",106401.420225842,"dz01","S22000047","Aberdeen",5668.23495410017,"Aberdeen",5668.23495410017,"Aberdeen","dz01",7.920368,6.445457,4.623593,6.569637,7.445709,7.908663,6.113218,5.41204,2004,"Scotland","Aberdeen City","Aberdeen",614,8,606,5668.23495410017,5668.23495410017,NA,6299,608,4276,3778.40859140726
"260","S01000260",100,"Aberdeen City",890,633,5.24,5896,1.8,16,6146,1.6,10,6458,-1.55,6411,-0.59,4807,6.97,5529,0.69,1057,"S01000260",260,156310,2856.28881550414,"",69391,"dz01",192809.634523876,"dz01","S22000047","Aberdeen",6044.58126196511,"Aberdeen",6044.58126196511,"Aberdeen","dz01",7.759596,6.365503,4.697695,6.585156,7.555545,7.972661,6.154105,5.497055,2004,"Scotland","Aberdeen City","Aberdeen",890,16,874,6044.58126196511,6044.58126196511,NA,5529,1057,4428.5,2856.28881550414
"261","S01000261",100,"Aberdeen City",1007,715,3.84,6225,1.9,19,6103.5,4.1,29,5885,-1.07,5981,-0.82,5353,5.91,5731,0.08,2777,"S01000261",261,160406,13150.9414360229,"",69392,"dz01",346508.377323382,"dz01","S22000047","Aberdeen",8178.73046641642,"Aberdeen",8178.73046641642,"Aberdeen","dz01",8.614425,7.235297,5.354022,7.838162,8.828386,9.137932,6.631804,5.739664,2004,"Scotland","Aberdeen City","Aberdeen",1007,19,988,8178.73046641642,8178.73046641642,NA,5731,2777,3312,13150.9414360229
"262","S01000262",100,"Aberdeen City",946,605,7.19,5334,4.3,41,5229,5.8,35,5217.5,-0.22,3822,-0.72,5114,10.68,4704,-0.01,3126,"S01000262",262,161631,12954.9163072067,"",69393,"dz01",278224.877903539,"dz01","S22000047","Aberdeen",8553.4647556204,"Aberdeen",8553.4647556204,"Aberdeen","dz01",8.75347,7.691785,6.600857,10.02664,11.47909,9.267952,6.70265,5.730383,2004,"Scotland","Aberdeen City","Aberdeen",946,41,905,8553.4647556204,8553.4647556204,NA,4704,3126,3067.5,12954.9163072067
"263","S01000263",100,"Aberdeen City",845,587,11.2,4394,4.5,38,5167,5.3,31,5419,-0.18,3685,-0.3,4026,7.69,5385,1.23,518,"S01000263",263,155323,3376.70761352226,"",69394,"dz01",12461215.3104512,"dz01","S22000047","Aberdeen",5914.32709170763,"Aberdeen",5914.32709170763,"Aberdeen","dz01",7.79523930769231,6.35682628571429,4.74943985714286,6.8848065,7.7461745,8.41474064285714,6.36409485714286,5.50076464285714,2004,"Scotland","Aberdeen City","Aberdeen",845,38,807,5914.32709170763,5914.32709170763,NA,5385,518,4391,3376.70761352226
"264","S01000264",100,"Aberdeen City",1033,699,14.08,3797,10.6,110,3504,8.7,61,4100,0.05,3042,-0.05,3322,18.01,2722,-0.02,3135,"S01000264",264,161227,9850.29727529077,"",69395,"dz01",126862.104261034,"dz01","S22000047","Aberdeen",8431.24794901424,"Aberdeen",8431.24794901424,"Aberdeen","dz01",8.363987,6.963024,5.320316,7.736895,8.51693,8.781677,6.368002,5.581553,2004,"Scotland","Aberdeen City","Aberdeen",1033,110,923,8431.24794901424,8431.24794901424,NA,2722,3135,3676,9850.29727529077
"265","S01000265",100,"Aberdeen City",778,470,16.74,3304,11.3,88,3335,8.5,40,4165,0.29,2309,0.19,2726,20.57,2189,0.25,2185,"S01000265",265,162235,11143.7017283395,"",69396,"dz01",109274.381046966,"dz01","S22000047","Aberdeen",8743.14807862764,"Aberdeen",8743.14807862764,"Aberdeen","dz01",8.363987,6.963024,5.320316,7.736895,8.51693,8.781677,6.368002,5.581553,2004,"Scotland","Aberdeen City","Aberdeen",778,88,690,8743.14807862764,8743.14807862764,NA,2189,2185,3676,11143.7017283395
"266","S01000266",100,"Aberdeen City",984,618,10.97,4445,5.3,52,4940.5,4.9,30,5590,-0.61,4949,0.05,3092,11,4615,1.05,645,"S01000266",266,162455,10624.6507472062,"",69397,"dz01",22865399.6062689,"dz01","S22000047","Aberdeen",9144.97567731515,"Aberdeen",9144.97567731515,"Aberdeen","dz01",7.49342108695652,6.28778152173913,4.64900830434783,6.73939743478261,7.94120673913043,8.13309282608696,6.10379686956522,5.302069,2004,"Scotland","Aberdeen City","Aberdeen",984,52,932,9144.97567731515,9144.97567731515,NA,4615,645,4745,10624.6507472062
"267","S01000267",100,"Aberdeen City",691,471,14.53,3708,10.3,71,3592,8.7,41,4106,-0.08,3433,0.18,2739,9.57,4996,0.37,1822,"S01000267",267,161733,9214.42413339315,"",69398,"dz01",412719.399556099,"dz01","S22000047","Aberdeen",8761.08659515717,"Aberdeen",8761.08659515717,"Aberdeen","dz01",8.363987,6.963024,5.320316,7.736895,8.51693,8.781677,6.368002,5.581553,2004,"Scotland","Aberdeen City","Aberdeen",691,71,620,8761.08659515717,8761.08659515717,NA,4996,1822,3676,9214.42413339315
"268","S01000268",110,"Aberdeenshire",779,452,13.14,3983,12.7,99,3002,7.5,34,4544.5,-0.69,5185,-0.18,3711,13.35,3961,0.4,1737,"S01000268",268,10459,116.800757995234,"",69399,"dz01",4201331.52623128,"dz01","S22000047","Aberdeen",46207.1284433545,"Aberdeen",46207.1284433545,"Aberdeen","dz01",6.84863333333333,5.6887,4.30746125,5.8464955,7.04236975,7.929181,6.343244,5.5334025,2004,"Scotland","Aberdeenshire","Aberdeen",779,99,680,46207.1284433545,46207.1284433545,NA,3961,1737,5667,116.800757995234
"269","S01000269",110,"Aberdeenshire",649,411,9.29,4834,4.3,28,5234.5,6.1,25,5104,-1.24,6187,-0.66,4962,6.63,5602,1.29,482,"S01000269",269,10069,98.4803254085046,"",69400,"dz01",19443348.3935893,"dz01","S22000047","Aberdeen",45736.1629241363,"Aberdeen",45736.1629241363,"Aberdeen","dz01",6.7965552,5.63170955,4.20354905,5.87934065,7.0352417,8.1437943,6.54661755,5.6702311,2004,"Scotland","Aberdeenshire","Aberdeen",649,28,621,45736.1629241363,45736.1629241363,NA,5602,482,5720,98.4803254085046
"270","S01000270",110,"Aberdeenshire",964,603,11.35,4361,5.2,50,4964,5.6,34,5278,-0.71,5213,-0.31,4060,14.11,3722,1.4,409,"S01000270",270,12139,67.7066169719632,"",69401,"dz01",30168718.8502389,"dz01","S22000047","Aberdeen",46788.2128532794,"Aberdeen",46690.5903262556,"Dundee","dz01",6.87695938235294,5.62745708823529,4.17860741176471,6.00872547058824,7.183561,8.43327297058823,6.89003367647059,5.834361,2004,"Scotland","Aberdeenshire","Aberdeen",964,50,914,46788.2128532794,46690.5903262556,NA,3722,409,5642,67.7066169719632
"271","S01000271",110,"Aberdeenshire",906,537,13.92,3827,11.1,101,3379,8,43,4350,-0.59,4886,-0.87,5446,16.48,3099,1.1,604,"S01000271",271,8997,58.5447699903353,"",69402,"dz01",18240012.0926457,"dz01","S22000047","Aberdeen",41672.1067714001,"Aberdeen",41672.1067714001,"Aberdeen","dz01",6.72956523529412,5.60066270588235,4.19065547058824,5.79234882352941,6.93554682352941,7.905224,6.40876535294118,5.53970082352941,2004,"Scotland","Aberdeenshire","Aberdeen",906,101,805,41672.1067714001,41672.1067714001,NA,3099,604,5821,58.5447699903353
"272","S01000272",110,"Aberdeenshire",940,567,10.37,4591,9.5,89,3775,4.9,28,5552.5,-0.68,5168,-0.57,4743,15.96,3224,0.56,1300,"S01000272",272,10234,456.433837016784,"",69403,"dz01",33074782.0419035,"dz01","S22000047","Aberdeen",41727.9257033532,"Aberdeen",41727.9257033532,"Aberdeen","dz01",6.83710622580645,5.6039295483871,4.16926283870968,5.84159016129032,6.98702758064516,8.06804809677419,6.52494870967742,5.64867677419355,2004,"Scotland","Aberdeenshire","Aberdeen",940,89,851,41727.9257033532,41727.9257033532,NA,3224,1300,5678,456.433837016784
"273","S01000273",110,"Aberdeenshire",524,341,14.27,3770,8.4,44,4048,7.3,25,4637,-1.04,5924,-0.25,3900,6.5,5627,1.84,157,"S01000273",273,9587,75.1380730330483,"",69404,"dz01",28907712.036562,"dz01","S22000047","Aberdeen",49153.8312326165,"Aberdeen",44791.1072689619,"Dundee","dz01",6.72808693333333,5.5003235,4.0627975,5.71674436666667,6.87364473333333,7.89053176666667,6.31185406666667,5.59006826666667,2004,"Scotland","Aberdeenshire","Aberdeen",524,44,480,49153.8312326165,44791.1072689619,NA,5627,157,5823,75.1380730330483
"274","S01000274",110,"Aberdeenshire",594,344,13.12,3986,12.6,75,3021,6.1,21,5095,-0.51,4664,0.19,2724,14.14,3716,0.2,2351,"S01000274",274,3330,133.251374221411,"",69405,"dz01",220260.39666326,"dz01","S22000047","Aberdeen",37425.1661962155,"Aberdeen",37425.1661962155,"Aberdeen","dz01",6.701286,5.586082,4.397917,5.546816,6.707752,6.963979,6.371227,4.976963,2004,"Scotland","Aberdeenshire","Aberdeen",594,75,519,37425.1661962155,37425.1661962155,NA,3716,2351,5848,133.251374221411
