"","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work"
"1",2012,"Scotland","Aberdeen City","Aberdeen",914,75,839,12214.3616487843,12214.3616487843,4839,3929,3420,3338,455.807851257572
"2",2012,"Scotland","Aberdeen City","Aberdeen",662,5,657,5828.2195845847,5828.2195845847,6487,5880,2151,2544,1735.21003385301
"3",2012,"Scotland","Aberdeen City","Aberdeen",795,15,780,5613.17283176893,5613.17283176893,5066,4784,3036,2544,2034.89325112821
"4",2012,"Scotland","Aberdeen City","Aberdeen",621,5,616,5564.71436652343,5564.71436652343,5133,5755,1462,2544,2115.49617578334
"5",2012,"Scotland","Aberdeen City","Aberdeen",605,30,575,12355.0785296164,12355.0785296164,4331,5149,3431,3365.5,420.615445460749
"6",2012,"Scotland","Aberdeen City","Aberdeen",643,55,588,11818.8385898581,11818.8385898581,4886,3924,5577,3958.5,522.020936165854
"7",2012,"Scotland","Aberdeen City","Aberdeen",809,30,779,11424.0887280757,11424.0887280757,5355,6261,5160,3958.5,518.168759524643
"8",2012,"Scotland","Aberdeen City","Aberdeen",553,45,508,11882.3309723406,11882.3309723406,4409,3280,3950,3365.5,500.623752780479
"9",2012,"Scotland","Aberdeen City","Aberdeen",660,45,615,5324.04472441913,5324.04472441913,5425,4013,2725,2855,2444.53307327668
"10",2012,"Scotland","Aberdeen City","Aberdeen",544,20,524,5279.88669788307,5279.88669788307,4625,4916,3855,1114,2657.15840429632
"11",2012,"Scotland","Aberdeen City","Aberdeen",1075,10,1065,10105.9766342422,10105.9766342422,5968,6142,1623,2733,539.77356339689
"12",2012,"Scotland","Aberdeen City","Aberdeen",1406,45,1361,5860.52201753398,5860.52201753398,4022,5802,1201,1252,1697.20823545445
"13",2012,"Scotland","Aberdeen City","Aberdeen",794,60,734,12116.7181891127,12116.7181891127,4719,3715,1679,4353,402.991013598094
"14",2012,"Scotland","Aberdeen City","Aberdeen",933,30,903,5216.11343615628,5216.11343615628,5663,4224,1987,2855,2567.01384827583
"15",2012,"Scotland","Aberdeen City","Aberdeen",677,10,667,4829.80680829024,4829.80680829024,5677,3330,4155,1114,3758.00819406754
"16",2012,"Scotland","Aberdeen City","Aberdeen",696,5,691,8926.01581275891,8926.01581275891,4887,5267,1207,3284,598.687548265823
"17",2012,"Scotland","Aberdeen City","Aberdeen",840,55,785,4814.84526374984,4814.84526374984,3647,4641,3721,2855,3670.41359410867
"18",2012,"Scotland","Aberdeen City","Aberdeen",499,15,484,4612.33992665297,4612.33992665297,5345,3744,4031,1114,4378.53470141291
"19",2012,"Scotland","Aberdeen City","Aberdeen",693,20,673,9467.09318490803,9467.09318490803,6138,6401,1524,3282,575.19943293832
"20",2012,"Scotland","Aberdeen City","Aberdeen",1004,105,899,6489.23937139381,6489.23937139381,5634,5052,1662,3204,1574.57308385628
"21",2012,"Scotland","Aberdeen City","Aberdeen",846,60,786,4102.78533651046,4102.78533651046,4369,3788,2609,2358,5042.57119674669
"22",2012,"Scotland","Aberdeen City","Aberdeen",746,10,736,7813.01024825397,7813.01024825397,5985,6475,961,3343.5,917.467735890442
"23",2012,"Scotland","Aberdeen City","Aberdeen",829,10,819,9725.85777912806,9725.85777912806,5877,6367,723,3761,491.114141449711
"24",2012,"Scotland","Aberdeen City","Aberdeen",525,15,510,12623.4579556246,12623.4579556246,6196,5031,530,3606,245.887255015446
"25",2012,"Scotland","Aberdeen City","Aberdeen",931,25,906,7135.52251209332,7135.52251209332,6000,6476,964,3787.5,1332.20444940449
"26",2012,"Scotland","Aberdeen City","Aberdeen",796,150,646,3806.34749323345,3806.34749323345,2537,2081,3570,2358,5784.64838233466
"27",2012,"Scotland","Aberdeen City","Aberdeen",800,20,780,6938.38000842068,6938.38000842068,5644,6029,1549,3787.5,1427.1538498068
"28",2012,"Scotland","Aberdeen City","Aberdeen",851,125,726,3707.46671085083,3707.46671085083,3521,2105,4282,2358,6596.13822848775
"29",2012,"Scotland","Aberdeen City","Aberdeen",1050,10,1040,7729.51696537134,7729.51696537134,6466,6138,678,3343.5,926.693313111053
"30",2012,"Scotland","Aberdeen City","Aberdeen",479,75,404,3474.07591532518,3474.07591532518,1972,1268,3652,1652,8387.87211582202
"31",2012,"Scotland","Aberdeen City","Aberdeen",983,25,958,5984.00309418316,5984.00309418316,6103,6086,2027,2704,2039.86458094388
"32",2012,"Scotland","Aberdeen City","Aberdeen",959,125,834,3242.09672077277,3242.09672077277,2510,2552,3662,211,10911.9068414704
"33",2012,"Scotland","Aberdeen City","Aberdeen",682,135,547,3124.16944193361,3124.16944193361,1002,1643,5517,1652,9305.98204442236
"34",2012,"Scotland","Aberdeen City","Aberdeen",1247,15,1232,5630.99974760465,5630.99974760465,5504,6343,1353,2494,2355.934794844
"35",2012,"Scotland","Aberdeen City","Aberdeen",1032,100,932,3949.86063343409,3949.86063343409,1233,2972,3316,2436.5,5050.39309956102
"36",2012,"Scotland","Aberdeen City","Aberdeen",673,110,563,4433.76374077789,4433.76374077789,1986,2670,2172,2436.5,3814.06598673088
"37",2012,"Scotland","Aberdeen City","Aberdeen",702,85,617,3132.24236459879,3132.24236459879,279,2047,2958,679,12641.7183721641
"38",2012,"Scotland","Aberdeen City","Aberdeen",771,80,691,2986.5334079954,2986.5334079954,2131,2361,3931,1652,9647.53527874549
"39",2012,"Scotland","Aberdeen City","Aberdeen",870,95,775,4305.52682585139,4305.52682585139,3429,1708,1154,2436.5,4176.29135304736
"40",2012,"Scotland","Aberdeen City","Aberdeen",871,90,781,2911.92250724785,2911.92250724785,1688,2045,5930,1652,11167.153938792
"41",2012,"Scotland","Aberdeen City","Aberdeen",763,70,693,2968.81253136123,2968.81253136123,3712,5624,3883,1652,9239.41930140692
"42",2012,"Scotland","Aberdeen City","Aberdeen",788,85,703,3614.47344369003,3614.47344369003,2612,3161,5270,1167.5,6129.73078940207
"43",2012,"Scotland","Aberdeen City","Aberdeen",770,95,675,3123.11143744619,3123.11143744619,1379,2651,5143,1167.5,8160.12924535332
"44",2012,"Scotland","Aberdeen City","Aberdeen",838,180,658,3689.92447398849,3689.92447398849,1281,1582,4401,2436.5,5886.32879245656
"45",2012,"Scotland","Aberdeen City","Aberdeen",575,10,565,4041.40057467381,4041.40057467381,5518,5936,1343,2436.5,4927.68599891589
"46",2012,"Scotland","Aberdeen City","Aberdeen",746,10,736,4081.53373813361,4081.53373813361,5019,6414,1420,2436.5,4960.1038051785
"47",2012,"Scotland","Aberdeen City","Aberdeen",749,80,669,2824.21079667542,2824.21079667542,3054,1152,4177,901.5,9533.37959067853
"48",2012,"Scotland","Aberdeen City","Aberdeen",914,10,904,3520.31084956466,3520.31084956466,4691,5608,1754,2052.5,6674.0061183366
"49",2012,"Scotland","Aberdeen City","Aberdeen",723,25,698,3230.71710167519,3230.71710167519,6487,6105,2406,901.5,7842.82534914215
"50",2012,"Scotland","Aberdeen City","Aberdeen",685,30,655,2749.14362159571,2749.14362159571,3905,5723,3863,901.5,9960.31596759796
"51",2012,"Scotland","Aberdeen City","Aberdeen",807,15,792,4315.03775117728,4315.03775117728,5469,6210,1750,2815.5,4568.36367840892
"52",2012,"Scotland","Aberdeen City","Aberdeen",591,165,426,2053.89966228313,2053.89966228313,1429,1457,3404,168,12978.6330403981
"53",2012,"Scotland","Aberdeen City","Aberdeen",1055,75,980,2424.32879143036,2424.32879143036,4011,4248,3794,702,11502.6202398969
"54",2012,"Scotland","Aberdeen City","Aberdeen",785,25,760,3791.71450384854,3791.71450384854,5864,6122,2984,2052.5,6012.35069601573
"55",2012,"Scotland","Aberdeen City","Aberdeen",792,190,602,1947.76250495668,1947.76250495668,742,1794,5342,168,13142.7908430418
"56",2012,"Scotland","Aberdeen City","Aberdeen",1068,25,1043,6615.49291312897,6615.49291312897,4058,5969,772,4582,1750.53873453771
"57",2012,"Scotland","Aberdeen City","Aberdeen",677,180,497,2024.60270888546,2024.60270888546,240,1079,4392,748,10787.7157828639
"58",2012,"Scotland","Aberdeen City","Aberdeen",705,15,690,3061.69456100995,3061.69456100995,4450,6266,2385,901.5,8715.67778581694
"59",2012,"Scotland","Aberdeen City","Aberdeen",884,10,874,1587.48722088883,1587.48722088883,2900,5960,1940,702,15846.235992749
"60",2012,"Scotland","Aberdeen City","Aberdeen",572,185,387,1897.64593330222,1897.64593330222,226,1676,2618,748,9126.29164144437
"61",2012,"Scotland","Aberdeen City","Aberdeen",1012,15,997,4089.61993254915,4089.61993254915,4544,6273,1799,2815.5,5561.55198610283
"62",2012,"Scotland","Aberdeen City","Aberdeen",948,35,913,2284.52839897697,2284.52839897697,3356,1799,4048,901.5,12699.2330485621
"63",2012,"Scotland","Aberdeen City","Aberdeen",901,20,881,2567.85056398258,2567.85056398258,4860,5102,3309,901.5,11290.6968908724
"64",2012,"Scotland","Aberdeen City","Aberdeen",607,55,552,1772.55758685035,1772.55758685035,1352,2057,5752,168,13544.3792485674
"65",2012,"Scotland","Aberdeen City","Aberdeen",886,60,826,2136.02502933139,2136.02502933139,3117,2087,4130,702,13199.2953810082
"66",2012,"Scotland","Aberdeen City","Aberdeen",817,80,737,1577.15438569267,1577.15438569267,57,553,5975,168,14880.4461863216
"67",2012,"Scotland","Aberdeen City","Aberdeen",985,45,940,3209.71683358711,3209.71683358711,5220,5301,5017,2052.5,8585.36718556684
"68",2012,"Scotland","Aberdeen City","Aberdeen",861,35,826,1720.48576824765,1720.48576824765,4933,4702,2920,702,15452.75867708
"69",2012,"Scotland","Aberdeen City","Aberdeen",686,140,546,1576.3827035641,1576.3827035641,539,940,5415,168,13168.7242290384
"70",2012,"Scotland","Aberdeen City","Aberdeen",645,115,530,1765.19382299815,1765.19382299815,977,1795,4188,748,10198.260472597
"71",2012,"Scotland","Aberdeen City","Aberdeen",762,175,587,1690.79430852351,1690.79430852351,1022,1221,4340,748,11417.5620580101
"72",2012,"Scotland","Aberdeen City","Aberdeen",856,70,786,4988.6958369859,4988.6958369859,2133,4797,761,3832,3900.73199850583
"73",2012,"Scotland","Aberdeen City","Aberdeen",593,20,573,3625.1780901083,3625.1780901083,5806,6272,4539,2052.5,7083.68383707435
"74",2012,"Scotland","Aberdeen City","Aberdeen",867,215,652,2033.22718378367,2033.22718378367,964,1199,1739,748,7612.46923501477
"75",2012,"Scotland","Aberdeen City","Aberdeen",517,25,492,1824.26322432722,1824.26322432722,1399,2310,5547,702,15603.9413297846
"76",2012,"Scotland","Aberdeen City","Aberdeen",764,15,749,4467.27863784398,4467.27863784398,5434,6418,1243,1887,4741.25172850313
"77",2012,"Scotland","Aberdeen City","Aberdeen",917,25,892,2504.92936963676,2504.92936963676,4427,4738,3191,419.5,12399.8444255697
"78",2012,"Scotland","Aberdeen City","Aberdeen",871,120,751,1320.20193008494,1320.20193008494,369,348,6447,66.5,15316.4373251807
"79",2012,"Scotland","Aberdeen City","Aberdeen",1263,20,1243,1350.62815319398,1350.62815319398,3572,2448,3369,66.5,17296.8176095612
"80",2012,"Scotland","Aberdeen City","Aberdeen",775,45,730,1916.35078400672,1916.35078400672,2604,1314,5735,419.5,15831.1807855425
"81",2012,"Scotland","Aberdeen City","Aberdeen",938,15,923,2815.02843111434,2815.02843111434,4129,5843,3504,507.5,10738.5910406405
"82",2012,"Scotland","Aberdeen City","Aberdeen",947,195,752,1796.0826860547,1796.0826860547,409,1504,2495,352,8043.461812969
"83",2012,"Scotland","Aberdeen City","Aberdeen",782,10,772,2183.07804879802,2183.07804879802,4572,3021,5003,419.5,14806.1395138426
"84",2012,"Scotland","Aberdeen City","Aberdeen",739,115,624,1411.24633259922,1411.24633259922,131,638,5720,66.5,12756.257990692
"85",2012,"Scotland","Aberdeen City","Aberdeen",616,40,576,1588.87302691263,1588.87302691263,2190,398,6006,143,18296.1367363786
"86",2012,"Scotland","Aberdeen City","Aberdeen",775,25,750,1355.92851616133,1355.92851616133,2206,3489,4134,143,18423.6933193951
"87",2012,"Scotland","Aberdeen City","Aberdeen",1074,20,1054,3509.43678568885,3509.43678568885,4093,5647,3118,507.5,8084.98604498251
"88",2012,"Scotland","Aberdeen City","Aberdeen",847,40,807,1473.98952468668,1473.98952468668,3799,3358,5356,143,18828.7441757354
"89",2012,"Scotland","Aberdeen City","Aberdeen",957,10,947,4204.33242742394,4204.33242742394,5114,6259,1389,1887,5830.87441911057
"90",2012,"Scotland","Aberdeen City","Aberdeen",786,25,761,2265.03591503845,2265.03591503845,2960,2595,4857,419.5,14823.9704263868
"91",2012,"Scotland","Aberdeen City","Aberdeen",1083,70,1013,1865.31173546911,1865.31173546911,2126,776,5875,419.5,17250.2456165156
"92",2012,"Scotland","Aberdeen City","Aberdeen",800,30,770,1641.6833921218,1641.6833921218,1656,920,6159,143,18594.2830080382
"93",2012,"Scotland","Aberdeen City","Aberdeen",680,50,630,1097.94911520981,1097.94911520981,2075,878,5014,143,20744.1752154568
"94",2012,"Scotland","Aberdeen City","Aberdeen",683,30,653,1366.85986418574,1366.85986418574,1106,1656,6255,143,20465.7558068957
"95",2012,"Scotland","Aberdeen City","Aberdeen",817,30,787,2000.66459089888,2000.66459089888,3699,2102,6304,419.5,16978.6880034523
"96",2012,"Scotland","Aberdeen City","Aberdeen",707,115,592,4577.26370950723,4577.26370950723,2585,2471,1958,3714,5058.28432697961
"97",2012,"Scotland","Aberdeen City","Aberdeen",1206,15,1191,2471.6933346147,2471.6933346147,3361,5397,3920,419.5,14146.9218498724
"98",2012,"Scotland","Aberdeen City","Aberdeen",1138,130,1008,789.874119981622,789.874119981622,19,584,5639,66.5,23420.0684562661
"99",2012,"Scotland","Aberdeen City","Aberdeen",872,15,857,3792.94897446377,3792.94897446377,5032,6444,2333,1887,8221.99088810424
"100",2012,"Scotland","Aberdeen City","Aberdeen",839,80,759,1094.83168993573,1094.83168993573,23,2110,5937,143,22766.1955224673
"101",2012,"Scotland","Aberdeen City","Aberdeen",947,15,932,1814.80633387435,1814.80633387435,253,3560,5787,419.5,19028.3270307726
"102",2012,"Scotland","Aberdeen City","Aberdeen",785,120,665,1179.17176125893,1179.17176125893,113,1129,6350,185,22859.8679222809
"103",2012,"Scotland","Aberdeen City","Aberdeen",611,10,601,1271.50065258274,1271.50065258274,1044,828,6431,185,22256.0501834742
"104",2012,"Scotland","Aberdeen City","Aberdeen",932,5,927,2903.17342234714,2903.17342234714,5061,6315,2102,777,11871.6351516791
"105",2012,"Scotland","Aberdeen City","Aberdeen",809,15,794,4419.34594320524,4419.34594320524,4165,5760,1408,1172,5843.18378258954
"106",2012,"Scotland","Aberdeen City","Aberdeen",795,10,785,2384.41226203837,2384.41226203837,4752,5750,2914,559,14837.1268210448
"107",2012,"Scotland","Aberdeen City","Aberdeen",1019,90,929,133.17641015811,133.17641015811,5,546,6057,40,23724.086087236
"108",2012,"Scotland","Aberdeen City","Aberdeen",670,95,575,338.37622089633,338.37622089633,235,753,3437,13.5,18855.6944949094
"109",2012,"Scotland","Aberdeen City","Aberdeen",1100,75,1025,866.67681775845,866.67681775845,2,393,6079,185,24297.0309612336
"110",2012,"Scotland","Aberdeen City","Aberdeen",814,70,744,3822.58858317422,3822.58858317422,4055,4308,2950,1172,8342.21920069291
"111",2012,"Scotland","Aberdeen City","Aberdeen",723,20,703,1853.39357055862,1853.39357055862,2921,4644,5194,559,18349.0304226479
"112",2012,"Scotland","Aberdeen City","Aberdeen",1000,105,895,1203.37502189619,1203.37502189619,754,882,6109,185,22179.4776808262
"113",2012,"Scotland","Aberdeen City","Aberdeen",613,15,598,2125.33157037812,2125.33157037812,4716,5693,5022,559,16552.0502520622
"114",2012,"Scotland","Aberdeen City","Aberdeen",795,120,675,4835.67930120251,4835.67930120251,1279,2102,2320,3104.5,4670.26633633142
"115",2012,"Scotland","Aberdeen City","Aberdeen",836,130,706,4046.9584611941,4046.9584611941,2673,1601,4339,1172,7596.19275757689
"116",2012,"Scotland","Aberdeen City","Aberdeen",1157,35,1122,1576.00659130919,1576.00659130919,3205,521,6176,559,19764.6328555302
"117",2012,"Scotland","Aberdeen City","Aberdeen",959,50,909,2403.84189883876,2403.84189883876,5135,5629,4249,559,14838.4241542314
"118",2012,"Scotland","Aberdeen City","Aberdeen",662,60,602,3726.43047992102,3726.43047992102,1207,2142,5346,1172,9133.38885601906
"119",2012,"Scotland","Aberdeen City","Aberdeen",791,115,676,1249.90553499623,1249.90553499623,787,479,6333,185,21449.06784106
"120",2012,"Scotland","Aberdeen City","Aberdeen",518,30,488,1755.22291259044,1755.22291259044,2245,1480,5055,559,18737.0565293792
"121",2012,"Scotland","Aberdeen City","Aberdeen",714,60,654,3164.21083544925,3164.21083544925,4990,4333,3592,777,11385.4757955396
"122",2012,"Scotland","Aberdeen City","Aberdeen",698,100,598,5069.57656228675,5069.57656228675,1248,2447,2109,3104.5,4035.04529266064
"123",2012,"Scotland","Aberdeen City","Aberdeen",675,15,660,7644.06119665545,7644.06119665545,5002,5381,1268,3082,806.39680265113
"124",2012,"Scotland","Aberdeen City","Aberdeen",1268,65,1203,1024.86291225292,1024.86291225292,1507,278,6221,185,22347.4074780372
"125",2012,"Scotland","Aberdeen City","Aberdeen",1037,140,897,560.303627619762,560.303627619762,504,881,5819,40,21383.0775519181
"126",2012,"Scotland","Aberdeen City","Aberdeen",837,155,682,325.155176275424,325.155176275424,300,577,5519,40,19770.6170233987
"127",2012,"Scotland","Aberdeen City","Aberdeen",743,10,733,2490.55946566206,2490.55946566206,4628,6321,4520,777,14504.6742449096
"128",2012,"Scotland","Aberdeen City","Aberdeen",2052,95,1957,757.903023287582,757.903023287582,666,286,6149,185,23062.5693869881
"129",2012,"Scotland","Aberdeen City","Aberdeen",875,10,865,715.45238372176,715.45238372176,1329,390,6078,185,22452.8007250922
"130",2012,"Scotland","Aberdeen City","Aberdeen",1277,90,1187,492.664526832844,492.664526832844,1072,631,5479,13.5,17960.1725689676
"131",2012,"Scotland","Aberdeen City","Aberdeen",613,15,598,1932.64504873691,1932.64504873691,2919,2013,4334,559,17540.4852880638
"132",2012,"Scotland","Aberdeen City","Aberdeen",709,40,669,1505.25017981834,1505.25017981834,2463,1225,5548,185,19530.4444238853
"133",2012,"Scotland","Aberdeen City","Aberdeen",655,115,540,5046.33402456435,5046.33402456435,1361,1928,3209,3104.5,4109.67942560569
"134",2012,"Scotland","Aberdeen City","Aberdeen",710,155,555,4533.53272127155,4533.53272127155,1089,1476,4816,3104.5,5717.50760446458
"135",2012,"Scotland","Aberdeen City","Aberdeen",680,160,520,855.528389577801,855.528389577801,804,726,6353,185,20541.8578392129
"136",2012,"Scotland","Aberdeen City","Aberdeen",636,105,531,4255.23508485008,4255.23508485008,355,1724,6398,1172,6743.66929215567
"137",2012,"Scotland","Aberdeen City","Aberdeen",816,85,731,1336.07130264817,1336.07130264817,1130,1280,6134,185,19938.7542469229
"138",2012,"Scotland","Aberdeen City","Aberdeen",1151,55,1096,569.392312904718,569.392312904718,743,562,5593,255.5,19552.6737917051
"139",2012,"Scotland","Aberdeen City","Aberdeen",776,105,671,4920.89539673051,4920.89539673051,2636,1265,4386,3603,4477.88646647985
"140",2012,"Scotland","Aberdeen City","Aberdeen",808,85,723,5404.08914143338,5404.08914143338,2451,2283,1587,3603,3228.69438728628
"141",2012,"Scotland","Aberdeen City","Aberdeen",796,25,771,2419.68264623339,2419.68264623339,685,4106,4071,552,15256.9851003079
"142",2012,"Scotland","Aberdeen City","Aberdeen",705,175,530,3637.19529230173,3637.19529230173,1865,870,5494,2030.5,9379.12171857748
"143",2012,"Scotland","Aberdeen City","Aberdeen",728,15,713,7824.90569861306,7824.90569861306,5407,6433,2594,3539,854.656830104293
"144",2012,"Scotland","Aberdeen City","Aberdeen",686,30,656,753.96826004515,753.96826004515,1320,176,5640,255.5,16300.4749238528
"145",2012,"Scotland","Aberdeen City","Aberdeen",742,155,587,5218.57213312917,5218.57213312917,1276,3301,2330,3603,3680.90896495266
"146",2012,"Scotland","Aberdeen City","Aberdeen",1383,165,1218,1288.72102156057,1288.72102156057,1243,240,6302,390.5,18387.3431247709
"147",2012,"Scotland","Aberdeen City","Aberdeen",1097,85,1012,793.257486647964,793.257486647964,1096,347,6051,26,14861.4819575053
"148",2012,"Scotland","Aberdeen City","Aberdeen",590,115,475,4593.17012814576,4593.17012814576,507,931,5979,2030.5,5476.35566090199
"149",2012,"Scotland","Aberdeen City","Aberdeen",1101,110,991,1251.85298221123,1251.85298221123,1217,453,6257,390.5,17602.4783213084
"150",2012,"Scotland","Aberdeen City","Aberdeen",638,85,553,3879.05082949374,3879.05082949374,1790,1839,6317,2030.5,8210.67730532841
"151",2012,"Scotland","Aberdeen City","Aberdeen",860,165,695,3458.70754763261,3458.70754763261,2117,1970,3607,552,9755.91176689275
"152",2012,"Scotland","Aberdeen City","Aberdeen",1093,75,1018,1902.7793034479,1902.7793034479,1158,3609,5095,996,16059.0893462263
"153",2012,"Scotland","Aberdeen City","Aberdeen",793,70,723,971.083970092578,971.083970092578,2718,694,4365,255.5,14851.5868919997
"154",2012,"Scotland","Aberdeen City","Aberdeen",508,60,448,4906.70764127417,4906.70764127417,2310,1551,4087,3603,4498.52398843681
"155",2012,"Scotland","Aberdeen City","Aberdeen",730,105,625,4042.81690295577,4042.81690295577,1330,1444,6251,2030.5,7339.06758440134
"156",2012,"Scotland","Aberdeen City","Aberdeen",1133,175,958,1294.05699909228,1294.05699909228,1012,439,5522,390.5,16520.332615491
"157",2012,"Scotland","Aberdeen City","Aberdeen",630,150,480,3249.81569770413,3249.81569770413,402,2788,3576,552,10423.9944723774
"158",2012,"Scotland","Aberdeen City","Aberdeen",863,120,743,3118.27955784379,3118.27955784379,2514,2480,3879,552,10988.2178438395
"159",2012,"Scotland","Aberdeen City","Aberdeen",1114,30,1084,8164.70277305204,8164.70277305204,4506,6274,2927,3539,880.281588618708
"160",2012,"Scotland","Aberdeen City","Aberdeen",738,75,663,4126.4867533872,4126.4867533872,3061,1548,5218,2030.5,6953.04702578305
"161",2012,"Scotland","Aberdeen City","Aberdeen",992,30,962,1604.61740708108,1604.61740708108,3820,1942,6230,390.5,15193.9988216118
"162",2012,"Scotland","Aberdeen City","Aberdeen",875,95,780,2586.26074502531,2586.26074502531,2554,2918,3519,996,13532.6228422965
"163",2012,"Scotland","Aberdeen City","Aberdeen",973,155,818,4660.29318494413,4660.29318494413,1501,1009,4950,3603,5232.99753622718
"164",2012,"Scotland","Aberdeen City","Aberdeen",810,75,735,1322.2733480387,1322.2733480387,2592,992,3364,255.5,11608.8260594504
"165",2012,"Scotland","Aberdeen City","Aberdeen",823,160,663,2262.45486982274,2262.45486982274,1118,1436,3468,996,14121.4662911119
"166",2012,"Scotland","Aberdeen City","Aberdeen",1457,45,1412,1429.10690640328,1429.10690640328,2700,660,5774,255.5,13696.1647531895
"167",2012,"Scotland","Aberdeen City","Aberdeen",658,100,558,3707.30178151486,3707.30178151486,3106,2962,4489,552,8219.09123333452
"168",2012,"Scotland","Aberdeen City","Aberdeen",935,160,775,3994.90930770038,3994.90930770038,1531,1175,4913,2030.5,7321.4269172274
"169",2012,"Scotland","Aberdeen City","Aberdeen",747,60,687,3028.43728979597,3028.43728979597,2275,4812,3298,552,10934.3528994867
"170",2012,"Scotland","Aberdeen City","Aberdeen",1228,40,1188,1520.33177081823,1520.33177081823,3167,981,5429,390.5,14453.2165220249
"171",2012,"Scotland","Aberdeen City","Aberdeen",1030,20,1010,7270.27582311038,7270.27582311038,4245,6366,890,3050,1186.30812377593
"172",2012,"Scotland","Aberdeen City","Aberdeen",492,20,472,2792.05063854614,2792.05063854614,4446,2229,2952,996,12339.8130352909
"173",2012,"Scotland","Aberdeen City","Aberdeen",766,110,656,3238.03411573624,3238.03411573624,2089,2299,3655,552,9865.37285520882
"174",2012,"Scotland","Aberdeen City","Aberdeen",979,5,974,7765.60940279669,7765.60940279669,6009,6427,1558,3539,1013.67266633439
"175",2012,"Scotland","Aberdeen City","Aberdeen",565,50,515,1978.07563399532,1978.07563399532,335,990,6184,390.5,14315.4702480515
"176",2012,"Scotland","Aberdeen City","Aberdeen",760,30,730,1465.08376653468,1465.08376653468,5551,708,4477,255.5,11211.4273310645
"177",2012,"Scotland","Aberdeen City","Aberdeen",533,20,513,2193.18287996276,2193.18287996276,2757,4758,4922,996,13368.0631899031
"178",2012,"Scotland","Aberdeen City","Aberdeen",798,115,683,4341.26118538447,4341.26118538447,1845,1721,5767,2629,6055.46876473191
"179",2012,"Scotland","Aberdeen City","Aberdeen",795,230,565,2136.2647210057,2136.2647210057,560,1252,3446,134,7752.74248247969
"180",2012,"Scotland","Aberdeen City","Aberdeen",635,110,525,4481.40499072796,4481.40499072796,2884,1207,6237,2629,5689.09614757445
"181",2012,"Scotland","Aberdeen City","Aberdeen",534,115,419,3804.04385295986,3804.04385295986,668,856,4361,990.5,7419.88338693681
"182",2012,"Scotland","Aberdeen City","Aberdeen",845,120,725,5020.24731998255,5020.24731998255,3118,1653,4743,2799,4271.45973341942
"183",2012,"Scotland","Aberdeen City","Aberdeen",1179,180,999,2066.02791967469,2066.02791967469,429,756,4606,743.5,12266.7651426373
"184",2012,"Scotland","Aberdeen City","Aberdeen",724,35,689,2410.37523451984,2410.37523451984,2845,4851,5162,870,12005.0038778976
"185",2012,"Scotland","Aberdeen City","Aberdeen",881,180,701,1838.20216606712,1838.20216606712,465,1510,4498,457,8906.9335417268
"186",2012,"Scotland","Aberdeen City","Aberdeen",831,85,746,3011.83827469749,3011.83827469749,2653,3927,4010,870,10197.6872598962
"187",2012,"Scotland","Aberdeen City","Aberdeen",609,70,539,3491.15105502689,3491.15105502689,1686,1873,4667,990.5,8456.34019784939
"188",2012,"Scotland","Aberdeen City","Aberdeen",1088,115,973,1879.33167285487,1879.33167285487,1725,927,5350,457,9967.88286773015
"189",2012,"Scotland","Aberdeen City","Aberdeen",607,170,437,3925.42111883583,3925.42111883583,935,948,3537,2629,7029.88953957254
"190",2012,"Scotland","Aberdeen City","Aberdeen",825,130,695,4873.43338094691,4873.43338094691,367,2076,6193,2629,4704.86788040286
"191",2012,"Scotland","Aberdeen City","Aberdeen",1029,55,974,2882.61783122565,2882.61783122565,2614,3389,5290,870,9844.22064765442
"192",2012,"Scotland","Aberdeen City","Aberdeen",748,145,603,2158.51987957034,2158.51987957034,715,788,5828,457,8568.02395379208
"193",2012,"Scotland","Aberdeen City","Aberdeen",704,135,569,4794.0678683708,4794.0678683708,1997,1159,6185,2629,4937.85098408322
"194",2012,"Scotland","Aberdeen City","Aberdeen",820,200,620,2584.16707183884,2584.16707183884,287,1367,5693,870,10016.9006198526
"195",2012,"Scotland","Aberdeen City","Aberdeen",737,160,577,2391.48318086122,2391.48318086122,656,1654,4056,743.5,9940.32898351156
"196",2012,"Scotland","Aberdeen City","Aberdeen",878,270,608,4597.56425627239,4597.56425627239,107,1917,5811,2629,5335.92648550803
"197",2012,"Scotland","Aberdeen City","Aberdeen",536,80,456,5189.42993724731,5189.42993724731,2105,1108,4998,2799,4105.27260410643
"198",2012,"Scotland","Aberdeen City","Aberdeen",745,240,505,3850.5081959521,3850.5081959521,648,1594,3762,990.5,6814.49572746997
"199",2012,"Scotland","Aberdeen City","Aberdeen",796,205,591,2815.56999068539,2815.56999068539,323,1511,6261,870,9402.52311933676
"200",2012,"Scotland","Aberdeen City","Aberdeen",798,115,683,3453.08351309027,3453.08351309027,1614,1553,5620,990.5,7585.43150339535
"201",2012,"Scotland","Aberdeen City","Aberdeen",604,90,514,3588.1752863817,3588.1752863817,1979,1768,4762,990.5,7437.99454667967
"202",2012,"Scotland","Aberdeen City","Aberdeen",874,85,789,3173.09827199453,3173.09827199453,1278,2003,6421,870,8430.17305498269
