"","Data.Zone","Local.Authority.Code","Local.Authority.Name","Nearest.settlement.","Total.Population..SAPE.2004.","Working.Age.Population..men.16.64..women.16.59.SAPE.2004.","SIMD.2006.Score","SIMD.2006.Rank","Current.Income.domain.2006.rate","Number.of.Current.Income.Deprived.People.2006","Current.Income.domain.2006.rank","Employment.domain.2006.rate","Number.of.Employment.Deprived.People.2006","Employment.domain.2006.rank","Health.domain.2006.score","Health.domain.2006.rank","Education..Skills.and.Training.domain.2006.score","Education..Skills.and.Training.domain.2006.rank","Housing.domain.score.2004.and.2006","Housing.domain.rank.2004.and.2006","Geographic.Access.domain.2006.score","Geographic.Access.domain.2006.rank","SIMD.Crime.2006.Score","SIMD.Crime.2006.rank","zone","X.x","accessA","accessB","type.x","X.y","type.y","area","zone_type","ttwa11cd","ttwa11nm","main_dist","main_bua","nearest_dist","nearest_bua","type","year2004","year2006","year2007","year2009","year2010","year2012","year2015","year2016","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work"
"4661","S01004661",320,"North Lanarkshire","Glasgow",686,452,36.63,1112,22.6,155,1267,21.2,96,1186,0.84,1102,0.78,1336,27.3,1337,5.98,5127,2259,92,"S01004661",4661,342391,6088.93776811418,"",73792,"dz01",206933.151935987,"dz01","S22000071","Motherwell and Airdrie",4523.00305588887,"Hamilton",4178.87181155923,"Motherwell","dz01",10.74513,8.430314,6.332977,8.202825,10.01991,8.406485,6.817804,6.670724,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",686,155,531,4523.00305588887,4178.87181155923,92,1337,5127,953.5,6088.93776811418
"4662","S01004662",320,"North Lanarkshire","Glasgow",956,585,36.46,1122,21.5,206,1387,20.9,122,1235,1.06,716,0.73,1428,20.86,2128.5,27.54,1894,847,1152,"S01004662",4662,418306,9041.9509136687,"",73793,"dz01",1344991.90310698,"dz01","S22000071","Motherwell and Airdrie",5216.54410010951,"Hamilton",4061.71274100158,"Coatbridge","dz01",11.14011,8.981609,6.400456,8.484033,10.00307,8.691818,6.775593,6.74089,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",956,206,750,5216.54410010951,4061.71274100158,1152,2128.5,1894,432.5,9041.9509136687
"4663","S01004663",320,"North Lanarkshire","Glasgow",513,333,24.8,2099,15.2,78,2363.5,15.9,53,2062,0.51,1835,0.29,2493,25.13,1569,21.54,2523,741,1488,"S01004663",4663,203737,3728.19697374038,"",73794,"dz01",80717.9233025163,"dz01","S22000071","Motherwell and Airdrie",5966.98083837935,"Hamilton",3050.71471341594,"Motherwell","dz01",10.08801,7.831106,5.836274,7.485098,9.26676,8.059334,6.77266,6.750288,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",513,78,435,5966.98083837935,3050.71471341594,1488,1569,2523,1833,3728.19697374038
"4664","S01004664",320,"North Lanarkshire","Shotts",664,379,19.63,2816,12.8,85,2887,14.8,56,2284,0.16,2787,0.12,2913,22.02,1943.5,17.37,3064,316,3751,"S01004664",4664,97243,1095.2625570085,"",73795,"dz01",177784.132148138,"dz01","S22000071","Motherwell and Airdrie",15430.6216044576,"Hamilton",9295.91930061685,"Wishaw","dz01",8.754814,6.682966,5.135093,6.248434,7.833002,6.820527,5.793028,5.746709,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",664,85,579,15430.6216044576,9295.91930061685,3751,1943.5,3064,3909.5,1095.2625570085
"4665","S01004665",320,"North Lanarkshire","Glasgow",734,442,43.66,721,27.7,203,787,25.3,112,710,0.97,878,1.05,810,35.06,790,22.44,2407,654,1814,"S01004665",4665,199661,3626.7720461127,"",73796,"dz01",150722.964065844,"dz01","S22000071","Motherwell and Airdrie",6096.94753504956,"Hamilton",3020.11084443961,"Motherwell","dz01",10.08801,7.831106,5.836274,7.485098,9.26676,8.059334,6.77266,6.750288,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",734,203,531,6096.94753504956,3020.11084443961,1814,790,2407,1833,3626.7720461127
"4666","S01004666",320,"North Lanarkshire","Glasgow",720,468,24.73,2109,15.3,110,2352,15,70,2247,0.53,1783,0.56,1848,23.73,1717,24.84,2140,375,3290,"S01004666",4666,197852,3763.20138891508,"",73797,"dz01",124395.415903501,"dz01","S22000071","Motherwell and Airdrie",6392.66178536399,"Hamilton",3274.89844547141,"Motherwell","dz01",10.08801,7.831106,5.836274,7.485098,9.26676,8.059334,6.77266,6.750288,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",720,110,610,6392.66178536399,3274.89844547141,3290,1717,2140,1833,3763.20138891508
"4667","S01004667",320,"North Lanarkshire","Glasgow",723,439,33.66,1306,22.8,165,1240,21.2,93,1194,0.84,1094,0.63,1674,23.44,1746,9.74,4323,692,1641,"S01004667",4667,236068,3613.45369812699,"",73798,"dz01",233650.687651608,"dz01","S22000071","Motherwell and Airdrie",5119.16843473493,"Hamilton",3252.73495896481,"Motherwell","dz01",9.814503,7.844628,5.904606,7.530725,9.201133,8.023291,6.404612,6.416222,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",723,165,558,5119.16843473493,3252.73495896481,1641,1746,4323,1800.5,3613.45369812699
"4668","S01004668",320,"North Lanarkshire","Glasgow",890,634,9.73,4759,6,53,4714,9,57,3859,-0.35,4140,-0.32,4038,11.66,4429,9.68,4344,247,4407,"S01004668",4668,343109,6512.31302950159,"",73799,"dz01",215488.264943548,"dz01","S22000071","Motherwell and Airdrie",4751.81198296795,"Hamilton",4089.86648130306,"Coatbridge","dz01",10.9389,8.673207,6.677778,8.997242,11.02591,9.300166,7.255872,6.936013,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",890,53,837,4751.81198296795,4089.86648130306,4407,4429,4344,719,6512.31302950159
"4669","S01004669",320,"North Lanarkshire","Shotts",753,434,30.4,1558,17.3,130,2017,20.5,89,1289,0.51,1834,0.93,1010,25.16,1565,12.82,3773,651,1808,"S01004669",4669,99257,1056.6445106743,"",73800,"dz01",194354.706554085,"dz01","S22000071","Motherwell and Airdrie",15146.3638460525,"Hamilton",9115.3498644125,"Wishaw","dz01",8.551038,6.602519,5.127135,6.309079,7.962664,7.11839,5.849269,5.814819,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",753,130,623,15146.3638460525,9115.3498644125,1808,1565,3773,4105.5,1056.6445106743
"4670","S01004670",320,"North Lanarkshire","Glasgow",927,583,32.84,1370,23.7,220,1146,20.4,119,1298,0.93,942,0.37,2306,27.14,1351,1.6,6118,831,1185,"S01004670",4670,255429,4797.03286774944,"",73801,"dz01",256516.557584169,"dz01","S22000071","Motherwell and Airdrie",4898.78306043097,"Hamilton",3631.39080601528,"Motherwell","dz01",10.74513,8.430314,6.332977,8.202825,10.01991,8.406485,6.817804,6.670724,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",927,220,707,4898.78306043097,3631.39080601528,1185,1351,6118,953.5,4797.03286774944
"4671","S01004671",320,"North Lanarkshire","Glasgow",889,567,17.09,3217,11.1,99,3303.5,10.9,62,3244,0.32,2340,-0.17,3642,19.67,2360,17.97,2985,596,2024,"S01004671",4671,208914,3687.51127395481,"",73802,"dz01",260689.295140041,"dz01","S22000071","Motherwell and Airdrie",5964.29023601054,"Hamilton",3175.38541181553,"Motherwell","dz01",10.08801,7.831106,5.836274,7.485098,9.26676,8.059334,6.77266,6.750288,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",889,99,790,5964.29023601054,3175.38541181553,2024,2360,2985,1833,3687.51127395481
"4672","S01004672",320,"North Lanarkshire","Glasgow",649,419,29.44,1638,16.6,108,2121,19.3,81,1436,0.82,1133,0.45,2121,29.81,1132,26.69,1970,385,3225,"S01004672",4672,197083,3840.61939938527,"",73803,"dz01",102364.758528154,"dz01","S22000071","Motherwell and Airdrie",6615.18213939529,"Hamilton",3499.41177013515,"Motherwell","dz01",10.08801,7.831106,5.836274,7.485098,9.26676,8.059334,6.77266,6.750288,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",649,108,541,6615.18213939529,3499.41177013515,3225,1132,1970,1833,3840.61939938527
"4673","S01004673",320,"North Lanarkshire","Shotts",886,538,51.92,443,29.5,261,652,23.8,128,878,1.02,782,1.96,50,29.85,1131,35.2,1277,993,810,"S01004673",4673,98259,914.407532970175,"",73804,"dz01",147508.930965513,"dz01","S22000071","Motherwell and Airdrie",15592.2174455351,"Hamilton",9582.56259068118,"Wishaw","dz01",8.754814,6.682966,5.135093,6.248434,7.833002,6.820527,5.793028,5.746709,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",886,261,625,15592.2174455351,9582.56259068118,810,1131,1277,3909.5,914.407532970175
"4674","S01004674",320,"North Lanarkshire","Shotts",807,528,27.98,1754,13.9,112,2657.5,18.4,97,1604,0.76,1249,0.68,1551,25.29,1554,30.38,1656,285,4054,"S01004674",4674,99661,933.925297627011,"",73805,"dz01",164291.89289099,"dz01","S22000071","Motherwell and Airdrie",15061.2169132187,"Hamilton",9154.10630879566,"Wishaw","dz01",8.551038,6.602519,5.127135,6.309079,7.962664,7.11839,5.849269,5.814819,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",807,112,695,15061.2169132187,9154.10630879566,4054,1554,1656,4105.5,933.925297627011
"4675","S01004675",320,"North Lanarkshire","Glasgow",933,609,20.12,2736,11.7,109,3160,11.2,68,3172,0.33,2304,0.45,2106,23.18,1778,32.64,1466,311,3756,"S01004675",4675,198736,4383.78624096506,"",73806,"dz01",3613282.61687145,"dz01","S22000071","Motherwell and Airdrie",6726.02442631537,"Hamilton",3720.90539243217,"Motherwell","dz01",9.68088375,7.6612855,5.7481325,7.5552715,9.436303,8.491441,7.002283,6.583773,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",933,109,824,6726.02442631537,3720.90539243217,3756,1778,1466,2134,4383.78624096506
"4676","S01004676",320,"North Lanarkshire","Glasgow",717,416,25.21,2059,15.9,114,2244,15.9,66,2072,0.78,1226,0.28,2522,20.69,2154,26.1,2034,167,5096,"S01004676",4676,428933,7368.34907948029,"",73807,"dz01",256254.793158183,"dz01","S22000071","Motherwell and Airdrie",5520.81790251931,"Hamilton",4014.22062007084,"Coatbridge","dz01",11.14011,8.981609,6.400456,8.484033,10.00307,8.691818,6.775593,6.74089,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",717,114,603,5520.81790251931,4014.22062007084,5096,2154,2034,432.5,7368.34907948029
"4677","S01004677",320,"North Lanarkshire","Glasgow",859,527,27.11,1833,17.1,147,2044,19.5,103,1413,0.7,1384,0.39,2250,23.34,1758,5.56,5216,489,2508,"S01004677",4677,294457,5249.68537154072,"",73808,"dz01",264833.236312807,"dz01","S22000071","Motherwell and Airdrie",5434.35236856795,"Hamilton",3480.17227537116,"Coatbridge","dz01",10.74513,8.430314,6.332977,8.202825,10.01991,8.406485,6.817804,6.670724,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",859,147,712,5434.35236856795,3480.17227537116,2508,1758,5216,953.5,5249.68537154072
"4678","S01004678",320,"North Lanarkshire","Glasgow",835,555,16.96,3243,8.9,74,3865,12.4,69,2834,0.37,2192,0.01,3163,32.53,935,18.54,2904,144,5348,"S01004678",4678,252510,3704.12559725429,"",73809,"dz01",1080172.63883964,"dz01","S22000071","Motherwell and Airdrie",5834.13824962553,"Hamilton",3374.91546980614,"Coatbridge","dz01",9.814503,7.844628,5.904606,7.530725,9.201133,8.023291,6.404612,6.416222,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",835,74,761,5834.13824962553,3374.91546980614,5348,935,2904,1800.5,3704.12559725429
"4679","S01004679",320,"North Lanarkshire","Glasgow",492,255,26.48,1903,17.3,85,2012,21.6,55,1152,0.42,2054,0.4,2243,19.6,2379,5.43,5249,244,4336,"S01004679",4679,299477,5377.25672998794,"",73810,"dz01",93234.5946081311,"dz01","S22000071","Motherwell and Airdrie",5472.07223209987,"Hamilton",3409.89224988182,"Coatbridge","dz01",10.74513,8.430314,6.332977,8.202825,10.01991,8.406485,6.817804,6.670724,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",492,85,407,5472.07223209987,3409.89224988182,4336,2379,5249,953.5,5377.25672998794
"4680","S01004680",320,"North Lanarkshire","Glasgow",967,540,56.54,324,31.7,307,527,30.2,163,349,1.33,431,1.63,192,26.4,1429,22.02,2455,1158,588,"S01004680",4680,436088,6164.86750277575,"",73811,"dz01",458250.893197428,"dz01","S22000071","Motherwell and Airdrie",5913.40743621249,"Hamilton",3913.77832500689,"Coatbridge","dz01",10.45537,8.564938,6.35808,8.230317,9.919791,8.902785,6.950747,7.014484,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",967,307,660,5913.40743621249,3913.77832500689,588,1429,2455,782.5,6164.86750277575
"4681","S01004681",320,"North Lanarkshire","Glasgow",760,525,15.88,3451,8.7,66,3931,10.9,57,3258,0.08,3024,-0.06,3345,16.87,2992,29.77,1711,368,3332,"S01004681",4681,220990,3284.60794547388,"",73812,"dz01",3291887.71095108,"dz01","S22000071","Motherwell and Airdrie",5760.89463794345,"Hamilton",3283.16980462698,"Motherwell","dz01",9.860692,7.856238,6.176482,8.2370895,10.2308425,8.96062275,7.24129325,6.8022845,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",760,66,694,5760.89463794345,3283.16980462698,3332,2992,1711,1780,3284.60794547388
"4682","S01004682",320,"North Lanarkshire","Glasgow",521,305,43.69,719,29.4,153,659,26.6,81,593,0.85,1091,0.84,1213,28.05,1261,8.56,4573,1228,519,"S01004682",4682,295161,4985.51359284079,"",73813,"dz01",111240.292825561,"dz01","S22000071","Motherwell and Airdrie",5599.6409108103,"Hamilton",3307.95860972691,"Coatbridge","dz01",10.9718,8.589461,6.442346,8.324263,10.01287,8.590689,6.668266,6.684543,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",521,153,368,5599.6409108103,3307.95860972691,519,1261,4573,773.5,4985.51359284079
"4683","S01004683",320,"North Lanarkshire","Glasgow",672,507,5.01,5965,2.2,15,6105,4.7,24,5527,-1.02,5691,-0.9,5483,15.72,3292,24.07,2218,89,5887,"S01004683",4683,448921,5204.71205581741,"",73814,"dz01",122989.080936566,"dz01","S22000071","Motherwell and Airdrie",6146.50712688383,"Hamilton",4279.01606400947,"Coatbridge","dz01",10.45537,8.564938,6.35808,8.230317,9.919791,8.902785,6.950747,7.014484,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",672,15,657,6146.50712688383,4279.01606400947,5887,3292,2218,782.5,5204.71205581741
"4684","S01004684",320,"North Lanarkshire","Glasgow",744,425,17.07,3221,12.2,91,3016,14.8,63,2271.5,0.12,2919,-0.24,3848,8.13,5308,5.2,5282,417,2996,"S01004684",4684,346284,6916.35012872882,"",73815,"dz01",2498037.75787288,"dz01","S22000071","Motherwell and Airdrie",4998.28789608154,"Hamilton",3843.31737175292,"Coatbridge","dz01",11.001705,8.7029375,7.0829485,9.607546,11.49911,9.825548,7.53503,7.0166585,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",744,91,653,4998.28789608154,3843.31737175292,2996,5308,5282,669,6916.35012872882
"4685","S01004685",320,"North Lanarkshire","Glasgow",520,298,37.57,1048,24.2,126,1103,23.2,69,951,0.69,1395,1.07,789,29.13,1182,13.45,3656,615,1935,"S01004685",4685,300865,4547.82012473787,"",73816,"dz01",64176.6844299138,"dz01","S22000071","Motherwell and Airdrie",5886.43586573688,"Hamilton",3004.93980845761,"Coatbridge","dz01",10.9718,8.589461,6.442346,8.324263,10.01287,8.590689,6.668266,6.684543,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",520,126,394,5886.43586573688,3004.93980845761,1935,1182,3656,773.5,4547.82012473787
"4686","S01004686",320,"North Lanarkshire","Glasgow",696,423,43.16,750,24.7,172,1048,25.5,108,692.5,1.31,443,1.18,618,24.1,1674,12.09,3916,489,2533,"S01004686",4686,431930,6302.10731551474,"",73817,"dz01",125918.92111662,"dz01","S22000071","Motherwell and Airdrie",5981.46096789285,"Hamilton",3686.28891527708,"Coatbridge","dz01",10.94689,8.735577,6.39564,8.21133,9.838859,8.715426,6.771877,6.817857,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",696,172,524,5981.46096789285,3686.28891527708,2533,1674,3916,645,6302.10731551474
"4687","S01004687",320,"North Lanarkshire","Glasgow",886,522,32.64,1389,17.9,159,1906,19,99,1502,1.02,788,0.92,1025,34.27,841,15.08,3393,576,2072,"S01004687",4687,422966,6627.99234362254,"",73818,"dz01",227885.923158869,"dz01","S22000071","Motherwell and Airdrie",5903.02510732838,"Hamilton",3359.59143621623,"Coatbridge","dz01",10.94689,8.735577,6.39564,8.21133,9.838859,8.715426,6.771877,6.817857,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",886,159,727,5903.02510732838,3359.59143621623,2072,841,3393,645,6627.99234362254
"4688","S01004688",320,"North Lanarkshire","Glasgow",724,499,6.9,5438,4.7,34,5130,6.2,31,4875,-0.45,4388,-0.84,5372,6.22,5667,13.38,3663,262,4276,"S01004688",4688,456834,4576.52952912044,"",73819,"dz01",386564.569651306,"dz01","S22000071","Motherwell and Airdrie",6570.30569898063,"Hamilton",4293.87669291139,"Coatbridge","dz01",10.72374,8.76104,6.714203,9.123757,11.10976,9.832583,7.731035,7.292183,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",724,34,690,6570.30569898063,4293.87669291139,4276,5667,3663,622.5,4576.52952912044
"4689","S01004689",320,"North Lanarkshire","Glasgow",994,673,18.95,2929,10,99,3590,12.6,85,2786,0.14,2861,0.39,2272,25.05,1583,32.41,1491,191,4842,"S01004689",4689,266007,3665.67327071996,"",73820,"dz01",186062.010426717,"dz01","S22000071","Motherwell and Airdrie",6110.15410233258,"Hamilton",2988.68423828753,"Coatbridge","dz01",10.9718,8.589461,6.442346,8.324263,10.01287,8.590689,6.668266,6.684543,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",994,99,895,6110.15410233258,2988.68423828753,4842,1583,1491,773.5,3665.67327071996
"4690","S01004690",320,"North Lanarkshire","Glasgow",554,397,8.09,5115,4.3,24,5267,5,20,5387,-0.05,3374,-0.54,4630,10,4877,18.91,2845,307,3889,"S01004690",4690,449395,5210.46829995756,"",73821,"dz01",88886.249327248,"dz01","S22000071","Motherwell and Airdrie",6402.39450182963,"Hamilton",3993.29026324256,"Coatbridge","dz01",10.45537,8.564938,6.35808,8.230317,9.919791,8.902785,6.950747,7.014484,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",554,24,530,6402.39450182963,3993.29026324256,3889,4877,2845,782.5,5210.46829995756
"4691","S01004691",320,"North Lanarkshire","Glasgow",795,578,4.17,6135,2,16,6182,4.8,28,5469,-1.04,5731,-0.98,5617,9.36,5042,14.65,3459,264,4273,"S01004691",4691,467717,3494.72552742305,"",73822,"dz01",201071.924043698,"dz01","S22000065","Glasgow",10740.0709298676,"Glasgow",9327.40741250818,"East Kilbride","dz01",10.72374,8.76104,6.714203,9.123757,11.10976,9.832583,7.731035,7.292183,2006,"Scotland","North Lanarkshire","Glasgow",795,16,779,10740.0709298676,9327.40741250818,4273,5042,3459,622.5,3494.72552742305
"4692","S01004692",320,"North Lanarkshire","Glasgow",673,460,36,1152,20.7,139,1499,23,106,965,1.01,795,0.94,1000,33,906,17.94,2990,149,5282,"S01004692",4692,433551,5472.63662336209,"",73823,"dz01",102924.441775694,"dz01","S22000071","Motherwell and Airdrie",6384.03485860815,"Hamilton",3336.56098917054,"Coatbridge","dz01",10.94689,8.735577,6.39564,8.21133,9.838859,8.715426,6.771877,6.817857,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",673,139,534,6384.03485860815,3336.56098917054,5282,906,2990,645,5472.63662336209
"4693","S01004693",320,"North Lanarkshire","Glasgow",797,518,14.93,3644,7,56,4400,11.8,61,3003,-0.47,4441,0.16,2816,14.48,3614,33.77,1377,188,4871,"S01004693",4693,302315,4118.02673806081,"",73824,"dz01",153641.816775821,"dz01","S22000071","Motherwell and Airdrie",6159.39787444863,"Hamilton",2736.42981182472,"Coatbridge","dz01",10.9718,8.589461,6.442346,8.324263,10.01287,8.590689,6.668266,6.684543,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",797,56,741,6159.39787444863,2736.42981182472,4871,3614,1377,773.5,4118.02673806081
"4694","S01004694",320,"North Lanarkshire","Glasgow",608,396,28.75,1685,16,97,2231,19.4,77,1422,0.69,1416,0.68,1564,26.48,1418,17.83,3003,477,2597,"S01004694",4694,434182,5713.82380064746,"",73825,"dz01",222649.617328636,"dz01","S22000071","Motherwell and Airdrie",6245.15644343744,"Hamilton",3597.3442127252,"Coatbridge","dz01",10.45537,8.564938,6.35808,8.230317,9.919791,8.902785,6.950747,7.014484,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",608,97,511,6245.15644343744,3597.3442127252,2597,1418,3003,782.5,5713.82380064746
"4695","S01004695",320,"North Lanarkshire","Glasgow",817,550,3.88,6212,1.1,9,6434,3.1,17,6148,-0.97,5613,-0.78,5238,4.79,5941,23.75,2250,86,5941,"S01004695",4695,451238,5211.6166869303,"",73826,"dz01",109962.205029828,"dz01","S22000071","Motherwell and Airdrie",6658.5912849646,"Hamilton",3760.26898453204,"Coatbridge","dz01",10.45537,8.564938,6.35808,8.230317,9.919791,8.902785,6.950747,7.014484,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",817,9,808,6658.5912849646,3760.26898453204,5941,5941,2250,782.5,5211.6166869303
"4696","S01004696",320,"North Lanarkshire","Glasgow",869,543,39.84,922,23.1,201,1210,20.4,111,1296,1.04,754,1.46,310,32.45,941,23.71,2256,299,3898,"S01004696",4696,428473,5300.54892748097,"",73827,"dz01",287536.390394583,"dz01","S22000071","Motherwell and Airdrie",6401.84437917589,"Hamilton",3062.07465963666,"Coatbridge","dz01",10.94689,8.735577,6.39564,8.21133,9.838859,8.715426,6.771877,6.817857,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",869,201,668,6401.84437917589,3062.07465963666,3898,941,2256,645,5300.54892748097
"4697","S01004697",320,"North Lanarkshire","Glasgow",868,575,10.17,4644,5.6,49,4810.5,7.7,44,4320.5,-0.02,3299,-0.22,3766,10.1,4845,14.89,3428,207,4785,"S01004697",4697,467325,3642.05646148155,"",73828,"dz01",183376.30544167,"dz01","S22000071","Motherwell and Airdrie",7041.9410471845,"Hamilton",4439.80861836719,"Coatbridge","dz01",10.72374,8.76104,6.714203,9.123757,11.10976,9.832583,7.731035,7.292183,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",868,49,819,7041.9410471845,4439.80861836719,4785,4845,3428,622.5,3642.05646148155
"4698","S01004698",320,"North Lanarkshire","Glasgow",636,417,3.86,6214,1.7,11,6283,3.4,14,6069,-1.05,5759,-0.9,5484,7.6,5406.5,18.44,2919,283,3971,"S01004698",4698,455976,5017.25082001338,"",73829,"dz01",100716.87491314,"dz01","S22000071","Motherwell and Airdrie",6838.83857647109,"Hamilton",3834.95525346567,"Coatbridge","dz01",10.45537,8.564938,6.35808,8.230317,9.919791,8.902785,6.950747,7.014484,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",636,11,625,6838.83857647109,3834.95525346567,3971,5406.5,2919,782.5,5017.25082001338
